Season,Player,Team,Position,evo_rank,evd_rank,ppl_rank,pkl_rank,oio_rank,oid_rank,sht_rank,scr_rank,zon_rank,plm_rank,pen_rank,phy_rank,fof_rank,fan_rank,Role,GP,TOI,Goals,First Assists,Age,Date of Birth,Birth Country,Nationality,Height (in),Weight (lbs),Draft Year,Draft Round,Round Pick,Overall Draft Position,Contract Years,Cap Hit
2023-2024,Alexandre Carrier,NSH,D,161.0,37.0,92.0,26.0,126.0,86.0,166.0,155.0,204.0,119.0,108.0,133.0,,106.0,Second Pair,73,1372.4166666667,4,7,28.0,1996-10-08,CAN,CAN,71.0,174.0,2015,4,24,115,,
2023-2024,Andreas Englund,LAK,D,223.0,64.0,,143.0,148.0,62.0,230.0,241.0,156.0,225.0,88.0,9.0,,247.0,Third Pair,82,1084.2333333333,1,2,29.0,1996-01-21,SWE,SWE,75.0,189.0,2014,2,10,40,,
2023-2024,Andrew Peeke,"BOS, CBJ",D,193.0,93.0,,161.0,220.0,198.0,181.0,172.0,194.0,120.0,82.0,35.0,,100.0,Third Pair,38,623.18333333333,1,6,27.0,1998-03-17,USA,USA,75.0,210.0,2016,2,4,34,,
2023-2024,Arber Xhekaj,MTL,D,54.0,222.0,,,136.0,201.0,44.0,61.0,50.0,85.0,248.0,8.0,,163.0,Third Pair,44,700.8,3,6,24.0,2001-01-30,CAN,CAN,76.0,238.0,-,-,-,-,,
2023-2024,Artem Zub,OTT,D,138.0,87.0,,48.0,87.0,50.0,209.0,120.0,140.0,138.0,152.0,57.0,,113.0,Second Pair,69,1450.25,5,11,29.0,1995-10-03,RUS,RUS,74.0,200.0,-,-,-,-,,
2023-2024,Ben Chiarot,DET,D,162.0,156.0,98.0,84.0,212.0,204.0,97.0,105.0,188.0,131.0,185.0,62.0,,64.0,Second Pair,77,1522.8833333333,5,9,34.0,1991-05-09,CAN,CAN,75.0,232.0,2009,4,29,120,,
2023-2024,Ben Hutton,VGK,D,64.0,8.0,,,117.0,13.0,30.0,69.0,3.0,115.0,28.0,205.0,,107.0,Third Pair,41,666.56666666667,2,4,32.0,1993-04-20,CAN,CAN,75.0,201.0,2012,5,26,147,,
2023-2024,Bowen Byram,"BUF, COL",D,62.0,181.0,82.0,146.0,110.0,157.0,117.0,4.0,76.0,82.0,160.0,94.0,,61.0,Second Pair,73,1485.0,11,6,24.0,2001-06-13,CAN,CAN,73.0,190.0,2019,1,4,4,,
2023-2024,Braden Schneider,NYR,D,158.0,98.0,,145.0,192.0,160.0,131.0,86.0,109.0,152.0,18.0,46.0,,135.0,Third Pair,82,1304.0,5,5,23.0,2001-09-20,CAN,CAN,75.0,208.0,2020,1,19,19,,
2023-2024,Brady Skjei,CAR,D,8.0,54.0,59.0,16.0,14.0,10.0,11.0,7.0,37.0,48.0,121.0,177.0,,39.0,Second Pair,80,1702.25,13,16,31.0,1994-03-26,USA,USA,75.0,210.0,2012,1,28,28,,
2023-2024,Brandon Carlo,BOS,D,177.0,45.0,,17.0,203.0,75.0,157.0,152.0,249.0,168.0,143.0,73.0,,126.0,Second Pair,76,1512.65,4,8,28.0,1996-11-26,USA,USA,78.0,218.0,2015,2,7,37,,
2023-2024,Brandon Montour,FLA,D,18.0,155.0,20.0,168.0,28.0,81.0,6.0,23.0,17.0,41.0,100.0,128.0,,24.0,First Pair,66,1547.5166666667,8,6,31.0,1994-04-11,CAN,CAN,72.0,194.0,2014,2,25,55,,
2023-2024,Brayden McNabb,VGK,D,131.0,10.0,,29.0,78.0,91.0,171.0,199.0,149.0,124.0,81.0,53.0,,69.0,Second Pair,82,1587.0333333333,4,9,34.0,1991-01-21,CAN,CAN,76.0,215.0,2009,3,5,66,,
2023-2024,Brayden Pachal,"CGY, VGK",D,195.0,160.0,,,226.0,183.0,122.0,176.0,190.0,211.0,245.0,19.0,,221.0,Third Pair,50,733.83333333333,2,3,25.0,1999-08-23,CAN,CAN,74.0,203.0,-,-,-,-,,
2023-2024,Brendan Smith,NJD,D,108.0,128.0,,119.0,83.0,67.0,118.0,114.0,153.0,223.0,158.0,36.0,,207.0,Third Pair,63,1014.3333333333,5,3,36.0,1989-02-08,CAN,CAN,74.0,200.0,2007,1,27,27,,
2023-2024,Brenden Dillon,WPG,D,109.0,117.0,,92.0,95.0,92.0,177.0,103.0,129.0,161.0,173.0,18.0,,134.0,Second Pair,77,1443.0833333333,8,4,34.0,1990-11-13,CAN,CAN,76.0,224.0,-,-,-,-,,
2023-2024,Brent Burns,CAR,D,5.0,40.0,9.0,39.0,5.0,8.0,3.0,17.0,40.0,21.0,89.0,234.0,,27.0,Second Pair,82,1763.0666666667,10,14,40.0,1985-03-09,CAN,CAN,77.0,230.0,2003,1,20,20,,
2023-2024,Brett Kulak,EDM,D,105.0,49.0,,15.0,82.0,23.0,86.0,158.0,69.0,172.0,130.0,114.0,,161.0,Third Pair,82,1261.5166666667,3,4,31.0,1994-01-06,CAN,CAN,73.0,197.0,2012,4,14,105,,
2023-2024,Brett Pesce,CAR,D,44.0,11.0,85.0,4.0,8.0,9.0,50.0,149.0,36.0,118.0,36.0,238.0,,86.0,Second Pair,70,1420.2,3,3,30.0,1994-11-15,USA,USA,75.0,206.0,2013,3,5,66,,
2023-2024,Brian Dumoulin,SEA,D,122.0,33.0,,36.0,74.0,24.0,202.0,147.0,72.0,154.0,37.0,138.0,,158.0,Third Pair,80,1361.25,6,4,33.0,1991-09-06,USA,USA,76.0,207.0,2009,2,21,51,,
2023-2024,Brock Faber,MIN,D,148.0,144.0,62.0,135.0,204.0,165.0,165.0,133.0,180.0,72.0,209.0,224.0,,57.0,First Pair,82,2047.8833333333,8,18,22.0,2002-08-22,USA,USA,73.0,200.0,2020,2,14,45,,
2023-2024,Cale Makar,COL,D,4.0,13.0,3.0,91.0,17.0,27.0,4.0,1.0,1.0,3.0,3.0,216.0,,2.0,First Pair,77,1907.2666666667,21,28,26.0,1998-10-30,CAN,CAN,71.0,187.0,2017,1,4,4,,
2023-2024,Caleb Jones,COL,D,202.0,70.0,86.0,,196.0,99.0,144.0,195.0,157.0,77.0,153.0,67.0,,177.0,Fringe,25,305.2,0,3,28.0,1997-06-06,USA,USA,73.0,194.0,2015,4,26,117,,
2023-2024,Calen Addison,"MIN, SJS",D,221.0,234.0,55.0,,210.0,235.0,96.0,223.0,96.0,55.0,194.0,203.0,,153.0,Third Pair,72,1243.05,1,8,25.0,2000-04-11,CAN,CAN,71.0,173.0,2018,2,22,53,,
2023-2024,Calvin de Haan,TBL,D,118.0,7.0,,136.0,118.0,4.0,94.0,138.0,111.0,177.0,139.0,54.0,,166.0,Third Pair,59,980.9,3,3,34.0,1991-05-09,CAN,CAN,73.0,195.0,2009,1,12,12,,
2023-2024,Cam Fowler,ANA,D,206.0,226.0,17.0,98.0,184.0,202.0,140.0,85.0,121.0,44.0,62.0,244.0,,49.0,First Pair,81,1978.25,5,15,33.0,1991-12-05,CAN,USA,74.0,215.0,2010,1,12,12,,
2023-2024,Cam York,PHI,D,152.0,42.0,46.0,154.0,123.0,55.0,153.0,68.0,82.0,97.0,40.0,188.0,,67.0,First Pair,82,1854.7833333333,10,5,24.0,2001-01-05,USA,USA,71.0,175.0,2019,1,14,14,,
2023-2024,Carson Soucy,VAN,D,196.0,12.0,,12.0,199.0,15.0,155.0,101.0,150.0,189.0,94.0,60.0,,160.0,Third Pair,40,699.41666666667,2,2,30.0,1994-07-27,CAN,CAN,77.0,208.0,2013,5,16,137,,
2023-2024,Chad Ruhwedel,"NYR, PIT",D,192.0,35.0,,11.0,139.0,38.0,156.0,201.0,193.0,242.0,49.0,31.0,,239.0,Fringe,52,660.41666666667,1,1,35.0,1990-05-07,USA,USA,71.0,191.0,-,-,-,-,,
2023-2024,Charlie McAvoy,BOS,D,32.0,61.0,37.0,5.0,30.0,90.0,93.0,38.0,15.0,26.0,52.0,97.0,,21.0,First Pair,74,1838.6,12,16,27.0,1997-12-21,USA,USA,73.0,209.0,2016,1,14,14,,
2023-2024,Chris Tanev,"CGY, DAL",D,111.0,2.0,,14.0,25.0,5.0,219.0,212.0,192.0,142.0,56.0,208.0,,90.0,Second Pair,75,1476.2833333333,2,8,35.0,1989-12-20,CAN,CAN,74.0,193.0,-,-,-,-,,
2023-2024,Cody Ceci,EDM,D,102.0,157.0,,69.0,45.0,125.0,164.0,171.0,104.0,169.0,76.0,116.0,,123.0,Second Pair,79,1581.7833333333,5,7,31.0,1993-12-21,CAN,CAN,74.0,210.0,2012,1,15,15,,
2023-2024,Colin Miller,"NJD, WPG",D,48.0,101.0,,,53.0,33.0,41.0,51.0,11.0,110.0,90.0,59.0,,148.0,Third Pair,46,722.43333333333,4,3,32.0,1992-10-29,CAN,CAN,73.0,200.0,2012,5,30,151,,
2023-2024,Colton Parayko,STL,D,178.0,71.0,,76.0,230.0,173.0,92.0,80.0,227.0,166.0,46.0,145.0,,42.0,First Pair,82,1956.5833333333,10,8,32.0,1993-05-12,CAN,CAN,78.0,228.0,2012,3,25,86,,
2023-2024,Connor Clifton,BUF,D,129.0,55.0,,34.0,155.0,85.0,136.0,132.0,119.0,113.0,79.0,15.0,,137.0,Third Pair,79,1307.9166666667,4,8,30.0,1995-04-28,USA,USA,71.0,190.0,2013,5,12,133,,
2023-2024,Connor Murphy,CHI,D,230.0,86.0,,51.0,234.0,190.0,188.0,124.0,237.0,239.0,48.0,39.0,,98.0,Second Pair,46,912.26666666667,2,2,32.0,1993-03-26,USA,USA,76.0,212.0,2011,1,20,20,,
2023-2024,Conor Timmins,TOR,D,34.0,66.0,,,9.0,29.0,167.0,140.0,38.0,16.0,229.0,110.0,,139.0,Third Pair,25,400.53333333333,1,5,26.0,1998-09-18,CAN,CAN,74.0,202.0,2017,2,1,32,,
2023-2024,Dakota Mermis,MIN,D,159.0,115.0,,,225.0,145.0,141.0,96.0,179.0,215.0,238.0,130.0,,226.0,Third Pair,47,662.1,3,2,31.0,1994-01-05,USA,USA,72.0,195.0,-,-,-,-,,
2023-2024,Damon Severson,CBJ,D,42.0,207.0,49.0,67.0,10.0,120.0,113.0,42.0,122.0,66.0,164.0,199.0,,93.0,Second Pair,67,1416.8833333333,9,9,30.0,1994-08-07,CAN,CAN,74.0,205.0,2012,2,30,60,,
2023-2024,Daniil Miromanov,"CGY, VGK",D,39.0,106.0,,,62.0,146.0,58.0,54.0,230.0,174.0,227.0,249.0,,104.0,Second Pair,24,497.33333333333,3,2,27.0,1997-07-11,RUS,RUS,76.0,200.0,-,-,-,-,,
2023-2024,Dante Fabbro,NSH,D,69.0,76.0,,13.0,52.0,84.0,99.0,159.0,31.0,104.0,165.0,125.0,,121.0,Third Pair,56,915.63333333333,3,6,27.0,1998-06-20,CAN,CAN,72.0,189.0,2016,1,17,17,,
2023-2024,Darnell Nurse,EDM,D,16.0,127.0,48.0,31.0,32.0,110.0,16.0,37.0,107.0,73.0,179.0,71.0,,28.0,Second Pair,81,1773.45,10,11,30.0,1995-02-04,CAN,CAN,76.0,221.0,2013,1,7,7,,
2023-2024,Darren Raddysh,TBL,D,125.0,149.0,,128.0,124.0,154.0,161.0,135.0,127.0,149.0,162.0,195.0,,132.0,Second Pair,82,1566.6666666667,6,8,29.0,1996-02-28,CAN,CAN,73.0,200.0,-,-,-,-,,
2023-2024,David Jiricek,CBJ,D,180.0,212.0,,,217.0,216.0,183.0,224.0,133.0,98.0,247.0,207.0,,227.0,Third Pair,43,627.7,1,5,21.0,2003-11-28,CZE,CZE,76.0,199.0,2022,1,6,6,,
2023-2024,David Savard,MTL,D,170.0,216.0,,97.0,164.0,243.0,226.0,94.0,175.0,147.0,107.0,132.0,,55.0,Second Pair,60,1214.4833333333,6,6,34.0,1990-10-22,CAN,CAN,73.0,235.0,2009,4,3,94,,
2023-2024,Declan Chisholm,"MIN, WPG",D,210.0,58.0,,,178.0,66.0,204.0,56.0,177.0,111.0,240.0,233.0,,186.0,Third Pair,31,512.4,3,4,25.0,2000-01-12,CAN,CAN,73.0,185.0,2018,5,26,150,,
2023-2024,Dennis Gilbert,CGY,D,198.0,14.0,,,154.0,77.0,205.0,157.0,25.0,236.0,68.0,21.0,,219.0,Fringe,34,417.63333333333,1,0,28.0,1996-10-30,USA,USA,74.0,216.0,2015,3,30,91,,
2023-2024,Derek Forbort,BOS,D,222.0,50.0,,2.0,191.0,63.0,235.0,169.0,238.0,220.0,85.0,51.0,,188.0,Third Pair,35,622.78333333333,0,1,33.0,1992-03-04,USA,USA,76.0,208.0,2010,1,15,15,,
2023-2024,Devon Toews,COL,D,15.0,25.0,50.0,82.0,11.0,21.0,60.0,43.0,8.0,43.0,16.0,194.0,,29.0,First Pair,82,1921.1833333333,12,16,31.0,1994-02-21,CAN,CAN,73.0,191.0,2014,4,18,108,,
2023-2024,Dmitry Kulikov,FLA,D,99.0,170.0,,54.0,106.0,122.0,154.0,192.0,62.0,62.0,102.0,69.0,,145.0,Third Pair,76,1255.0833333333,1,12,34.0,1990-10-29,RUS,RUS,73.0,201.0,2009,1,14,14,,
2023-2024,Dmitry Orlov,CAR,D,52.0,29.0,76.0,113.0,48.0,7.0,45.0,49.0,94.0,78.0,10.0,84.0,,68.0,Third Pair,82,1419.8166666667,6,6,33.0,1991-07-23,RUS,RUS,71.0,214.0,2009,2,25,55,,
2023-2024,Drew Doughty,LAK,D,88.0,90.0,21.0,95.0,51.0,11.0,102.0,30.0,147.0,56.0,73.0,148.0,,35.0,First Pair,82,2115.0666666667,15,14,35.0,1989-12-08,CAN,CAN,73.0,210.0,2008,1,2,2,,
2023-2024,Dylan DeMelo,WPG,D,92.0,118.0,,78.0,49.0,60.0,197.0,164.0,52.0,90.0,110.0,78.0,,102.0,Second Pair,82,1781.8333333333,3,12,32.0,1993-05-01,CAN,CAN,72.0,195.0,2011,6,28,179,,
2023-2024,Dylan Samberg,WPG,D,136.0,24.0,,104.0,131.0,32.0,168.0,230.0,110.0,121.0,182.0,124.0,,195.0,Third Pair,78,1218.8,1,10,26.0,1999-01-24,USA,USA,76.0,219.0,2017,2,12,43,,
2023-2024,Egor Zamula,PHI,D,209.0,74.0,64.0,,172.0,123.0,176.0,81.0,155.0,117.0,239.0,210.0,,187.0,Third Pair,66,1059.7833333333,5,7,25.0,2000-03-30,RUS,RUS,75.0,177.0,-,-,-,-,,
2023-2024,Emil Lilleberg,TBL,D,246.0,109.0,,,243.0,97.0,214.0,248.0,208.0,197.0,241.0,24.0,,237.0,Third Pair,37,599.56666666667,0,3,24.0,2001-02-02,NOR,,74.0,192.0,2021,4,11,107,,
2023-2024,Erik Brannstrom,OTT,D,117.0,52.0,96.0,123.0,80.0,56.0,119.0,204.0,33.0,105.0,120.0,185.0,,136.0,Third Pair,76,1260.9166666667,3,7,25.0,1999-09-02,SWE,SWE,70.0,185.0,2017,1,15,15,,
2023-2024,Erik Cernak,TBL,D,154.0,193.0,,81.0,94.0,105.0,194.0,220.0,201.0,162.0,118.0,17.0,,194.0,Second Pair,69,1323.8333333333,2,6,28.0,1997-05-28,SVK,SVK,76.0,224.0,2015,2,13,43,,
2023-2024,Erik Gudbranson,CBJ,D,139.0,208.0,,55.0,169.0,213.0,112.0,142.0,151.0,173.0,106.0,98.0,,87.0,Second Pair,78,1533.4833333333,6,6,33.0,1992-01-07,CAN,CAN,77.0,222.0,2010,1,3,3,,
2023-2024,Erik Gustafsson,NYR,D,41.0,133.0,33.0,,43.0,57.0,63.0,62.0,4.0,20.0,78.0,173.0,,82.0,Third Pair,76,1321.7833333333,6,15,33.0,1992-03-14,SWE,SWE,72.0,197.0,2012,4,2,93,,
2023-2024,Erik Johnson,"BUF, PHI",D,127.0,73.0,,90.0,142.0,132.0,82.0,111.0,168.0,227.0,43.0,32.0,,150.0,Third Pair,67,969.71666666667,5,0,37.0,1988-03-21,USA,USA,76.0,225.0,2006,1,1,1,,
2023-2024,Erik Karlsson,PIT,D,2.0,230.0,13.0,175.0,3.0,156.0,10.0,6.0,24.0,9.0,44.0,241.0,,12.0,First Pair,82,1990.0166666667,11,24,35.0,1990-05-31,SWE,SWE,72.0,190.0,2008,1,15,15,,
2023-2024,Esa Lindell,DAL,D,94.0,30.0,,25.0,114.0,52.0,106.0,106.0,228.0,133.0,29.0,161.0,,65.0,Second Pair,82,1678.6833333333,5,8,31.0,1994-05-23,FIN,FIN,75.0,220.0,2012,3,13,74,,
2023-2024,Ethan Bear,WSH,D,191.0,99.0,,169.0,180.0,93.0,87.0,134.0,98.0,201.0,156.0,172.0,,164.0,Third Pair,24,357.73333333333,1,0,28.0,1997-06-26,CAN,CAN,71.0,197.0,2015,5,3,124,,
2023-2024,Evan Bouchard,EDM,D,7.0,36.0,6.0,178.0,1.0,14.0,5.0,10.0,32.0,18.0,71.0,162.0,,17.0,First Pair,81,1862.7666666667,18,25,25.0,1999-10-20,CAN,CAN,75.0,194.0,2018,1,10,10,,
2023-2024,Filip Hronek,VAN,D,78.0,197.0,38.0,57.0,101.0,98.0,56.0,73.0,66.0,38.0,45.0,134.0,,43.0,First Pair,81,1898.75,5,14,27.0,1997-11-02,CZE,CZE,72.0,190.0,2016,2,23,53,,
2023-2024,Gustav Forsling,FLA,D,3.0,124.0,83.0,27.0,7.0,47.0,22.0,26.0,99.0,37.0,58.0,158.0,,40.0,First Pair,79,1749.2166666667,10,17,29.0,1996-06-12,SWE,SWE,72.0,186.0,2014,5,6,126,,
2023-2024,Gustav Lindstrom,"ANA, MTL",D,228.0,126.0,,176.0,238.0,134.0,241.0,137.0,79.0,108.0,217.0,88.0,,213.0,Third Pair,46,708.4,3,5,26.0,1998-10-20,SWE,SWE,74.0,186.0,2017,2,7,38,,
2023-2024,Hampus Lindholm,BOS,D,100.0,111.0,41.0,42.0,91.0,46.0,100.0,126.0,206.0,58.0,119.0,193.0,,56.0,First Pair,73,1699.9166666667,3,6,31.0,1994-01-20,SWE,SWE,76.0,215.0,2012,1,6,6,,
2023-2024,Haydn Fleury,TBL,D,181.0,110.0,,,224.0,89.0,77.0,203.0,166.0,204.0,15.0,79.0,,198.0,Third Pair,24,386.96666666667,1,2,29.0,1996-07-08,CAN,CAN,76.0,208.0,2014,1,7,7,,
2023-2024,Henri Jokiharju,BUF,D,143.0,196.0,100.0,83.0,96.0,163.0,147.0,174.0,80.0,150.0,113.0,136.0,,133.0,Second Pair,74,1404.5166666667,3,9,26.0,1999-06-17,FIN,FIN,72.0,200.0,2017,1,29,29,,
2023-2024,Henry Thrun,SJS,D,245.0,248.0,,134.0,240.0,247.0,231.0,168.0,214.0,216.0,205.0,236.0,,203.0,Second Pair,51,1019.9833333333,3,4,24.0,2001-03-12,USA,USA,74.0,190.0,2019,4,8,101,,
2023-2024,Ian Cole,VAN,D,147.0,32.0,,35.0,81.0,17.0,184.0,208.0,195.0,203.0,203.0,105.0,,172.0,Second Pair,78,1457.7666666667,2,3,36.0,1989-02-21,USA,USA,73.0,225.0,2007,1,18,18,,
2023-2024,Ilya Lyubushkin,"ANA, TOR",D,232.0,89.0,,85.0,166.0,152.0,246.0,236.0,171.0,192.0,174.0,34.0,,185.0,Third Pair,74,1267.2333333333,0,4,31.0,1994-04-06,RUS,RUS,74.0,200.0,-,-,-,-,,
2023-2024,Isaak Phillips,CHI,D,241.0,251.0,,,247.0,250.0,198.0,251.0,233.0,165.0,224.0,89.0,,232.0,Third Pair,33,563.41666666667,0,3,23.0,2001-09-28,CAN,CAN,75.0,205.0,2020,5,17,141,,
2023-2024,Ivan Provorov,CBJ,D,146.0,200.0,51.0,94.0,152.0,186.0,134.0,127.0,161.0,101.0,39.0,189.0,,60.0,First Pair,82,1817.3166666667,5,13,28.0,1997-01-13,RUS,RUS,73.0,201.0,2015,1,7,7,,
2023-2024,Jaccob Slavin,CAR,D,17.0,3.0,91.0,1.0,2.0,3.0,47.0,108.0,22.0,67.0,7.0,228.0,,54.0,Second Pair,81,1695.4833333333,6,11,31.0,1994-05-01,USA,USA,75.0,207.0,2012,4,29,120,,
2023-2024,Jack Johnson,COL,D,200.0,178.0,,33.0,190.0,169.0,149.0,196.0,234.0,181.0,50.0,113.0,,205.0,Third Pair,80,1194.1833333333,3,8,38.0,1987-01-13,USA,USA,73.0,227.0,2005,1,3,3,,
2023-2024,Jackson LaCombe,ANA,D,238.0,189.0,,133.0,242.0,225.0,245.0,232.0,236.0,125.0,226.0,215.0,,189.0,Second Pair,71,1375.7833333333,2,10,24.0,2001-01-09,USA,USA,73.0,171.0,2019,2,8,39,,
2023-2024,Jacob Bernard-Docker,OTT,D,189.0,112.0,,132.0,223.0,221.0,229.0,143.0,159.0,157.0,222.0,169.0,,179.0,Third Pair,72,1129.9333333333,4,7,25.0,2000-06-30,CAN,CAN,72.0,190.0,2018,1,26,26,,
2023-2024,Jacob Bryson,BUF,D,227.0,60.0,90.0,,167.0,59.0,251.0,213.0,135.0,107.0,19.0,204.0,,231.0,Third Pair,36,528.36666666667,1,4,27.0,1997-11-18,CAN,CAN,69.0,176.0,2017,4,6,99,,
2023-2024,Jacob MacDonald,SJS,D,67.0,231.0,,,235.0,203.0,15.0,3.0,146.0,207.0,157.0,72.0,,202.0,Fringe,34,408.73333333333,7,1,32.0,1993-02-26,USA,,72.0,204.0,-,-,-,-,,
2023-2024,Jacob Moverare,LAK,D,199.0,82.0,,,115.0,159.0,234.0,121.0,245.0,250.0,234.0,187.0,,249.0,Fringe,24,250.71666666667,1,0,26.0,1998-08-31,SWE,SWE,75.0,210.0,2016,4,21,112,,
2023-2024,Jacob Trouba,NYR,D,56.0,44.0,75.0,21.0,130.0,151.0,26.0,112.0,144.0,63.0,103.0,30.0,,32.0,Second Pair,69,1465.95,3,10,31.0,1994-02-26,USA,USA,75.0,203.0,2012,1,9,9,,
2023-2024,Jake Bean,CBJ,D,153.0,204.0,89.0,102.0,186.0,220.0,133.0,102.0,165.0,164.0,197.0,226.0,,157.0,Third Pair,72,1175.55,4,6,27.0,1998-06-09,CAN,CAN,73.0,196.0,2016,1,13,13,,
2023-2024,Jake McCabe,TOR,D,113.0,88.0,,24.0,109.0,115.0,187.0,82.0,186.0,96.0,84.0,33.0,,77.0,Second Pair,73,1507.9333333333,8,9,31.0,1993-10-12,USA,USA,73.0,204.0,2012,2,14,44,,
2023-2024,Jake Middleton,MIN,D,188.0,68.0,,107.0,201.0,138.0,211.0,123.0,198.0,155.0,150.0,85.0,,116.0,Second Pair,80,1584.6666666667,7,9,29.0,1996-01-02,CAN,CAN,75.0,219.0,2014,7,30,210,,
2023-2024,Jake Sanderson,OTT,D,89.0,131.0,53.0,106.0,76.0,124.0,74.0,77.0,170.0,93.0,95.0,232.0,,47.0,First Pair,79,1834.25,10,12,23.0,2002-07-08,USA,USA,75.0,195.0,2020,1,5,5,,
2023-2024,Jake Walman,DET,D,63.0,80.0,,125.0,176.0,180.0,21.0,8.0,205.0,212.0,41.0,180.0,,46.0,Second Pair,63,1245.4666666667,12,2,29.0,1996-02-20,CAN,CAN,74.0,215.0,2014,3,22,82,,
2023-2024,Jakob Chychrun,OTT,D,47.0,159.0,24.0,179.0,134.0,158.0,2.0,11.0,106.0,70.0,161.0,166.0,,18.0,First Pair,82,1835.9666666667,14,11,27.0,1998-03-31,USA,USA,74.0,220.0,2016,1,16,16,,
2023-2024,Jalen Chatfield,CAR,D,38.0,4.0,,171.0,42.0,2.0,69.0,33.0,39.0,170.0,183.0,147.0,,184.0,Third Pair,72,1094.2,8,4,29.0,1996-05-15,USA,USA,73.0,188.0,-,-,-,-,,
2023-2024,Jamie Drysdale,"ANA, PHI",D,134.0,209.0,56.0,,129.0,194.0,70.0,115.0,46.0,88.0,123.0,217.0,,105.0,Second Pair,34,667.2,3,4,23.0,2002-04-08,CAN,CAN,71.0,183.0,2020,1,6,6,,
2023-2024,Jamie Oleksiak,SEA,D,144.0,57.0,,46.0,135.0,94.0,152.0,141.0,243.0,193.0,137.0,80.0,,103.0,Second Pair,82,1611.1833333333,2,4,32.0,1992-12-21,CAN,CAN,79.0,257.0,2011,1,14,14,,
2023-2024,Jan Rutta,SJS,D,176.0,191.0,,87.0,170.0,179.0,137.0,117.0,212.0,205.0,147.0,123.0,,151.0,Second Pair,69,1360.7166666667,5,6,34.0,1990-07-29,CZE,CZE,75.0,204.0,-,-,-,-,,
2023-2024,Jani Hakanpaa,DAL,D,190.0,67.0,,37.0,175.0,76.0,200.0,151.0,240.0,202.0,129.0,13.0,,155.0,Second Pair,64,1193.3666666667,2,5,33.0,1992-03-31,FIN,FIN,78.0,225.0,2010,4,14,104,,
