Player,Team,Position,GP,TOI,Goals,Total Assists,First Assists,Second Assists,Total Points,IPP,Shots,SH%,ixG,iCF,iFF,iSCF,iHDCF,Rush Attempts,Rebounds Created,PIM,Total Penalties,Minor,Major,Misconduct,Penalties Drawn,Giveaways,Takeaways,Hits,Hits Taken,Shots Blocked,Faceoffs Won,Faceoffs Lost,Faceoffs %,CF,CA,CF%,FF,FA,FF%,SF,SA,SF%,GF,GA,GF%,xGF,xGA,xGF%,SCF,SCA,SCF%,HDCF,HDCA,HDCF%,HDGF,HDGA,HDGF%,MDCF,MDCA,MDCF%,MDGF,MDGA,MDGF%,LDCF,LDCA,LDCF%,LDGF,LDGA,LDGF%,On-Ice SH%,On-Ice SV%,PDO,Off. Zone Starts,Neu. Zone Starts,Def. Zone Starts,On The Fly Starts,Off. Zone Start %,Off. Zone Faceoffs,Neu. Zone Faceoffs,Def. Zone Faceoffs,Off. Zone Faceoff %
Colin Blackwell,CHI,C,44,548.95,7,4,4,0,11,73.33,78,8.97,7.27,145,103,61,25,5,13,8,4,4,0,0,14,12,14,45,44,20,26,26,50.00,493,536,47.91,349,379,47.94,251,246,50.50,15,17,46.88,20.93,22.36,48.35,207,258,44.52,80,115,41.03,10,9,52.63,127,143,47.04,2,3,40.00,297,335,46.99,2,5,28.57,5.98,93.09,0.991,72,124,98,393,42.35,145,177,214,40.39
Colin Miller,"NJD, WPG",D,46,666.53333333333,4,4,2,2,8,25.00,67,5.97,1.9,162,93,34,2,0,15,26,13,13,0,0,9,17,14,90,59,29,0,0,-,734,621,54.17,520,465,52.79,364,323,52.98,32,24,57.14,31.72,32.13,49.68,318,295,51.88,127,130,49.42,14,11,56.00,191,165,53.65,11,7,61.11,467,321,59.26,7,6,53.85,8.79,92.57,1.014,109,135,65,612,62.64,249,205,154,61.79
Colin White,"MTL, PIT",C,28,247.95,0,0,0,0,0,0.00,16,0.00,2.27,43,33,25,10,2,3,4,2,2,0,0,2,9,9,22,21,9,44,72,37.93,209,254,45.14,139,171,44.84,91,106,46.19,4,9,30.77,8.43,10.13,45.42,94,113,45.41,39,46,45.88,2,6,25.00,55,67,45.08,2,2,50.00,106,141,42.91,0,1,0.00,4.40,91.51,0.959,23,55,34,222,40.35,49,76,74,39.84
Collin Graf,SJS,RW,7,101.56666666667,0,1,0,1,1,50.00,6,0.00,0.47,12,9,7,2,1,0,0,0,0,0,0,1,1,4,5,7,7,0,0,-,62,114,35.23,44,83,34.65,29,53,35.37,2,6,25.00,2.37,5.74,29.25,33,54,37.93,9,24,27.27,2,5,28.57,24,30,44.44,0,0,-,34,65,34.34,0,1,0.00,6.90,88.68,0.956,6,15,17,80,26.09,17,23,41,29.31
Colton Parayko,STL,D,82,1699.5333333333,9,14,7,7,23,31.51,145,6.21,6.55,297,199,76,12,6,16,23,10,9,1,0,6,44,61,107,123,189,0,0,-,1414,1810,43.86,1053,1299,44.77,737,875,45.72,73,76,48.99,69.92,80.07,46.61,652,839,43.73,256,343,42.74,25,35,41.67,396,496,44.39,30,22,57.69,850,1154,42.42,12,19,38.71,9.91,91.31,1.012,177,347,301,1119,37.03,429,519,644,39.98
Colton Sissons,NSH,C,81,1008.4333333333,9,15,12,3,24,57.14,87,10.34,13.43,166,135,117,57,4,15,32,16,16,0,0,16,25,24,129,93,51,470,391,54.59,993,1016,49.43,734,725,50.31,516,528,49.43,42,52,44.68,51.97,52.25,49.87,468,454,50.76,203,194,51.13,20,25,44.44,265,260,50.48,11,7,61.11,561,673,45.46,9,15,37.50,8.14,90.15,0.983,125,250,222,815,36.02,254,347,418,37.80
Connor Bedard,CHI,C,68,1112.55,18,22,14,8,40,85.11,154,11.69,17.44,288,217,161,56,17,30,28,14,14,0,0,22,49,39,54,69,27,200,314,38.91,987,1277,43.60,695,935,42.64,489,650,42.93,47,83,36.15,47.36,67.48,41.24,489,636,43.47,187,275,40.48,25,42,37.31,302,361,45.55,19,21,47.50,587,687,46.08,3,15,16.67,9.61,87.23,0.968,207,211,94,690,68.77,425,302,277,60.54
Connor Brown,EDM,RW,71,760.13333333333,4,8,6,2,12,75.00,96,4.17,9.99,169,131,97,52,4,20,10,4,4,0,0,2,19,34,32,79,20,8,16,33.33,706,695,50.39,483,494,49.44,335,331,50.30,16,23,41.03,31.6,31.72,49.91,320,319,50.08,147,136,51.94,8,14,36.36,173,183,48.60,4,6,40.00,411,415,49.76,4,3,57.14,4.78,93.05,0.978,93,164,109,536,46.04,162,226,212,43.32
Connor Clifton,BUF,D,79,1146.7,4,14,8,6,18,33.96,74,5.41,4.16,155,107,35,10,4,15,54,20,16,4,0,13,22,24,183,170,96,0,0,-,1041,1094,48.76,758,796,48.78,528,538,49.53,53,45,54.08,49.15,52.55,48.33,468,527,47.04,194,230,45.75,20,26,43.48,274,297,47.99,24,10,70.59,574,631,47.63,6,9,40.00,10.04,91.64,1.017,122,217,148,959,45.19,258,300,291,46.99
Connor Dewar,"MIN, TOR",C,74,694.13333333333,10,8,5,3,18,75.00,71,14.08,7.57,142,104,74,31,8,11,28,11,9,2,0,6,6,15,110,70,32,153,178,46.22,615,707,46.52,423,492,46.23,290,333,46.55,24,31,43.64,24.06,26.23,47.84,270,309,46.63,96,112,46.15,12,9,57.14,174,197,46.90,9,12,42.86,355,455,43.83,3,9,25.00,8.28,90.69,0.990,65,150,125,579,34.21,133,196,245,35.19
Connor Mackey,NYR,D,1,16.366666666667,0,0,0,0,0,0.00,1,0.00,0.01,2,1,0,0,0,0,5,1,0,1,0,1,2,0,1,3,3,0,0,-,10,14,41.67,7,11,38.89,4,9,30.77,1,0,100.00,0.46,0.5,47.57,2,4,33.33,0,2,0.00,0,0,-,2,2,50.00,0,0,-,7,12,36.84,0,0,-,25.00,100.00,1.250,2,5,6,8,25.00,3,7,11,21.43
Connor McDavid,EDM,C,76,1333.1166666667,23,63,39,24,86,78.90,197,11.68,23.44,346,273,213,91,10,38,22,11,11,0,0,37,73,62,113,108,38,417,392,51.55,1679,1156,59.22,1245,861,59.12,887,629,58.51,109,73,59.89,97.54,64.27,60.28,915,586,60.96,401,227,63.85,67,32,67.68,514,359,58.88,27,26,50.94,950,633,60.01,12,8,60.00,12.29,88.39,1.007,287,237,139,741,67.37,555,356,348,61.46
Connor McMichael,WSH,C,80,1078.65,15,10,8,2,25,71.43,118,12.71,17.59,230,177,144,71,9,23,30,15,15,0,0,13,25,33,42,59,33,331,434,43.27,968,1114,46.49,671,784,46.12,444,533,45.45,35,56,38.46,48.46,53.37,47.59,472,501,48.51,197,212,48.17,23,33,41.07,275,289,48.76,6,17,26.09,544,623,46.62,5,4,55.56,7.88,89.49,0.974,180,286,144,812,55.56,327,363,279,53.96
Connor Murphy,CHI,D,46,794.35,2,6,2,4,8,34.78,49,4.08,1.36,107,68,23,2,4,8,36,15,13,2,0,10,23,10,109,76,95,0,0,-,678,861,44.05,487,600,44.80,362,414,46.65,23,42,35.38,29.51,38.96,43.10,318,425,42.80,116,189,38.03,14,24,36.84,202,236,46.12,6,10,37.50,382,494,43.61,3,8,27.27,6.35,89.86,0.962,54,132,115,663,31.95,179,227,236,43.13
Connor Zary,CGY,C,63,825.46666666667,13,17,10,7,30,65.22,74,17.57,8.21,139,99,84,46,5,11,20,10,10,0,0,17,22,16,27,54,29,48,58,45.28,903,801,52.99,640,558,53.42,435,398,52.22,46,32,58.97,36.22,35.79,50.30,392,377,50.98,154,153,50.16,29,15,65.91,238,224,51.52,8,9,47.06,546,422,56.40,9,5,64.29,10.57,91.96,1.025,154,168,65,688,70.32,295,247,168,63.71
Conor Garland,VAN,RW,82,1051.5166666667,19,23,15,8,42,73.68,186,10.22,17.81,330,255,170,76,14,27,33,11,9,1,1,24,7,50,52,126,33,2,6,25.00,1093,869,55.71,793,620,56.12,532,441,54.68,57,36,61.29,54.37,38.37,58.63,533,381,58.32,245,154,61.40,34,19,64.15,288,227,55.92,17,9,65.38,633,532,54.33,6,7,46.15,10.71,91.84,1.026,154,248,173,935,47.09,297,332,333,47.14
Conor Sheary,TBL,LW,57,596.4,4,11,7,4,15,68.18,48,8.33,4.93,88,63,48,25,2,4,12,6,6,0,0,4,5,18,19,65,33,4,7,36.36,534,547,49.40,360,366,49.59,238,255,48.28,22,25,46.81,21.58,24.42,46.91,242,251,49.09,98,106,48.04,11,11,50.00,144,145,49.83,7,8,46.67,302,297,50.42,3,6,33.33,9.24,90.20,0.994,80,158,61,501,56.74,132,202,133,49.81
Conor Timmins,TOR,D,25,357.43333333333,1,7,4,3,8,33.33,21,4.76,0.99,54,31,18,2,0,6,18,9,9,0,0,3,17,10,34,46,24,0,0,-,406,307,56.94,296,213,58.15,209,148,58.54,24,14,63.16,20.82,13.21,61.18,211,144,59.44,102,65,61.08,16,8,66.67,109,79,57.98,4,4,50.00,235,161,59.34,4,2,66.67,11.48,90.54,1.020,63,64,40,317,61.17,122,99,69,63.87
Corey Perry,"CHI, EDM",RW,54,621.65,9,9,6,3,18,56.25,66,13.64,8.09,120,97,75,41,4,13,46,17,13,4,0,14,17,15,43,67,17,0,1,0.00,590,582,50.34,420,434,49.18,292,292,50.00,32,35,47.76,28.33,27.86,50.42,287,261,52.37,126,113,52.72,14,18,43.75,161,148,52.10,8,10,44.44,325,334,49.32,10,6,62.50,10.96,88.01,0.990,103,126,86,452,54.50,197,185,169,53.83
Craig Smith,DAL,C,75,753.85,11,9,4,5,20,68.97,112,9.82,10.38,213,164,101,44,9,20,33,14,13,1,0,7,23,22,52,75,29,1,2,33.33,806,640,55.74,581,444,56.68,393,303,56.47,29,27,51.79,34.09,25.09,57.61,347,271,56.15,145,116,55.56,13,16,44.83,202,155,56.58,11,7,61.11,453,391,53.67,5,4,55.56,7.38,91.09,0.985,55,173,92,722,37.41,140,253,218,39.11
Curtis Lazar,NJD,C,71,795.88333333333,6,18,11,7,24,61.54,70,8.57,9.82,125,95,74,39,7,20,44,15,12,2,1,17,15,13,175,98,55,149,157,48.69,700,761,47.91,485,555,46.63,348,373,48.27,39,29,57.35,37.37,32.39,53.57,307,322,48.81,143,136,51.25,25,16,60.98,164,186,46.86,4,10,28.57,421,477,46.88,8,3,72.73,11.21,92.23,1.034,108,207,161,701,40.15,193,259,261,42.51
Cutter Gauthier,ANA,LW,1,15.4,0,1,1,0,1,100.00,3,0.00,0.18,5,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.00,14,12,53.85,10,8,55.56,7,6,53.85,1,0,100.00,0.39,0.63,38.42,4,6,40.00,1,2,33.33,0,0,-,3,4,42.86,1,0,100.00,11,7,61.11,0,0,-,14.29,100.00,1.143,4,5,1,9,80.00,7,5,2,77.78
Daemon Hunt,MIN,D,12,122.83333333333,0,1,0,1,1,33.33,6,0.00,0.35,18,10,8,1,0,5,0,0,0,0,0,1,2,1,7,12,11,0,0,-,141,120,54.02,103,83,55.38,72,51,58.54,3,3,50.00,5.29,5.99,46.92,69,61,53.08,22,28,44.00,2,1,66.67,47,33,58.75,1,1,50.00,86,62,58.11,0,1,0.00,4.17,94.12,0.983,15,21,9,107,62.50,45,33,22,67.16
Dakota Joshua,VAN,C,63,767.86666666667,17,14,8,6,31,77.50,72,23.61,12.66,130,109,100,64,5,16,50,19,15,4,0,22,20,19,230,94,26,32,29,52.46,715,702,50.46,531,497,51.65,357,347,50.71,40,23,63.49,40.52,31.76,56.06,358,323,52.57,166,128,56.46,23,13,63.89,192,195,49.61,11,5,68.75,403,427,48.55,3,4,42.86,11.20,93.37,1.046,108,204,149,672,42.02,201,268,293,40.69
Dakota Mermis,MIN,D,47,612.53333333333,3,5,2,3,8,38.10,40,7.50,1.89,118,71,33,5,3,16,33,11,9,1,1,4,12,4,41,52,49,0,0,-,578,585,49.70,416,415,50.06,268,284,48.55,21,23,47.73,23.47,24.29,49.14,263,265,49.81,99,103,49.01,6,11,35.29,164,162,50.31,10,8,55.56,334,335,49.93,5,4,55.56,7.84,91.90,0.997,46,98,49,571,48.42,146,155,128,53.28
Damon Severson,CBJ,D,67,1253.75,9,14,7,7,23,35.94,78,11.54,4.28,189,118,69,11,4,14,49,23,22,1,0,9,32,31,41,57,75,0,0,-,1340,1269,51.36,939,932,50.19,640,679,48.52,64,76,45.71,61.87,63.31,49.43,590,601,49.54,235,250,48.45,33,37,47.14,355,351,50.28,21,24,46.67,808,760,51.53,8,13,38.10,10.00,88.81,0.988,145,256,170,779,46.03,400,411,381,51.22
Daniel Sprong,DET,RW,76,773.8,14,16,9,7,30,81.08,130,10.77,9.58,230,178,101,30,11,16,20,10,10,0,0,9,23,14,31,36,15,6,4,60.00,719,836,46.24,523,613,46.04,352,434,44.78,37,41,47.44,31.26,37.32,45.58,314,413,43.19,117,155,43.01,20,24,45.45,197,258,43.30,9,13,40.91,407,452,47.38,8,4,66.67,10.51,90.55,1.011,102,139,87,641,53.97,183,203,192,48.80
Daniil Miromanov,"CGY, VGK",D,24,441.76666666667,3,2,2,0,5,27.78,42,7.14,2.68,98,64,26,7,1,14,8,4,4,0,0,1,13,9,7,17,33,0,0,-,519,383,57.54,364,272,57.23,248,189,56.75,18,18,50.00,23.13,19.42,54.36,237,186,56.03,91,79,53.53,5,7,41.67,146,107,57.71,7,4,63.64,295,225,56.73,5,5,50.00,7.26,90.48,0.977,54,97,74,348,42.19,141,135,148,48.79
Danil Gushchin,SJS,LW,4,57.233333333333,1,1,1,0,2,100.00,4,25.00,0.34,11,8,4,0,0,1,0,0,0,0,0,0,0,2,2,5,7,0,1,0.00,36,82,30.51,25,49,33.78,14,36,28.00,2,4,33.33,1.25,3.12,28.56,12,37,24.49,2,14,12.50,1,2,33.33,10,23,30.30,0,2,0.00,23,45,33.82,1,0,100.00,14.29,88.89,1.032,3,11,9,45,25.00,6,16,20,23.08
Dante Fabbro,NSH,D,56,836.4,3,10,6,4,13,30.95,63,4.76,2.52,137,93,33,3,2,18,22,11,11,0,0,4,39,8,38,104,75,0,0,-,870,844,50.76,640,589,52.07,430,422,50.47,42,34,55.26,44.94,34.41,56.63,432,373,53.66,176,142,55.35,20,12,62.50,256,231,52.57,14,13,51.85,489,494,49.75,7,8,46.67,9.77,91.94,1.017,129,154,85,662,60.28,278,245,222,55.60
Danton Heinen,BOS,LW,74,958.71666666667,15,19,11,8,34,65.38,110,13.64,13.68,200,156,117,60,11,17,28,14,14,0,0,3,19,26,81,106,40,10,17,37.04,892,969,47.93,652,720,47.52,467,486,49.00,52,37,58.43,42.47,46.43,47.77,428,438,49.42,171,196,46.59,23,19,54.76,257,242,51.50,19,12,61.29,478,575,45.39,8,6,57.14,11.13,92.39,1.035,131,202,152,800,46.29,238,274,289,45.16
Darnell Nurse,EDM,D,81,1486.2166666667,8,18,10,8,26,37.68,158,5.06,6.23,360,223,92,14,9,27,75,28,25,1,2,10,52,15,160,89,123,0,0,-,1614,1453,52.62,1150,1071,51.78,807,752,51.76,69,66,51.11,80.47,66.14,54.89,796,708,52.93,344,277,55.39,33,36,47.83,452,431,51.19,24,21,53.33,875,830,51.32,9,9,50.00,8.55,91.22,0.998,190,325,194,906,49.48,426,470,453,48.46
Darren Raddysh,TBL,D,82,1436.6166666667,5,21,7,14,26,35.14,95,5.26,3.86,228,147,65,11,6,19,19,8,7,1,0,14,25,14,73,143,97,0,0,-,1506,1365,52.46,1049,1002,51.15,708,686,50.79,74,77,49.01,66.24,60.21,52.39,680,621,52.27,269,251,51.73,36,33,52.17,411,370,52.62,22,25,46.81,880,763,53.56,14,16,46.67,10.45,88.78,0.992,163,228,134,1167,54.88,414,400,331,55.57
David Gustafsson,WPG,C,39,328.31666666667,3,4,2,2,7,63.64,26,11.54,2.65,49,38,26,16,1,2,0,0,0,0,0,2,3,7,30,44,19,98,76,56.32,280,290,49.12,200,205,49.38,142,150,48.63,11,10,52.38,11.29,12.07,48.32,114,136,45.60,45,58,43.69,5,5,50.00,69,78,46.94,3,3,50.00,165,161,50.61,2,2,50.00,7.75,93.33,1.011,40,72,52,290,43.48,66,98,107,38.15
David Jiricek,CBJ,D,43,619.55,1,9,5,4,10,50.00,38,2.63,1.43,94,60,23,4,0,6,22,11,11,0,0,3,20,9,23,62,45,0,0,-,571,626,47.70,405,453,47.20,282,319,46.92,20,24,45.45,24.13,29.51,44.98,258,302,46.07,92,125,42.40,11,17,39.29,166,177,48.40,5,5,50.00,341,335,50.44,4,2,66.67,7.09,92.48,0.996,86,124,72,474,54.43,192,187,155,55.33
David Kampf,TOR,C,78,855.13333333333,8,11,4,7,19,61.29,75,10.67,6.7,129,96,65,32,9,13,16,8,8,0,0,9,13,21,78,112,18,330,292,53.05,728,859,45.87,524,614,46.05,367,423,46.46,31,36,46.27,32.28,39.6,44.91,303,423,41.74,125,182,40.72,15,17,46.88,178,241,42.48,7,10,41.18,391,502,43.78,6,9,40.00,8.45,91.49,0.999,52,158,165,740,23.96,124,222,325,27.62
David Pastrnak,BOS,RW,82,1316.7833333333,33,40,30,10,73,83.91,284,11.62,27.46,527,395,255,92,23,46,43,16,14,1,1,29,79,51,65,121,18,8,13,38.10,1367,1291,51.43,1020,958,51.57,720,667,51.91,87,62,58.39,72.03,63.54,53.13,685,622,52.41,279,255,52.25,47,33,58.75,406,367,52.52,21,18,53.85,802,719,52.73,16,8,66.67,12.08,90.70,1.028,311,229,146,966,68.05,508,308,357,58.73
David Perron,DET,LW,76,964.7,10,20,11,9,30,66.67,107,9.35,10.04,178,136,91,34,10,13,40,20,20,0,0,10,9,30,108,60,26,15,11,57.69,857,967,46.98,594,705,45.73,414,487,45.95,45,54,45.45,37.31,48.41,43.53,374,463,44.68,138,184,42.86,22,28,44.00,236,279,45.83,12,15,44.44,540,563,48.96,10,6,62.50,10.87,88.91,0.998,144,246,189,755,43.24,288,326,363,44.24
David Savard,MTL,D,60,1011.9,6,18,6,12,24,46.15,50,12.00,2.43,113,70,34,4,0,8,24,12,12,0,0,4,30,10,56,45,125,0,0,-,911,1224,42.67,660,845,43.85,451,584,43.57,52,57,47.71,44.9,53.28,45.73,451,583,43.62,199,229,46.50,31,23,57.41,252,354,41.58,14,23,37.84,495,661,42.82,5,11,31.25,11.53,90.24,1.018,120,186,158,640,43.17,310,307,342,47.55
Dawson Mercer,NJD,C,82,1149.1333333333,16,12,6,6,28,66.67,110,14.55,14.93,196,151,119,64,8,27,27,8,6,1,1,7,34,38,28,109,34,106,136,43.80,1118,1150,49.29,778,830,48.38,524,575,47.68,42,62,40.38,53.23,58.98,47.44,508,539,48.52,216,231,48.32,26,27,49.06,292,308,48.67,12,18,40.00,666,628,51.47,4,13,23.53,8.02,89.22,0.972,185,281,162,884,53.31,314,376,310,50.32
Declan Carlile,TBL,D,1,11.45,0,0,0,0,0,0.00,0,-,0.04,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,2,2,0,0,-,11,9,55.00,11,4,73.33,6,1,85.71,1,0,100.00,0.87,0.3,74.53,6,2,75.00,4,1,80.00,1,0,100.00,2,1,66.67,0,0,-,8,8,50.00,0,0,-,16.67,100.00,1.167,5,1,2,12,71.43,6,2,3,66.67
Declan Chisholm,"MIN, WPG",D,31,440.41666666667,1,3,2,1,4,30.77,20,5.00,0.97,52,31,16,6,1,4,18,5,4,0,1,0,12,5,10,31,33,0,0,-,408,390,51.13,301,273,52.44,199,180,52.51,13,19,40.63,17.75,15.85,52.82,193,161,54.52,80,66,54.79,4,7,36.36,113,95,54.33,5,8,38.46,237,238,49.89,3,3,50.00,6.53,89.44,0.960,50,61,50,336,50.00,124,113,102,54.87
Denis Gurianov,"NSH, PHI",RW,18,203.48333333333,1,1,1,0,2,25.00,25,4.00,1.79,48,37,17,5,2,2,0,0,0,0,0,2,9,4,14,15,6,0,0,-,191,190,50.13,139,128,52.06,95,78,54.91,8,4,66.67,6.65,6.85,49.29,75,77,49.34,27,30,47.37,4,1,80.00,48,47,50.53,3,1,75.00,113,128,46.89,1,2,33.33,8.42,94.87,1.033,25,66,30,170,45.45,48,90,60,44.44
Dennis Gilbert,CGY,D,34,399.13333333333,1,6,0,6,7,77.78,23,4.35,0.88,54,38,15,0,0,5,16,5,3,2,0,6,10,4,57,44,45,0,0,-,375,390,49.02,259,266,49.33,171,186,47.90,9,18,33.33,13.72,15.85,46.40,160,185,46.38,59,76,43.70,4,10,28.57,101,109,48.10,2,5,28.57,225,206,52.20,3,3,50.00,5.26,90.32,0.956,50,60,35,446,58.82,110,81,92,54.46
Derek Forbort,BOS,D,35,515.91666666667,0,4,1,3,4,16.00,21,0.00,1.07,70,47,17,2,2,6,17,7,6,1,0,5,11,5,49,75,47,0,0,-,444,557,44.36,335,360,48.20,231,239,49.15,25,19,56.82,23.08,19.68,53.98,217,233,48.22,96,85,53.04,17,10,62.96,121,148,44.98,5,7,41.67,219,345,38.83,2,2,50.00,10.82,92.05,1.029,41,104,104,513,28.28,76,155,203,27.24
Derek Ryan,EDM,C,70,600.01666666667,3,6,5,1,9,69.23,46,6.52,5.59,77,62,51,30,1,6,6,3,3,0,0,15,17,30,52,95,25,161,106,60.30,548,503,52.14,371,344,51.89,266,244,52.16,13,19,40.63,24.61,20.86,54.11,242,223,52.04,106,87,54.92,7,11,38.89,136,136,50.00,4,6,40.00,327,339,49.10,1,2,33.33,4.89,92.21,0.971,86,163,132,520,39.45,151,218,216,41.14
Derrick Pouliot,DAL,D,5,59.883333333333,0,0,0,0,0,0.00,5,0.00,0.09,8,5,4,0,0,1,0,0,0,0,0,0,0,1,4,12,5,0,0,-,63,67,48.46,41,53,43.62,33,40,45.21,2,3,40.00,2.82,3.75,42.91,28,33,45.90,14,13,51.85,1,3,25.00,14,20,41.18,1,0,100.00,38,35,52.05,0,0,-,6.06,92.50,0.986,11,9,4,62,73.33,25,14,17,59.52
Devin Shore,SEA,C,21,167.85,1,3,2,1,4,44.44,15,6.67,1.4,38,27,20,7,2,2,4,1,1,0,0,1,1,5,27,20,9,20,20,50.00,155,149,50.99,112,100,52.83,69,70,49.64,9,6,60.00,6.85,5.69,54.62,74,56,56.92,31,23,57.41,7,2,77.78,43,33,56.58,2,2,50.00,88,87,50.29,0,2,0.00,13.04,91.43,1.045,17,27,11,173,60.71,40,45,29,57.97
Devon Toews,COL,D,82,1550.1,12,31,13,18,43,43.88,146,8.22,7.89,312,197,85,14,3,24,18,9,9,0,0,10,37,47,68,33,86,0,0,-,1686,1487,53.14,1190,1060,52.89,835,751,52.65,98,74,56.98,83.33,65.29,56.07,803,652,55.19,331,278,54.35,40,38,51.28,472,374,55.79,38,20,65.52,1066,897,54.30,12,12,50.00,11.74,90.15,1.019,311,321,196,885,61.34,679,501,471,59.04
Dillon Dube,CGY,C,43,424.78333333333,2,4,1,3,6,46.15,38,5.26,4.31,69,52,36,18,1,7,8,4,4,0,0,6,10,5,34,55,16,15,16,48.39,423,456,48.12,297,309,49.01,195,221,46.88,13,26,33.33,15.74,20.33,43.64,172,208,45.26,71,84,45.81,8,12,40.00,101,124,44.89,3,8,27.27,277,241,53.47,2,4,33.33,6.67,88.24,0.949,65,89,38,397,63.11,117,116,93,55.71
Dmitri Voronkov,CBJ,LW,75,859.4,12,14,9,5,26,65.00,112,10.71,16.84,190,160,127,80,2,28,50,22,20,2,0,11,10,14,80,23,48,239,330,42.00,939,921,50.48,654,654,50.00,465,455,50.54,40,44,47.62,43.45,50.42,46.29,428,428,50.00,167,181,47.99,19,13,59.38,261,247,51.38,14,14,50.00,565,547,50.81,7,15,31.82,8.60,90.33,0.989,198,211,125,676,61.30,365,280,238,60.53
Dmitry Kulikov,FLA,D,76,1077.6333333333,1,17,11,6,18,38.30,70,1.43,4.15,181,112,53,7,5,12,51,20,18,1,1,14,45,18,123,133,66,0,0,-,1140,969,54.05,798,708,52.99,552,474,53.80,47,36,56.63,53.43,44.66,54.47,499,426,53.95,208,189,52.39,22,27,44.90,291,237,55.11,13,7,65.00,725,575,55.77,10,2,83.33,8.51,92.41,1.009,194,231,113,956,63.19,393,344,280,58.40
Dmitry Orlov,CAR,D,82,1303.7333333333,5,15,4,11,20,37.04,118,4.24,5.93,295,186,91,12,7,16,36,14,13,0,1,22,35,24,109,84,57,0,0,-,1461,975,59.98,1054,718,59.48,678,514,56.88,54,49,52.43,60.15,45.39,56.99,614,447,57.87,234,188,55.45,26,24,52.00,380,259,59.47,17,17,50.00,916,555,62.27,11,5,68.75,7.96,90.47,0.984,179,264,115,964,60.88,433,412,296,59.40
Dominic Toninato,WPG,C,15,151.6,1,4,3,1,5,62.50,12,8.33,1.8,28,21,19,8,2,4,6,3,3,0,0,2,4,3,26,15,9,50,55,47.62,156,135,53.61,111,91,54.95,72,62,53.73,8,1,88.89,5.96,3.8,61.03,62,52,54.39,19,15,55.88,3,1,75.00,43,37,53.75,3,0,100.00,87,86,50.29,1,0,100.00,11.11,98.39,1.095,18,31,28,139,39.13,37,43,42,46.84
Dominik Kubalik,OTT,LW,74,755.01666666667,7,4,4,0,11,57.89,71,9.86,7.3,128,103,61,36,5,16,19,8,7,1,0,3,17,18,51,22,20,14,20,41.18,627,822,43.27,456,562,44.79,303,389,43.79,19,47,28.79,26.09,38.02,40.70,248,390,38.87,99,158,38.52,9,18,33.33,149,232,39.11,4,18,18.18,372,463,44.55,5,9,35.71,6.27,87.92,0.942,114,161,81,717,58.46,212,222,192,52.48
Dougie Hamilton,NJD,D,20,381.23333333333,1,7,2,5,8,44.44,52,1.92,2.27,128,76,39,4,4,14,20,10,10,0,0,0,13,5,18,22,23,0,0,-,496,347,58.84,339,273,55.39,239,197,54.82,18,25,41.86,24.67,24.61,50.07,239,151,61.28,91,65,58.33,10,14,41.67,148,86,63.25,4,6,40.00,278,204,57.68,3,3,50.00,7.53,87.31,0.948,52,79,37,310,58.43,140,119,105,57.14
Drake Batherson,OTT,RW,82,1236.95,21,23,18,5,44,74.58,152,13.82,15.76,311,228,158,68,15,27,40,16,15,0,1,13,34,45,89,89,33,34,50,40.48,1335,1239,51.86,944,887,51.56,636,617,50.76,59,64,47.97,59.56,59.22,50.15,610,601,50.37,240,242,49.79,32,30,51.61,370,359,50.75,20,20,50.00,804,674,54.40,7,11,38.89,9.28,89.63,0.989,206,275,120,1021,63.19,428,385,305,58.39
Drew Doughty,LAK,D,82,1665.8,8,22,10,12,30,42.86,97,8.25,4.7,222,132,57,7,7,20,44,22,22,0,0,10,37,17,89,123,112,0,0,-,1755,1442,54.90,1262,1002,55.74,856,674,55.95,70,53,56.91,80.55,66.27,54.86,770,670,53.47,312,261,54.45,32,27,54.24,458,409,52.83,19,15,55.88,1050,871,54.66,16,8,66.67,8.18,92.14,1.003,177,339,237,922,42.75,515,539,506,50.44
Drew O'Connor,PIT,LW,79,1095.9,15,16,10,6,31,56.36,148,10.14,21.34,253,204,175,95,7,35,20,10,10,0,0,14,27,30,51,104,43,16,22,42.11,1151,1113,50.84,836,816,50.61,581,536,52.01,55,44,55.56,58.43,53.12,52.38,536,541,49.77,240,222,51.95,22,29,43.14,296,319,48.13,17,7,70.83,654,611,51.70,15,8,65.22,9.47,91.79,1.013,154,249,126,910,55.00,286,346,307,48.23
Dryden Hunt,CGY,LW,28,305.73333333333,3,5,4,1,8,57.14,32,9.38,3.42,55,45,28,13,0,6,7,2,1,1,0,7,8,14,73,29,6,2,3,40.00,305,294,50.92,216,201,51.80,147,138,51.58,14,13,51.85,12.42,13.14,48.60,118,126,48.36,47,55,46.08,5,6,45.45,71,71,50.00,6,4,60.00,199,178,52.79,3,3,50.00,9.52,90.58,1.001,49,63,35,262,58.33,92,81,76,54.76
