Player,Team,Position,GP,TOI,Goals,Total Assists,First Assists,Second Assists,Total Points,IPP,Shots,SH%,ixG,iCF,iFF,iSCF,iHDCF,Rush Attempts,Rebounds Created,PIM,Total Penalties,Minor,Major,Misconduct,Penalties Drawn,Giveaways,Takeaways,Hits,Hits Taken,Shots Blocked,Faceoffs Won,Faceoffs Lost,Faceoffs %,CF,CA,CF%,FF,FA,FF%,SF,SA,SF%,GF,GA,GF%,xGF,xGA,xGF%,SCF,SCA,SCF%,HDCF,HDCA,HDCF%,HDGF,HDGA,HDGF%,MDCF,MDCA,MDCF%,MDGF,MDGA,MDGF%,LDCF,LDCA,LDCF%,LDGF,LDGA,LDGF%,On-Ice SH%,On-Ice SV%,PDO,Off. Zone Starts,Neu. Zone Starts,Def. Zone Starts,On The Fly Starts,Off. Zone Start %,Off. Zone Faceoffs,Neu. Zone Faceoffs,Def. Zone Faceoffs,Off. Zone Faceoff %
Adam Klapka,CGY,RW,31,299.21666666667,6,4,4,0,10,83.33,44,13.64,4.75,75,59,40,27,4,9,29,9,7,1,1,5,11,6,107,32,25,6,11,35.29,304,320,48.72,199,205,49.26,130,134,49.24,12,15,44.44,13.16,12.09,52.11,125,136,47.89,62,42,59.62,9,8,52.94,63,94,40.13,2,3,40.00,182,183,49.86,1,4,20.00,9.23,88.81,0.980,48,50,29,296,62.34,87,76,81,51.79
Adam Larsson,SEA,D,82,1737.2333333333,7,21,9,12,28,30.11,111,6.31,6.16,263,180,63,12,15,26,31,14,13,1,0,5,55,33,104,87,148,0,0,-,1546,2071,42.74,1138,1502,43.11,759,963,44.08,93,103,47.45,72.19,106.32,40.44,642,927,40.92,264,415,38.88,36,46,43.90,378,512,42.47,32,36,47.06,921,1347,40.61,20,21,48.78,12.25,89.30,1.016,190,298,359,981,34.61,459,484,782,36.99
Adam Lowry,WPG,C,73,1126.2666666667,16,18,8,10,34,68.00,99,16.16,15.57,196,163,120,71,6,19,28,8,4,4,0,11,44,20,140,88,60,615,573,51.77,1034,1249,45.29,752,897,45.60,480,559,46.20,50,50,50.00,51.13,66.49,43.47,423,545,43.70,199,226,46.82,19,18,51.35,224,319,41.25,13,13,50.00,594,937,38.80,13,15,46.43,10.42,91.06,1.015,127,310,415,743,23.43,225,384,663,25.34
Adam Pelech,NYI,D,60,1266.8333333333,0,21,4,17,21,41.18,109,0.00,5.57,278,182,73,11,13,24,32,15,15,0,0,8,58,36,72,120,87,0,0,-,1297,1236,51.20,929,873,51.55,599,570,51.24,51,65,43.97,55.34,60.88,47.62,585,560,51.09,221,248,47.12,21,30,41.18,364,312,53.85,21,19,52.50,775,808,48.96,7,15,31.82,8.51,88.60,0.971,179,297,314,958,36.31,399,420,549,42.09
Adam Wilsby,NSH,D,23,416.26666666667,1,4,1,3,5,29.41,34,2.94,1.46,76,45,22,7,6,8,6,3,3,0,0,3,24,10,18,42,17,0,0,-,375,364,50.74,256,262,49.42,181,179,50.28,17,18,48.57,17.43,14.22,55.07,180,161,52.79,80,57,58.39,13,6,68.42,100,104,49.02,3,8,27.27,207,241,46.21,1,4,20.00,9.39,89.94,0.993,30,79,61,371,32.97,91,128,138,39.74
Adrian Kempe,LAK,RW,81,1551.5833333333,35,38,27,11,73,68.22,237,14.77,26.72,496,367,221,82,10,43,36,18,18,0,0,20,78,13,99,57,36,11,13,45.83,1684,1423,54.20,1190,1031,53.58,763,672,53.17,107,69,60.80,89.68,73.25,55.04,751,672,52.78,318,268,54.27,41,26,61.19,433,404,51.73,38,24,61.29,1121,824,57.63,24,14,63.16,14.02,89.73,1.038,308,282,261,953,54.13,616,445,527,53.89
Akil Thomas,LAK,C,25,247.85,1,2,1,1,3,60.00,20,5.00,2.64,36,27,17,10,0,4,7,2,1,1,0,3,5,1,42,31,12,18,23,43.90,213,227,48.41,152,150,50.33,94,99,48.70,5,9,35.71,8.9,8.27,51.83,86,88,49.43,37,36,50.68,4,4,50.00,49,52,48.51,1,2,33.33,132,146,47.48,0,3,0.00,5.32,90.91,0.962,29,49,28,229,50.88,56,76,77,42.11
Albert Johansson,DET,D,61,998.01666666667,3,6,2,4,9,30.00,48,6.25,2.11,130,73,34,1,6,7,30,11,10,0,1,10,54,15,70,118,83,0,0,-,863,977,46.90,608,684,47.06,388,445,46.58,30,45,40.00,39.44,46.1,46.11,372,487,43.31,150,203,42.49,19,23,45.24,222,284,43.87,6,15,28.57,549,562,49.41,5,7,41.67,7.73,89.89,0.976,126,187,148,849,45.99,310,268,294,51.32
Alec Martinez,CHI,D,44,824.05,5,7,0,7,12,37.50,38,13.16,1.57,116,67,28,0,3,7,8,3,3,0,0,0,41,9,24,64,81,0,0,-,655,974,40.21,467,725,39.18,313,487,39.13,32,50,39.02,31.58,50.19,38.62,307,520,37.12,112,196,36.36,16,25,39.02,195,324,37.57,12,16,42.86,395,506,43.84,4,8,33.33,10.22,89.73,1.000,79,135,113,657,41.15,219,226,243,47.40
Aleksander Barkov,FLA,C,67,1357.2833333333,20,51,27,24,71,76.34,149,13.42,19.45,302,235,165,77,5,29,16,8,8,0,0,12,52,34,87,63,54,580,446,56.53,1801,1071,62.71,1291,794,61.92,837,528,61.32,93,67,58.13,100.69,64.67,60.89,878,471,65.09,369,209,63.84,50,32,60.98,509,262,66.02,24,11,68.57,1143,701,61.98,18,15,54.55,11.11,87.31,0.984,351,274,270,756,56.52,644,389,433,59.80
Alex Barre-Boulet,MTL,C,2,20.316666666667,0,0,0,0,0,0.00,0,-,0,1,0,1,0,0,0,2,1,1,0,0,0,0,1,2,1,0,0,0,-,24,25,48.98,15,19,44.12,9,15,37.50,1,2,33.33,1.55,1.31,54.27,17,15,53.13,7,4,63.64,1,1,50.00,10,11,47.62,0,1,0.00,9,9,50.00,0,0,-,11.11,86.67,0.978,5,2,2,20,71.43,6,5,3,66.67
Alex DeBrincat,DET,RW,82,1465.4333333333,39,31,23,8,70,66.67,244,15.98,31.96,456,358,248,98,8,43,29,12,11,1,0,27,71,29,33,96,38,26,32,44.83,1710,1264,57.50,1287,918,58.37,876,622,58.48,105,69,60.34,101.79,70.55,59.06,860,579,59.76,324,235,57.96,43,26,62.32,536,344,60.91,44,24,64.71,1075,722,59.82,18,14,56.25,11.99,88.91,1.009,350,254,159,938,68.76,662,346,342,65.94
Alex Iafallo,WPG,LW,82,1089.05,15,16,12,4,31,48.44,109,13.76,14.67,189,156,123,77,8,19,15,6,5,1,0,8,30,26,53,35,61,12,13,48.00,969,997,49.29,731,697,51.19,481,437,52.40,64,41,60.95,54.63,50.36,52.03,446,413,51.92,220,186,54.19,29,19,60.42,226,227,49.89,16,12,57.14,548,685,44.44,16,10,61.54,13.31,90.62,1.039,160,204,273,848,36.95,252,277,399,38.71
Alex Killorn,ANA,LW,81,1416.6333333333,19,18,11,7,37,52.11,133,14.29,14.45,287,203,140,56,9,28,30,15,15,0,0,13,62,11,77,72,23,8,13,38.10,1430,1403,50.48,1020,1016,50.10,667,681,49.48,71,83,46.10,69.41,78.57,46.91,644,681,48.60,237,282,45.66,29,37,43.94,407,399,50.50,24,26,48.00,814,861,48.60,14,14,50.00,10.64,87.81,0.985,284,236,296,960,48.97,460,359,490,48.42
Alex Laferriere,LAK,RW,77,1272.95,19,23,16,7,42,56.76,193,9.84,23.98,384,300,229,112,11,46,20,10,10,0,0,14,48,14,124,104,43,36,61,37.11,1457,1025,58.70,1039,723,58.97,658,472,58.23,74,41,64.35,71.14,47.5,59.96,678,463,59.42,274,182,60.09,31,25,55.36,404,281,58.98,23,5,82.14,885,582,60.33,17,7,70.83,11.25,91.31,1.026,222,196,145,920,60.49,463,355,324,58.83
Alex Newhook,MTL,C,82,1240.8333333333,15,11,6,5,26,50.00,118,12.71,17.1,264,197,179,80,5,21,24,12,12,0,0,10,38,15,89,103,32,239,319,42.83,1184,1220,49.25,834,854,49.41,530,557,48.76,52,61,46.02,61.48,58.36,51.30,591,565,51.12,248,244,50.41,27,30,47.37,343,321,51.66,16,22,42.11,696,649,51.75,9,9,50.00,9.81,89.05,0.989,271,222,107,842,71.69,445,306,257,63.39
Alex Nylander,TOR,LW,5,49.433333333333,0,0,0,0,0,0.00,4,0.00,0.96,8,8,6,4,0,0,4,2,2,0,0,0,3,1,0,5,0,3,1,75.00,47,35,57.32,33,28,54.10,18,19,48.65,1,2,33.33,2.79,1.85,60.09,29,16,64.44,11,8,57.89,1,1,50.00,18,8,69.23,0,0,-,25,24,51.02,0,1,0.00,5.56,89.47,0.950,9,8,1,50,90.00,14,11,7,66.67
Alex Ovechkin,WSH,LW,65,1152.0833333333,44,29,19,10,73,71.57,236,18.64,27.35,508,355,200,70,18,28,14,7,7,0,0,3,47,12,110,28,13,0,2,0.00,1393,1011,57.95,1018,741,57.87,663,496,57.20,102,49,67.55,87.84,57.34,60.50,654,492,57.07,287,217,56.94,40,30,57.14,367,275,57.17,31,10,75.61,968,467,67.46,27,7,79.41,15.38,90.12,1.055,348,195,29,702,92.31,655,263,129,83.55
Alex Petrovic,DAL,D,5,70.533333333333,0,0,0,0,0,0.00,5,0.00,0.42,16,10,3,1,0,1,4,2,2,0,0,0,5,1,10,6,6,0,0,-,59,56,51.30,41,46,47.13,27,33,45.00,2,4,33.33,2.6,2.25,53.58,28,25,52.83,10,6,62.50,2,1,66.67,18,19,48.65,0,3,0.00,41,38,51.90,0,0,-,7.41,87.88,0.953,12,17,8,51,60.00,27,23,23,54.00
Alex Pietrangelo,VGK,D,71,1590.55,4,29,14,15,33,41.77,123,3.25,6.74,291,202,71,11,23,21,16,8,8,0,0,8,106,25,41,100,139,0,0,-,1590,1736,47.81,1182,1234,48.92,779,758,50.68,79,86,47.88,82.91,84.73,49.46,762,788,49.16,315,302,51.05,37,38,49.33,447,486,47.91,30,31,49.18,945,1084,46.57,8,15,34.78,10.14,88.65,0.988,235,284,300,1014,43.93,533,439,570,48.32
Alex Steeves,TOR,C,7,69.233333333333,1,1,0,1,2,66.67,7,14.29,0.67,12,11,6,3,0,1,0,0,0,0,0,1,0,0,19,11,1,0,0,-,55,59,48.25,42,39,51.85,30,24,55.56,3,0,100.00,2.04,2,50.57,23,23,50.00,8,13,38.10,0,0,-,15,10,60.00,2,0,100.00,30,41,42.25,1,0,100.00,10.00,100.00,1.100,6,17,15,61,28.57,7,24,19,26.92
Alex Tuch,BUF,RW,82,1578.85,36,31,15,16,67,65.05,197,18.27,30.43,392,314,232,118,18,41,47,19,16,3,0,13,76,49,73,54,113,77,111,40.96,1645,1580,51.01,1198,1134,51.37,795,746,51.59,103,91,53.09,91.79,94.27,49.33,793,753,51.29,322,303,51.52,46,40,53.49,471,450,51.14,33,31,51.56,997,972,50.63,19,14,57.58,12.96,87.80,1.008,351,368,329,1012,51.62,592,498,570,50.95
Alex Turcotte,LAK,C,68,798.1,9,16,11,5,25,67.57,79,11.39,11.38,148,121,107,60,5,20,20,9,9,0,0,6,39,9,46,100,30,55,66,45.45,868,690,55.71,613,489,55.63,389,322,54.71,37,28,56.92,38.85,25.92,59.99,399,303,56.84,161,114,58.55,18,10,64.29,238,189,55.74,15,10,60.00,501,384,56.61,3,7,30.00,9.51,91.30,1.008,106,181,96,670,52.48,236,267,216,52.21
Alex Vlasic,CHI,D,82,1907.55,4,26,12,14,30,34.09,103,3.88,4.08,211,149,50,8,4,18,12,6,6,0,0,7,97,53,59,151,157,0,0,-,1417,2061,40.74,1072,1511,41.50,724,1023,41.44,88,130,40.37,75.8,109.14,40.99,658,1016,39.31,281,436,39.19,39,63,38.24,377,580,39.39,25,44,36.23,845,1344,38.60,20,21,48.78,12.15,87.29,0.994,216,402,409,1148,34.56,530,627,813,39.46
Alexander Alexeyev,WSH,D,8,128.56666666667,0,0,0,0,0,0.00,7,0.00,0.14,15,12,1,0,0,2,0,0,0,0,0,0,7,2,9,16,14,0,0,-,123,129,48.81,104,83,55.61,71,56,55.91,6,4,60.00,7.5,5.37,58.25,61,54,53.04,36,28,56.25,5,3,62.50,25,26,49.02,0,1,0.00,70,76,47.95,1,0,100.00,8.45,92.86,1.013,6,30,21,106,22.22,35,49,54,39.33
Alexander Holtz,VGK,RW,53,614,4,8,4,4,12,57.14,69,5.80,8.45,136,110,66,30,7,14,10,5,5,0,0,4,35,3,39,61,15,3,10,23.08,582,597,49.36,415,424,49.46,274,271,50.28,21,22,48.84,27.16,25.84,51.25,263,256,50.67,107,108,49.77,12,10,54.55,156,148,51.32,8,8,50.00,353,318,52.61,1,4,20.00,7.66,91.88,0.995,92,132,51,515,64.34,174,192,134,56.49
Alexander Kerfoot,UTA,C,81,1235.5333333333,11,17,12,5,28,70.00,101,10.89,14.44,175,146,93,57,8,19,14,7,7,0,0,16,78,30,58,120,67,259,235,52.43,1137,1313,46.41,815,925,46.84,510,623,45.01,40,69,36.70,56.08,77.39,42.02,480,642,42.78,195,274,41.58,16,36,30.77,285,368,43.64,11,20,35.48,680,836,44.85,8,12,40.00,7.84,88.92,0.968,188,260,376,925,33.33,334,370,601,35.72
Alexander Romanov,NYI,D,64,1427.65,4,16,8,8,20,30.77,100,4.00,3.78,252,145,59,9,10,21,20,10,10,0,0,9,81,24,147,160,165,0,0,-,1369,1660,45.20,1005,1151,46.61,681,757,47.36,65,78,45.45,66.85,80.38,45.40,621,770,44.64,259,331,43.90,32,37,46.38,362,439,45.19,18,24,42.86,784,965,44.83,12,17,41.38,9.54,89.70,0.992,143,264,233,1123,38.03,365,416,487,42.84
Alexander Wennberg,SJS,C,77,1452,10,25,13,12,35,45.45,82,12.20,10.69,182,123,112,53,4,21,14,7,7,0,0,20,41,38,30,68,80,508,561,47.52,1522,1464,50.97,1060,1054,50.14,699,670,51.06,77,90,46.11,72.71,90.25,44.62,709,700,50.32,253,258,49.51,24,25,48.98,456,442,50.78,32,35,47.76,968,883,52.30,18,23,43.90,11.02,86.57,0.976,263,268,236,880,52.71,582,401,463,55.69
Alexandre Carrier,"MTL, NSH",D,79,1626.3666666667,3,22,11,11,25,38.46,82,3.66,3.97,182,121,50,9,8,18,40,19,19,0,0,14,64,22,75,200,169,0,0,-,1340,1822,42.38,935,1276,42.29,613,831,42.45,65,98,39.88,63.15,90.95,40.98,621,871,41.62,240,366,39.60,23,47,32.86,381,505,43.00,28,30,48.28,800,1156,40.90,12,20,37.50,10.60,88.21,0.988,166,337,379,1195,30.46,417,577,776,34.95
Alexandre Texier,STL,C,31,387.11666666667,6,5,4,1,11,61.11,50,12.00,5.3,89,71,44,16,4,7,10,5,5,0,0,4,13,5,20,15,11,0,2,0.00,349,374,48.27,235,273,46.26,151,185,44.94,18,16,52.94,16.87,16.24,50.95,159,172,48.04,58,80,42.03,8,6,57.14,101,92,52.33,4,7,36.36,207,206,50.12,6,3,66.67,11.92,91.35,1.033,63,80,37,320,63.00,106,114,85,55.50
Alexey Toropchenko,STL,RW,80,999.4,4,14,6,8,18,66.67,90,4.44,10.02,171,123,95,50,7,20,25,11,10,1,0,10,24,6,223,97,53,4,5,44.44,744,992,42.86,509,672,43.10,358,455,44.03,27,41,39.71,30.34,43.91,40.86,316,428,42.47,130,173,42.90,15,17,46.88,186,255,42.18,6,17,26.09,419,613,40.60,5,7,41.67,7.54,90.99,0.985,84,303,214,843,28.19,156,377,379,29.16
Alexis Lafreniere,NYR,LW,82,1394.45,17,28,21,7,45,58.44,153,11.11,16.93,302,239,151,70,10,18,38,14,13,0,1,13,46,25,120,85,27,13,26,33.33,1583,1255,55.78,1128,921,55.05,708,603,54.00,77,78,49.68,76.56,71.95,51.55,718,617,53.78,284,266,51.64,33,42,44.00,434,351,55.29,28,26,51.85,1032,618,62.55,15,8,65.22,10.88,87.06,0.979,310,253,112,1018,73.46,528,346,221,70.49
Aliaksei Protas,WSH,C,76,1250.6666666667,30,36,25,11,66,75.86,142,21.13,20.43,249,217,159,76,13,15,18,9,9,0,0,16,56,19,20,81,33,6,19,24.00,1203,1231,49.42,878,880,49.94,555,561,49.73,87,58,60.00,63.02,64.93,49.25,570,567,50.13,233,234,49.89,42,30,58.33,337,333,50.30,30,15,66.67,718,720,49.93,13,13,50.00,15.68,89.66,1.053,246,262,175,947,58.43,411,341,324,55.92
Anders Lee,NYI,LW,82,1398.95,29,25,16,9,54,65.06,234,12.39,38.03,393,338,286,185,9,55,35,16,15,1,0,11,67,12,120,86,39,12,15,44.44,1719,1318,56.60,1236,941,56.78,827,620,57.15,83,66,55.70,96.21,64.46,59.88,843,580,59.24,360,236,60.40,44,22,66.67,483,344,58.40,21,23,47.73,1069,726,59.55,15,12,55.56,10.04,89.35,0.994,286,265,158,975,64.41,582,397,365,61.46
Andre Burakovsky,SEA,LW,79,1139.3666666667,10,27,18,9,37,59.68,116,8.62,11.31,220,169,129,46,7,15,12,6,6,0,0,13,38,18,33,96,27,3,3,50.00,1195,1088,52.34,877,799,52.33,583,481,54.79,62,50,55.36,53.75,52,50.83,530,474,52.79,206,184,52.82,29,22,56.86,324,290,52.77,17,16,51.52,750,656,53.34,16,8,66.67,10.63,89.60,1.002,210,199,135,832,60.87,410,290,305,57.34
Andre Lee,LAK,LW,19,174.25,1,2,2,0,3,100.00,17,5.88,2.08,30,23,18,10,2,2,11,4,3,1,0,5,8,4,36,33,10,0,0,-,148,145,50.51,97,96,50.26,56,65,46.28,3,8,27.27,6.53,4.9,57.14,68,58,53.97,26,20,56.52,2,1,66.67,42,38,52.50,1,4,20.00,80,86,48.19,0,3,0.00,5.36,87.69,0.930,20,32,14,167,58.82,36,51,31,53.73
Andreas Athanasiou,CHI,C,8,80.216666666667,1,0,0,0,1,25.00,8,12.50,0.78,15,12,9,4,0,0,0,0,0,0,0,0,2,2,6,1,6,26,30,46.43,55,101,35.26,45,73,38.14,32,41,43.84,4,5,44.44,2.11,5.07,29.42,24,47,33.80,6,23,20.69,2,5,28.57,18,24,42.86,2,0,100.00,29,59,32.95,0,0,-,12.50,87.80,1.003,11,21,4,72,73.33,15,31,27,35.71
Andreas Englund,"LAK, NSH",D,35,464.15,1,2,1,1,3,25.00,17,5.88,0.49,43,26,10,0,4,1,48,11,4,6,1,7,23,6,78,42,40,0,0,-,363,424,46.12,270,292,48.04,177,179,49.72,12,22,35.29,14.85,17.57,45.80,160,195,45.07,66,75,46.81,7,8,46.67,94,120,43.93,4,9,30.77,198,260,43.23,1,5,16.67,6.78,87.71,0.945,28,108,67,425,29.47,73,162,146,33.33
Andrei Kuzmenko,"CGY, LAK, PHI",LW,66,1031.5833333333,11,26,15,11,37,57.81,82,13.41,12.1,183,134,117,62,4,19,14,7,7,0,0,16,57,22,19,66,22,1,0,100.00,1208,855,58.56,845,618,57.76,553,398,58.15,64,44,59.26,58.88,36.36,61.82,589,367,61.61,232,122,65.54,24,13,64.86,357,245,59.30,30,17,63.83,762,472,61.75,9,14,39.13,11.57,88.94,1.005,237,173,66,705,78.22,470,267,187,71.54
Andrei Svechnikov,CAR,RW,72,1232.1833333333,20,28,18,10,48,56.47,179,11.17,26.91,377,276,201,95,18,41,59,28,27,1,0,24,99,17,148,80,22,1,3,25.00,1662,954,63.53,1190,730,61.98,754,498,60.22,85,60,58.62,88.83,59.21,60.00,779,465,62.62,282,221,56.06,34,34,50.00,497,244,67.07,29,15,65.91,1087,509,68.11,22,8,73.33,11.27,87.95,0.992,328,241,116,735,73.87,616,347,276,69.06
Andrew Copp,DET,C,56,823.33333333333,10,13,10,3,23,65.71,68,14.71,11.19,119,99,80,43,6,10,8,4,4,0,0,5,37,18,9,38,35,318,309,50.72,714,845,45.80,516,599,46.28,343,399,46.23,35,41,46.05,37.5,40.19,48.27,334,373,47.24,135,153,46.88,16,18,47.06,199,220,47.49,14,12,53.85,445,537,45.32,3,10,23.08,10.20,89.72,0.999,164,169,167,600,49.55,270,218,291,48.13
Andrew Mangiapane,WSH,LW,81,1055.1333333333,14,14,9,5,28,63.64,95,14.74,14.08,183,141,130,68,9,20,24,12,12,0,0,18,49,11,74,53,30,5,7,41.67,1059,864,55.07,751,601,55.55,464,390,54.33,44,33,57.14,50.96,38.71,56.83,505,388,56.55,201,157,56.15,20,22,47.62,304,231,56.82,12,6,66.67,586,494,54.26,12,5,70.59,9.48,91.54,1.010,143,216,116,886,55.21,254,302,244,51.00
Andrew Peeke,BOS,D,76,1414.1166666667,1,16,9,7,17,34.69,80,1.25,3.21,205,127,51,7,9,19,15,6,5,1,0,3,98,15,105,166,126,0,0,-,1164,1535,43.13,800,1088,42.37,543,723,42.89,49,73,40.16,53.11,68.35,43.72,513,685,42.82,208,270,43.51,24,33,42.11,305,415,42.36,16,33,32.65,697,957,42.14,6,7,46.15,9.02,89.90,0.989,172,266,256,1127,40.19,381,406,508,42.86
Andrew Poturalski,SJS,C,3,43.366666666667,0,1,0,1,1,100.00,5,0.00,0.26,6,5,3,2,2,1,2,1,1,0,0,0,1,0,0,4,4,21,22,48.84,38,55,40.86,27,33,45.00,22,14,61.11,1,2,33.33,2.4,2.23,51.92,19,31,38.00,11,14,44.00,0,1,0.00,8,17,32.00,1,1,50.00,26,30,46.43,0,0,-,4.55,85.71,0.903,5,9,6,30,45.45,16,11,16,50.00
Angus Crookshank,OTT,LW,8,78.666666666667,0,1,1,0,1,33.33,9,0.00,1.06,21,12,10,6,3,0,0,0,0,0,0,1,6,0,11,12,4,1,2,33.33,80,53,60.15,47,33,58.75,32,26,55.17,3,4,42.86,2.42,1.99,54.85,41,21,66.13,13,10,56.52,0,2,0.00,28,11,71.79,3,1,75.00,40,25,61.54,0,1,0.00,9.38,84.62,0.940,20,20,8,66,71.43,23,26,12,65.71
Anthony Beauvillier,"PIT, WSH",LW,81,1042.8,15,10,4,6,25,58.14,149,10.07,17.64,265,209,174,90,5,29,14,7,7,0,0,16,29,15,139,79,35,11,13,45.83,1067,1005,51.50,744,723,50.72,473,499,48.66,43,45,48.86,45.57,41.87,52.11,497,455,52.21,201,174,53.60,20,13,60.61,296,281,51.30,13,22,37.14,601,582,50.80,10,10,50.00,9.09,90.98,1.001,160,255,151,867,51.45,286,333,311,47.91
Anthony Cirelli,TBL,C,80,1495.2333333333,27,32,16,16,59,56.73,161,16.77,27.65,292,234,200,101,14,25,28,13,13,0,0,23,66,21,25,90,72,647,645,50.08,1625,1440,53.02,1141,1042,52.27,741,697,51.53,104,74,58.43,95.96,80.98,54.23,824,643,56.17,352,231,60.38,59,24,71.08,472,412,53.39,25,26,49.02,884,931,48.71,18,16,52.94,14.04,89.38,1.034,257,355,351,883,42.27,455,470,605,42.92
