Player,Team,Position,GP,TOI,Goals,Total Assists,First Assists,Second Assists,Total Points,IPP,Shots,SH%,ixG,iCF,iFF,iSCF,iHDCF,Rush Attempts,Rebounds Created,PIM,Total Penalties,Minor,Major,Misconduct,Penalties Drawn,Giveaways,Takeaways,Hits,Hits Taken,Shots Blocked,Faceoffs Won,Faceoffs Lost,Faceoffs %,CF,CA,CF%,FF,FA,FF%,SF,SA,SF%,GF,GA,GF%,xGF,xGA,xGF%,SCF,SCA,SCF%,HDCF,HDCA,HDCF%,HDGF,HDGA,HDGF%,MDCF,MDCA,MDCF%,MDGF,MDGA,MDGF%,LDCF,LDCA,LDCF%,LDGF,LDGA,LDGF%,On-Ice SH%,On-Ice SV%,PDO,Off. Zone Starts,Neu. Zone Starts,Def. Zone Starts,On The Fly Starts,Off. Zone Start %,Off. Zone Faceoffs,Neu. Zone Faceoffs,Def. Zone Faceoffs,Off. Zone Faceoff %
Connor McMichael,WSH,C,82,1378.3,26,31,13,18,57,60.64,178,14.61,26.28,322,257,216,121,10,51,49,19,17,1,1,11,68,20,39,64,36,51,58,46.79,1512,1380,52.28,1106,969,53.30,715,631,53.12,94,60,61.04,90.16,70.15,56.24,779,622,55.60,340,247,57.92,48,33,59.26,439,375,53.93,25,20,55.56,849,786,51.93,15,6,71.43,13.15,90.49,1.036,293,264,211,980,58.13,500,361,390,56.18
Connor Murphy,CHI,D,68,1401.8166666667,2,17,3,14,19,37.25,84,2.38,4.08,193,118,53,7,7,16,52,23,21,2,0,18,64,17,117,131,160,0,0,-,1048,1532,40.62,759,1086,41.14,545,725,42.91,51,72,41.46,47.92,77.41,38.24,463,733,38.71,200,316,38.76,21,43,32.81,263,417,38.68,18,15,54.55,594,993,37.43,11,14,44.00,9.36,90.07,0.994,76,290,278,1024,21.47,250,447,567,30.60
Connor Zary,CGY,C,54,868,13,14,5,9,27,79.41,111,11.71,13.8,211,161,122,64,5,24,14,7,7,0,0,10,40,10,26,72,26,90,151,37.34,1002,747,57.29,688,528,56.58,451,340,57.02,34,29,53.97,48.53,36.72,56.93,460,349,56.86,194,137,58.61,15,17,46.88,266,212,55.65,12,8,60.00,596,418,58.78,6,2,75.00,7.54,91.47,0.990,167,161,86,627,66.01,347,244,200,63.44
Conor Garland,VAN,RW,81,1511.0166666667,19,31,20,11,50,60.98,172,11.05,20.85,356,271,182,74,11,36,52,19,16,2,1,30,63,20,49,100,58,5,13,27.78,1563,1258,55.41,1139,904,55.75,727,574,55.88,82,66,55.41,89.81,64.01,58.39,788,526,59.97,317,222,58.81,46,27,63.01,471,304,60.77,22,15,59.46,936,738,55.91,12,16,42.86,11.28,88.50,0.998,294,272,190,1113,60.74,586,374,370,61.30
Conor Geekie,TBL,C,52,640.91666666667,8,6,4,2,14,53.85,59,13.56,6.83,124,90,67,32,2,16,16,8,8,0,0,12,29,8,97,80,25,73,99,42.44,608,562,51.97,409,405,50.25,274,276,49.82,26,27,49.06,26.37,24.5,51.84,285,250,53.27,120,103,53.81,17,12,58.62,165,147,52.88,7,9,43.75,350,321,52.16,2,6,25.00,9.49,90.22,0.997,125,184,91,498,57.87,181,238,174,50.99
Conor Sheary,TBL,LW,5,56.666666666667,0,0,0,0,0,0.00,3,0.00,0.62,8,5,5,3,0,0,4,2,2,0,0,2,0,0,2,5,1,0,1,0.00,44,55,44.44,29,38,43.28,21,27,43.75,1,4,20.00,1.86,2.42,43.45,21,22,48.84,7,10,41.18,0,3,0.00,14,12,53.85,0,0,-,18,35,33.96,1,1,50.00,4.76,85.19,0.899,10,14,6,56,62.50,13,19,15,46.43
Conor Timmins,"PIT, TOR",D,68,1150.7,3,12,6,6,15,32.61,69,4.35,2.94,189,110,49,6,4,15,30,15,15,0,0,7,59,11,55,129,90,0,0,-,1084,1165,48.20,786,848,48.10,519,564,47.92,46,48,48.94,52.81,57.23,47.99,508,550,48.02,202,227,47.09,20,24,45.45,306,323,48.65,13,16,44.83,641,710,47.45,10,8,55.56,8.86,91.49,1.004,140,215,194,1124,41.92,330,324,345,48.89
Corey Perry,EDM,RW,80,966.9,19,11,6,5,30,52.63,100,19.00,15.19,200,153,129,75,7,18,61,19,13,5,1,26,44,13,36,72,26,17,16,51.52,1118,788,58.66,784,584,57.31,539,412,56.68,57,32,64.04,54.94,39.08,58.44,517,363,58.75,209,144,59.21,33,12,73.33,308,219,58.44,11,11,50.00,706,417,62.87,12,7,63.16,10.58,92.23,1.028,228,150,80,716,74.03,394,207,180,68.64
Corey Schueneman,STL,D,4,56.2,0,0,0,0,0,0.00,4,0.00,0.13,9,6,3,0,0,0,0,0,0,0,0,0,2,0,1,5,7,0,0,-,60,48,55.56,46,27,63.01,35,17,67.31,1,1,50.00,2.67,1.86,58.87,28,23,54.90,12,11,52.17,1,1,50.00,16,12,57.14,0,0,-,33,26,55.93,0,0,-,2.86,94.12,0.970,6,11,11,46,35.29,18,12,17,51.43
Craig Smith,"CHI, DET",C,59,668.98333333333,9,9,7,2,18,54.55,90,10.00,7.8,169,130,83,31,7,22,34,13,12,0,1,6,38,16,56,40,31,8,15,34.78,616,723,46.00,459,513,47.22,328,349,48.45,33,37,47.14,31.29,35.01,47.20,275,355,43.65,122,154,44.20,15,19,44.12,153,201,43.22,12,14,46.15,347,411,45.78,6,4,60.00,10.06,89.40,0.995,101,144,73,558,58.05,184,203,177,50.97
Curtis Lazar,NJD,C,48,507.21666666667,2,3,2,1,5,50.00,27,7.41,2.54,51,40,23,12,4,3,14,7,7,0,0,7,11,3,105,45,17,205,195,51.25,331,508,39.45,219,378,36.68,146,250,36.87,10,20,33.33,14.07,24.96,36.05,141,233,37.70,64,96,40.00,5,10,33.33,77,137,35.98,4,7,36.36,192,316,37.80,1,3,25.00,6.85,92.00,0.988,60,111,106,495,36.14,105,154,183,36.46
Cutter Gauthier,ANA,LW,81,1160.75,20,24,14,10,44,69.84,190,10.53,19.38,410,306,179,63,19,34,20,10,10,0,0,12,81,22,68,76,51,21,35,37.50,1212,1237,49.49,887,902,49.58,572,589,49.27,63,47,57.27,57.01,56.76,50.11,566,563,50.13,206,231,47.14,27,22,55.10,360,332,52.02,22,18,55.00,701,750,48.31,14,5,73.68,11.01,92.02,1.030,234,210,168,845,58.21,398,292,364,52.23
Daemon Hunt,MIN,D,1,8.0166666666667,0,0,0,0,0,-,2,0.00,0.05,5,3,2,0,1,0,0,0,0,0,0,0,0,1,1,0,2,0,0,-,15,7,68.18,11,4,73.33,5,2,71.43,0,0,-,0.47,0.25,64.73,7,3,70.00,2,2,50.00,0,0,-,5,1,83.33,0,0,-,8,2,80.00,0,0,-,0.00,100.00,1.000,0,2,1,5,0.00,1,3,1,50.00
Dakota Joshua,VAN,C,57,738.76666666667,7,7,5,2,14,60.87,52,13.46,9.76,109,84,83,51,4,9,38,12,9,2,1,7,36,12,193,67,29,23,19,54.76,617,734,45.67,434,515,45.73,274,310,46.92,23,36,38.98,28.57,33.03,46.38,286,302,48.64,119,136,46.67,13,16,44.83,167,166,50.15,6,10,37.50,376,450,45.52,3,7,30.00,8.39,88.39,0.968,123,182,156,649,44.09,226,236,254,47.08
Dakota Mermis,"TOR, UTA",D,4,60.816666666667,0,1,1,0,1,33.33,6,0.00,0.32,13,9,8,1,1,3,2,1,1,0,0,0,5,0,3,3,4,0,0,-,63,61,50.81,48,46,51.06,29,31,48.33,3,5,37.50,3.79,2.61,59.17,36,27,57.14,17,10,62.96,2,2,50.00,19,17,52.78,1,2,33.33,30,33,47.62,0,1,0.00,10.34,83.87,0.942,6,11,6,66,50.00,12,16,15,44.44
Dalibor Dvorsky,STL,"C, RW",2,18.816666666667,0,0,0,0,0,0.00,2,0.00,0.12,2,2,1,0,0,0,0,0,0,0,0,0,1,0,0,3,0,3,3,50.00,11,25,30.56,8,20,28.57,6,10,37.50,1,0,100.00,0.41,2.2,15.77,5,16,23.81,1,12,7.69,1,0,100.00,4,4,50.00,0,0,-,6,9,40.00,0,0,-,16.67,100.00,1.167,4,4,0,18,100.00,5,4,3,62.50
Damon Severson,CBJ,D,70,1333.8333333333,6,19,13,6,25,37.88,91,6.59,7.11,197,133,79,23,16,17,47,22,21,1,0,11,85,28,43,55,104,0,0,-,1241,1371,47.51,895,963,48.17,604,627,49.07,66,73,47.48,61.79,67.29,47.87,574,648,46.97,248,275,47.42,36,31,53.73,326,373,46.64,19,27,41.30,687,840,44.99,8,15,34.78,10.93,88.36,0.993,156,232,218,897,41.71,359,376,467,43.46
Daniel Sprong,"NJD, SEA, VAN",RW,30,365.91666666667,2,5,4,1,7,41.18,55,3.64,3.99,112,80,35,8,4,10,2,1,1,0,0,2,14,4,32,27,4,0,4,0.00,381,296,56.28,263,222,54.23,163,137,54.33,17,16,51.52,15.03,13.07,53.49,149,128,53.79,61,52,53.98,8,6,57.14,88,76,53.66,3,6,33.33,249,161,60.73,6,3,66.67,10.43,88.32,0.988,66,57,23,321,74.16,115,83,64,64.25
Daniil Miromanov,CGY,D,44,777.9,2,7,3,4,9,30.00,52,3.85,2.29,143,75,40,9,8,11,12,6,6,0,0,2,42,11,20,57,55,0,0,-,792,735,51.87,515,498,50.84,352,355,49.79,30,27,52.63,30.27,33.53,47.45,320,370,46.38,121,148,44.98,14,16,46.67,199,222,47.27,8,6,57.14,478,426,52.88,7,4,63.64,8.52,92.39,1.009,107,175,135,728,44.21,259,253,279,48.14
Daniil Misyul,NJD,D,1,12.383333333333,0,0,0,0,0,-,0,-,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,-,10,8,55.56,7,6,53.85,6,3,66.67,0,1,0.00,0.2,0.26,43.34,5,4,55.56,0,1,0.00,0,1,0.00,5,3,62.50,0,0,-,6,2,75.00,0,0,-,0.00,66.67,0.667,4,4,0,10,100.00,7,5,1,87.50
Danil Gushchin,SJS,LW,12,147.6,0,1,1,0,1,20.00,16,0.00,2.17,41,28,20,13,5,2,6,3,3,0,0,2,1,0,6,8,6,1,0,100.00,134,144,48.20,95,103,47.98,59,68,46.46,5,6,45.45,4.86,6.34,43.40,51,76,40.16,20,24,45.45,2,2,50.00,31,52,37.35,3,3,50.00,91,74,55.15,0,0,-,8.47,91.18,0.997,24,24,20,112,54.55,46,38,38,54.76
Dante Fabbro,"CBJ, NSH",D,68,1420.9,9,17,5,12,26,35.62,89,10.11,2.94,218,139,45,1,9,20,40,19,19,0,0,13,78,24,67,145,143,0,0,-,1406,1535,47.81,1018,1079,48.55,700,722,49.23,73,71,50.69,68.71,71.62,48.96,622,720,46.35,272,301,47.47,27,35,43.55,350,419,45.51,30,22,57.69,848,930,47.69,15,14,51.72,10.43,90.17,1.006,185,288,223,848,45.34,467,446,520,47.32
Danton Heinen,"PIT, VAN",LW,79,1061.9833333333,9,20,9,11,29,65.91,81,11.11,10.78,165,120,100,53,11,16,31,10,8,1,1,7,48,19,81,57,37,18,28,39.13,949,1002,48.64,666,721,48.02,434,475,47.74,44,47,48.35,42.04,48.81,46.27,430,459,48.37,153,213,41.80,15,24,38.46,277,246,52.96,22,10,68.75,544,542,50.09,6,13,31.58,10.14,90.11,1.002,139,211,99,1021,58.40,265,292,225,54.08
Darnell Nurse,EDM,D,75,1700.1833333333,5,28,16,12,33,41.25,188,2.66,8.24,393,271,96,8,20,27,72,26,21,4,1,13,69,16,161,72,136,0,0,-,1670,1710,49.41,1239,1207,50.65,864,842,50.64,80,89,47.34,84.31,81.86,50.74,769,814,48.58,327,269,54.87,42,35,54.55,442,545,44.78,20,39,33.90,998,1037,49.04,16,13,55.17,9.26,89.43,0.987,224,318,255,1228,46.76,517,501,559,48.05
Darren Raddysh,TBL,D,73,1262.8833333333,6,31,12,19,37,48.05,108,5.56,5.63,282,182,74,6,12,22,14,7,7,0,0,6,55,10,38,114,68,0,0,-,1372,1115,55.17,1007,822,55.06,683,544,55.66,77,50,60.63,71.52,55.81,56.17,664,494,57.34,283,205,57.99,36,21,63.16,381,289,56.87,23,16,58.97,901,648,58.17,18,8,69.23,11.27,90.81,1.021,287,197,92,911,75.73,608,306,286,68.01
David Gustafsson,WPG,C,36,323.3,2,4,2,2,6,40.00,30,6.67,3.27,58,46,23,16,1,4,7,2,1,1,0,2,7,2,19,52,18,99,99,50.00,300,296,50.34,219,195,52.90,142,99,58.92,15,6,71.43,13.24,9.28,58.79,117,92,55.98,66,39,62.86,12,2,85.71,51,53,49.04,2,1,66.67,169,227,42.68,1,3,25.00,10.56,93.94,1.045,32,79,98,275,24.62,44,102,141,23.78
David Jiricek,"CBJ, MIN",D,12,145.41666666667,1,2,1,1,3,60.00,9,11.11,0.61,25,16,6,2,3,2,6,3,3,0,0,3,15,3,12,18,7,0,0,-,125,144,46.47,87,102,46.03,54,66,45.00,5,5,50.00,5.84,5.86,49.90,54,59,47.79,22,19,53.66,1,3,25.00,32,40,44.44,4,1,80.00,70,86,44.87,0,1,0.00,9.26,92.42,1.017,17,32,10,118,62.96,35,50,28,55.56
David Kampf,TOR,C,59,731.18333333333,5,8,7,1,13,59.09,45,11.11,6.13,81,68,41,22,7,7,14,7,7,0,0,7,30,17,50,47,26,278,265,51.20,509,805,38.74,369,570,39.30,249,371,40.16,22,37,37.29,25.92,38.66,40.14,210,372,36.08,84,139,37.67,10,14,41.67,126,233,35.10,6,14,30.00,253,528,32.39,5,9,35.71,8.84,90.03,0.989,32,156,210,639,13.22,73,209,317,18.72
David Pastrnak,BOS,RW,82,1655.2666666667,43,63,45,18,106,88.33,319,13.48,31.01,624,444,260,90,23,53,42,20,20,0,0,34,118,40,58,88,24,3,5,37.50,1917,1390,57.97,1411,1047,57.40,948,710,57.18,120,91,56.87,111.92,79.49,58.47,955,634,60.10,399,279,58.85,59,37,61.46,556,355,61.03,35,34,50.72,1273,723,63.78,24,12,66.67,12.66,87.18,0.998,456,263,91,1074,83.36,866,370,275,75.90
David Perron,OTT,LW,43,602.86666666667,9,7,4,3,16,51.61,71,12.68,8.56,135,99,83,32,1,21,12,6,6,0,0,6,25,13,71,31,9,6,13,31.58,644,506,56.00,467,365,56.13,331,260,56.01,31,26,54.39,32.03,25.01,56.15,297,226,56.79,120,85,58.54,17,10,62.96,177,141,55.66,6,13,31.58,397,299,57.04,8,3,72.73,9.37,90.00,0.994,105,131,80,599,56.76,183,168,136,57.37
David Savard,MTL,D,75,1244.2,1,14,5,9,15,38.46,48,2.08,2.12,113,73,36,1,8,12,36,14,13,0,1,9,51,18,55,71,180,0,0,-,891,1664,34.87,624,1160,34.98,390,734,34.70,39,77,33.62,45.28,92.86,32.78,415,809,33.91,149,326,31.37,12,28,30.00,266,483,35.51,19,32,37.25,469,996,32.01,5,17,22.73,10.00,89.51,0.995,86,223,299,880,22.34,214,361,577,27.05
Dawson Mercer,NJD,C,82,1466.45,19,17,12,5,36,51.43,141,13.48,21.03,280,207,168,93,11,32,16,7,7,0,0,6,56,18,41,89,60,96,141,40.51,1422,1476,49.07,988,1064,48.15,658,676,49.33,70,66,51.47,74.49,76.96,49.18,723,692,51.10,290,280,50.88,32,33,49.23,433,412,51.24,26,17,60.47,763,972,43.98,10,16,38.46,10.64,90.24,1.009,208,253,327,1042,38.88,407,387,621,39.59
Declan Carlile,TBL,D,3,39.016666666667,1,0,0,0,1,50.00,3,33.33,0.12,8,6,2,0,0,0,0,0,0,0,0,0,3,0,1,4,2,0,0,-,37,32,53.62,31,26,54.39,18,16,52.94,2,0,100.00,1.72,1.53,52.98,16,14,53.33,5,9,35.71,1,0,100.00,11,5,68.75,1,0,100.00,26,19,57.78,0,0,-,11.11,100.00,1.111,10,8,2,37,83.33,15,10,10,60.00
Declan Chisholm,MIN,D,66,1121.5166666667,2,10,6,4,12,27.91,69,2.90,2.42,161,95,35,8,6,12,10,5,5,0,0,2,83,27,33,112,69,0,0,-,1107,1014,52.19,800,726,52.42,524,482,52.09,43,42,50.59,48.63,38.77,55.64,477,421,53.12,198,142,58.24,22,19,53.66,279,279,50.00,12,15,44.44,663,654,50.34,8,8,50.00,8.21,91.29,0.995,103,191,130,905,44.21,304,309,307,49.75
Dennis Cholowski,"NJD, NYI",D,39,509.75,3,7,2,5,10,47.62,30,10.00,1.1,75,44,22,4,3,8,10,5,5,0,0,0,38,8,5,31,33,0,0,-,458,473,49.19,328,331,49.77,220,213,50.81,21,21,50.00,22.17,20.01,52.56,207,196,51.36,90,68,56.96,13,8,61.90,117,128,47.76,6,8,42.86,296,260,53.24,2,4,33.33,9.55,90.14,0.997,78,76,28,516,73.58,153,116,87,63.75
Dennis Gilbert,"BUF, OTT",D,29,303.85,0,6,2,4,6,42.86,9,0.00,0.34,30,17,12,0,2,6,50,15,10,4,1,11,13,6,63,41,36,0,0,-,261,309,45.79,170,216,44.04,104,141,42.45,14,19,42.42,9.6,13.71,41.19,128,155,45.23,48,64,42.86,8,11,42.11,80,91,46.78,6,6,50.00,151,171,46.89,0,2,0.00,13.46,86.52,1.000,38,84,45,290,45.78,68,118,78,46.58
Denton Mateychuk,CBJ,D,45,811.58333333333,4,9,7,2,13,33.33,43,9.30,2.46,110,71,28,4,2,4,20,9,9,0,0,5,35,19,26,114,63,0,0,-,690,831,45.36,495,591,45.58,331,407,44.85,39,36,52.00,31.3,39.17,44.42,290,379,43.35,130,152,46.10,21,18,53.85,160,227,41.34,10,12,45.45,389,496,43.95,7,6,53.85,11.78,91.15,1.029,96,153,121,586,44.24,209,228,270,43.63
Derek Forbort,VAN,D,54,923.48333333333,2,9,4,5,11,42.31,39,5.13,1.48,115,66,28,0,2,7,45,18,15,3,0,16,55,8,65,90,77,0,0,-,701,946,42.56,477,652,42.25,306,417,42.32,26,38,40.63,27.71,45.46,37.87,273,416,39.62,92,167,35.52,15,17,46.88,181,249,42.09,8,10,44.44,410,610,40.20,2,11,15.38,8.50,90.89,0.994,67,164,215,897,23.76,174,254,371,31.93
Derek Ryan,EDM,C,36,336.81666666667,1,5,2,3,6,66.67,20,5.00,2.17,42,31,27,10,0,2,12,5,5,0,0,2,11,9,25,29,21,151,99,60.40,301,326,48.01,208,228,47.71,141,159,47.00,9,17,34.62,10.96,15.39,41.58,129,153,45.74,43,60,41.75,5,5,50.00,86,93,48.04,2,7,22.22,184,206,47.18,2,5,28.57,6.38,89.31,0.957,54,66,97,289,35.76,85,86,144,37.12
Devin Kaplan,PHI,RW,1,12.2,0,0,0,0,0,-,0,-,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,-,10,20,33.33,7,13,35.00,4,8,33.33,0,1,0.00,0.38,0.89,29.92,3,8,27.27,2,3,40.00,0,1,0.00,1,5,16.67,0,0,-,7,10,41.18,0,0,-,0.00,87.50,0.875,0,4,2,10,0.00,1,4,3,25.00
Devin Shore,MIN,C,55,475.85,1,4,2,2,5,71.43,40,2.50,4.29,76,60,42,19,2,4,6,3,3,0,0,4,14,7,76,48,37,51,52,49.51,380,564,40.25,270,384,41.28,171,251,40.52,7,16,30.43,14.71,22.71,39.32,170,235,41.98,62,99,38.51,3,10,23.08,108,136,44.26,2,5,28.57,213,357,37.37,2,1,66.67,4.09,93.63,0.977,53,101,59,406,47.32,94,134,140,40.17
Devon Toews,COL,D,76,1868.8,10,34,14,20,44,41.12,138,7.25,8.09,342,216,103,20,13,23,26,12,12,0,0,11,81,35,40,50,103,0,0,-,1953,1733,52.98,1356,1251,52.01,914,841,52.08,107,87,55.15,95.77,101.39,48.57,960,807,54.33,338,375,47.41,36,44,45.00,622,432,59.01,44,27,61.97,1154,1109,50.99,20,11,64.52,11.71,89.66,1.014,306,325,320,1150,48.88,739,535,702,51.28
Dmitri Voronkov,CBJ,LW,73,1225.45,23,24,14,10,47,52.22,155,14.84,27.11,261,232,170,122,5,38,55,18,15,1,2,5,58,11,71,33,47,37,52,41.57,1447,1133,56.09,1049,820,56.13,716,515,58.16,90,53,62.94,83.45,59.86,58.23,688,530,56.49,299,235,55.99,43,26,62.32,389,295,56.87,30,12,71.43,857,647,56.98,14,11,56.00,12.57,89.71,1.023,273,252,122,781,69.11,558,371,305,64.66
Dmitry Kulikov,FLA,D,70,1348.7833333333,4,9,2,7,13,22.81,64,6.25,3.21,173,101,36,5,8,14,38,15,14,0,1,11,78,32,114,99,71,0,0,-,1229,1280,48.98,879,967,47.62,586,626,48.35,57,58,49.57,56.62,63.59,47.10,542,557,49.32,203,251,44.71,36,30,54.55,339,306,52.56,13,15,46.43,778,819,48.72,7,13,35.00,9.73,90.73,1.005,212,295,238,1118,47.11,457,456,441,50.89
Dmitry Orlov,CAR,D,76,1519.7333333333,6,22,9,13,28,38.36,117,5.13,6.63,310,197,96,9,12,27,24,12,12,0,0,12,98,21,101,76,60,0,0,-,1580,1288,55.09,1129,989,53.31,703,686,50.61,73,76,48.99,75.63,75.75,49.96,717,670,51.69,286,330,46.43,33,38,46.48,431,340,55.90,22,26,45.83,947,694,57.71,15,12,55.56,10.38,88.92,0.993,170,330,203,1115,45.58,436,490,445,49.49
Domenick Fensore,CAR,D,2,38.133333333333,0,0,0,0,0,0.00,5,0.00,0.26,8,6,3,1,0,2,2,1,1,0,0,0,1,0,3,3,3,0,0,-,37,36,50.68,31,27,53.45,22,16,57.89,1,3,25.00,1.69,1.72,49.67,18,18,50.00,8,6,57.14,1,2,33.33,10,12,45.45,0,1,0.00,24,20,54.55,0,0,-,4.55,81.25,0.858,2,9,6,27,25.00,10,13,10,50.00
Dominic Toninato,WPG,C,5,41.316666666667,0,0,0,0,0,-,2,0.00,0.06,4,4,1,0,0,0,0,0,0,0,0,0,2,0,7,3,3,3,2,60.00,29,42,40.85,18,20,47.37,13,11,54.17,0,0,-,0.48,1.01,32.35,8,7,53.33,2,2,50.00,0,0,-,6,5,54.55,0,0,-,21,30,41.18,0,0,-,0.00,100.00,1.000,6,8,9,38,40.00,6,10,11,35.29
Dominik Shine,DET,RW,9,77.8,0,1,0,1,1,33.33,5,0.00,0.47,8,6,3,2,0,0,15,2,0,1,1,3,5,3,16,10,3,0,0,-,55,78,41.35,43,51,45.74,36,37,49.32,3,4,42.86,3.33,2.88,53.61,20,28,41.67,12,16,42.86,2,1,66.67,8,12,40.00,1,2,33.33,30,48,38.46,0,1,0.00,8.33,89.19,0.975,10,20,11,74,47.62,15,24,19,44.12
Donovan Sebrango,OTT,D,2,20.616666666667,0,0,0,0,0,-,0,-,0,2,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-,24,21,53.33,17,15,53.13,10,9,52.63,0,1,0.00,0.76,1.03,42.40,7,9,43.75,3,4,42.86,0,1,0.00,4,5,44.44,0,0,-,17,15,53.13,0,0,-,0.00,88.89,0.889,1,2,3,25,25.00,2,4,4,33.33
Dougie Hamilton,NJD,D,64,1270.7666666667,9,31,14,17,40,40.82,186,4.84,11,424,278,145,15,20,42,30,15,15,0,0,7,94,20,72,66,85,0,0,-,1676,1150,59.31,1194,829,59.02,814,556,59.42,98,56,63.64,97.83,56.37,63.44,854,509,62.66,351,224,61.04,44,28,61.11,503,285,63.83,39,14,73.58,983,647,60.31,15,13,53.57,12.04,89.93,1.020,248,192,102,970,70.86,603,330,249,70.77
Drake Batherson,OTT,RW,82,1487.6833333333,26,42,27,15,68,69.39,192,13.54,22.63,354,283,198,88,11,18,30,15,15,0,0,22,52,23,148,69,30,12,12,50.00,1749,1278,57.78,1281,920,58.20,881,613,58.97,98,58,62.82,97.58,63.7,60.50,857,547,61.04,334,221,60.18,39,25,60.94,523,326,61.60,36,17,67.92,1096,775,58.58,23,11,67.65,11.12,90.54,1.017,389,312,208,1051,65.16,669,427,383,63.59
Drake Caggiula,EDM,LW,7,51.1,0,1,1,0,1,50.00,6,0.00,0.34,9,7,7,2,1,1,5,1,0,1,0,2,3,0,8,6,3,1,0,100.00,37,62,37.37,21,37,36.21,16,30,34.78,2,2,50.00,1.22,3.24,27.40,20,36,35.71,7,15,31.82,2,1,66.67,13,21,38.24,0,1,0.00,24,25,48.98,0,0,-,12.50,93.33,1.058,11,14,2,49,84.62,16,18,8,66.67
Drew Doughty,LAK,D,30,724.1,4,13,3,10,17,41.46,46,8.70,3.3,115,66,41,6,7,9,20,10,10,0,0,0,48,7,26,43,45,0,0,-,774,698,52.58,561,503,52.73,347,327,51.48,41,28,59.42,39.5,33.92,53.80,358,320,52.80,148,137,51.93,13,12,52.00,210,183,53.44,13,6,68.42,503,408,55.21,11,8,57.89,11.82,91.44,1.033,128,126,88,450,59.26,294,195,213,57.99
Drew Helleson,ANA,D,55,915.66666666667,4,9,6,3,13,33.33,63,6.35,2.28,152,92,44,7,11,9,47,18,16,1,1,6,47,17,99,97,73,0,0,-,758,1074,41.38,536,806,39.94,342,507,40.28,39,38,50.65,28.45,52.05,35.34,305,503,37.75,112,213,34.46,19,22,46.34,193,290,39.96,7,12,36.84,462,641,41.89,13,4,76.47,11.40,92.50,1.039,98,189,146,733,40.16,233,266,298,43.88
Drew O'Connor,"PIT, VAN",LW,84,1214.85,10,15,7,8,25,62.50,117,8.55,19.7,247,199,150,90,12,27,34,17,17,0,0,18,61,36,83,109,57,48,67,41.74,1155,1235,48.33,826,904,47.75,501,612,45.01,40,69,36.70,55.75,64,46.55,527,585,47.39,231,240,49.04,20,29,40.82,296,345,46.18,12,28,30.00,618,724,46.05,6,11,35.29,7.98,88.73,0.967,151,222,189,1070,44.41,278,315,361,43.51
Dryden Hunt,CGY,LW,5,58.283333333333,0,3,2,1,3,100.00,5,0.00,0.39,8,6,5,1,0,0,0,0,0,0,0,2,4,2,10,3,3,2,0,100.00,47,62,43.12,33,50,39.76,26,29,47.27,3,4,42.86,1.73,2.35,42.30,24,24,50.00,6,7,46.15,1,2,33.33,18,17,51.43,1,1,50.00,23,36,38.98,1,1,50.00,11.54,86.21,0.977,11,13,5,58,68.75,13,18,11,54.17
Dylan Coghlan,WPG,D,6,92.116666666667,0,0,0,0,0,0.00,9,0.00,0.46,23,18,4,0,1,6,4,2,2,0,0,0,8,2,2,4,7,0,0,-,86,100,46.24,67,72,48.20,41,42,49.40,3,2,60.00,4.2,4.99,45.67,39,41,48.75,19,14,57.58,1,2,33.33,20,27,42.55,2,0,100.00,52,62,45.61,0,0,-,7.32,95.24,1.026,6,17,14,84,30.00,16,21,23,41.03
Dylan Cozens,"BUF, OTT",C,82,1398.9833333333,16,31,20,11,47,55.95,188,8.51,21.34,332,253,208,81,9,33,68,23,19,2,2,13,68,15,205,74,45,587,573,50.60,1559,1312,54.30,1122,979,53.40,771,666,53.65,84,86,49.41,84.21,77.13,52.19,753,633,54.33,291,271,51.78,35,41,46.05,462,362,56.07,29,26,52.73,993,780,56.01,19,10,65.52,10.89,87.09,0.980,356,272,242,1034,59.53,584,370,438,57.14
Dylan DeMelo,WPG,D,82,1765.65,3,16,7,9,19,22.89,75,4.00,3.12,193,132,43,7,4,15,38,19,19,0,0,15,89,29,137,183,112,0,0,-,1552,1840,45.75,1157,1332,46.48,740,849,46.57,83,72,53.55,80.92,87.51,48.04,693,789,46.76,326,336,49.24,48,32,60.00,367,453,44.76,19,24,44.19,1026,1207,45.95,12,16,42.86,11.22,91.52,1.027,280,328,349,1246,44.52,644,513,648,49.85
Dylan Duke,TBL,LW,2,15.716666666667,1,0,0,0,1,100.00,1,100.00,0.09,1,1,1,1,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,-,7,14,33.33,3,12,20.00,3,9,25.00,1,1,50.00,0.19,0.91,17.65,4,8,33.33,1,4,20.00,1,0,100.00,3,4,42.86,0,0,-,3,9,25.00,0,1,0.00,33.33,88.89,1.222,3,5,4,14,42.86,4,6,11,26.67
