Player,Team,Position,GP,TOI,Goals,Total Assists,First Assists,Second Assists,Total Points,IPP,Shots,SH%,ixG,iCF,iFF,iSCF,iHDCF,Rush Attempts,Rebounds Created,PIM,Total Penalties,Minor,Major,Misconduct,Penalties Drawn,Giveaways,Takeaways,Hits,Hits Taken,Shots Blocked,Faceoffs Won,Faceoffs Lost,Faceoffs %,CF,CA,CF%,FF,FA,FF%,SF,SA,SF%,GF,GA,GF%,xGF,xGA,xGF%,SCF,SCA,SCF%,HDCF,HDCA,HDCF%,HDGF,HDGA,HDGF%,MDCF,MDCA,MDCF%,MDGF,MDGA,MDGF%,LDCF,LDCA,LDCF%,LDGF,LDGA,LDGF%,On-Ice SH%,On-Ice SV%,PDO,Off. Zone Starts,Neu. Zone Starts,Def. Zone Starts,On The Fly Starts,Off. Zone Start %,Off. Zone Faceoffs,Neu. Zone Faceoffs,Def. Zone Faceoffs,Off. Zone Faceoff %
Dylan Larkin,DET,C,68,216.5,14,12,7,5,26,81.25,60,23.33,8.7,104,78,77,30,0,8,14,3,2,0,1,4,7,0,0,4,0,126,93,57.53,411,65,86.34,303,56,84.40,228,44,83.82,32,5,86.49,32.71,3.62,90.04,237,27,89.77,87,14,86.14,13,2,86.67,150,13,92.02,11,3,78.57,285,21,93.14,7,0,100.00,14.04,88.64,1.027,87,19,1,36,98.86,209,31,4,98.12
Dylan Samberg,WPG,D,78,1.6666666666667,0,1,0,1,1,100.00,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,2,0,100.00,2,0,100.00,2,0,100.00,1,0,100.00,0.25,0,100.00,1,0,100.00,1,0,100.00,1,0,100.00,0,0,-,0,0,-,5,0,100.00,0,0,-,50.00,-,0.50,4,1,0,6,100.00,4,1,0,100.00
Dylan Strome,WSH,C,82,242.36666666667,6,16,14,2,22,70.97,44,13.64,8.42,67,55,49,30,0,20,2,1,1,0,0,0,9,2,0,3,2,165,116,58.72,493,66,88.19,357,56,86.44,238,44,84.40,31,4,88.57,41.95,3.79,91.72,262,31,89.42,121,14,89.63,17,1,94.44,141,17,89.24,8,1,88.89,361,17,95.50,6,1,85.71,13.03,90.91,1.039,113,20,1,34,99.12,249,37,11,95.77
Eeli Tolvanen,SEA,RW,81,194.08333333333,1,9,4,5,10,58.82,40,2.50,4.59,90,62,40,5,0,5,2,1,1,0,0,0,3,1,4,5,1,0,1,0.00,327,42,88.62,217,36,85.77,128,24,84.21,17,3,85.00,20.31,1.9,91.43,176,15,92.15,66,8,89.19,11,3,78.57,110,7,94.02,6,0,100.00,222,17,92.89,0,0,-,13.28,87.50,1.008,103,15,3,78,97.17,155,24,6,96.27
Eetu Luostarinen,FLA,C,82,60.5,2,0,0,0,2,28.57,11,18.18,2.51,17,16,17,11,0,3,4,2,2,0,0,0,1,0,0,3,0,4,6,40.00,124,19,86.71,100,18,84.75,65,17,79.27,7,3,70.00,9.88,1.82,84.42,63,8,88.73,29,5,85.29,6,1,85.71,34,3,91.89,1,2,33.33,85,1,98.84,0,0,-,10.77,82.35,0.931,33,9,1,46,97.06,56,15,3,94.92
Egor Afanasyev,NSH,LW,2,1.65,0,0,0,0,0,-,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,1,0,100.00,1,0,100.00,1,0,100.00,0,0,-,0.01,0,100.00,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0.00,-,0.00,1,0,0,2,100.00,1,0,0,100.00
Egor Zamula,PHI,D,66,101.13333333333,2,7,4,3,9,90.00,8,25.00,0.39,31,11,12,0,1,4,2,1,1,0,0,0,1,4,0,1,0,0,0,-,186,26,87.74,122,25,82.99,88,23,79.28,10,1,90.91,12.47,1.18,91.38,99,10,90.83,42,5,89.36,3,0,100.00,57,5,91.94,2,1,66.67,114,3,97.44,5,0,100.00,11.36,95.65,1.070,35,6,0,58,100.00,64,8,2,96.97
Elias Lindholm,"CGY, VAN",C,75,216.21666666667,6,6,4,2,12,70.59,38,15.79,7.94,70,60,47,27,0,9,0,0,0,0,0,0,5,2,3,10,1,87,54,61.70,410,60,87.23,295,52,85.01,193,42,82.13,17,6,73.91,33.6,5.08,86.87,219,37,85.55,108,19,85.04,7,3,70.00,111,18,86.05,5,3,62.50,318,16,95.21,5,0,100.00,8.81,85.71,0.945,125,18,1,31,99.21,224,28,7,96.97
Elias Pettersson,VAN,C,82,309.13333333333,13,18,6,12,31,59.62,72,18.06,9.47,136,104,57,19,0,10,2,1,1,0,0,1,9,1,2,10,0,31,18,63.27,621,72,89.61,461,67,87.31,313,53,85.52,52,5,91.23,51.79,5.06,91.11,354,35,91.00,167,22,88.36,21,5,80.77,187,13,93.50,13,0,100.00,438,13,97.12,17,0,100.00,16.61,90.57,1.072,134,19,3,20,97.81,271,30,6,97.83
Emil Andrae,PHI,D,4,0.25,0,0,0,0,0,-,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,1,0,100.00,1,0,100.00,1,0,100.00,0,0,-,0.02,0,100.00,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,1,0,100.00,0,0,-,0.00,-,0.00,0,0,0,1,-,1,0,0,100.00
Emil Bemstrom,"CBJ, PIT","C, RW",56,69.666666666667,4,1,1,0,5,83.33,17,23.53,2.45,34,26,18,7,0,2,2,1,1,0,0,0,1,0,0,4,1,1,0,100.00,134,19,87.58,93,16,85.32,59,15,79.73,6,1,85.71,9.33,1.14,89.13,65,9,87.84,27,3,90.00,2,0,100.00,38,6,86.36,3,1,75.00,85,4,95.51,1,0,100.00,10.17,93.33,1.035,21,10,1,61,95.45,36,15,1,97.30
Emil Heineman,MTL,LW,4,0.66666666666667,0,0,0,0,0,-,0,-,0.15,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,2,0,100.00,2,0,100.00,0,0,-,0,0,-,0.21,0,100.00,2,0,100.00,0,0,-,0,0,-,2,0,100.00,0,0,-,0,0,-,0,0,-,-,-,-,0,0,0,1,-,0,0,0,-
Emil Lilleberg,TBL,D,37,0.7,0,0,0,0,0,-,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,-,-,-,1,2,0,3,100.00,1,2,0,100.00
Eric Robinson,"BUF, CBJ",LW,47,0.53333333333333,0,0,0,0,0,-,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,2,0,100.00,1,0,100.00,1,0,100.00,0,0,-,0.25,0,100.00,2,0,100.00,1,0,100.00,0,0,-,1,0,100.00,0,0,-,0,0,-,0,0,-,0.00,-,0.00,0,1,1,2,0.00,0,1,1,0.00
Erik Brannstrom,OTT,D,76,42.883333333333,0,0,0,0,0,0.00,3,0.00,0.2,6,4,2,0,0,0,4,2,2,0,0,0,2,0,1,1,0,0,0,-,73,9,89.02,51,8,86.44,32,6,84.21,2,0,100.00,5.51,0.62,89.92,49,3,94.23,17,2,89.47,1,0,100.00,32,1,96.97,1,0,100.00,36,2,94.74,0,0,-,6.25,100.00,1.063,13,7,3,56,81.25,21,10,3,87.50
Erik Cernak,TBL,D,69,5.8,0,0,0,0,0,-,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0,2,0.00,0,2,0.00,0,2,0.00,0,0,-,0,0.16,0.00,0,1,0.00,0,0,-,0,0,-,0,1,0.00,0,0,-,2,1,66.67,0,0,-,-,100.00,1.00,4,2,0,23,100.00,4,2,0,100.00
Erik Gudbranson,CBJ,D,78,3.7333333333333,0,0,0,0,0,-,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-,3,1,75.00,2,1,66.67,1,1,50.00,0,1,0.00,0.15,0.15,50.51,0,1,0.00,0,1,0.00,0,1,0.00,0,0,-,0,0,-,6,0,100.00,0,0,-,0.00,0.00,0.000,1,0,1,13,50.00,3,0,1,75.00
Erik Gustafsson,NYR,D,76,99.133333333333,0,9,6,3,9,69.23,13,0.00,0.78,28,16,5,0,0,3,0,0,0,0,0,0,3,0,3,0,2,0,0,-,175,29,85.78,128,22,85.33,83,18,82.18,13,3,81.25,12.04,2.69,81.73,82,14,85.42,37,8,82.22,7,0,100.00,45,6,88.24,3,0,100.00,131,8,94.24,3,1,75.00,15.66,83.33,0.990,48,14,1,63,97.96,74,21,5,93.67
Erik Haula,NJD,LW,76,85.633333333333,1,2,1,1,3,60.00,17,5.88,2.72,31,24,18,11,0,2,6,3,3,0,0,0,3,0,2,2,2,23,30,43.40,144,32,81.82,93,26,78.15,64,18,78.05,5,3,62.50,9.5,2.86,76.88,70,18,79.55,30,8,78.95,3,2,60.00,40,10,80.00,1,0,100.00,89,11,89.00,1,1,50.00,7.81,83.33,0.911,31,6,5,84,86.11,52,13,7,88.14
Erik Johnson,"BUF, PHI",D,67,1.1,0,0,0,0,0,-,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,1,0,100.00,1,0,100.00,1,0,100.00,0,0,-,0.07,0,100.00,1,0,100.00,0,0,-,0,0,-,1,0,100.00,0,0,-,1,0,100.00,0,0,-,0.00,-,0.00,2,0,1,3,66.67,2,0,1,66.67
Erik Karlsson,PIT,D,82,286.58333333333,2,15,10,5,17,54.84,42,4.76,3.73,114,63,36,2,0,9,10,5,5,0,0,0,11,8,1,3,3,0,0,-,602,83,87.88,430,76,84.98,297,57,83.90,31,6,83.78,50.45,5.06,90.89,351,40,89.77,156,15,91.23,20,5,80.00,195,25,88.64,6,1,85.71,404,22,94.84,5,0,100.00,10.44,89.47,0.999,117,31,1,40,99.15,285,47,10,96.61
Esa Lindell,DAL,D,82,10.816666666667,0,0,0,0,0,0.00,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,7,4,63.64,6,4,60.00,5,3,62.50,1,0,100.00,0.77,0.13,85.52,3,1,75.00,1,0,100.00,1,0,100.00,2,1,66.67,0,0,-,9,1,90.00,0,0,-,20.00,100.00,1.200,6,0,1,34,85.71,6,1,2,75.00
Ethan Bear,WSH,D,24,8.7666666666667,0,0,0,0,0,-,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,10,3,76.92,5,3,62.50,2,3,40.00,0,0,-,0.44,0.18,70.99,3,2,60.00,2,1,66.67,0,0,-,1,1,50.00,0,0,-,8,0,100.00,0,0,-,0.00,100.00,1.000,5,2,0,7,100.00,9,2,0,100.00
Ethan Del Mastro,CHI,D,2,0.18333333333333,0,0,0,0,0,-,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,1,0,100.00,1,0,100.00,0,0,-,0,0,-,0.15,0,100.00,1,0,100.00,1,0,100.00,0,0,-,0,0,-,0,0,-,1,0,100.00,0,0,-,-,-,-,1,0,0,1,100.00,1,0,0,100.00
Evan Bouchard,EDM,D,81,279.61666666667,8,27,12,15,35,61.40,58,13.79,4.31,128,76,36,1,0,8,2,1,1,0,0,1,6,7,2,3,4,0,0,-,581,53,91.64,440,49,89.98,317,36,89.80,57,3,95.00,50.87,3.96,92.79,347,21,94.29,148,8,94.87,24,0,100.00,199,13,93.87,16,1,94.12,399,22,94.77,17,1,94.44,17.98,91.67,1.096,115,19,0,9,100.00,299,35,5,98.36
Evan Rodrigues,FLA,C,80,148.41666666667,3,7,4,3,10,76.92,34,8.82,5.87,63,48,44,20,0,10,4,2,2,0,0,1,3,2,3,9,0,7,8,46.67,312,34,90.17,236,34,87.41,170,29,85.43,13,2,86.67,24.85,2.17,91.95,177,14,92.67,81,9,90.00,9,2,81.82,96,5,95.05,2,0,100.00,191,6,96.95,2,0,100.00,7.65,93.10,1.008,66,13,2,100,97.06,115,21,5,95.83
Evander Kane,EDM,LW,77,106.98333333333,2,5,3,2,7,77.78,23,8.70,4.03,51,36,29,13,1,6,16,4,3,0,1,1,4,1,3,8,0,3,5,37.50,173,27,86.50,124,23,84.35,91,18,83.49,9,2,81.82,15.42,1.37,91.84,105,10,91.30,50,3,94.34,5,1,83.33,55,7,88.71,1,0,100.00,103,18,85.12,3,0,100.00,9.89,88.89,0.988,36,7,5,79,87.80,74,11,9,89.16
Evgeni Malkin,PIT,C,82,279.93333333333,6,12,5,7,18,60.00,69,8.70,9.04,146,97,70,18,1,25,8,4,4,0,0,5,14,4,1,5,3,16,8,66.67,581,84,87.37,412,76,84.43,289,55,84.01,30,5,85.71,47.29,5.92,88.88,332,43,88.53,138,18,88.46,18,5,78.26,194,25,88.58,6,0,100.00,391,21,94.90,6,0,100.00,10.38,90.91,1.013,110,24,0,55,100.00,264,42,5,98.14
Evgenii Dadonov,DAL,RW,51,43.433333333333,1,1,0,1,2,50.00,2,50.00,0.8,4,3,4,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,-,56,12,82.35,39,10,79.59,24,9,72.73,4,2,66.67,4.9,0.44,91.80,33,3,91.67,20,1,95.24,3,0,100.00,13,2,86.67,0,1,0.00,31,5,86.11,1,1,50.00,16.67,77.78,0.944,12,2,2,36,85.71,18,6,3,85.71
Evgeny Kuznetsov,"CAR, WSH",C,63,148.56666666667,1,6,3,3,7,58.33,18,5.56,2.16,33,23,10,2,0,1,2,1,1,0,0,0,6,0,2,1,1,37,25,59.68,254,40,86.39,181,36,83.41,128,26,83.12,12,1,92.31,20.78,2.49,89.29,139,18,88.54,64,10,86.49,7,0,100.00,75,8,90.36,1,1,50.00,177,10,94.65,4,0,100.00,9.38,96.15,1.055,68,13,2,48,97.14,123,21,7,94.62
Fabian Zetterlund,SJS,LW,82,203.16666666667,6,10,8,2,16,55.17,35,17.14,6.16,80,55,46,22,0,6,2,1,1,0,0,0,5,4,2,3,1,5,10,33.33,347,65,84.22,242,54,81.76,162,44,78.64,29,5,85.29,27.02,3.89,87.41,195,25,88.64,77,10,88.51,12,1,92.31,118,15,88.72,12,2,85.71,262,22,92.25,5,0,100.00,17.90,88.64,1.065,115,12,1,20,99.14,208,17,8,96.30
Filip Chytil,NYR,C,10,15.466666666667,0,1,0,1,1,100.00,2,0.00,0.38,4,4,1,1,0,0,2,1,1,0,0,0,2,0,0,2,0,3,3,50.00,13,5,72.22,11,2,84.62,6,2,75.00,1,0,100.00,0.97,0.17,85.12,5,4,55.56,3,2,60.00,1,0,100.00,2,2,50.00,0,0,-,11,0,100.00,0,0,-,16.67,100.00,1.167,5,3,0,15,100.00,5,3,0,100.00
Filip Forsberg,NSH,LW,82,291.51666666667,13,19,10,9,32,69.57,95,13.68,9.66,196,129,85,24,1,18,6,3,3,0,0,1,13,3,8,11,0,0,2,0.00,585,60,90.70,414,57,87.90,293,51,85.17,46,3,93.88,44.12,5.3,89.27,343,34,90.98,151,18,89.35,24,2,92.31,192,16,92.31,8,0,100.00,399,14,96.61,14,1,93.33,15.70,94.12,1.098,147,17,0,23,100.00,296,31,6,98.01
Filip Hronek,VAN,D,81,139.13333333333,2,9,1,8,11,64.71,22,9.09,2.88,64,41,19,3,0,3,0,0,0,0,0,0,2,0,4,2,0,0,0,-,228,30,88.37,171,29,85.50,116,22,84.06,17,1,94.44,18.74,1.76,91.40,127,12,91.37,58,7,89.23,5,1,83.33,69,5,93.24,6,0,100.00,150,10,93.75,5,0,100.00,14.66,95.45,1.101,57,19,9,94,86.36,94,30,12,88.68
Filip Roos,CHI,D,4,4.5833333333333,0,0,0,0,0,-,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,5,1,83.33,4,1,80.00,2,1,66.67,0,0,-,0.42,0.06,88.20,3,0,100.00,0,0,-,0,0,-,3,0,100.00,0,0,-,2,1,66.67,0,0,-,0.00,100.00,1.000,1,0,0,4,100.00,1,0,0,100.00
Filip Zadina,SJS,RW,72,74.733333333333,3,1,0,1,4,66.67,9,33.33,2.63,23,19,14,10,0,2,0,0,0,0,0,1,2,1,0,5,0,3,8,27.27,95,25,79.17,71,21,77.17,40,17,70.18,6,2,75.00,7.65,1.67,82.11,51,12,80.95,23,7,76.67,3,2,60.00,28,5,84.85,1,0,100.00,46,12,79.31,2,0,100.00,15.00,88.24,1.032,13,10,4,79,76.47,27,15,8,77.14
Frank Nazar,CHI,C,3,4.6166666666667,0,0,0,0,0,-,0,-,0.33,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0.00,9,0,100.00,6,0,100.00,3,0,100.00,0,0,-,0.92,0,100.00,4,0,100.00,3,0,100.00,0,0,-,1,0,100.00,0,0,-,4,0,100.00,0,0,-,0.00,-,0.00,2,1,0,3,100.00,4,2,0,100.00
Frank Vatrano,ANA,RW,82,200.35,13,7,2,5,20,83.33,71,18.31,6.41,120,85,45,9,0,7,4,2,2,0,0,1,4,2,4,8,1,0,0,-,329,41,88.92,239,32,88.19,175,29,85.78,24,1,96.00,19.79,2.97,86.97,146,17,89.57,48,11,81.36,6,1,85.71,98,6,94.23,9,0,100.00,274,16,94.48,9,0,100.00,13.71,96.55,1.103,99,14,6,59,94.29,195,21,9,95.59
Fraser Minten,TOR,C,4,0.2,0,0,0,0,0,-,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.00,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,-,-,-,0,1,0,1,-,0,1,0,-
Frederick Gaudreau,MIN,C,67,87.416666666667,2,5,2,3,7,100.00,16,12.50,1.82,33,27,10,3,0,2,0,0,0,0,0,0,2,0,0,6,0,17,8,68.00,143,18,88.82,111,15,88.10,78,13,85.71,7,4,63.64,10.33,1.47,87.53,72,9,88.89,30,4,88.24,4,1,80.00,42,5,89.36,2,2,50.00,97,4,96.04,1,0,100.00,8.97,69.23,0.782,32,11,4,89,88.89,58,14,6,90.63
Fredrik Olofsson,COL,LW,57,2.05,0,0,0,0,0,-,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,66.67,3,0,100.00,2,0,100.00,1,0,100.00,0,0,-,0.09,0,100.00,2,0,100.00,0,0,-,0,0,-,2,0,100.00,0,0,-,2,0,100.00,0,0,-,0.00,-,0.00,1,1,0,8,100.00,3,1,0,100.00
Gabriel Vilardi,WPG,C,47,154.36666666667,9,5,4,1,14,73.68,39,23.08,8.24,58,53,57,42,0,7,0,0,0,0,0,1,4,1,0,7,0,4,14,22.22,264,37,87.71,198,30,86.84,143,25,85.12,19,2,90.48,21.94,1.74,92.64,161,15,91.48,79,5,94.05,14,0,100.00,82,10,89.13,3,2,60.00,166,14,92.22,2,0,100.00,13.29,92.00,1.053,73,11,2,16,97.33,154,18,8,95.06
Garnet Hathaway,PHI,RW,82,8.8666666666667,0,0,0,0,0,0.00,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,10,1,90.91,5,1,83.33,4,0,100.00,1,0,100.00,0.6,0.05,92.72,3,0,100.00,1,0,100.00,0,0,-,2,0,100.00,0,0,-,13,1,92.86,0,0,-,25.00,-,0.25,11,4,1,27,91.67,11,5,1,91.67
Gavin Brindley,CBJ,C,1,1.4833333333333,0,0,0,0,0,-,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-,2,1,66.67,2,0,100.00,1,0,100.00,0,0,-,0.13,0,100.00,1,1,50.00,0,0,-,0,0,-,1,1,50.00,0,0,-,1,0,100.00,0,0,-,0.00,-,0.00,0,0,0,2,-,1,1,0,100.00
Georgii Merkulov,BOS,C,4,1.4,0,0,0,0,0,-,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-,1,0,100.00,1,0,100.00,1,0,100.00,0,0,-,0.05,0,100.00,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,1,0,100.00,0,0,-,0.00,-,0.00,0,0,0,3,-,0,0,0,-
Givani Smith,SJS,RW,36,0.26666666666667,0,0,0,0,0,-,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0,1,0.00,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,1,0.00,0,0,-,-,-,-,0,0,1,0,0.00,0,1,2,0.00
Glenn Gawdin,ANA,C,1,0.61666666666667,0,0,0,0,0,-,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,1,0,100.00,1,0,100.00,1,0,100.00,0,0,-,0.12,0,100.00,1,0,100.00,0,0,-,0,0,-,1,0,100.00,0,0,-,0,0,-,0,0,-,0.00,-,0.00,0,0,0,1,-,0,0,0,-
Grigori Denisenko,VGK,LW,6,3.8166666666667,0,0,0,0,0,-,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,-,2,2,50.00,2,2,50.00,2,2,50.00,0,0,-,0.14,0.3,31.52,1,2,33.33,1,2,33.33,0,0,-,0,0,-,0,0,-,2,0,100.00,0,0,-,0.00,100.00,1.000,2,1,0,2,100.00,2,1,1,66.67
Gustav Forsling,FLA,D,79,46.166666666667,1,1,1,0,2,50.00,9,11.11,0.75,22,12,3,0,0,1,2,1,1,0,0,0,3,1,0,0,0,0,0,-,94,11,89.52,68,11,86.08,49,9,84.48,4,0,100.00,7.47,0.68,91.69,45,5,90.00,21,4,84.00,2,0,100.00,24,1,96.00,1,0,100.00,68,2,97.14,1,0,100.00,8.16,100.00,1.082,26,5,2,59,92.86,46,6,3,93.88
Gustav Lindstrom,"ANA, MTL",D,46,2.7333333333333,0,0,0,0,0,-,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,1,0,100.00,1,0,100.00,1,0,100.00,0,0,-,0.07,0,100.00,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,2,0,100.00,0,0,-,0.00,-,0.00,1,1,0,7,100.00,1,1,0,100.00
Gustav Nyquist,NSH,C,81,246,5,19,11,8,24,63.16,23,21.74,4,52,35,35,12,0,5,0,0,0,0,0,4,13,1,0,10,0,3,1,75.00,477,46,91.20,337,42,88.92,243,36,87.10,38,2,95.00,34.4,4.6,88.21,288,27,91.43,114,16,87.69,16,1,94.12,174,11,94.05,11,0,100.00,307,10,96.85,11,1,91.67,15.64,94.44,1.101,120,21,1,48,99.17,219,31,5,97.77
Hampus Lindholm,BOS,D,73,103.3,1,4,1,3,5,35.71,17,5.88,1.27,30,22,6,3,0,2,4,2,2,0,0,0,2,0,0,3,2,0,0,-,143,23,86.14,110,18,85.94,86,17,83.50,14,0,100.00,10.65,0.65,94.28,74,8,90.24,36,1,97.30,6,0,100.00,38,7,84.44,6,0,100.00,90,8,91.84,2,0,100.00,16.28,100.00,1.163,21,8,7,108,75.00,45,12,12,78.95
Haydn Fleury,TBL,D,24,0.75,0,0,0,0,0,-,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,1,0,100.00,0,0,-,-,-,-,1,1,0,5,100.00,1,1,0,100.00
Hendrix Lapierre,WSH,C,51,53.533333333333,0,2,1,1,2,20.00,4,0.00,0.79,12,7,8,2,0,2,0,0,0,0,0,0,1,0,1,2,1,0,5,0.00,94,20,82.46,65,16,80.25,46,12,79.31,10,1,90.91,6.72,0.93,87.82,42,9,82.35,18,2,90.00,5,1,83.33,24,7,77.42,2,0,100.00,87,7,92.55,3,0,100.00,21.74,91.67,1.134,36,5,2,11,94.74,63,9,4,94.03
Henri Jokiharju,BUF,D,74,20.45,0,0,0,0,0,-,2,0.00,0.16,6,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-,25,3,89.29,16,2,88.89,12,2,85.71,0,1,0.00,1.33,0.14,90.70,12,1,92.31,2,1,66.67,0,1,0.00,10,0,100.00,0,0,-,19,1,95.00,0,0,-,0.00,50.00,0.500,14,3,1,36,93.33,14,3,1,93.33
Henry Thrun,SJS,D,51,41.133333333333,2,2,2,0,4,66.67,4,50.00,0.58,9,9,6,2,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,-,65,10,86.67,48,9,84.21,30,9,76.92,6,0,100.00,5.24,0.2,96.36,34,3,91.89,15,1,93.75,3,0,100.00,19,2,90.48,1,0,100.00,47,3,94.00,2,0,100.00,20.00,100.00,1.200,14,5,1,24,93.33,35,10,1,97.22
Hudson Fasching,NYI,RW,45,6.7666666666667,0,0,0,0,0,0.00,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,-,8,4,66.67,3,3,50.00,3,2,60.00,1,0,100.00,0.12,0.31,27.87,2,3,40.00,0,1,0.00,0,0,-,2,2,50.00,1,0,100.00,5,0,100.00,0,0,-,33.33,100.00,1.333,1,1,0,14,100.00,1,1,1,50.00
Hugh McGing,STL,LW,5,0.68333333333333,0,0,0,0,0,0.00,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,1,0,100.00,1,0,100.00,1,0,100.00,1,0,100.00,0.06,0,100.00,1,0,100.00,0,0,-,0,0,-,1,0,100.00,1,0,100.00,0,0,-,0,0,-,100.00,-,1.00,0,0,1,1,0.00,0,0,1,0.00
Ian Cole,VAN,D,78,8.3666666666667,0,0,0,0,0,-,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,9,3,75.00,6,3,66.67,3,1,75.00,0,0,-,0.74,0.26,73.84,5,1,83.33,2,1,66.67,0,0,-,3,0,100.00,0,0,-,7,3,70.00,0,0,-,0.00,100.00,1.000,4,5,3,28,57.14,5,5,4,55.56
Ian Mitchell,BOS,D,13,0.45,0,0,0,0,0,-,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0,1,0.00,0,1,0.00,0,1,0.00,0,0,-,0,0.01,0.00,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,1,0.00,0,0,-,-,100.00,1.00,0,0,0,1,-,0,0,0,-
Ilya Lyubushkin,"ANA, TOR",D,74,2.4333333333333,0,0,0,0,0,-,1,0.00,0.04,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,4,2,66.67,1,1,50.00,1,0,100.00,0,0,-,0.04,0.11,25.41,1,1,50.00,0,1,0.00,0,0,-,1,0,100.00,0,0,-,5,1,83.33,0,0,-,0.00,-,0.00,3,0,0,10,100.00,3,1,0,100.00
Ilya Mikheyev,VAN,RW,78,69.466666666667,0,0,0,0,0,0.00,12,0.00,1.98,18,16,16,8,0,4,0,0,0,0,0,1,2,0,0,3,0,0,1,0.00,97,15,86.61,69,13,84.15,48,9,84.21,1,1,50.00,7.94,0.6,92.95,60,4,93.75,32,2,94.12,1,1,50.00,28,2,93.33,0,0,-,48,6,88.89,0,0,-,2.08,88.89,0.910,25,11,2,65,92.59,31,16,3,91.18
Ilya Solovyov,CGY,D,10,0.23333333333333,0,0,0,0,0,0.00,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,2,0,100.00,2,0,100.00,2,0,100.00,1,0,100.00,0.39,0,100.00,2,0,100.00,2,0,100.00,1,0,100.00,0,0,-,0,0,-,1,0,100.00,0,0,-,50.00,-,0.50,1,0,0,1,100.00,1,0,0,100.00
