Player,Team,Position,GP,TOI,Goals,Total Assists,First Assists,Second Assists,Total Points,IPP,Shots,SH%,ixG,iCF,iFF,iSCF,iHDCF,Rush Attempts,Rebounds Created,PIM,Total Penalties,Minor,Major,Misconduct,Penalties Drawn,Giveaways,Takeaways,Hits,Hits Taken,Shots Blocked,Faceoffs Won,Faceoffs Lost,Faceoffs %,CF,CA,CF%,FF,FA,FF%,SF,SA,SF%,GF,GA,GF%,xGF,xGA,xGF%,SCF,SCA,SCF%,HDCF,HDCA,HDCF%,HDGF,HDGA,HDGF%,MDCF,MDCA,MDCF%,MDGF,MDGA,MDGF%,LDCF,LDCA,LDCF%,LDGF,LDGA,LDGF%,On-Ice SH%,On-Ice SV%,PDO,Off. Zone Starts,Neu. Zone Starts,Def. Zone Starts,On The Fly Starts,Off. Zone Start %,Off. Zone Faceoffs,Neu. Zone Faceoffs,Def. Zone Faceoffs,Off. Zone Faceoff %
Alec Martinez,VGK,D,55,36.366666666667,0,3,0,3,3,60.00,3,0.00,0.11,8,3,2,0,0,0,2,1,1,0,0,0,1,1,0,0,0,0,0,-,48,9,84.21,34,7,82.93,28,6,82.35,5,1,83.33,3.51,0.43,89.16,24,2,92.31,13,1,92.86,4,0,100.00,11,1,91.67,1,0,100.00,42,6,87.50,0,1,0.00,17.86,83.33,1.012,19,4,2,24,90.48,30,5,6,83.33
Aleksander Barkov,FLA,C,73,256.16666666667,5,24,12,12,29,70.73,56,8.93,6.52,100,77,51,17,0,5,0,0,0,0,0,0,5,1,4,13,2,139,81,63.18,583,48,92.39,429,42,91.08,301,33,90.12,41,6,87.23,47.3,3.81,92.54,349,22,94.07,176,11,94.12,29,5,85.29,173,11,94.02,8,1,88.89,367,14,96.33,4,0,100.00,13.62,81.82,0.954,138,25,0,18,100.00,247,32,4,98.41
Alex Barre-Boulet,TBL,C,36,32.95,2,0,0,0,2,40.00,10,20.00,1.34,14,14,7,3,0,1,2,1,1,0,0,0,2,0,0,0,0,1,0,100.00,61,3,95.31,50,3,94.34,34,3,91.89,5,0,100.00,5.55,0.01,99.78,35,0,100.00,19,0,100.00,3,0,100.00,16,0,100.00,2,0,100.00,33,1,97.06,0,0,-,14.71,100.00,1.147,12,4,3,35,80.00,19,5,4,82.61
Alex DeBrincat,DET,RW,82,238.83333333333,11,8,5,3,19,54.29,61,18.03,9.21,111,88,53,11,0,6,6,3,3,0,0,2,7,1,4,5,0,1,8,11.11,418,73,85.13,319,64,83.29,239,51,82.41,35,7,83.33,34.81,5.49,86.38,231,33,87.50,84,18,82.35,16,4,80.00,147,15,90.74,13,2,86.67,307,27,91.92,5,1,83.33,14.64,86.27,1.009,124,20,3,56,97.64,224,34,11,95.32
Alex Goligoski,MIN,D,36,29.95,0,2,1,1,2,100.00,5,0.00,0.54,8,6,4,1,0,2,2,1,1,0,0,0,1,0,0,0,0,0,0,-,52,6,89.66,41,5,89.13,31,4,88.57,2,0,100.00,4.31,0.42,91.21,32,4,88.89,10,2,83.33,1,0,100.00,22,2,91.67,0,0,-,28,0,100.00,1,0,100.00,6.45,100.00,1.065,6,3,0,40,100.00,20,4,1,95.24
Alex Iafallo,WPG,LW,82,140.41666666667,2,3,2,1,5,33.33,19,10.53,4.19,40,33,33,17,0,3,0,0,0,0,0,0,3,1,1,3,0,0,0,-,230,33,87.45,168,28,85.71,123,20,86.01,15,2,88.24,16.13,1.32,92.42,124,14,89.86,45,6,88.24,9,0,100.00,79,8,90.80,5,2,71.43,169,7,96.02,1,0,100.00,12.20,90.00,1.022,87,13,2,45,97.75,134,18,4,97.10
Alex Kerfoot,ARI,C,82,150.05,2,10,5,5,12,66.67,18,11.11,4.77,28,26,26,23,0,3,2,1,1,0,0,1,2,1,1,7,0,53,65,44.92,228,28,89.06,179,24,88.18,130,21,86.09,18,4,81.82,17.99,1.54,92.10,136,11,92.52,48,4,92.31,7,3,70.00,88,7,92.63,6,1,85.71,157,8,95.15,5,0,100.00,13.85,80.95,0.948,93,12,3,24,96.88,143,19,5,96.62
Alex Killorn,ANA,"C, LW",63,144.05,5,2,1,1,7,53.85,28,17.86,4.85,43,36,36,20,0,4,4,2,2,0,0,1,3,2,4,4,1,3,3,50.00,219,36,85.88,163,32,83.59,118,28,80.82,13,5,72.22,15.85,3.32,82.69,108,20,84.38,46,14,76.67,5,3,62.50,62,6,91.18,3,2,60.00,172,11,93.99,5,0,100.00,11.02,82.14,0.932,67,15,2,52,97.10,128,18,4,96.97
Alex Laferriere,LAK,RW,81,50.666666666667,0,3,3,0,3,50.00,6,0.00,1.23,17,10,8,3,0,1,0,0,0,0,0,0,1,0,2,3,0,0,0,-,88,9,90.72,61,9,87.14,40,4,90.91,6,0,100.00,6.06,0.77,88.69,39,6,86.67,13,2,86.67,0,0,-,26,4,86.67,4,0,100.00,68,3,95.77,2,0,100.00,15.00,100.00,1.150,20,6,1,37,95.24,40,8,1,97.56
Alex Newhook,MTL,C,55,167.93333333333,2,6,1,5,8,47.06,20,10.00,3.44,39,30,27,11,0,4,4,2,2,0,0,0,5,2,0,3,2,36,26,58.06,257,51,83.44,188,42,81.74,129,36,78.18,17,6,73.91,20.21,3.39,85.63,143,24,85.63,59,11,84.29,9,5,64.29,84,13,86.60,5,1,83.33,181,16,91.88,3,0,100.00,13.18,83.33,0.965,73,7,2,52,97.33,129,15,6,95.56
Alex Ovechkin,WSH,LW,79,359.63333333333,13,15,8,7,28,59.57,109,11.93,11.05,244,154,72,16,0,25,6,3,3,0,0,1,2,4,5,4,3,0,0,-,666,96,87.40,482,81,85.61,339,63,84.33,47,5,90.38,56.29,5.47,91.15,352,43,89.11,172,17,91.01,27,1,96.43,180,26,87.38,10,2,83.33,461,30,93.89,10,1,90.91,13.86,92.06,1.059,117,22,0,7,100.00,317,59,19,94.35
Alex Pietrangelo,VGK,D,64,153.33333333333,0,9,6,3,9,50.00,20,0.00,2.01,57,36,12,1,0,4,0,0,0,0,0,0,4,4,1,4,5,0,0,-,252,47,84.28,188,39,82.82,136,31,81.44,18,1,94.74,18.43,2.59,87.67,129,21,86.00,58,9,86.57,12,1,92.31,71,12,85.54,2,0,100.00,190,18,91.35,4,0,100.00,13.24,96.77,1.100,65,20,4,62,94.20,119,28,12,90.84
Alex Steeves,TOR,C,1,0.9,0,0,0,0,0,-,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-,2,0,100.00,2,0,100.00,2,0,100.00,0,0,-,0.11,0,100.00,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,2,0,100.00,0,0,-,0.00,-,0.00,0,0,0,1,-,0,0,0,-
Alex Tuch,BUF,RW,75,197.96666666667,2,9,4,5,11,44.00,28,7.14,5.29,50,45,37,18,0,2,2,1,1,0,0,0,5,1,1,3,1,1,5,16.67,388,46,89.40,291,43,87.13,209,31,87.08,25,4,86.21,24.79,4.06,85.91,183,25,87.98,49,13,79.03,6,2,75.00,134,12,91.78,9,2,81.82,295,10,96.72,10,0,100.00,11.96,87.10,0.991,131,14,0,22,100.00,215,22,4,98.17
Alex Turcotte,LAK,C,20,2.4833333333333,0,0,0,0,0,-,0,-,0.07,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,4,0,100.00,2,0,100.00,0,0,-,0,0,-,0.18,0,100.00,1,0,100.00,0,0,-,0,0,-,1,0,100.00,0,0,-,4,0,100.00,0,0,-,-,-,-,3,0,0,3,100.00,4,0,0,100.00
Alex Vlasic,CHI,D,76,55.566666666667,0,2,1,1,2,33.33,6,0.00,0.6,12,8,6,2,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,-,83,15,84.69,61,14,81.33,45,9,83.33,6,1,85.71,6.69,0.65,91.15,44,7,86.27,22,1,95.65,3,0,100.00,22,6,78.57,2,1,66.67,58,7,89.23,1,0,100.00,13.33,88.89,1.022,28,7,2,35,93.33,47,12,6,88.68
Alexander Alexeyev,WSH,D,39,1.9,0,0,0,0,0,-,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0,1,0.00,0,1,0.00,0,1,0.00,0,0,-,0,0.04,0.00,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,1,0.00,0,0,-,-,100.00,1.00,2,0,0,3,100.00,3,0,0,100.00
Alexander Barabanov,SJS,LW,46,89,0,2,0,2,2,33.33,8,0.00,2.32,25,18,19,6,0,5,0,0,0,0,0,0,1,0,0,3,0,0,0,-,149,44,77.20,100,41,70.92,59,32,64.84,6,3,66.67,10.36,3.17,76.59,79,21,79.00,30,12,71.43,3,1,75.00,49,9,84.48,1,0,100.00,101,14,87.83,2,0,100.00,10.17,90.63,1.008,42,9,1,36,97.67,64,13,7,90.14
Alexander Holtz,NJD,RW,82,103.58333333333,1,1,0,1,2,28.57,10,10.00,1.51,31,17,15,3,0,2,2,1,1,0,0,0,2,0,0,7,0,0,0,-,157,37,80.93,100,32,75.76,73,25,74.49,7,5,58.33,10.46,3.79,73.37,78,24,76.47,30,10,75.00,4,3,57.14,48,14,77.42,2,1,66.67,90,8,91.84,1,1,50.00,9.59,80.00,0.896,33,9,6,99,84.62,51,16,7,87.93
Alexander Nylander,"CBJ, PIT",LW,28,58.016666666667,2,0,0,0,2,40.00,17,11.76,3.02,25,24,15,10,0,5,0,0,0,0,0,0,3,0,0,3,0,1,4,20.00,115,9,92.74,83,9,90.22,60,7,89.55,5,0,100.00,8.33,0.69,92.37,57,6,90.48,27,1,96.43,2,0,100.00,30,5,85.71,1,0,100.00,77,2,97.47,2,0,100.00,8.33,100.00,1.083,38,1,0,13,100.00,53,3,0,100.00
Alexander Romanov,NYI,D,81,3.7,0,0,0,0,0,-,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,5,1,83.33,4,1,80.00,4,1,80.00,0,0,-,0.22,0,99.10,2,0,100.00,1,0,100.00,0,0,-,1,0,100.00,0,0,-,6,0,100.00,0,0,-,0.00,100.00,1.000,4,1,0,9,100.00,6,1,0,100.00
Alexander Wennberg,"NYR, SEA",C,79,139.5,3,3,1,2,6,27.27,17,17.65,4.49,28,24,24,17,0,3,2,1,1,0,0,1,3,0,2,4,0,63,53,54.31,266,33,88.96,195,27,87.84,131,22,85.62,22,3,88.00,20.5,2.46,89.28,155,13,92.26,67,9,88.16,8,1,88.89,88,4,95.65,9,0,100.00,164,17,90.61,5,2,71.43,16.79,86.36,1.032,65,11,3,68,95.59,118,21,5,95.93
Alexandre Carrier,NSH,D,73,29.033333333333,0,1,0,1,1,20.00,4,0.00,0.28,9,5,5,0,0,1,0,0,0,0,0,0,0,0,1,3,0,0,0,-,58,4,93.55,45,4,91.84,37,2,94.87,5,0,100.00,4.45,0.45,90.86,35,3,92.11,11,2,84.62,2,0,100.00,24,1,96.00,2,0,100.00,28,4,87.50,1,0,100.00,13.51,100.00,1.135,12,3,5,60,70.59,22,8,5,81.48
Alexandre Texier,CBJ,C,78,30.583333333333,0,2,0,2,2,66.67,3,0.00,0.3,9,5,4,2,0,1,2,1,1,0,0,0,0,0,2,0,0,0,0,-,58,7,89.23,40,7,85.11,19,6,76.00,3,0,100.00,4.18,0.47,89.94,35,2,94.59,15,2,88.24,2,0,100.00,20,0,100.00,1,0,100.00,35,2,94.59,0,0,-,15.79,100.00,1.158,12,3,1,27,92.31,21,7,1,95.45
Alexey Toropchenko,STL,RW,82,12.866666666667,0,0,0,0,0,0.00,1,0.00,0.41,3,2,3,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-,24,2,92.31,17,2,89.47,15,1,93.75,1,0,100.00,1.34,0.14,90.27,10,1,90.91,5,0,100.00,0,0,-,5,1,83.33,0,0,-,17,1,94.44,1,0,100.00,6.67,100.00,1.067,7,1,1,14,87.50,9,2,1,90.00
Alexis Lafreniere,NYR,LW,82,104.65,2,4,2,2,6,66.67,24,8.33,3.85,43,35,23,12,0,4,4,2,2,0,0,0,4,0,0,8,0,1,0,100.00,194,23,89.40,148,18,89.16,94,13,87.85,9,3,75.00,15.93,3.58,81.67,103,9,91.96,54,5,91.53,6,1,85.71,49,4,92.45,1,0,100.00,121,6,95.28,2,0,100.00,9.57,76.92,0.865,45,13,3,85,93.75,67,16,7,90.54
Aliaksei Protas,WSH,C,78,19.416666666667,0,0,0,0,0,0.00,1,0.00,0.82,3,3,3,3,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2,0.00,20,10,66.67,18,9,66.67,13,7,65.00,3,0,100.00,2.16,0.63,77.42,10,6,62.50,9,2,81.82,0,0,-,1,4,20.00,0,0,-,16,1,94.12,3,0,100.00,23.08,100.00,1.231,10,6,0,22,100.00,14,7,0,100.00
Anders Lee,NYI,LW,81,139.4,5,0,0,0,5,38.46,25,20.00,6.46,42,41,36,33,0,3,11,4,3,1,0,2,2,1,6,7,1,3,2,60.00,231,42,84.62,156,37,80.83,112,25,81.75,13,1,92.86,14.21,2.9,83.04,103,20,83.74,50,6,89.29,4,1,80.00,53,14,79.10,3,0,100.00,174,17,91.10,6,0,100.00,11.61,96.00,1.076,58,14,9,83,86.57,102,27,16,86.44
Andre Burakovsky,SEA,LW,49,111.18333333333,5,4,2,2,9,60.00,22,22.73,3.05,50,36,30,8,0,5,0,0,0,0,0,0,3,1,1,4,0,0,1,0.00,174,24,87.88,124,20,86.11,81,16,83.51,15,2,88.24,13.14,1.45,90.06,102,9,91.89,48,5,90.57,6,1,85.71,54,4,93.10,7,1,87.50,119,14,89.47,2,0,100.00,18.52,87.50,1.060,54,11,1,43,98.18,98,16,3,97.03
Andreas Athanasiou,CHI,C,28,29.983333333333,0,2,1,1,2,100.00,8,0.00,0.79,14,10,3,1,0,2,0,0,0,0,0,0,0,2,0,0,1,3,3,50.00,42,10,80.77,28,6,82.35,21,3,87.50,2,0,100.00,3.38,0.51,86.83,17,4,80.95,8,3,72.73,2,0,100.00,9,1,90.00,0,0,-,32,4,88.89,0,0,-,9.52,100.00,1.095,12,5,2,24,85.71,19,8,3,86.36
Andreas Englund,LAK,D,82,1.25,0,0,0,0,0,-,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,3,0,100.00,1,0,100.00,0,0,-,0,0,-,0.07,0,100.00,1,0,100.00,0,0,-,0,0,-,1,0,100.00,0,0,-,3,0,100.00,0,0,-,-,-,-,0,0,0,6,-,2,0,0,100.00
Andrei Kuzmenko,"CGY, VAN",LW,72,225.8,8,11,4,7,19,42.22,37,21.62,7.47,74,57,55,28,0,13,0,0,0,0,0,0,3,1,2,9,1,0,0,-,459,50,90.18,334,46,87.89,231,34,87.17,45,3,93.75,36.94,3.24,91.94,279,22,92.69,116,17,87.22,22,3,88.00,163,5,97.02,12,0,100.00,303,9,97.12,11,0,100.00,19.48,91.18,1.107,134,15,0,25,100.00,216,26,4,98.18
Andrei Svechnikov,CAR,RW,59,148.63333333333,5,12,7,5,17,58.62,27,18.52,4.3,65,49,28,8,1,5,4,2,2,0,0,1,4,2,3,4,0,0,0,-,304,47,86.61,216,43,83.40,152,34,81.72,29,3,90.63,23.86,3.2,88.18,168,19,89.84,75,9,89.29,12,2,85.71,93,10,90.29,12,1,92.31,234,7,97.10,4,0,100.00,19.08,91.18,1.103,84,10,0,27,100.00,166,17,3,98.22
Andrew Cogliano,COL,C,75,2.1166666666667,0,0,0,0,0,-,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,-,-,-,1,0,0,8,100.00,1,0,0,100.00
Andrew Copp,DET,C,79,61.216666666667,1,2,1,1,3,50.00,8,12.50,1.8,12,10,9,5,0,0,0,0,0,0,0,0,4,0,0,1,0,27,7,79.41,98,19,83.76,76,16,82.61,50,13,79.37,6,3,66.67,7.96,2.13,78.87,54,7,88.52,15,4,78.95,3,1,75.00,39,3,92.86,1,1,50.00,62,11,84.93,2,1,66.67,12.00,76.92,0.889,26,6,6,62,81.25,37,9,8,82.22
Andrew Mangiapane,CGY,LW,75,88.483333333333,2,1,0,1,3,42.86,16,12.50,2.89,29,26,23,8,0,4,4,2,2,0,0,0,1,1,3,2,0,0,0,-,147,23,86.47,117,21,84.78,76,17,81.72,7,3,70.00,10.87,1.6,87.13,69,11,86.25,31,6,83.78,5,2,71.43,38,5,88.37,1,1,50.00,104,11,90.43,1,0,100.00,9.21,82.35,0.916,24,12,6,80,80.00,45,22,10,81.82
Andrew Peeke,"BOS, CBJ",D,38,0.15,0,0,0,0,0,-,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,1,0,100.00,0,0,-,-,-,-,1,0,0,1,100.00,1,0,0,100.00
Andrew Poturalski,SEA,C,2,0.91666666666667,0,0,0,0,0,-,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,2,0,100.00,2,0,100.00,2,0,100.00,0,0,-,0.18,0,100.00,1,0,100.00,0,0,-,0,0,-,1,0,100.00,0,0,-,2,0,100.00,0,0,-,0.00,-,0.00,1,0,0,0,100.00,1,0,0,100.00
Angus Crookshank,OTT,LW,13,2.9666666666667,0,0,0,0,0,-,1,0.00,0.09,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-,1,0,100.00,1,0,100.00,1,0,100.00,0,0,-,0.09,0,100.00,1,0,100.00,0,0,-,0,0,-,1,0,100.00,0,0,-,1,0,100.00,0,0,-,0.00,-,0.00,2,1,0,5,100.00,2,1,0,100.00
Anthony Beauvillier,"CHI, NSH, VAN",LW,60,68.133333333333,2,2,1,1,4,66.67,12,16.67,1.6,22,17,14,4,0,2,0,0,0,0,0,0,2,1,1,1,0,1,4,20.00,99,24,80.49,74,19,79.57,54,17,76.06,6,0,100.00,8.12,1.04,88.62,57,8,87.69,29,3,90.63,3,0,100.00,28,5,84.85,3,0,100.00,61,12,83.56,0,0,-,11.11,100.00,1.111,31,6,3,66,91.18,46,12,5,90.20
Anthony Cirelli,TBL,C,79,114.41666666667,4,4,2,2,8,47.06,9,44.44,1.59,17,15,14,9,0,3,2,1,1,0,0,0,1,0,2,5,0,28,38,42.42,194,22,89.81,151,18,89.35,103,14,88.03,17,0,100.00,14.71,2.05,87.75,103,12,89.57,42,6,87.50,8,0,100.00,61,6,91.04,7,0,100.00,123,8,93.89,2,0,100.00,16.50,100.00,1.165,44,9,3,81,93.62,78,14,7,91.76
Anthony Duclair,"SJS, TBL",LW,73,127.81666666667,5,7,3,4,12,54.55,26,19.23,4.83,47,32,32,19,0,8,4,2,2,0,0,1,2,2,1,5,0,0,2,0.00,200,46,81.30,134,41,76.57,93,33,73.81,22,3,88.00,13.94,2.85,83.03,113,19,85.61,45,9,83.33,7,1,87.50,68,10,87.18,10,1,90.91,137,17,88.96,5,0,100.00,23.66,90.91,1.146,52,12,2,53,96.30,98,22,9,91.59
Anthony Mantha,"VGK, WSH",RW,74,121.66666666667,3,5,1,4,8,57.14,17,17.65,3.36,27,23,17,12,0,4,0,0,0,0,0,0,5,0,4,7,0,1,2,33.33,208,31,87.03,143,25,85.12,104,20,83.87,14,3,82.35,14.55,1.92,88.33,86,16,84.31,45,8,84.91,6,0,100.00,41,8,83.67,1,2,33.33,158,9,94.61,7,0,100.00,13.46,85.00,0.985,58,11,3,73,95.08,92,16,5,94.85
