Player,Team,Position,GP,TOI,Goals,Total Assists,First Assists,Second Assists,Total Points,IPP,Shots,SH%,ixG,iCF,iFF,iSCF,iHDCF,Rush Attempts,Rebounds Created,PIM,Total Penalties,Minor,Major,Misconduct,Penalties Drawn,Giveaways,Takeaways,Hits,Hits Taken,Shots Blocked,Faceoffs Won,Faceoffs Lost,Faceoffs %,CF,CA,CF%,FF,FA,FF%,SF,SA,SF%,GF,GA,GF%,xGF,xGA,xGF%,SCF,SCA,SCF%,HDCF,HDCA,HDCF%,HDGF,HDGA,HDGF%,MDCF,MDCA,MDCF%,MDGF,MDGA,MDGF%,LDCF,LDCA,LDCF%,LDGF,LDGA,LDGF%,On-Ice SH%,On-Ice SV%,PDO,Off. Zone Starts,Neu. Zone Starts,Def. Zone Starts,On The Fly Starts,Off. Zone Start %,Off. Zone Faceoffs,Neu. Zone Faceoffs,Def. Zone Faceoffs,Off. Zone Faceoff %
Adam Pelech,NYI,D,58,146.65,0,1,0,1,1,50.00,4,0.00,0.61,4,4,3,0,2,0,0,0,0,0,0,1,4,3,6,0,37,0,0,-,22,304,6.75,21,216,8.86,18,150,10.71,2,24,7.69,1.97,21.67,8.35,7,161,4.17,3,67,4.29,0,11,0.00,4,94,4.08,0,8,0.00,7,229,2.97,2,5,28.57,11.11,84.00,0.951,0,14,100,39,0.00,0,23,188,0.00
Adam Raska,MIN,RW,5,0.4,0,0,0,0,0,-,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0,2,0.00,0,2,0.00,0,2,0.00,0,0,-,0,0.1,0.00,0,2,0.00,0,0,-,0,0,-,0,2,0.00,0,0,-,0,0,-,0,0,-,-,100.00,1.00,0,0,0,1,-,0,0,0,-
Adrian Kempe,LAK,RW,77,130.58333333333,3,1,1,0,4,100.00,18,16.67,1.48,24,21,12,6,4,1,4,2,2,0,0,2,1,8,6,2,6,1,1,50.00,34,228,12.98,29,165,14.95,25,116,17.73,4,8,33.33,2.13,17.47,10.87,19,120,13.67,9,47,16.07,3,0,100.00,10,73,12.05,1,3,25.00,8,175,4.37,0,5,0.00,16.00,93.10,1.091,2,16,97,98,2.02,5,19,126,3.82
Akil Thomas,LAK,C,7,1.4166666666667,0,0,0,0,0,-,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0,2,0.00,0,2,0.00,0,1,0.00,0,0,-,0,0.22,0.00,0,1,0.00,0,1,0.00,0,0,-,0,0,-,0,0,-,0,1,0.00,0,0,-,-,100.00,1.00,0,0,0,2,-,0,1,0,-
Akito Hirose,VAN,D,3,0.76666666666667,0,0,0,0,0,-,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,-,-,-,0,0,0,3,-,0,0,0,-
Alec Martinez,VGK,D,55,67.783333333333,0,0,0,0,0,0.00,3,0.00,0.2,3,3,1,1,1,0,0,0,0,0,0,0,3,2,0,1,17,0,0,-,17,124,12.06,16,86,15.69,12,57,17.39,1,8,11.11,0.86,8.4,9.27,7,67,9.46,3,23,11.54,1,3,25.00,4,44,8.33,0,3,0.00,6,84,6.67,0,2,0.00,8.33,85.96,0.943,1,12,24,65,4.00,2,13,43,4.44
Aleksander Barkov,FLA,C,73,146.78333333333,0,2,2,0,2,100.00,9,0.00,1.24,11,11,6,4,2,0,0,0,0,0,0,0,1,13,5,3,6,44,50,46.81,49,206,19.22,42,157,21.11,33,127,20.63,2,12,14.29,3.78,17.9,17.42,24,122,16.44,12,54,18.18,1,6,14.29,12,68,15.00,1,3,25.00,14,153,8.38,0,3,0.00,6.06,90.55,0.966,3,10,107,120,2.73,4,16,132,2.94
Alex DeBrincat,DET,RW,82,2.5166666666667,0,0,0,0,0,-,0,-,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-,0,2,0.00,0,2,0.00,0,2,0.00,0,0,-,0,0.28,0.00,0,2,0.00,0,2,0.00,0,0,-,0,0,-,0,0,-,1,1,50.00,0,0,-,-,100.00,1.00,0,1,1,14,0.00,1,1,1,50.00
Alex Goligoski,MIN,D,36,2.6166666666667,0,0,0,0,0,-,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-,3,5,37.50,3,3,50.00,2,2,50.00,0,0,-,0.33,0.43,43.26,2,3,40.00,2,1,66.67,0,0,-,0,2,0.00,0,0,-,0,2,0.00,0,0,-,0.00,100.00,1.000,0,0,0,7,-,2,0,0,100.00
Alex Iafallo,WPG,LW,82,109.48333333333,0,1,1,0,1,100.00,6,0.00,0.45,11,11,2,2,2,0,2,1,1,0,0,1,1,5,0,2,10,1,0,100.00,26,214,10.83,26,152,14.61,16,105,13.22,1,15,6.25,1.19,16.27,6.81,5,107,4.46,3,54,5.26,1,9,10.00,2,53,3.64,0,3,0.00,9,174,4.92,0,3,0.00,6.25,85.71,0.920,4,12,97,55,3.96,4,15,125,3.10
Alex Kerfoot,ARI,C,82,214.46666666667,2,1,1,0,3,100.00,11,18.18,1.02,17,15,7,5,1,0,0,0,0,0,0,2,1,12,8,7,15,53,78,40.46,44,463,8.68,37,353,9.49,27,236,10.27,3,33,8.33,2.09,37.02,5.34,15,279,5.10,11,112,8.94,3,17,15.00,4,167,2.34,0,7,0.00,17,342,4.74,0,9,0.00,11.11,86.02,0.971,8,32,203,96,3.79,9,40,266,3.27
Alex Killorn,ANA,"C, LW",63,81.983333333333,0,0,0,0,0,0.00,3,0.00,0.35,6,4,1,1,1,0,4,2,2,0,0,1,2,4,3,3,2,1,1,50.00,18,137,11.61,12,104,10.34,10,71,12.35,2,11,15.38,1.55,11.12,12.21,3,71,4.05,2,36,5.26,0,5,0.00,1,35,2.78,0,2,0.00,11,81,11.96,1,3,25.00,20.00,84.51,1.045,3,8,31,110,8.82,5,10,38,11.63
Alex Laferriere,LAK,RW,81,6.5833333333333,0,0,0,0,0,-,1,0.00,0.09,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.00,3,8,27.27,3,8,27.27,2,8,20.00,0,2,0.00,0.14,0.56,19.67,2,4,33.33,1,1,50.00,0,1,0.00,1,3,25.00,0,0,-,0,4,0.00,0,1,0.00,0.00,75.00,0.750,0,2,1,19,0.00,1,2,1,50.00
Alex Newhook,MTL,C,55,1.7333333333333,0,0,0,0,0,-,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.00,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,-,-,-,1,0,1,9,50.00,1,1,1,50.00
Alex Ovechkin,WSH,LW,79,0.36666666666667,0,0,0,0,0,-,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,-,-,-,0,0,0,0,-,0,0,0,-
Alex Petrovic,DAL,D,1,0.38333333333333,0,0,0,0,0,-,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,-,-,-,0,0,0,1,-,0,0,0,-
Alex Pietrangelo,VGK,D,64,177.08333333333,0,1,0,1,1,14.29,4,0.00,0.19,8,6,1,0,1,0,4,2,2,0,0,1,5,8,5,3,27,0,0,-,51,361,12.38,45,261,14.71,35,161,17.86,7,18,28.00,3.68,25.8,12.49,21,188,10.05,13,71,15.48,5,9,35.71,8,117,6.40,2,6,25.00,17,280,5.72,0,3,0.00,20.00,88.82,1.088,1,16,110,52,0.90,3,24,181,1.63
Alex Tuch,BUF,RW,75,121.45,1,0,0,0,1,50.00,15,6.67,1.74,23,19,16,7,5,2,2,1,1,0,0,0,1,17,7,2,10,13,19,40.63,48,193,19.92,39,144,21.31,31,97,24.22,2,13,13.33,3.4,16.52,17.09,29,108,21.17,13,58,18.31,1,5,16.67,16,50,24.24,1,4,20.00,16,123,11.51,0,4,0.00,6.45,86.60,0.930,3,17,54,111,5.26,9,21,72,11.11
Alex Vlasic,CHI,D,76,178.31666666667,0,0,0,0,0,0.00,5,0.00,0.61,6,6,4,3,3,0,17,3,1,1,1,2,5,8,4,1,22,0,0,-,36,282,11.32,32,213,13.06,29,151,16.11,1,22,4.35,2.37,22.02,9.71,17,166,9.29,8,74,9.76,0,13,0.00,9,92,8.91,0,6,0.00,7,236,2.88,0,3,0.00,3.45,85.43,0.889,2,17,133,63,1.48,6,30,214,2.73
Alexander Alexeyev,WSH,D,39,18.266666666667,0,0,0,0,0,-,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,-,2,28,6.67,2,16,11.11,2,8,20.00,0,0,-,0.04,1.48,2.91,0,9,0.00,0,3,0.00,0,0,-,0,6,0.00,0,0,-,1,20,4.76,0,0,-,0.00,100.00,1.000,0,0,4,23,0.00,0,0,7,0.00
Alexander Barabanov,SJS,LW,46,0.9,0,0,0,0,0,-,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,-,-,-,0,0,0,4,-,0,0,0,-
Alexander Holtz,NJD,RW,82,0.18333333333333,0,0,0,0,0,-,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,-,-,-,0,0,0,0,-,0,0,0,-
Alexander Nylander,"CBJ, PIT",LW,28,0.033333333333333,0,0,0,0,0,-,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,-,-,-,0,0,0,1,-,0,0,0,-
Alexander Romanov,NYI,D,81,165,0,0,0,0,0,0.00,1,0.00,0.04,1,1,1,0,1,0,2,1,1,0,0,1,7,3,6,5,23,0,0,-,33,347,8.68,29,249,10.43,23,191,10.75,6,35,14.63,2.75,26.97,9.25,23,201,10.27,9,86,9.47,3,15,16.67,14,115,10.85,3,9,25.00,6,193,3.02,0,11,0.00,26.09,81.68,1.078,0,17,60,111,0.00,5,30,107,4.46
Alexander Wennberg,"NYR, SEA",C,79,166.28333333333,1,0,0,0,1,50.00,10,10.00,1.02,11,11,4,3,2,1,0,0,0,0,0,3,0,8,0,2,15,58,103,36.02,27,373,6.75,26,269,8.81,20,168,10.64,2,23,8.00,2.3,29.75,7.19,15,185,7.50,7,81,7.95,1,14,6.67,8,104,7.14,0,4,0.00,8,294,2.65,1,5,16.67,10.00,86.31,0.963,3,11,124,96,2.36,7,22,180,3.74
Alexandre Carrier,NSH,D,73,154.13333333333,1,0,0,0,1,33.33,3,33.33,0.44,4,4,3,2,1,0,0,0,0,0,0,2,1,1,7,5,24,0,0,-,29,257,10.14,27,184,12.80,18,128,12.33,3,22,12.00,3.04,20.47,12.94,16,145,9.94,10,55,15.38,1,7,12.50,6,90,6.25,1,8,11.11,7,204,3.32,0,7,0.00,16.67,82.81,0.995,1,12,90,82,1.10,4,24,152,2.56
Alexandre Texier,CBJ,C,78,138.58333333333,2,0,0,0,2,100.00,7,28.57,0.9,10,9,7,4,1,1,0,0,0,0,0,0,1,1,1,1,5,2,4,33.33,28,264,9.59,24,202,10.62,18,140,11.39,2,20,9.09,1.96,21.51,8.35,13,147,8.13,7,68,9.33,2,11,15.38,6,79,7.06,0,4,0.00,9,189,4.55,0,5,0.00,11.11,85.71,0.968,1,9,86,105,1.15,4,15,121,3.20
Alexey Toropchenko,STL,RW,82,85.15,2,0,0,0,2,66.67,9,22.22,0.75,10,10,6,2,1,0,0,0,0,0,0,0,0,0,2,3,5,0,1,0.00,19,123,13.38,18,93,16.22,17,60,22.08,3,6,33.33,0.86,11.72,6.83,8,78,9.30,3,37,7.50,1,4,20.00,5,41,10.87,2,2,50.00,5,56,8.20,0,0,-,17.65,90.00,1.076,5,7,27,102,15.63,6,13,31,16.22
Alexis Lafreniere,NYR,LW,82,4.0166666666667,0,0,0,0,0,-,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,1,0,100.00,0,0,-,-,-,-,1,0,0,18,100.00,1,0,0,100.00
Aliaksei Protas,WSH,C,78,66.733333333333,0,1,1,0,1,100.00,4,0.00,0.4,4,4,1,1,1,0,0,0,0,0,0,0,2,6,1,1,7,6,19,24.00,10,126,7.35,9,87,9.38,8,58,12.12,1,4,20.00,0.78,7.27,9.69,3,58,4.92,3,20,13.04,1,2,33.33,0,38,0.00,0,2,0.00,4,88,4.35,0,0,-,12.50,93.10,1.056,3,6,27,81,10.00,3,8,33,8.33
Anders Lee,NYI,LW,81,1.15,0,0,0,0,0,-,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0,1,0.00,0,1,0.00,0,1,0.00,0,0,-,0,0.04,0.00,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,1,0.00,0,0,-,-,100.00,1.00,0,0,1,4,0.00,0,0,1,0.00
Andre Burakovsky,SEA,LW,49,0.7,0,0,0,0,0,-,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-,1,3,25.00,1,1,50.00,1,1,50.00,0,1,0.00,0.03,0.49,6.39,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,1,1,50.00,0,0,-,0.00,0.00,0.000,0,0,0,1,-,0,0,0,-
Andreas Athanasiou,CHI,C,28,0.083333333333333,0,0,0,0,0,-,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,-,-,-,0,0,0,1,-,0,0,0,-
Andreas Englund,LAK,D,82,75.6,0,0,0,0,0,0.00,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,12,2,11,0,0,-,20,131,13.25,19,99,16.10,16,72,18.18,2,8,20.00,1.72,9.71,15.02,15,67,18.29,8,25,24.24,2,2,50.00,7,42,14.29,0,4,0.00,5,95,5.00,0,2,0.00,12.50,88.89,1.014,1,12,34,83,2.86,7,17,47,12.96
Andrei Kuzmenko,"CGY, VAN",LW,72,0.4,0,0,0,0,0,-,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,-,-,-,0,0,0,2,-,0,0,0,-
Andrei Svechnikov,CAR,RW,59,2.2,0,0,0,0,0,-,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,1,2,33.33,0,2,0.00,0,2,0.00,0,0,-,0,0.12,0.00,0,1,0.00,0,0,-,0,0,-,0,1,0.00,0,0,-,1,1,50.00,0,0,-,-,100.00,1.00,0,0,0,8,-,0,0,0,-
Andrew Cogliano,COL,C,75,169.38333333333,1,3,3,0,4,100.00,5,20.00,0.7,7,7,5,2,0,0,0,0,0,0,0,6,2,2,1,1,13,35,75,31.82,36,313,10.32,34,237,12.55,28,172,14.00,4,25,13.79,2.25,28.45,7.32,19,186,9.27,7,87,7.45,4,15,21.05,12,99,10.81,0,7,0.00,10,243,3.95,0,3,0.00,14.29,85.47,0.998,6,25,148,124,3.90,7,32,197,3.43
Andrew Copp,DET,C,79,183.76666666667,1,2,2,0,3,100.00,15,6.67,1.05,18,17,7,5,1,0,0,0,0,0,0,3,2,4,0,0,11,49,64,43.36,41,414,9.01,38,297,11.34,32,207,13.39,3,28,9.68,1.95,34.96,5.29,15,250,5.66,10,109,8.40,1,10,9.09,5,141,3.42,2,14,12.50,14,287,4.65,0,4,0.00,9.38,86.47,0.958,4,16,150,85,2.60,6,24,216,2.70
Andrew Mangiapane,CGY,LW,75,53.483333333333,1,0,0,0,1,100.00,5,20.00,0.55,8,7,4,1,1,0,2,1,1,0,0,1,1,0,1,0,2,0,0,-,17,99,14.66,13,75,14.77,10,44,18.52,1,4,20.00,0.83,8.06,9.35,6,54,10.00,2,24,7.69,1,3,25.00,4,30,11.76,0,1,0.00,9,48,15.79,0,0,-,10.00,90.91,1.009,1,1,10,86,9.09,2,4,11,15.38
Andrew Peeke,"BOS, CBJ",D,38,61.383333333333,0,1,1,0,1,50.00,1,0.00,0.03,1,1,0,0,0,0,2,1,1,0,0,0,0,2,7,2,14,0,0,-,16,121,11.68,12,90,11.76,11,55,16.67,2,9,18.18,0.7,9.8,6.67,7,67,9.46,4,25,13.79,1,6,14.29,3,42,6.67,1,0,100.00,6,76,7.32,0,3,0.00,18.18,83.64,1.018,0,8,36,35,0.00,4,9,47,7.84
Anthony Beauvillier,"CHI, NSH, VAN",LW,60,1.9833333333333,0,0,0,0,0,-,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,100.00,0,1,0.00,0,1,0.00,0,1,0.00,0,1,0.00,0,0.09,0.00,0,1,0.00,0,0,-,0,0,-,0,1,0.00,0,1,0.00,1,0,100.00,0,0,-,-,0.00,0.00,1,0,1,6,50.00,1,0,1,50.00
Anthony Cirelli,TBL,C,79,173.66666666667,2,0,0,0,2,100.00,14,14.29,2.34,20,18,15,9,4,3,2,1,1,0,0,4,2,9,2,3,16,57,77,42.54,54,310,14.84,51,230,18.15,37,165,18.32,2,16,11.11,5.7,24.61,18.80,36,171,17.39,23,78,22.77,1,6,14.29,13,93,12.26,0,5,0.00,13,196,6.22,1,5,16.67,5.41,90.30,0.957,4,15,85,127,4.49,10,31,117,7.87
Anthony Duclair,"SJS, TBL",LW,73,5.6333333333333,0,0,0,0,0,-,0,-,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-,1,15,6.25,0,10,0.00,0,4,0.00,0,1,0.00,0,1.28,0.00,0,10,0.00,0,7,0.00,0,1,0.00,0,3,0.00,0,0,-,1,10,9.09,0,0,-,-,75.00,0.75,1,1,5,11,16.67,1,2,6,14.29
Anthony Mantha,"VGK, WSH",RW,74,1.25,0,0,0,0,0,-,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-,0,2,0.00,0,1,0.00,0,1,0.00,0,1,0.00,0,0.07,0.00,0,1,0.00,0,0,-,0,0,-,0,1,0.00,0,1,0.00,0,1,0.00,0,0,-,-,0.00,0.00,0,0,1,7,0.00,0,0,1,0.00
Anton Lundell,FLA,C,78,99.283333333333,0,1,1,0,1,50.00,10,0.00,0.46,14,11,3,2,2,0,0,0,0,0,0,2,3,9,2,3,8,22,19,53.66,29,116,20.00,23,80,22.33,19,54,26.03,2,6,25.00,0.98,8.89,9.94,10,61,14.08,5,29,14.71,1,3,25.00,5,32,13.51,1,1,50.00,9,72,11.11,0,2,0.00,10.53,88.89,0.994,2,9,49,103,3.92,7,12,61,10.29
Anze Kopitar,LAK,C,81,148.53333333333,1,2,2,0,3,75.00,4,25.00,0.33,4,4,3,2,0,0,0,0,0,0,0,0,1,4,3,0,8,85,104,44.97,28,293,8.72,25,213,10.50,21,142,12.88,4,12,25.00,1.8,22.44,7.43,16,158,9.20,8,68,10.53,3,3,50.00,8,90,8.16,1,4,20.00,6,222,2.63,0,5,0.00,19.05,91.55,1.106,3,16,124,92,2.36,7,20,164,4.09
Arber Xhekaj,MTL,D,44,15.266666666667,0,0,0,0,0,-,0,-,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0,0,-,2,32,5.88,1,25,3.85,1,15,6.25,0,3,0.00,0.12,3.7,3.11,1,21,4.55,1,16,5.88,0,3,0.00,0,5,0.00,0,0,-,2,16,11.11,0,0,-,0.00,80.00,0.800,1,1,4,26,20.00,1,1,7,12.50
Artem Zub,OTT,D,69,195.53333333333,1,0,0,0,1,25.00,2,50.00,0.68,2,2,0,0,1,0,0,0,0,0,0,2,4,1,13,1,31,0,0,-,47,337,12.24,45,250,15.25,40,176,18.52,4,29,12.12,3.08,25.33,10.84,16,178,8.25,8,75,9.64,2,10,16.67,8,103,7.21,1,6,14.29,13,251,4.92,0,13,0.00,10.00,83.52,0.935,1,26,138,56,0.72,7,37,220,3.08
Artemi Panarin,NYR,LW,82,2.8166666666667,0,1,0,1,1,100.00,0,-,0.02,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,2,0,100.00,2,0,100.00,1,0,100.00,1,0,100.00,0.02,0,100.00,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,3,0,100.00,1,0,100.00,100.00,-,1.00,1,0,0,6,100.00,1,0,0,100.00
Artturi Lehkonen,COL,LW,45,78.833333333333,0,0,0,0,0,0.00,3,0.00,0.38,6,6,5,0,0,0,0,0,0,0,0,0,0,5,6,0,1,6,12,33.33,18,128,12.33,17,101,14.41,11,69,13.75,1,7,12.50,1.43,10.76,11.73,13,66,16.46,2,36,5.26,0,5,0.00,11,30,26.83,1,2,33.33,3,85,3.41,0,0,-,9.09,89.86,0.989,0,8,31,90,0.00,1,12,46,2.13
Austin Czarnik,DET,C,34,5.5,0,0,0,0,0,-,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-,0,4,0.00,0,4,0.00,0,4,0.00,0,0,-,0,0.3,0.00,0,3,0.00,0,0,-,0,0,-,0,3,0.00,0,0,-,0,1,0.00,0,0,-,-,100.00,1.00,0,1,0,13,-,0,1,0,-
Austin Watson,TBL,LW,33,1.8333333333333,0,0,0,0,0,-,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.00,0,4,0.00,0,2,0.00,0,2,0.00,0,0,-,0,0.1,0.00,0,2,0.00,0,0,-,0,0,-,0,2,0.00,0,0,-,0,2,0.00,0,0,-,-,100.00,1.00,0,1,0,3,-,0,1,0,-
