Player,Team,Position,GP,TOI,Goals,Total Assists,First Assists,Second Assists,Total Points,IPP,Shots,SH%,ixG,iCF,iFF,iSCF,iHDCF,Rush Attempts,Rebounds Created,PIM,Total Penalties,Minor,Major,Misconduct,Penalties Drawn,Giveaways,Takeaways,Hits,Hits Taken,Shots Blocked,Faceoffs Won,Faceoffs Lost,Faceoffs %,CF,CA,CF%,FF,FA,FF%,SF,SA,SF%,GF,GA,GF%,xGF,xGA,xGF%,SCF,SCA,SCF%,HDCF,HDCA,HDCF%,HDGF,HDGA,HDGF%,MDCF,MDCA,MDCF%,MDGF,MDGA,MDGF%,LDCF,LDCA,LDCF%,LDGF,LDGA,LDGF%,On-Ice SH%,On-Ice SV%,PDO,Off. Zone Starts,Neu. Zone Starts,Def. Zone Starts,On The Fly Starts,Off. Zone Start %,Off. Zone Faceoffs,Neu. Zone Faceoffs,Def. Zone Faceoffs,Off. Zone Faceoff %
A.J. Greer,FLA,LW,81,40.5,1,0,0,0,1,100.00,3,33.33,0.17,3,3,1,1,0,0,12,2,1,0,1,0,0,0,2,3,2,1,0,100.00,8,52,13.33,7,45,13.46,7,27,20.59,1,2,33.33,0.73,5.02,12.77,5,30,14.29,4,19,17.39,1,1,50.00,1,11,8.33,0,0,-,2,27,6.90,0,1,0.00,14.29,92.59,1.069,1,6,11,55,8.33,2,8,17,10.53
Aaron Ekblad,FLA,D,56,136.58333333333,0,2,0,2,2,33.33,6,0.00,0.21,7,6,2,1,1,1,4,2,2,0,0,2,4,4,11,0,7,0,0,-,41,239,14.64,33,183,15.28,26,125,17.22,6,17,26.09,2.73,21.05,11.47,16,136,10.53,4,75,5.06,2,9,18.18,12,61,16.44,3,6,33.33,15,179,7.73,0,2,0.00,23.08,86.40,1.095,1,16,92,60,1.08,5,24,143,3.38
Aatu Raty,VAN,C,33,2.6,0,0,0,0,0,-,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,4,63.64,1,4,20.00,0,2,0.00,0,1,0.00,0,0,-,0,0.14,0.00,0,1,0.00,0,0,-,0,0,-,0,1,0.00,0,0,-,0,8,0.00,0,0,-,-,100.00,1.00,0,0,12,1,0.00,0,0,12,0.00
Adam Boqvist,"FLA, NYI",D,35,1.7666666666667,0,0,0,0,0,-,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,2,2,50.00,2,1,66.67,2,1,66.67,0,0,-,0.1,0.06,61.64,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,2,2,50.00,0,0,-,0.00,100.00,1.000,0,0,0,5,-,0,0,0,-
Adam Edstrom,NYR,C,51,0.58333333333333,0,0,0,0,0,-,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,-,-,-,0,0,1,0,0.00,0,0,1,0.00
Adam Fantilli,CBJ,C,82,25.683333333333,1,1,1,0,2,66.67,3,33.33,0.21,4,3,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,8,11.11,13,36,26.53,11,26,29.73,10,12,45.45,3,1,75.00,0.72,4.26,14.45,6,20,23.08,3,6,33.33,3,0,100.00,3,14,17.65,0,1,0.00,2,17,10.53,0,0,-,30.00,91.67,1.217,1,4,5,49,16.67,2,6,4,33.33
Adam Fox,NYR,D,74,149.81666666667,1,2,0,2,3,50.00,14,7.14,0.77,16,14,5,1,3,1,6,3,3,0,0,1,3,4,6,1,13,0,0,-,57,240,19.19,53,184,22.36,46,127,26.59,6,23,20.69,4.14,21.44,16.19,25,158,13.66,7,72,8.86,1,11,8.33,18,86,17.31,2,9,18.18,18,133,11.92,2,3,40.00,13.04,81.89,0.949,1,13,73,114,1.35,6,22,111,5.13
Adam Gaudette,OTT,RW,81,5.7833333333333,0,0,0,0,0,-,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-,0,7,0.00,0,6,0.00,0,5,0.00,0,1,0.00,0,0.93,0.00,0,7,0.00,0,2,0.00,0,0,-,0,5,0.00,0,1,0.00,0,0,-,0,0,-,-,80.00,0.80,0,1,1,8,0.00,0,1,2,0.00
Adam Henrique,EDM,C,80,129.46666666667,1,0,0,0,1,33.33,9,11.11,0.52,10,9,2,1,2,0,0,0,0,0,0,0,3,2,1,1,13,102,115,47.00,29,260,10.03,26,175,12.94,25,115,17.86,3,14,17.65,1.36,17.36,7.25,9,145,5.84,3,41,6.82,1,6,14.29,6,104,5.45,1,7,12.50,5,230,2.13,0,1,0.00,12.00,87.83,0.998,1,14,158,41,0.63,2,15,220,0.90
Adam Larsson,SEA,D,82,219.5,0,0,0,0,0,0.00,10,0.00,0.02,11,10,0,0,6,0,2,1,1,0,0,0,6,1,12,1,35,0,0,-,56,466,10.73,53,355,12.99,46,228,16.79,3,32,8.57,2.34,35.11,6.25,18,232,7.20,8,108,6.90,0,12,0.00,10,124,7.46,2,11,15.38,11,363,2.94,1,9,10.00,6.52,85.96,0.925,0,21,120,39,0.00,7,38,252,2.70
Adam Lowry,WPG,C,73,143.86666666667,0,2,2,0,2,66.67,7,0.00,0.65,11,9,4,2,2,0,0,0,0,0,0,0,2,2,2,3,17,85,125,40.48,27,281,8.77,23,200,10.31,16,121,11.68,3,18,14.29,2.71,21.97,10.96,12,142,7.79,4,60,6.25,1,7,12.50,8,82,8.89,0,5,0.00,5,244,2.01,0,6,0.00,18.75,85.12,1.039,0,25,152,46,0.00,0,29,204,0.00
Adam Pelech,NYI,D,60,115.56666666667,0,0,0,0,0,0.00,2,0.00,0.14,2,2,1,0,1,0,0,0,0,0,0,0,2,1,7,2,15,0,0,-,37,228,13.96,34,172,16.50,28,110,20.29,5,19,20.83,2.32,20.41,10.22,21,120,14.89,8,57,12.31,1,5,16.67,13,63,17.11,4,7,36.36,10,173,5.46,0,7,0.00,17.86,82.73,1.006,1,15,94,32,1.05,6,28,131,4.38
Adam Wilsby,NSH,D,23,34.1,0,0,0,0,0,-,1,0.00,0.17,2,2,1,0,1,0,0,0,0,0,0,0,3,1,0,0,1,0,0,-,6,31,16.22,6,21,22.22,4,14,22.22,0,4,0.00,0.56,1.92,22.75,5,16,23.81,2,5,28.57,0,2,0.00,3,11,21.43,0,1,0.00,0,20,0.00,0,1,0.00,0.00,71.43,0.714,0,6,9,38,0.00,0,8,12,0.00
Adrian Kempe,LAK,RW,81,116.7,1,0,0,0,1,100.00,5,20.00,1.73,13,11,5,5,0,0,0,0,0,0,0,4,4,2,3,1,2,1,0,100.00,21,172,10.88,18,136,11.69,12,97,11.01,1,14,6.67,1.89,13.79,12.08,5,101,4.72,5,50,9.09,1,7,12.50,0,51,0.00,0,3,0.00,9,122,6.87,0,4,0.00,8.33,85.57,0.939,2,6,92,102,2.13,5,14,114,4.20
Akil Thomas,LAK,C,25,0.1,0,0,0,0,0,-,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,50.00,1,0,100.00,1,0,100.00,1,0,100.00,0,0,-,0.03,0,100.00,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,2,0,100.00,0,0,-,0.00,-,0.00,1,0,0,0,100.00,2,0,0,100.00
Albert Johansson,DET,D,61,26.45,0,0,0,0,0,-,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,-,5,44,10.20,4,33,10.81,3,22,12.00,0,4,0.00,0.56,2.97,15.98,2,24,7.69,2,9,18.18,0,2,0.00,0,15,0.00,0,2,0.00,2,29,6.45,0,0,-,0.00,81.82,0.818,0,2,18,31,0.00,0,3,21,0.00
Alec Martinez,CHI,D,44,60.816666666667,0,0,0,0,0,-,0,-,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,7,0,0,-,18,99,15.38,14,76,15.56,13,48,21.31,0,6,0.00,0.79,7.84,9.14,7,64,9.86,3,29,9.38,0,4,0.00,4,35,10.26,0,2,0.00,7,52,11.86,0,0,-,0.00,87.50,0.875,1,0,27,52,3.57,3,4,40,6.98
Aleksander Barkov,FLA,C,67,101.58333333333,1,3,3,0,4,100.00,4,25.00,1.05,8,7,3,2,1,1,0,0,0,0,0,1,2,4,0,3,10,30,35,46.15,29,192,13.12,26,144,15.29,17,90,15.89,4,14,22.22,1.86,15.78,10.56,14,102,12.07,3,53,5.36,1,7,12.50,11,49,18.33,3,3,50.00,7,167,4.02,0,4,0.00,23.53,84.44,1.080,1,10,100,57,0.99,1,14,134,0.74
Alex DeBrincat,DET,RW,82,3.6166666666667,0,0,0,0,0,-,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.00,0,1,0.00,0,1,0.00,0,0,-,0,0,-,0,0.07,0.00,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,2,0.00,0,0,-,-,-,-,0,0,2,12,0.00,0,0,2,0.00
Alex Iafallo,WPG,LW,82,145.33333333333,0,0,0,0,0,-,5,0.00,0.38,10,7,3,1,1,0,0,0,0,0,0,2,3,5,1,0,10,4,2,66.67,21,249,7.78,16,184,8.00,12,118,9.23,0,19,0.00,0.98,19.26,4.83,7,131,5.07,5,58,7.94,0,8,0.00,2,73,2.67,0,6,0.00,8,192,4.00,0,5,0.00,0.00,83.90,0.839,0,23,113,84,0.00,2,25,139,1.42
Alex Killorn,ANA,LW,81,157.83333333333,1,1,1,0,2,100.00,8,12.50,0.57,10,8,5,3,2,1,2,1,1,0,0,1,0,1,1,0,5,1,6,14.29,31,252,10.95,27,197,12.05,21,141,12.96,2,31,6.06,1.84,21.74,7.79,15,140,9.68,8,69,10.39,2,18,10.00,7,71,8.97,0,7,0.00,7,203,3.33,0,6,0.00,9.52,78.01,0.875,2,26,134,101,1.47,3,35,172,1.71
Alex Laferriere,LAK,RW,77,6.7833333333333,0,0,0,0,0,-,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.00,0,4,0.00,0,4,0.00,0,4,0.00,0,1,0.00,0,0.23,0.00,0,1,0.00,0,0,-,0,0,-,0,1,0.00,0,0,-,1,5,16.67,0,1,0.00,-,75.00,0.75,2,2,4,18,33.33,3,3,6,33.33
Alex Newhook,MTL,C,82,2.6,0,0,0,0,0,-,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,100.00,2,6,25.00,1,4,20.00,0,4,0.00,0,0,-,0.04,0.56,6.88,0,5,0.00,0,2,0.00,0,0,-,0,3,0.00,0,0,-,3,1,75.00,0,0,-,-,100.00,1.00,1,0,0,16,100.00,1,0,1,50.00
Alex Ovechkin,WSH,LW,65,1.8666666666667,0,0,0,0,0,-,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0,4,0.00,0,2,0.00,0,1,0.00,0,0,-,0,0.2,0.00,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,4,0.00,0,0,-,-,100.00,1.00,0,0,0,6,-,0,0,0,-
Alex Petrovic,DAL,D,5,0.43333333333333,0,0,0,0,0,-,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0,1,0.00,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,1,0.00,0,0,-,-,-,-,0,0,0,1,-,0,0,1,0.00
Alex Pietrangelo,VGK,D,71,147.83333333333,0,2,1,1,2,66.67,9,0.00,0.02,11,11,0,0,9,0,0,0,0,0,0,1,8,2,4,1,27,0,0,-,38,299,11.28,33,209,13.64,26,136,16.05,3,21,12.50,1.4,19.44,6.73,14,155,8.28,4,56,6.67,1,7,12.50,10,99,9.17,2,10,16.67,12,227,5.02,0,4,0.00,11.54,84.56,0.961,0,12,93,42,0.00,8,22,161,4.73
Alex Steeves,TOR,C,7,0.53333333333333,0,0,0,0,0,-,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,-,-,-,0,0,0,1,-,0,0,0,-
Alex Tuch,BUF,RW,82,176.83333333333,6,3,3,0,9,90.00,25,24.00,2.25,29,28,17,7,1,3,2,1,1,0,0,0,2,8,7,3,15,25,26,49.02,63,297,17.50,57,228,20.00,50,155,24.39,10,26,27.78,3.74,23.49,13.73,30,163,15.54,15,73,17.05,6,15,28.57,15,90,14.29,3,9,25.00,20,221,8.30,0,2,0.00,20.00,83.23,1.032,1,15,141,101,0.70,5,30,179,2.72
Alex Turcotte,LAK,C,68,0.16666666666667,0,0,0,0,0,-,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,-,-,-,1,0,0,1,100.00,1,0,0,100.00
Alex Vlasic,CHI,D,82,215.48333333333,0,1,1,0,1,25.00,3,0.00,0.05,4,3,0,0,0,0,0,0,0,0,0,0,6,6,7,6,26,0,0,-,44,363,10.81,39,284,12.07,35,205,14.58,4,34,10.53,2.46,30.97,7.37,14,215,6.11,8,102,7.27,3,17,15.00,6,113,5.04,0,10,0.00,17,285,5.63,0,7,0.00,11.43,83.41,0.948,3,28,153,59,1.92,6,53,234,2.50
Alexander Alexeyev,WSH,D,8,4.4833333333333,0,0,0,0,0,-,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,-,3,6,33.33,3,3,50.00,3,2,60.00,0,0,-,0.03,0.24,12.91,0,4,0.00,0,0,-,0,0,-,0,4,0.00,0,0,-,2,2,50.00,0,0,-,0.00,100.00,1.000,0,0,1,5,0.00,1,0,1,50.00
Alexander Holtz,VGK,RW,53,0.066666666666667,0,0,0,0,0,-,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,-,-,-,0,0,1,0,0.00,0,0,1,0.00
Alexander Kerfoot,UTA,C,81,204.35,2,0,0,0,2,66.67,10,20.00,0.81,14,12,4,2,3,0,4,2,2,0,0,1,6,2,4,7,15,54,56,49.09,38,387,8.94,33,270,10.89,23,185,11.06,3,25,10.71,2.24,34.18,6.15,10,238,4.03,2,102,1.92,0,13,0.00,8,136,5.56,0,8,0.00,15,257,5.51,1,4,20.00,13.04,86.49,0.995,2,15,199,106,1.00,7,27,263,2.59
Alexander Romanov,NYI,D,64,122.5,0,1,0,1,1,20.00,1,0.00,0.1,3,2,1,0,0,0,4,2,2,0,0,0,3,1,10,4,17,0,0,-,43,231,15.69,37,178,17.21,31,118,20.81,5,19,20.83,2.81,16.35,14.66,29,110,20.86,6,47,11.32,1,8,11.11,23,63,26.74,4,6,40.00,14,172,7.53,0,5,0.00,16.13,83.90,1.000,0,10,48,61,0.00,8,22,90,8.16
Alexander Wennberg,SJS,C,77,110.5,0,0,0,0,0,-,3,0.00,0.33,6,5,3,0,0,0,0,0,0,0,0,1,0,1,1,1,6,30,51,37.04,25,226,9.96,21,175,10.71,19,110,14.73,0,18,0.00,0.69,21.14,3.18,8,131,5.76,1,62,1.59,0,4,0.00,7,69,9.21,0,6,0.00,10,144,6.49,0,8,0.00,0.00,83.64,0.836,4,10,67,88,5.63,9,14,82,9.89
Alexandre Carrier,"MTL, NSH",D,79,159.78333333333,0,1,1,0,1,25.00,3,0.00,0,3,3,0,0,0,0,4,2,2,0,0,0,0,2,3,4,41,0,0,-,25,291,7.91,24,191,11.16,22,136,13.92,4,23,14.81,1.26,21.47,5.55,12,172,6.52,2,77,2.53,1,10,9.09,10,95,9.52,3,9,25.00,7,188,3.59,0,4,0.00,18.18,83.09,1.013,3,16,88,96,3.30,7,25,145,4.61
Alexandre Texier,STL,C,31,2.1333333333333,0,0,0,0,0,-,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0,2,0.00,0,2,0.00,0,0,-,0,0,-,0,0.15,0.00,0,1,0.00,0,1,0.00,0,0,-,0,0,-,0,0,-,0,1,0.00,0,0,-,-,-,-,0,1,1,3,0.00,0,1,1,0.00
Alexey Toropchenko,STL,RW,80,92.933333333333,0,0,0,0,0,0.00,4,0.00,0.32,5,5,4,1,0,0,0,0,0,0,0,2,0,1,2,3,2,2,3,40.00,24,142,14.46,22,109,16.79,18,71,20.22,1,13,7.14,1.3,11.42,10.25,5,84,5.62,1,34,2.86,0,5,0.00,4,50,7.41,0,5,0.00,8,83,8.79,0,3,0.00,5.56,81.69,0.872,1,11,51,90,1.92,3,14,58,4.92
Alexis Lafreniere,NYR,LW,82,0.31666666666667,0,0,0,0,0,-,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,1,0,100.00,1,0,100.00,1,0,100.00,0,0,-,0.13,0,100.00,1,0,100.00,1,0,100.00,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0.00,-,0.00,0,0,0,2,-,0,0,0,-
Aliaksei Protas,WSH,C,76,120.11666666667,3,2,2,0,5,100.00,18,16.67,1.99,23,21,13,6,1,2,0,0,0,0,0,1,4,3,0,4,8,2,10,16.67,45,181,19.91,41,133,23.56,29,93,23.77,5,13,27.78,2.97,13.28,18.28,22,91,19.47,12,36,25.00,3,6,33.33,10,55,15.38,1,3,25.00,16,108,12.90,1,4,20.00,17.24,86.02,1.033,1,8,34,165,2.86,4,12,36,10.00
Anders Lee,NYI,LW,82,0.11666666666667,0,0,0,0,0,-,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,-,-,-,0,0,0,1,-,0,0,0,-
Andre Burakovsky,SEA,LW,79,1.15,0,0,0,0,0,-,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,-,-,-,0,0,0,2,-,0,0,0,-
Andre Lee,LAK,LW,19,0.1,0,0,0,0,0,-,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,-,-,-,0,0,0,1,-,0,0,0,-
Andreas Englund,"LAK, NSH",D,35,18.95,0,0,0,0,0,-,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,-,4,20,16.67,4,14,22.22,3,9,25.00,0,1,0.00,0.09,1.46,5.62,1,15,6.25,0,5,0.00,0,0,-,1,10,9.09,0,1,0.00,2,8,20.00,0,0,-,0.00,88.89,0.889,0,2,6,25,0.00,1,2,7,12.50
Andrei Kuzmenko,"CGY, LAK, PHI",LW,66,0.11666666666667,0,0,0,0,0,-,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,-,-,-,0,0,0,1,-,0,0,0,-
Andrei Svechnikov,CAR,RW,72,2.5,0,0,0,0,0,-,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,1,4,20.00,0,4,0.00,0,2,0.00,0,1,0.00,0,2.39,0.00,1,3,25.00,0,0,-,0,0,-,1,3,25.00,0,1,0.00,0,1,0.00,0,0,-,-,50.00,0.50,1,2,0,14,100.00,2,2,0,100.00
Andrew Copp,DET,C,56,57.3,1,0,0,0,1,100.00,1,100.00,0.08,2,1,1,0,0,0,0,0,0,0,0,0,3,1,0,0,7,18,20,47.37,14,104,11.86,10,73,12.05,10,52,16.13,1,12,7.69,0.63,6.32,9.03,5,47,9.62,1,16,5.88,0,6,0.00,4,31,11.43,1,3,25.00,4,83,4.60,0,3,0.00,10.00,76.92,0.869,0,5,39,49,0.00,0,7,50,0.00
Andrew Mangiapane,WSH,LW,81,12.716666666667,1,0,0,0,1,100.00,1,100.00,0.07,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,100.00,1,13,7.14,1,9,10.00,1,5,16.67,1,0,100.00,0.07,0.48,12.52,1,3,25.00,0,1,0.00,0,0,-,1,2,33.33,1,0,100.00,2,9,18.18,0,0,-,100.00,100.00,2.000,1,1,0,24,100.00,3,1,0,100.00
Andrew Peeke,BOS,D,76,134.65,1,1,0,1,2,66.67,2,50.00,0.28,2,2,1,0,1,0,0,0,0,0,0,0,4,0,6,2,14,0,0,-,34,208,14.05,26,155,14.36,22,108,16.92,3,14,17.65,2.3,16.6,12.18,16,114,12.31,8,59,11.94,0,7,0.00,8,55,12.70,0,6,0.00,14,125,10.07,1,1,50.00,13.64,87.04,1.007,2,13,62,109,3.13,7,21,88,7.37
Anthony Beauvillier,"PIT, WSH",LW,81,18.133333333333,1,0,0,0,1,100.00,1,100.00,0.07,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,-,3,33,8.33,2,26,7.14,2,21,8.70,1,5,16.67,0.07,1.61,4.29,1,17,5.56,0,2,0.00,0,0,-,1,15,6.25,1,3,25.00,1,20,4.76,0,2,0.00,50.00,76.19,1.262,0,1,6,21,0.00,0,1,9,0.00
Anthony Cirelli,TBL,C,80,164.98333333333,4,3,3,0,7,77.78,16,25.00,2.92,24,20,18,7,2,1,2,1,1,0,0,5,5,2,0,2,13,72,75,48.98,63,293,17.70,52,215,19.48,39,150,20.63,9,17,34.62,5.75,25.69,18.29,39,167,18.93,14,75,15.73,4,10,28.57,25,92,21.37,4,3,57.14,14,184,7.07,0,4,0.00,23.08,88.67,1.117,1,22,88,102,1.12,3,33,126,2.33
Anthony Mantha,CGY,RW,13,0.16666666666667,1,0,0,0,1,100.00,1,100.00,0.2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,1,0,100.00,1,0,100.00,1,0,100.00,1,0,100.00,0.2,0,100.00,1,0,100.00,1,0,100.00,1,0,100.00,0,0,-,0,0,-,0,0,-,0,0,-,100.00,-,1.00,0,0,0,1,-,0,0,0,-
Anton Lundell,FLA,C,79,161.01666666667,2,0,0,0,2,66.67,9,22.22,2.56,21,17,8,4,2,0,0,0,0,0,0,1,3,1,5,8,11,58,71,44.96,44,236,15.71,38,180,17.43,28,121,18.79,3,16,15.79,3.93,19.08,17.07,20,128,13.51,6,62,8.82,2,10,16.67,14,66,17.50,0,3,0.00,12,161,6.94,0,3,0.00,10.71,86.78,0.975,0,27,87,140,0.00,3,32,107,2.73
Anze Kopitar,LAK,C,81,91.466666666667,0,1,0,1,1,100.00,2,0.00,0.1,3,2,0,0,0,0,0,0,0,0,0,0,0,2,2,0,8,76,87,46.63,16,161,9.04,13,128,9.22,9,83,9.78,1,16,5.88,1.7,14.11,10.76,5,106,4.50,5,51,8.93,1,6,14.29,0,55,0.00,0,6,0.00,5,124,3.88,0,4,0.00,11.11,80.72,0.918,3,8,115,55,2.54,4,14,145,2.68
Arber Xhekaj,MTL,D,70,63.45,0,0,0,0,0,-,1,0.00,0.15,2,2,1,0,0,0,2,1,1,0,0,0,2,1,7,1,7,0,0,-,9,108,7.69,8,77,9.41,6,50,10.71,0,4,0.00,0.32,9.57,3.27,3,61,4.69,1,31,3.13,0,1,0.00,2,30,6.25,0,1,0.00,6,59,9.23,0,2,0.00,0.00,92.00,0.920,2,9,11,74,15.38,3,12,22,12.00
Artem Zub,OTT,D,56,141.08333333333,0,2,0,2,2,100.00,3,0.00,0.18,3,3,1,1,1,0,0,0,0,0,0,2,4,4,0,1,24,0,0,-,29,247,10.51,26,183,12.44,24,134,15.19,2,19,9.52,1.57,19.61,7.43,14,141,9.03,5,58,7.94,0,6,0.00,9,83,9.78,2,8,20.00,4,159,2.45,0,5,0.00,8.33,85.82,0.942,1,15,87,44,1.14,4,23,156,2.50
Artemi Panarin,NYR,LW,80,1.0333333333333,0,0,0,0,0,-,1,0.00,0.05,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,1,1,50.00,1,0,100.00,1,0,100.00,0,0,-,0.05,0,100.00,1,0,100.00,0,0,-,0,0,-,1,0,100.00,0,0,-,0,0,-,0,0,-,0.00,-,0.00,0,1,0,11,-,0,1,0,-
Artturi Lehkonen,COL,LW,69,65.433333333333,1,0,0,0,1,100.00,3,33.33,0.11,4,3,1,0,0,0,0,0,0,0,0,0,2,2,0,1,3,6,4,60.00,17,98,14.78,15,70,17.65,12,50,19.35,1,5,16.67,0.59,7.39,7.38,5,51,8.93,3,24,11.11,0,4,0.00,2,27,6.90,1,1,50.00,7,64,9.86,0,0,-,8.33,90.00,0.983,4,3,34,78,10.53,4,7,38,9.52
Artyom Levshunov,CHI,D,18,1.4333333333333,0,0,0,0,0,-,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0,4,0.00,0,3,0.00,0,1,0.00,0,0,-,0,0.46,0.00,0,4,0.00,0,0,-,0,0,-,0,4,0.00,0,0,-,0,0,-,0,0,-,-,100.00,1.00,0,1,0,4,-,0,1,0,-
Austin Watson,DET,LW,13,0.96666666666667,0,0,0,0,0,-,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,-,-,-,0,0,0,1,-,0,0,0,-
Auston Matthews,TOR,C,67,109.55,2,0,0,0,2,100.00,7,28.57,0.65,10,9,9,3,1,0,0,0,0,0,0,2,0,1,0,1,14,95,87,52.20,24,200,10.71,23,150,13.29,19,100,15.97,2,16,11.11,1.35,18.32,6.88,14,113,11.02,5,59,7.81,0,8,0.00,9,54,14.29,2,3,40.00,3,157,1.88,0,5,0.00,10.53,84.00,0.945,6,17,121,47,4.72,6,20,159,3.64
Barclay Goodrow,SJS,C,77,157.13333333333,1,0,0,0,1,50.00,9,11.11,0.93,13,12,5,3,2,0,2,1,1,0,0,2,6,4,1,3,14,23,55,29.49,35,310,10.14,33,224,12.84,29,152,16.02,2,20,9.09,1.62,26.49,5.77,10,176,5.38,5,69,6.76,0,9,0.00,5,107,4.46,1,5,16.67,13,222,5.53,1,6,14.29,6.90,86.84,0.937,1,14,119,85,0.83,1,20,152,0.65
Barrett Hayton,UTA,C,82,69.2,0,0,0,0,0,-,2,0.00,0.37,3,3,3,1,1,0,4,2,2,0,0,0,1,2,0,3,2,24,24,50.00,6,97,5.83,6,77,7.23,4,52,7.14,0,7,0.00,0.5,8.04,5.88,5,57,8.06,1,24,4.00,0,2,0.00,4,33,10.81,0,4,0.00,1,66,1.49,0,1,0.00,0.00,86.54,0.865,1,6,44,96,2.22,1,12,56,1.75
Beck Malenstyn,BUF,LW,76,110.68333333333,0,0,0,0,0,-,3,0.00,0.33,4,4,3,2,0,0,0,0,0,0,0,4,1,1,2,0,12,4,5,44.44,23,158,12.71,22,112,16.42,17,78,17.89,0,12,0.00,1.09,11.05,9.01,8,83,8.79,6,29,17.14,0,6,0.00,2,54,3.57,0,5,0.00,9,100,8.26,0,1,0.00,0.00,84.62,0.846,3,12,35,121,7.89,3,13,44,6.38
