Player,Team,Position,GP,TOI,Goals,Total Assists,First Assists,Second Assists,Total Points,IPP,Shots,SH%,ixG,iCF,iFF,iSCF,iHDCF,Rush Attempts,Rebounds Created,PIM,Total Penalties,Minor,Major,Misconduct,Penalties Drawn,Giveaways,Takeaways,Hits,Hits Taken,Shots Blocked,Faceoffs Won,Faceoffs Lost,Faceoffs %,CF,CA,CF%,FF,FA,FF%,SF,SA,SF%,GF,GA,GF%,xGF,xGA,xGF%,SCF,SCA,SCF%,HDCF,HDCA,HDCF%,HDGF,HDGA,HDGF%,MDCF,MDCA,MDCF%,MDGF,MDGA,MDGF%,LDCF,LDCA,LDCF%,LDGF,LDGA,LDGF%,On-Ice SH%,On-Ice SV%,PDO,Off. Zone Starts,Neu. Zone Starts,Def. Zone Starts,On The Fly Starts,Off. Zone Start %,Off. Zone Faceoffs,Neu. Zone Faceoffs,Def. Zone Faceoffs,Off. Zone Faceoff %
Adam Pelech,NYI,D,61,7.8833333333333,0,0,0,0,0,0.00,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,5,4,55.56,3,1,75.00,2,1,66.67,1,1,50.00,0.26,0.21,54.97,4,3,57.14,1,1,50.00,1,1,50.00,3,2,60.00,0,0,-,1,1,50.00,0,0,-,50.00,0.00,0.500,5,1,0,41,100.00,5,2,3,62.50
Adam Ruzicka,CGY,C,44,72.183333333333,2,4,1,3,6,85.71,12,16.67,1.49,23,17,13,4,0,2,0,0,0,0,0,0,1,0,2,10,1,5,5,50.00,108,11,90.76,78,7,91.76,51,6,89.47,7,0,100.00,6.48,0.37,94.55,51,5,91.07,18,1,94.74,2,0,100.00,33,4,89.19,2,0,100.00,56,3,94.92,3,0,100.00,13.73,100.00,1.137,36,6,2,44,94.74,50,9,5,90.91
Adrian Kempe,LAK,"C, RW",82,239.46666666667,11,9,6,3,20,54.05,53,20.75,7.09,108,80,53,14,0,6,2,1,1,0,0,0,6,0,4,7,1,0,0,-,406,50,89.04,305,42,87.90,216,33,86.75,37,2,94.87,30.89,3.67,89.38,226,23,90.76,87,10,89.69,13,1,92.86,139,13,91.45,8,0,100.00,299,12,96.14,16,0,100.00,17.13,93.94,1.111,155,25,2,34,98.73,249,36,6,97.65
Aidan McDonough,VAN,LW,6,0.78333333333333,0,0,0,0,0,-,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0,2,0.00,0,2,0.00,0,2,0.00,0,0,-,0,0.04,0.00,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,2,0.00,0,0,-,-,100.00,1.00,0,2,0,1,-,0,2,0,-
Akito Hirose,VAN,D,7,11.05,0,2,1,1,2,100.00,2,0.00,0.1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-,15,5,75.00,12,5,70.59,9,4,69.23,2,1,66.67,0.96,0.18,84.03,8,2,80.00,3,0,100.00,1,0,100.00,5,2,71.43,1,1,50.00,7,2,77.78,0,0,-,22.22,75.00,0.972,7,0,1,10,87.50,10,2,1,90.91
Alec Martinez,VGK,D,77,12.016666666667,0,0,0,0,0,0.00,0,-,0.09,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-,11,5,68.75,10,3,76.92,6,3,66.67,1,0,100.00,0.88,0.09,90.74,6,2,75.00,2,1,66.67,0,0,-,4,1,80.00,1,0,100.00,7,2,77.78,0,0,-,16.67,100.00,1.167,9,6,1,23,90.00,10,7,1,90.91
Alec Regula,CHI,D,4,7.6166666666667,0,0,0,0,0,0.00,0,-,0,2,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,15,0,100.00,7,0,100.00,7,0,100.00,2,0,100.00,0.45,0,100.00,10,0,100.00,1,0,100.00,0,0,-,9,0,100.00,1,0,100.00,6,0,100.00,1,0,100.00,28.57,-,0.29,3,0,0,7,100.00,4,0,0,100.00
Aleksander Barkov,FLA,C,68,278.91666666667,8,22,12,10,30,63.83,57,14.04,6.65,101,80,56,16,1,9,2,1,1,0,0,1,8,4,2,14,1,149,90,62.34,583,71,89.14,473,62,88.41,344,48,87.76,47,4,92.16,54.19,4.56,92.24,355,25,93.42,187,9,95.41,29,2,93.55,168,16,91.30,14,2,87.50,230,16,93.50,4,0,100.00,13.66,91.67,1.053,125,22,1,16,99.21,297,35,6,98.02
Aleksi Heponiemi,FLA,C,10,0.76666666666667,0,0,0,0,0,-,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,1,1,50.00,1,1,50.00,1,1,50.00,0,0,-,0.07,0.07,51.10,1,1,50.00,0,0,-,0,0,-,1,1,50.00,0,0,-,0,0,-,0,0,-,0.00,100.00,1.000,1,0,0,1,100.00,3,0,0,100.00
Alex Belzile,MTL,RW,31,7.4,0,0,0,0,0,-,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,33.33,4,3,57.14,2,3,40.00,1,3,25.00,0,0,-,0.05,0.18,21.80,0,1,0.00,0,1,0.00,0,0,-,0,0,-,0,0,-,3,1,75.00,0,0,-,0.00,100.00,1.000,3,2,0,11,100.00,4,2,0,100.00
Alex Chiasson,DET,RW,20,52.833333333333,5,2,2,0,7,70.00,12,41.67,2.25,15,14,15,11,0,0,2,1,1,0,0,0,1,1,1,2,0,0,1,0.00,91,17,84.26,66,16,80.49,48,11,81.36,10,1,90.91,6.27,0.74,89.49,56,6,90.32,22,2,91.67,9,0,100.00,34,4,89.47,1,1,50.00,34,6,85.00,0,0,-,20.83,90.91,1.117,40,6,0,4,100.00,57,7,0,100.00
Alex DeBrincat,OTT,RW,82,334.9,11,19,13,6,30,58.82,80,13.75,10.77,149,103,95,15,1,16,4,2,2,0,0,2,10,6,4,11,1,1,0,100.00,653,106,86.03,496,88,84.93,360,71,83.53,51,10,83.61,59.27,7.7,88.51,414,54,88.46,178,30,85.58,23,6,79.31,236,24,90.77,18,4,81.82,242,16,93.80,10,0,100.00,14.17,85.92,1.001,167,28,2,48,98.82,334,41,12,96.53
Alex Galchenyuk,COL,C,11,4.2666666666667,0,0,0,0,0,-,0,-,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.00,4,0,100.00,1,0,100.00,1,0,100.00,0,0,-,0.05,0,100.00,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,2,0,100.00,0,0,-,0.00,-,0.00,1,0,0,7,100.00,1,0,0,100.00
Alex Goligoski,MIN,D,46,24.85,0,1,0,1,1,50.00,4,0.00,0.15,5,4,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,0,0,-,38,8,82.61,29,5,85.29,25,4,86.21,2,0,100.00,2.84,0.13,95.67,16,2,88.89,9,0,100.00,2,0,100.00,7,2,77.78,0,0,-,21,2,91.30,0,0,-,8.00,100.00,1.080,18,3,0,12,100.00,24,5,3,88.89
Alex Iafallo,LAK,LW,59,98.1,7,1,0,1,8,50.00,20,35.00,3.63,33,28,21,14,0,3,0,0,0,0,0,1,2,1,0,3,0,0,0,-,162,19,89.50,124,18,87.32,95,13,87.96,16,2,88.89,13.36,1.75,88.43,89,9,90.82,45,1,97.83,9,0,100.00,44,8,84.62,2,1,66.67,119,5,95.97,5,1,83.33,16.84,84.62,1.015,50,14,1,54,98.04,82,18,1,98.80
Alex Killorn,TBL,LW,82,174.66666666667,3,9,2,7,12,40.00,25,12.00,5.34,41,33,38,24,0,2,6,3,3,0,0,0,7,0,1,10,0,0,0,-,278,50,84.76,211,45,82.42,156,32,82.98,30,3,90.91,22.2,3.67,85.82,167,31,84.34,68,16,80.95,14,3,82.35,99,15,86.84,8,0,100.00,166,12,93.26,8,0,100.00,19.23,90.63,1.099,81,17,1,101,98.78,122,25,5,96.06
Alex Newhook,COL,C,82,112.51666666667,1,1,1,0,2,20.00,20,5.00,2.63,25,23,20,12,1,5,0,0,0,0,0,0,3,1,0,7,0,13,23,36.11,142,22,86.59,104,20,83.87,76,19,80.00,10,1,90.91,10.6,0.93,91.91,79,10,88.76,36,3,92.31,5,0,100.00,43,7,86.00,4,1,80.00,60,2,96.77,1,0,100.00,13.16,94.74,1.079,39,3,6,112,86.67,67,8,8,89.33
Alex Nylander,PIT,LW,9,0.71666666666667,0,0,0,0,0,-,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,-,-,-,0,0,0,1,-,0,0,0,-
Alex Ovechkin,WSH,LW,73,343.65,14,11,6,5,25,54.35,96,14.58,9.65,206,138,62,7,0,11,6,3,3,0,0,1,6,7,7,5,0,0,0,-,606,76,88.86,455,69,86.83,313,56,84.82,46,7,86.79,45.53,5.7,88.87,321,36,89.92,135,18,88.24,24,4,85.71,186,18,91.18,13,2,86.67,294,19,93.93,9,0,100.00,14.70,87.50,1.022,120,13,0,10,100.00,298,50,16,94.90
Alex Pietrangelo,VGK,D,73,177.63333333333,1,13,6,7,14,60.87,22,4.55,2.15,49,37,18,1,0,7,2,1,1,0,0,0,2,4,1,5,4,0,0,-,314,59,84.18,244,48,83.56,182,42,81.25,23,3,88.46,27.05,4.98,84.44,196,29,87.11,81,16,83.51,10,3,76.92,115,13,89.84,13,0,100.00,136,19,87.74,0,0,-,12.64,92.86,1.055,80,17,0,49,100.00,175,31,6,96.69
Alex Steeves,TOR,C,3,0.13333333333333,0,0,0,0,0,-,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,-,-,-,1,0,0,0,100.00,1,0,0,100.00
Alex Tuch,BUF,RW,74,249.96666666667,8,12,7,5,20,46.51,35,22.86,5.27,50,44,37,23,0,7,4,2,2,0,0,2,2,3,1,4,1,4,6,40.00,413,47,89.78,313,45,87.43,242,34,87.68,43,2,95.56,29.74,4.07,87.96,208,23,90.04,77,16,82.80,12,2,85.71,131,7,94.93,17,0,100.00,217,9,96.02,14,0,100.00,17.77,94.12,1.119,137,19,1,38,99.28,239,30,6,97.55
Alex Turcotte,LAK,C,4,0.033333333333333,0,0,0,0,0,-,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,-,-,-,0,0,0,1,-,0,0,0,-
Alex Vlasic,CHI,D,6,0.18333333333333,0,0,0,0,0,-,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,-,-,-,0,0,0,2,-,0,0,0,-
Alex Wennberg,SEA,C,82,187.68333333333,4,5,5,0,9,42.86,25,16.00,5.98,36,32,33,30,0,5,2,1,1,0,0,0,2,3,3,12,0,60,90,40.00,325,41,88.80,240,39,86.02,174,30,85.29,21,3,87.50,22.1,2.54,89.68,152,16,90.48,62,9,87.32,8,0,100.00,90,7,92.78,8,1,88.89,180,8,95.74,5,1,83.33,12.07,90.00,1.021,87,21,2,70,97.75,149,26,3,98.03
Alexander Alexeyev,WSH,D,32,1,0,0,0,0,0,-,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,-,-,-,1,1,0,7,100.00,1,1,0,100.00
Alexander Barabanov,SJS,LW,68,186.66666666667,3,10,7,3,13,48.15,27,11.11,4.16,42,35,32,18,0,7,4,2,2,0,0,0,3,0,4,5,0,0,0,-,331,48,87.34,250,39,86.51,179,28,86.47,27,6,81.82,27.04,4.29,86.31,193,16,92.34,92,8,92.00,13,4,76.47,101,8,92.66,8,1,88.89,220,20,91.67,6,1,85.71,15.08,78.57,0.937,107,12,2,20,98.17,192,25,6,96.97
Alexander Edler,LAK,D,64,3.6,0,0,0,0,0,0.00,0,-,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,4,0,100.00,3,0,100.00,3,0,100.00,1,0,100.00,0.47,0,100.00,2,0,100.00,2,0,100.00,1,0,100.00,0,0,-,0,0,-,2,0,100.00,0,0,-,33.33,-,0.33,0,2,0,10,-,0,2,0,-
Alexander Holtz,NJD,RW,19,31.566666666667,2,0,0,0,2,50.00,7,28.57,1.42,17,13,9,2,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,-,52,11,82.54,41,10,80.39,26,8,76.47,4,1,80.00,4.05,0.72,84.99,28,6,82.35,9,2,81.82,2,0,100.00,19,4,82.61,1,1,50.00,36,1,97.30,1,0,100.00,15.38,87.50,1.029,12,3,1,18,92.31,19,6,1,95.00
Alexander Kerfoot,TOR,C,82,55.216666666667,2,1,0,1,3,75.00,8,25.00,1.04,9,8,8,2,0,0,0,0,0,0,0,0,1,1,0,5,0,13,11,54.17,64,16,80.00,47,14,77.05,37,13,74.00,4,2,66.67,3.99,0.94,80.84,35,8,81.40,10,4,71.43,2,1,66.67,25,4,86.21,2,1,66.67,28,5,84.85,0,0,-,10.81,84.62,0.954,17,7,2,63,89.47,23,8,2,92.00
Alexander Romanov,NYI,D,76,2.2666666666667,0,0,0,0,0,-,1,0.00,0.04,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,2,0,100.00,1,0,100.00,1,0,100.00,0,0,-,0.04,0,100.00,1,0,100.00,0,0,-,0,0,-,1,0,100.00,0,0,-,1,0,100.00,0,0,-,0.00,-,0.00,3,1,1,9,75.00,4,1,1,80.00
Alexandre Carrier,NSH,D,43,23.1,0,0,0,0,0,-,2,0.00,0.12,4,2,1,0,0,0,2,1,1,0,0,0,0,0,0,1,1,0,0,-,22,9,70.97,15,7,68.18,12,5,70.59,0,0,-,1.22,0.36,77.30,12,5,70.59,6,1,85.71,0,0,-,6,4,60.00,0,0,-,10,4,71.43,0,0,-,0.00,100.00,1.000,11,5,2,25,84.62,14,5,3,82.35
Alexey Toropchenko,STL,RW,69,8.6166666666667,0,0,0,0,0,-,1,0.00,0.14,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,5,2,71.43,4,1,80.00,3,1,75.00,0,0,-,0.32,0.09,78.00,3,1,75.00,2,1,66.67,0,0,-,1,0,100.00,0,0,-,2,1,66.67,0,0,-,0.00,100.00,1.000,2,2,3,12,40.00,5,2,3,62.50
Alexis Lafreniere,NYR,LW,81,111.56666666667,3,1,0,1,4,40.00,17,17.65,3.15,25,25,21,16,1,1,4,2,2,0,0,0,3,2,1,5,0,4,1,80.00,168,29,85.28,134,26,83.75,90,22,80.36,10,1,90.91,13.49,1.14,92.21,105,12,89.74,38,4,90.48,2,1,66.67,67,8,89.33,4,0,100.00,58,10,85.29,3,0,100.00,11.11,95.45,1.066,63,11,3,80,95.45,86,18,6,93.48
Aliaksei Protas,WSH,C,58,5.7833333333333,0,0,0,0,0,-,1,0.00,0.1,2,1,2,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,-,7,1,87.50,5,1,83.33,3,1,75.00,0,0,-,0.48,0.04,92.99,5,0,100.00,3,0,100.00,0,0,-,2,0,100.00,0,0,-,3,1,75.00,0,0,-,0.00,100.00,1.000,5,2,1,9,83.33,6,3,1,85.71
Anders Bjork,"BUF, CHI",LW,14,0.68333333333333,0,0,0,0,0,-,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,-,-,-,0,0,0,4,-,0,0,0,-
Anders Lee,NYI,LW,82,251.85,6,8,3,5,14,50.00,40,15.00,9.81,62,59,58,52,0,5,10,5,5,0,0,1,6,1,3,10,1,2,2,50.00,490,59,89.25,361,57,86.36,257,52,83.17,28,4,87.50,35.05,3.95,89.86,271,30,90.03,108,20,84.38,10,4,71.43,163,10,94.22,10,0,100.00,221,8,96.51,8,0,100.00,10.89,92.31,1.032,130,15,2,14,98.48,273,31,5,98.20
Andre Burakovsky,SEA,LW,49,127.2,4,10,4,6,14,73.68,22,18.18,2.04,55,36,19,1,0,1,0,0,0,0,0,1,3,2,0,3,1,0,0,-,199,30,86.90,147,27,84.48,101,19,84.17,19,4,82.61,12.98,2.7,82.80,92,18,83.64,45,10,81.82,9,3,75.00,47,8,85.45,8,1,88.89,116,7,94.31,2,0,100.00,18.81,78.95,0.978,76,8,1,25,98.70,131,14,2,98.50
Andreas Athanasiou,CHI,C,81,154.25,3,4,1,3,7,53.85,23,13.04,3.57,54,38,26,9,0,1,6,3,3,0,0,1,9,2,4,8,0,11,9,55.00,207,44,82.47,140,40,77.78,94,29,76.42,13,3,81.25,13.43,3.93,77.38,117,27,81.25,45,11,80.36,6,2,75.00,72,16,81.82,5,0,100.00,94,10,90.38,2,1,66.67,13.83,89.66,1.035,59,11,8,103,88.06,95,21,14,87.16
Andreas Englund,"CHI, COL",D,47,0.35,0,0,0,0,0,-,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,-,-,-,1,0,0,2,100.00,1,0,0,100.00
Andreas Johnsson,"NJD, SJS",LW,13,14.766666666667,0,0,0,0,0,0.00,4,0.00,0.26,4,4,3,0,0,0,0,0,0,0,0,0,2,0,1,0,0,5,4,55.56,22,7,75.86,17,7,70.83,14,7,66.67,1,1,50.00,1.8,1.06,62.94,12,6,66.67,7,5,58.33,1,1,50.00,5,1,83.33,0,0,-,14,0,100.00,0,0,-,7.14,85.71,0.929,4,0,1,14,80.00,12,0,2,85.71
Andrei Kuzmenko,VAN,LW,81,243.48333333333,14,5,2,3,19,59.38,38,36.84,9.46,66,59,58,47,0,4,2,1,1,0,0,1,3,0,0,6,0,0,1,0.00,429,56,88.45,325,54,85.75,222,46,82.84,32,8,80.00,32.31,3.43,90.40,253,27,90.36,110,17,86.61,17,5,77.27,143,10,93.46,10,2,83.33,179,8,95.72,5,0,100.00,14.41,82.61,0.970,124,9,0,51,100.00,236,21,2,99.16
Andrei Svechnikov,CAR,RW,64,201.36666666667,5,11,3,8,16,51.61,52,9.62,8.32,106,87,69,23,0,13,10,5,5,0,0,2,11,1,4,11,0,0,0,-,422,51,89.22,327,46,87.67,213,39,84.52,31,3,91.18,32.38,3.34,90.64,240,25,90.57,98,9,91.59,10,2,83.33,142,16,89.87,16,0,100.00,189,8,95.94,5,0,100.00,14.55,92.31,1.069,109,11,0,19,100.00,211,25,3,98.60
Andrew Agozzino,SJS,LW,4,7.2666666666667,0,0,0,0,0,-,0,-,0.09,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,100.00,7,6,53.85,4,4,50.00,2,3,40.00,0,0,-,0.18,0.9,16.46,0,5,0.00,0,4,0.00,0,0,-,0,1,0.00,0,0,-,10,1,90.91,0,0,-,0.00,100.00,1.000,2,1,0,7,100.00,4,1,1,80.00
Andrew Cogliano,COL,C,79,1.3833333333333,0,0,0,0,0,-,1,0.00,0.06,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,1,0,100.00,1,0,100.00,1,0,100.00,0,0,-,0.06,0,100.00,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,1,0,100.00,0,0,-,0.00,-,0.00,1,0,1,11,50.00,2,0,1,66.67
Andrew Copp,DET,C,82,141,1,4,3,1,5,50.00,10,10.00,2.54,24,18,19,11,0,2,2,1,1,0,0,0,3,2,1,6,0,63,50,55.75,188,42,81.74,134,36,78.82,94,28,77.05,10,6,62.50,11.41,1.93,85.56,86,19,81.90,28,10,73.68,5,2,71.43,58,9,86.57,1,2,33.33,98,13,88.29,4,1,80.00,10.64,78.57,0.892,59,14,5,86,92.19,103,26,10,91.15
Andrew Mangiapane,CGY,LW,82,170.85,2,2,0,2,4,30.77,28,7.14,4.68,49,36,41,21,1,0,4,2,2,0,0,2,0,5,3,5,1,2,1,66.67,294,40,88.02,209,34,86.01,152,31,83.06,13,3,81.25,19.07,2.57,88.12,160,22,87.91,66,12,84.62,5,2,71.43,94,10,90.38,4,1,80.00,130,7,94.89,4,0,100.00,8.55,90.32,0.989,76,16,5,99,93.83,125,26,9,93.28
Andrew Peeke,CBJ,D,80,4.3666666666667,0,0,0,0,0,-,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,2,1,66.67,2,1,66.67,1,0,100.00,0,0,-,0.22,0.05,80.16,2,0,100.00,2,0,100.00,0,0,-,0,0,-,0,0,-,0,1,0.00,0,0,-,0.00,-,0.00,5,2,0,18,100.00,6,2,0,100.00
Andy Andreoff,NYI,C,3,1.2,0,0,0,0,0,-,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,1,0,100.00,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,1,0,100.00,0,0,-,-,-,-,0,0,0,2,-,1,0,0,100.00
Anthony Beauvillier,"NYI, VAN",LW,82,158.35,3,1,1,0,4,30.77,29,10.34,4.28,49,39,34,13,2,4,4,2,2,0,0,0,5,0,1,8,0,0,2,0.00,249,39,86.46,190,36,84.07,125,31,80.13,13,6,68.42,17.96,2.69,86.96,137,24,85.09,48,11,81.36,3,4,42.86,89,13,87.25,7,2,77.78,112,8,93.33,3,0,100.00,10.40,80.65,0.910,67,9,6,91,91.78,117,17,9,92.86
Anthony Cirelli,TBL,C,58,32.5,1,1,1,0,2,33.33,3,33.33,0.77,5,5,4,4,0,1,0,0,0,0,0,0,0,0,0,2,0,36,26,58.06,80,6,93.02,63,6,91.30,43,5,89.58,6,2,75.00,6.65,0.62,91.46,53,5,91.38,21,2,91.30,3,2,60.00,32,3,91.43,3,0,100.00,54,5,91.53,0,0,-,13.95,60.00,0.740,39,16,2,17,95.12,55,18,5,91.67
