Player,Team,Position,GP,TOI,Goals,Total Assists,First Assists,Second Assists,Total Points,IPP,Shots,SH%,ixG,iCF,iFF,iSCF,iHDCF,Rush Attempts,Rebounds Created,PIM,Total Penalties,Minor,Major,Misconduct,Penalties Drawn,Giveaways,Takeaways,Hits,Hits Taken,Shots Blocked,Faceoffs Won,Faceoffs Lost,Faceoffs %,CF,CA,CF%,FF,FA,FF%,SF,SA,SF%,GF,GA,GF%,xGF,xGA,xGF%,SCF,SCA,SCF%,HDCF,HDCA,HDCF%,HDGF,HDGA,HDGF%,MDCF,MDCA,MDCF%,MDGF,MDGA,MDGF%,LDCF,LDCA,LDCF%,LDGF,LDGA,LDGF%,On-Ice SH%,On-Ice SV%,PDO,Off. Zone Starts,Neu. Zone Starts,Def. Zone Starts,On The Fly Starts,Off. Zone Start %,Off. Zone Faceoffs,Neu. Zone Faceoffs,Def. Zone Faceoffs,Off. Zone Faceoff %
A.J. Greer,FLA,LW,81,6.7833333333333,1,0,0,0,1,50.00,1,100.00,0.02,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,5,16.67,7,2,77.78,6,1,85.71,6,0,100.00,2,0,100.00,0.68,0.04,94.45,5,0,100.00,3,0,100.00,1,0,100.00,2,0,100.00,0,0,-,5,3,62.50,1,0,100.00,33.33,-,0.33,7,1,0,10,100.00,13,3,1,92.86
Aaron Ekblad,FLA,D,56,150.1,0,11,7,4,11,44.00,26,0.00,2.14,59,35,21,1,0,8,2,1,1,0,0,0,2,0,5,2,2,0,0,-,306,35,89.74,220,31,87.65,155,27,85.16,25,4,86.21,23.3,1.8,92.83,186,12,93.94,84,8,91.30,17,2,89.47,102,4,96.23,5,0,100.00,189,10,94.97,3,1,75.00,16.13,85.19,1.013,68,16,3,27,95.77,150,29,6,96.15
Aatu Raty,VAN,C,33,6.2,0,1,1,0,1,100.00,2,0.00,0.06,3,2,1,0,0,1,2,1,1,0,0,0,0,0,1,0,0,8,3,72.73,13,1,92.86,10,1,90.91,5,1,83.33,1,0,100.00,1.18,0.1,92.19,5,1,83.33,4,1,80.00,0,0,-,1,0,100.00,0,0,-,14,0,100.00,1,0,100.00,20.00,100.00,1.200,7,2,1,5,87.50,8,2,1,88.89
Adam Boqvist,"FLA, NYI",D,35,71.333333333333,1,5,3,2,6,60.00,10,10.00,0.88,20,12,8,1,0,4,2,1,1,0,0,0,0,0,1,0,0,0,0,-,120,16,88.24,90,15,85.71,60,10,85.71,10,2,83.33,9.73,0.69,93.34,66,6,91.67,28,1,96.55,4,0,100.00,38,5,88.37,4,2,66.67,86,4,95.56,2,0,100.00,16.67,80.00,0.967,41,9,0,25,100.00,61,11,1,98.39
Adam Edstrom,NYR,C,51,3.5166666666667,0,0,0,0,0,-,1,0.00,0.14,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,2,3,40.00,2,3,40.00,2,3,40.00,0,0,-,0.19,0.11,63.06,1,1,50.00,1,1,50.00,0,0,-,0,0,-,0,0,-,1,1,50.00,0,0,-,0.00,100.00,1.000,0,1,1,10,0.00,0,1,1,0.00
Adam Fantilli,CBJ,C,82,128.53333333333,2,2,0,2,4,50.00,27,7.41,3.12,54,37,21,8,1,4,2,1,1,0,0,0,8,2,0,5,1,36,32,52.94,199,33,85.78,140,28,83.33,94,25,78.99,8,4,66.67,14.83,3.03,83.04,102,23,81.60,45,8,84.91,4,0,100.00,57,15,79.17,1,3,25.00,143,7,95.33,3,1,75.00,8.51,84.00,0.925,55,8,2,49,96.49,99,13,3,97.06
Adam Fox,NYR,D,74,215.91666666667,1,17,10,7,18,64.29,25,4.00,3.02,61,39,21,2,0,3,2,1,1,0,0,1,6,4,4,2,2,0,0,-,477,52,90.17,363,45,88.97,224,34,86.82,28,6,82.35,38.05,3.61,91.34,261,31,89.38,106,13,89.08,15,2,88.24,155,18,89.60,5,3,62.50,352,11,96.97,8,1,88.89,12.50,82.35,0.949,95,13,0,7,100.00,229,24,2,99.13
Adam Gaudette,OTT,RW,81,113.05,3,0,0,0,3,33.33,15,20.00,3.78,38,27,28,13,1,4,2,1,1,0,0,0,8,0,0,3,1,7,5,58.33,193,18,91.47,135,16,89.40,97,10,90.65,9,0,100.00,13.92,1.12,92.58,104,9,92.04,42,2,95.45,5,0,100.00,62,7,89.86,3,0,100.00,135,10,93.10,1,0,100.00,9.28,100.00,1.093,40,13,5,88,88.89,65,16,7,90.28
Adam Henrique,EDM,C,80,72.75,2,4,0,4,6,85.71,11,18.18,1.85,15,13,11,6,0,3,2,1,1,0,0,0,1,0,1,0,2,36,13,73.47,108,26,80.60,81,24,77.14,62,21,74.70,7,1,87.50,8.08,1.06,88.43,60,10,85.71,26,5,83.87,4,1,80.00,34,5,87.18,2,0,100.00,74,6,92.50,1,0,100.00,11.29,95.24,1.065,28,5,4,70,87.50,42,9,7,85.71
Adam Klapka,CGY,RW,31,8,0,0,0,0,0,-,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,-,8,0,100.00,3,0,100.00,2,0,100.00,0,0,-,0.49,0,100.00,2,0,100.00,1,0,100.00,0,0,-,1,0,100.00,0,0,-,9,1,90.00,0,0,-,0.00,-,0.00,3,0,1,12,75.00,3,1,1,75.00
Adam Larsson,SEA,D,82,9.05,0,0,0,0,0,-,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,3,4,42.86,2,4,33.33,1,3,25.00,0,0,-,0.19,0.18,51.28,1,2,33.33,1,0,100.00,0,0,-,0,2,0.00,0,0,-,7,4,63.64,0,0,-,0.00,100.00,1.000,9,4,1,28,90.00,10,4,3,76.92
Adam Lowry,WPG,C,73,4.4833333333333,0,0,0,0,0,-,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,8,33.33,2,0,100.00,2,0,100.00,0,0,-,0,0,-,0.16,0,100.00,1,0,100.00,1,0,100.00,0,0,-,0,0,-,0,0,-,4,2,66.67,0,0,-,-,-,-,8,1,2,11,80.00,9,1,2,81.82
Adam Pelech,NYI,D,60,10.5,0,1,0,1,1,100.00,1,0.00,0.02,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,13,1,92.86,10,1,90.91,9,1,90.00,1,0,100.00,0.91,0.07,93.27,5,1,83.33,2,0,100.00,0,0,-,3,1,75.00,0,0,-,19,0,100.00,1,0,100.00,11.11,100.00,1.111,12,5,0,26,100.00,16,6,0,100.00
Adam Wilsby,NSH,D,23,1.65,0,0,0,0,0,-,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0,1,0.00,0,1,0.00,0,1,0.00,0,0,-,0,0.04,0.00,0,1,0.00,0,0,-,0,0,-,0,1,0.00,0,0,-,1,0,100.00,0,0,-,-,100.00,1.00,1,1,0,2,100.00,1,1,0,100.00
Adrian Kempe,LAK,RW,81,222.76666666667,7,11,8,3,18,60.00,51,13.73,6.18,100,77,43,7,1,8,4,2,2,0,0,1,10,0,5,6,1,2,4,33.33,377,56,87.07,277,48,85.23,182,34,84.26,30,5,85.71,28.68,4.25,87.10,209,28,88.19,82,13,86.32,8,2,80.00,127,15,89.44,11,3,78.57,306,17,94.74,11,0,100.00,16.48,85.29,1.018,121,16,2,21,98.37,215,31,7,96.85
Akil Thomas,LAK,C,25,2.7,0,0,0,0,0,-,0,-,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,-,5,1,83.33,3,0,100.00,2,0,100.00,0,0,-,0.21,0,100.00,3,0,100.00,1,0,100.00,0,0,-,2,0,100.00,0,0,-,2,0,100.00,0,0,-,0.00,-,0.00,1,1,0,4,100.00,1,1,0,100.00
Albert Johansson,DET,D,61,4.3,0,0,0,0,0,-,1,0.00,0.02,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,5,1,83.33,4,1,80.00,3,1,75.00,0,0,-,0.12,0.02,86.30,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,8,1,88.89,0,0,-,0.00,100.00,1.000,2,0,1,17,66.67,4,1,1,80.00
Alec Martinez,CHI,D,44,28.583333333333,0,2,0,2,2,66.67,2,0.00,0.24,9,4,3,0,0,1,0,0,0,0,0,0,2,1,0,0,0,0,0,-,35,10,77.78,24,9,72.73,17,7,70.83,3,1,75.00,2.82,0.62,82.05,23,6,79.31,13,3,81.25,3,1,75.00,10,3,76.92,0,0,-,16,0,100.00,0,0,-,17.65,85.71,1.034,8,3,1,33,88.89,18,5,1,94.74
Aleksander Barkov,FLA,C,67,219.78333333333,9,19,6,13,28,71.79,43,20.93,5.61,85,60,42,16,0,9,0,0,0,0,0,2,6,4,1,7,3,132,85,60.83,470,47,90.91,343,42,89.09,240,38,86.33,39,7,84.78,39.97,2.97,93.08,289,14,95.38,135,7,95.07,23,2,92.00,154,7,95.65,11,0,100.00,300,9,97.09,5,1,83.33,16.25,81.58,0.978,133,23,2,9,98.52,232,42,6,97.48
Alex Barre-Boulet,MTL,C,2,6.1,0,0,0,0,0,0.00,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,9,2,81.82,7,2,77.78,5,1,83.33,1,0,100.00,1.05,0.2,83.80,8,2,80.00,4,0,100.00,1,0,100.00,4,2,66.67,0,0,-,3,1,75.00,0,0,-,20.00,100.00,1.200,3,0,0,5,100.00,4,0,1,80.00
Alex DeBrincat,DET,RW,82,246.16666666667,14,16,13,3,30,60.00,56,25.00,12.43,100,88,72,36,0,10,0,0,0,0,0,1,8,1,0,6,0,7,8,46.67,454,54,89.37,366,44,89.27,252,32,88.73,50,3,94.34,42.53,3.09,93.22,296,24,92.50,111,8,93.28,19,1,95.00,185,16,92.04,24,1,96.00,295,16,94.86,7,1,87.50,19.84,90.63,1.105,131,24,1,15,99.24,244,31,3,98.79
Alex Iafallo,WPG,LW,82,112.13333333333,6,4,4,0,10,47.62,29,20.69,3.98,35,32,25,16,1,3,0,0,0,0,0,1,1,1,1,6,0,2,1,66.67,172,14,92.47,138,11,92.62,97,9,91.51,21,0,100.00,15.19,1.15,92.96,97,3,97.00,53,1,98.15,10,0,100.00,44,2,95.65,5,0,100.00,105,5,95.45,6,0,100.00,21.65,100.00,1.216,44,10,4,84,91.67,62,18,4,93.94
Alex Killorn,ANA,LW,81,163.36666666667,0,3,1,2,3,42.86,17,0.00,2.76,34,23,23,8,0,5,0,0,0,0,0,0,6,1,0,3,0,1,3,25.00,245,39,86.27,169,35,82.84,110,26,80.88,7,4,63.64,16.49,3.04,84.43,123,19,86.62,39,8,82.98,2,0,100.00,84,11,88.42,4,3,57.14,158,17,90.29,1,0,100.00,6.36,84.62,0.910,73,16,3,89,96.05,109,25,9,92.37
Alex Laferriere,LAK,RW,77,129.68333333333,2,2,1,1,4,33.33,29,6.90,4.67,45,39,33,20,0,5,0,0,0,0,0,0,4,1,3,9,0,1,2,33.33,223,31,87.80,162,27,85.71,102,20,83.61,12,2,85.71,14.32,2.74,83.91,116,16,87.88,45,9,83.33,2,2,50.00,71,7,91.03,3,0,100.00,175,7,96.15,7,0,100.00,11.76,90.00,1.018,66,9,2,44,97.06,114,16,4,96.61
Alex Newhook,MTL,C,82,131.9,1,3,1,2,4,33.33,17,5.88,3.1,36,29,29,9,0,2,2,1,1,0,0,0,2,0,1,8,1,23,32,41.82,168,40,80.77,128,34,79.01,77,24,76.24,12,1,92.31,14.94,2.8,84.20,102,16,86.44,42,5,89.36,10,1,90.91,60,11,84.51,2,0,100.00,97,15,86.61,0,0,-,15.58,95.83,1.114,54,17,6,89,90.00,79,24,10,88.76
Alex Nylander,TOR,LW,5,8.15,0,0,0,0,0,-,3,0.00,0.78,5,5,4,3,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,100.00,18,1,94.74,12,1,92.31,6,1,85.71,0,0,-,1.63,0.06,96.56,14,1,93.33,5,0,100.00,0,0,-,9,1,90.00,0,0,-,9,1,90.00,0,0,-,0.00,100.00,1.000,4,1,1,5,80.00,6,1,1,85.71
Alex Ovechkin,WSH,LW,65,270.11666666667,14,8,3,5,22,57.89,71,19.72,7.75,163,109,47,9,5,6,2,1,1,0,0,0,8,6,3,0,0,0,0,-,474,68,87.45,346,63,84.60,228,52,81.43,38,5,88.37,37.48,4.83,88.59,244,40,85.92,112,14,88.89,12,4,75.00,132,26,83.54,10,1,90.91,341,11,96.88,16,0,100.00,16.67,90.38,1.071,98,10,0,7,100.00,239,33,11,95.60
Alex Petrovic,DAL,D,5,0.18333333333333,0,0,0,0,0,-,0,-,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,1,0,100.00,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,1,0,100.00,0,0,-,-,-,-,1,0,0,0,100.00,1,0,0,100.00
Alex Pietrangelo,VGK,D,71,63.75,0,2,1,1,2,66.67,9,0.00,0.51,15,11,5,0,0,0,0,0,0,0,0,1,1,2,1,2,1,0,0,-,85,18,82.52,64,15,81.01,46,10,82.14,3,0,100.00,6.4,0.67,90.50,49,6,89.09,21,3,87.50,2,0,100.00,28,3,90.32,1,0,100.00,61,10,85.92,0,0,-,6.52,100.00,1.065,27,10,5,60,84.38,50,15,8,86.21
Alex Steeves,TOR,C,7,1.6333333333333,0,0,0,0,0,-,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,-,-,-,1,0,0,3,100.00,1,0,0,100.00
Alex Tuch,BUF,RW,82,190.11666666667,3,8,4,4,11,50.00,27,11.11,7.71,55,48,45,28,1,4,4,2,2,0,0,0,7,4,3,5,3,8,18,30.77,311,55,84.97,240,50,82.76,166,38,81.37,22,4,84.62,26.14,3.46,88.30,166,24,87.37,77,8,90.59,9,1,90.00,89,16,84.76,3,2,60.00,226,12,94.96,10,0,100.00,13.25,89.47,1.027,93,25,4,61,95.88,161,39,7,95.83
Alex Turcotte,LAK,C,68,57.316666666667,1,0,0,0,1,33.33,8,12.50,1.4,12,10,10,6,0,2,0,0,0,0,0,1,6,0,1,2,0,6,4,60.00,92,12,88.46,66,11,85.71,42,10,80.77,3,2,60.00,6.23,0.73,89.46,45,5,90.00,14,2,87.50,2,1,66.67,31,3,91.18,0,1,0.00,65,4,94.20,1,0,100.00,7.14,80.00,0.871,17,2,3,54,85.00,34,6,3,91.89
Alex Vlasic,CHI,D,82,116.68333333333,1,11,4,7,12,80.00,17,5.88,0.9,22,20,3,0,1,2,0,0,0,0,0,0,3,1,2,2,2,0,0,-,153,23,86.93,128,21,85.91,92,17,84.40,15,0,100.00,13.28,1.37,90.68,92,9,91.09,40,5,88.89,4,0,100.00,52,4,92.86,4,0,100.00,95,12,88.79,7,0,100.00,16.30,100.00,1.163,51,14,2,47,96.23,98,27,7,93.33
Alexander Alexeyev,WSH,D,8,0.3,0,0,0,0,0,-,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,2,0,100.00,2,0,100.00,0,0,-,0,0,-,0.33,0,100.00,1,0,100.00,1,0,100.00,0,0,-,0,0,-,0,0,-,1,0,100.00,0,0,-,-,-,-,0,0,0,2,-,0,0,0,-
Alexander Holtz,VGK,RW,53,28.5,1,1,1,0,2,100.00,7,14.29,1.2,14,11,7,4,0,2,2,1,1,0,0,0,2,0,1,0,0,0,1,0.00,40,6,86.96,29,5,85.29,22,4,84.62,2,0,100.00,3.24,0.2,94.16,24,2,92.31,12,0,100.00,2,0,100.00,12,2,85.71,0,0,-,22,3,88.00,0,0,-,9.09,100.00,1.091,7,8,1,32,87.50,13,12,2,86.67
Alexander Kerfoot,UTA,C,81,26.683333333333,0,1,0,1,1,100.00,1,0.00,0.13,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,13,9,59.09,36,3,92.31,28,3,90.32,15,3,83.33,1,0,100.00,2.14,0.23,90.30,17,1,94.44,5,0,100.00,0,0,-,12,1,92.31,1,0,100.00,30,0,100.00,0,0,-,6.67,100.00,1.067,20,1,2,14,90.91,26,1,2,92.86
Alexander Romanov,NYI,D,64,8.5,0,0,0,0,0,0.00,1,0.00,0.03,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,8,0,100.00,7,0,100.00,5,0,100.00,1,0,100.00,0.8,0,100.00,4,0,100.00,3,0,100.00,1,0,100.00,1,0,100.00,0,0,-,6,0,100.00,0,0,-,20.00,-,0.20,5,2,0,21,100.00,7,3,0,100.00
Alexander Wennberg,SJS,C,77,214.48333333333,3,7,3,4,10,38.46,23,13.04,4.75,43,36,34,18,1,7,0,0,0,0,0,2,4,5,0,5,0,82,75,52.23,373,46,89.02,287,42,87.23,186,32,85.32,26,6,81.25,27.28,2.85,90.54,199,25,88.84,65,7,90.28,8,1,88.89,134,18,88.16,8,5,61.54,274,13,95.47,10,0,100.00,13.98,81.25,0.952,105,19,0,33,100.00,200,39,2,99.01
Alexandre Carrier,"MTL, NSH",D,79,11.933333333333,0,0,0,0,0,-,0,-,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-,7,4,63.64,3,4,42.86,2,4,33.33,0,1,0.00,0.29,0.15,65.91,2,2,50.00,2,1,66.67,0,0,-,0,1,0.00,0,1,0.00,8,1,88.89,0,0,-,0.00,75.00,0.750,5,4,2,37,71.43,8,7,4,66.67
Alexandre Texier,STL,C,31,26.016666666667,1,1,1,0,2,40.00,3,33.33,1.37,7,7,5,2,0,2,0,0,0,0,0,0,1,0,0,1,0,0,0,-,47,10,82.46,34,9,79.07,20,6,76.92,5,0,100.00,5.17,0.42,92.52,25,5,83.33,12,3,80.00,3,0,100.00,13,2,86.67,1,0,100.00,30,1,96.77,1,0,100.00,25.00,100.00,1.250,15,1,0,18,100.00,22,2,2,91.67
Alexey Toropchenko,STL,RW,80,6.25,0,0,0,0,0,-,2,0.00,0.32,3,3,3,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-,7,1,87.50,7,1,87.50,4,1,80.00,0,0,-,0.98,0.04,96.15,5,1,83.33,3,0,100.00,0,0,-,2,1,66.67,0,0,-,6,0,100.00,0,0,-,0.00,100.00,1.000,7,1,0,12,100.00,7,1,0,100.00
Alexis Lafreniere,NYR,LW,82,128.96666666667,2,2,2,0,4,33.33,22,9.09,2.16,36,31,14,4,0,3,0,0,0,0,0,0,7,1,0,4,1,2,2,50.00,213,32,86.94,153,25,85.96,97,15,86.61,12,1,92.31,14.86,1.46,91.07,98,11,89.91,42,3,93.33,8,1,88.89,56,8,87.50,0,0,-,167,14,92.27,4,0,100.00,12.37,93.33,1.057,63,14,2,68,96.92,111,21,3,97.37
Aliaksei Protas,WSH,C,76,10.1,0,1,1,0,1,50.00,0,-,0,0,0,0,0,0,0,2,1,1,0,0,0,1,0,0,1,0,0,0,-,8,2,80.00,7,2,77.78,7,1,87.50,2,0,100.00,0.59,0.07,89.50,6,0,100.00,1,0,100.00,0,0,-,5,0,100.00,1,0,100.00,8,1,88.89,1,0,100.00,28.57,100.00,1.286,12,3,1,10,92.31,15,3,2,88.24
Anders Lee,NYI,LW,82,201.66666666667,5,4,4,0,9,64.29,57,8.77,13.28,78,72,69,57,0,20,6,3,3,0,0,0,5,0,6,3,0,4,1,80.00,350,55,86.42,264,49,84.35,186,37,83.41,14,6,70.00,30.56,3.74,89.10,199,17,92.13,93,4,95.88,8,0,100.00,106,13,89.08,2,2,50.00,267,20,93.03,4,2,66.67,7.53,83.78,0.913,106,16,2,60,98.15,186,28,8,95.88
Andre Burakovsky,SEA,LW,79,127.03333333333,0,8,5,3,8,53.33,16,0.00,2.63,33,25,21,8,1,3,0,0,0,0,0,1,5,0,0,5,0,0,0,-,211,27,88.66,172,22,88.66,120,18,86.96,15,1,93.75,16.82,1.31,92.76,114,12,90.48,55,6,90.16,10,1,90.91,59,6,90.77,2,0,100.00,143,9,94.08,3,0,100.00,12.50,94.44,1.069,45,10,3,77,93.75,89,21,6,93.68
Andre Lee,LAK,LW,19,0.4,0,0,0,0,0,-,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,-,-,-,1,0,1,2,50.00,1,0,1,50.00
Andreas Athanasiou,CHI,C,8,0.75,0,0,0,0,0,-,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,-,-,-,0,0,0,1,-,0,0,0,-
Andrei Kuzmenko,"CGY, LAK, PHI",LW,66,182.31666666667,4,9,7,2,13,50.00,23,17.39,4.46,44,35,36,22,0,5,2,1,1,0,0,1,7,0,0,3,0,0,0,-,307,36,89.50,230,32,87.79,160,24,86.96,26,4,86.67,23.41,2.24,91.26,192,17,91.87,75,6,92.59,9,0,100.00,117,11,91.41,13,4,76.47,214,14,93.86,4,0,100.00,16.25,83.33,0.996,86,17,2,28,97.73,166,30,5,97.08
Andrei Svechnikov,CAR,RW,72,232.55,10,8,4,4,18,52.94,44,22.73,8.36,87,71,60,27,1,7,12,6,6,0,0,0,15,2,1,10,1,0,0,-,420,59,87.68,324,47,87.33,215,34,86.35,34,2,94.44,31.28,3.18,90.76,223,23,90.65,79,12,86.81,14,1,93.33,144,11,92.90,11,0,100.00,313,23,93.15,9,1,90.00,15.81,94.12,1.099,110,27,2,26,98.21,210,40,5,97.67
Andrew Copp,DET,C,56,25.833333333333,0,1,1,0,1,50.00,5,0.00,1.25,9,9,8,6,0,2,0,0,0,0,0,0,2,0,0,2,0,12,14,46.15,51,1,98.08,39,0,100.00,30,0,100.00,2,0,100.00,4.42,0,100.00,32,0,100.00,11,0,100.00,0,0,-,21,0,100.00,2,0,100.00,31,1,96.88,0,0,-,6.67,-,0.07,16,7,1,29,94.12,24,9,1,96.00
Andrew Mangiapane,WSH,LW,81,98.15,0,4,2,2,4,36.36,10,0.00,3.13,23,19,19,13,0,4,6,3,3,0,0,3,6,0,1,1,0,1,0,100.00,148,27,84.57,109,26,80.74,63,21,75.00,11,3,78.57,11.6,1.72,87.06,80,18,81.63,37,7,84.09,5,2,71.43,43,11,79.63,2,1,66.67,77,8,90.59,4,0,100.00,17.46,85.71,1.032,19,11,5,101,79.17,38,17,9,80.85
Andrew Peeke,BOS,D,76,8.8166666666667,0,0,0,0,0,-,0,-,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,7,3,70.00,6,3,66.67,4,2,66.67,0,0,-,0.67,0.22,75.03,4,2,66.67,3,0,100.00,0,0,-,1,2,33.33,0,0,-,6,2,75.00,0,0,-,0.00,100.00,1.000,4,3,1,19,80.00,4,3,1,80.00
Andrew Poturalski,SJS,C,3,3.2333333333333,0,0,0,0,0,-,1,0.00,0.05,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.00,5,1,83.33,4,1,80.00,3,1,75.00,0,1,0.00,0.18,0.07,72.17,1,1,50.00,0,0,-,0,0,-,1,1,50.00,0,1,0.00,4,0,100.00,0,0,-,0.00,0.00,0.000,1,0,0,5,100.00,1,0,0,100.00
Angus Crookshank,OTT,LW,8,0.38333333333333,0,0,0,0,0,-,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,1,0,100.00,1,0,100.00,0,0,-,0,0,-,0.01,0,100.00,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,2,0,100.00,0,0,-,-,-,-,1,0,0,2,100.00,1,0,0,100.00
Anthony Beauvillier,"PIT, WSH",LW,81,13.016666666667,0,1,1,0,1,100.00,3,0.00,0.4,4,4,4,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,100.00,19,2,90.48,14,2,87.50,11,2,84.62,1,0,100.00,1.25,0.13,90.71,13,2,86.67,4,0,100.00,1,0,100.00,9,2,81.82,0,0,-,8,0,100.00,0,0,-,9.09,100.00,1.091,6,2,0,18,100.00,6,3,1,85.71
Anthony Cirelli,TBL,C,80,104.4,4,2,2,0,6,33.33,16,25.00,4.07,28,22,20,10,0,2,2,1,1,0,0,2,6,1,1,5,1,32,26,55.17,172,24,87.76,116,21,84.67,82,18,82.00,18,3,85.71,14.89,1.8,89.21,98,5,95.15,40,2,95.24,13,1,92.86,58,3,95.08,4,0,100.00,122,10,92.42,1,0,100.00,21.95,83.33,1.053,56,20,1,57,98.25,81,26,2,97.59
Anthony Duclair,NYI,LW,44,75.766666666667,3,0,0,0,3,60.00,9,33.33,1.8,23,16,14,4,0,3,0,0,0,0,0,0,4,0,0,3,0,0,0,-,117,20,85.40,86,19,81.90,61,13,82.43,5,0,100.00,9.72,2.19,81.57,73,9,89.02,29,3,90.63,2,0,100.00,44,6,88.00,2,0,100.00,80,9,89.89,1,0,100.00,8.20,100.00,1.082,40,6,2,33,95.24,61,11,4,93.85
Anthony Mantha,CGY,RW,13,25.716666666667,1,0,0,0,1,50.00,1,100.00,0.3,6,4,4,1,0,0,2,1,1,0,0,1,2,0,2,0,0,0,0,-,36,3,92.31,27,3,90.00,15,2,88.24,2,1,66.67,2.62,0.2,93.04,22,2,91.67,9,1,90.00,1,1,50.00,13,1,92.86,0,0,-,17,1,94.44,1,0,100.00,13.33,50.00,0.633,5,3,1,21,83.33,9,4,2,81.82
Anthony Richard,PHI,C,15,21.583333333333,0,1,1,0,1,100.00,4,0.00,0.59,5,5,5,3,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,-,27,7,79.41,23,7,76.67,14,5,73.68,1,1,50.00,2.6,0.82,76.05,18,3,85.71,9,0,100.00,1,0,100.00,9,3,75.00,0,0,-,12,3,80.00,0,0,-,7.14,80.00,0.871,7,0,1,18,87.50,12,1,3,80.00
Anton Lundell,FLA,C,79,101.81666666667,2,4,1,3,6,66.67,16,12.50,2.62,34,24,17,10,1,3,2,1,1,0,0,2,2,2,1,3,0,35,35,50.00,190,19,90.91,142,19,88.20,98,17,85.22,9,0,100.00,13.75,1.55,89.87,91,7,92.86,39,6,86.67,5,0,100.00,52,1,98.11,3,0,100.00,126,6,95.45,1,0,100.00,9.18,100.00,1.092,46,13,2,74,95.83,78,19,3,96.30
Anze Kopitar,LAK,C,81,224.9,4,18,10,8,22,73.33,14,28.57,3.45,35,24,25,14,0,3,0,0,0,0,0,0,9,0,0,4,0,162,72,69.23,380,54,87.56,276,45,85.98,180,32,84.91,30,4,88.24,28.71,4.19,87.27,211,28,88.28,80,14,85.11,7,2,77.78,131,14,90.34,12,2,85.71,307,14,95.64,11,0,100.00,16.67,87.50,1.042,108,15,2,19,98.18,214,31,7,96.83
Arber Xhekaj,MTL,D,70,3.15,0,0,0,0,0,-,1,0.00,0.15,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,2,1,66.67,2,1,66.67,1,1,50.00,0,0,-,0.31,0.05,86.53,1,1,50.00,0,0,-,0,0,-,1,1,50.00,0,0,-,1,0,100.00,0,0,-,0.00,100.00,1.000,0,1,2,4,0.00,0,1,2,0.00
