Player,Team,Position,GP,TOI,Goals,Total Assists,First Assists,Second Assists,Total Points,IPP,Shots,SH%,ixG,iCF,iFF,iSCF,iHDCF,Rush Attempts,Rebounds Created,PIM,Total Penalties,Minor,Major,Misconduct,Penalties Drawn,Giveaways,Takeaways,Hits,Hits Taken,Shots Blocked,Faceoffs Won,Faceoffs Lost,Faceoffs %,CF,CA,CF%,FF,FA,FF%,SF,SA,SF%,GF,GA,GF%,xGF,xGA,xGF%,SCF,SCA,SCF%,HDCF,HDCA,HDCF%,HDGF,HDGA,HDGF%,MDCF,MDCA,MDCF%,MDGF,MDGA,MDGF%,LDCF,LDCA,LDCF%,LDGF,LDGA,LDGF%,On-Ice SH%,On-Ice SV%,PDO,Off. Zone Starts,Neu. Zone Starts,Def. Zone Starts,On The Fly Starts,Off. Zone Start %,Off. Zone Faceoffs,Neu. Zone Faceoffs,Def. Zone Faceoffs,Off. Zone Faceoff %
Alex Goligoski,MIN,D,72,1364.0666666667,2,28,11,17,30,30.93,80,2.50,3.13,173,108,56,4,2,10,34,17,17,0,0,8,31,6,56,72,88,0,0,-,1358,1206,52.96,1043,899,53.71,788,652,54.72,97,62,61.01,64.81,63.63,50.46,708,564,55.66,275,234,54.03,45,32,58.44,433,330,56.75,38,14,73.08,585,541,51.95,14,13,51.85,12.31,90.49,1.028,184,245,180,998,50.55,452,402,378,54.46
Alex Iafallo,LAK,LW,79,1461.6666666667,17,20,10,10,37,52.11,215,7.91,22.66,345,293,209,94,13,23,8,4,4,0,0,11,14,46,48,70,19,15,17,46.88,1607,1194,57.37,1231,878,58.37,901,645,58.28,71,69,50.71,85.45,67.54,55.85,785,646,54.86,296,259,53.33,29,35,45.31,489,387,55.82,17,24,41.46,935,605,60.71,18,6,75.00,7.88,89.30,0.972,325,274,296,965,52.33,553,373,487,53.17
Alex Killorn,TBL,"C, LW",82,1532.2,25,34,19,15,59,54.13,164,15.24,21.94,273,224,209,110,10,13,66,33,33,0,0,23,30,42,88,120,11,2,10,16.67,1588,1326,54.50,1241,1016,54.98,876,741,54.17,109,78,58.29,91.95,79.5,53.63,867,711,54.94,343,297,53.59,57,45,55.88,524,414,55.86,32,14,69.57,828,666,55.42,19,12,61.29,12.44,89.47,1.019,364,320,273,931,57.14,599,453,491,54.95
Alex Newhook,COL,C,71,963.06666666667,13,20,11,9,33,71.74,113,11.50,10.04,203,143,128,39,2,11,12,6,6,0,0,12,13,20,40,80,32,136,256,34.69,930,842,52.48,650,636,50.54,490,460,51.58,46,25,64.79,40.06,35.13,53.28,447,378,54.18,151,185,44.94,23,15,60.53,296,193,60.53,12,5,70.59,439,384,53.34,10,5,66.67,9.39,94.57,1.040,135,206,124,797,52.12,259,278,287,47.44
Alex Ovechkin,WSH,LW,77,1584.0333333333,50,40,23,17,90,69.77,334,14.97,35.59,642,468,286,71,14,26,18,9,9,0,0,11,50,32,155,51,25,4,9,30.77,1812,1258,59.02,1388,974,58.76,993,692,58.93,129,77,62.62,106.09,66.83,61.35,908,662,57.83,343,269,56.05,54,43,55.67,565,393,58.98,40,23,63.49,831,488,63.00,29,7,80.56,12.99,88.87,1.019,448,292,51,889,89.78,867,421,188,82.18
Alex Pietrangelo,VGK,D,80,1971.5833333333,13,31,17,14,44,42.31,227,5.73,12.58,456,311,121,11,5,26,42,16,15,0,1,8,56,93,66,197,153,0,0,-,2083,1888,52.46,1570,1378,53.26,1171,1002,53.89,104,102,50.49,113.13,107.91,51.18,1033,990,51.06,436,413,51.35,54,58,48.21,597,577,50.85,27,20,57.45,896,764,53.98,19,20,48.72,8.88,89.82,0.987,308,343,314,1208,49.52,731,544,660,52.55
Alex Steeves,TOR,C,3,23.916666666667,0,1,0,1,1,100.00,2,0.00,0.26,5,4,4,2,0,0,0,0,0,0,0,1,0,3,1,2,1,0,0,-,17,19,47.22,13,16,44.83,9,11,45.00,1,2,33.33,0.56,1.09,34.09,8,9,47.06,4,4,50.00,0,1,0.00,4,5,44.44,1,0,100.00,7,9,43.75,0,1,0.00,11.11,81.82,0.929,3,6,3,28,50.00,5,8,3,62.50
Alex Tuch,BUF,RW,50,917.35,12,26,15,11,38,58.46,139,8.63,15.36,228,191,138,60,12,13,14,7,7,0,0,9,25,40,32,23,46,9,14,39.13,953,787,54.77,760,628,54.76,567,461,55.16,65,60,52.00,56.96,46.2,55.22,498,399,55.52,207,174,54.33,25,34,42.37,291,225,56.40,22,17,56.41,413,341,54.77,17,6,73.91,11.46,86.98,0.984,227,195,134,583,62.88,408,264,256,61.45
Alex Turcotte,LAK,C,8,90.183333333333,0,0,0,0,0,0.00,13,0.00,1.07,19,16,12,9,1,3,2,1,1,0,0,0,3,3,8,11,1,12,17,41.38,78,65,54.55,59,47,55.66,40,30,57.14,2,2,50.00,3.16,2.97,51.51,39,42,48.15,16,19,45.71,0,1,0.00,23,23,50.00,1,1,50.00,39,26,60.00,1,0,100.00,5.00,93.33,0.983,19,26,12,77,61.29,26,34,16,61.90
Alex Vlasic,CHI,D,15,214.63333333333,1,1,1,0,2,22.22,12,8.33,0.43,21,18,5,1,1,3,2,1,1,0,0,1,5,5,15,18,16,0,0,-,150,201,42.74,114,155,42.38,88,123,41.71,9,13,40.91,7.84,8.37,48.35,83,94,46.89,29,33,46.77,6,6,50.00,54,61,46.96,3,4,42.86,61,94,39.35,0,2,0.00,10.23,89.43,0.997,32,43,28,181,53.33,53,62,53,50.00
Alex Wennberg,SEA,C,80,1427.5166666667,11,26,16,10,37,59.68,95,11.58,9.07,152,119,86,50,2,10,28,14,14,0,0,12,37,45,47,87,38,555,635,46.64,1316,1161,53.13,987,891,52.56,730,658,52.59,62,84,42.47,61.79,68.38,47.47,620,558,52.63,235,234,50.11,33,40,45.21,385,324,54.30,16,27,37.21,633,513,55.24,12,10,54.55,8.49,87.23,0.957,294,306,238,954,55.26,501,408,456,52.35
Alexander Alexeyev,WSH,D,1,10.583333333333,0,0,0,0,0,-,0,-,0,1,0,1,0,0,0,2,1,1,0,0,0,0,0,1,2,0,0,0,-,9,11,45.00,6,7,46.15,6,6,50.00,0,0,-,0.33,0.26,55.51,6,6,50.00,3,2,60.00,0,0,-,3,4,42.86,0,0,-,2,3,40.00,0,0,-,0.00,100.00,1.000,2,2,1,11,66.67,3,3,2,60.00
Alexander Barabanov,SJS,LW,70,1202.65,10,29,16,13,39,60.94,103,9.71,10.76,166,136,114,59,2,11,14,7,7,0,0,14,30,40,53,128,9,0,1,0.00,1176,1168,50.17,868,860,50.23,628,609,50.77,64,55,53.78,54.54,61.07,47.18,594,587,50.30,247,226,52.22,33,27,55.00,347,361,49.01,17,15,53.13,659,617,51.65,13,9,59.09,10.19,90.97,1.012,222,203,163,904,57.66,391,300,353,52.55
Alexander Edler,LAK,D,41,756.96666666667,3,16,7,9,19,46.34,54,5.56,2.17,119,80,35,9,4,11,34,17,17,0,0,11,16,9,56,77,22,0,0,-,811,739,52.32,637,525,54.82,476,378,55.74,41,30,57.75,42,37.26,52.99,395,410,49.07,176,160,52.38,29,19,60.42,219,250,46.70,8,8,50.00,414,363,53.28,2,3,40.00,8.61,92.06,1.007,77,121,128,592,37.56,221,197,252,46.72
Alexander Holtz,NJD,RW,9,110.43333333333,0,2,1,1,2,66.67,12,0.00,1.02,23,17,9,4,1,1,2,1,1,0,0,2,1,5,5,8,1,0,0,-,85,117,42.08,58,86,40.28,42,68,38.18,3,7,30.00,3.84,6.02,38.97,44,67,39.64,15,27,35.71,2,3,40.00,29,40,42.03,1,3,25.00,49,55,47.12,0,1,0.00,7.14,89.71,0.968,33,20,8,95,80.49,48,29,21,69.57
Alexander Kerfoot,TOR,C,82,1247.6,13,38,21,17,51,69.86,117,11.11,12.5,193,159,131,63,11,11,20,10,10,0,0,23,40,36,75,159,60,76,102,42.70,1092,1246,46.71,838,952,46.82,622,707,46.80,73,69,51.41,55.12,60.75,47.57,591,616,48.96,231,238,49.25,37,35,51.39,360,378,48.78,26,25,50.98,439,559,43.99,8,9,47.06,11.74,90.24,1.020,207,232,210,1040,49.64,357,344,440,44.79
Alexander Radulov,DAL,RW,71,1000.2,4,18,13,5,22,50.00,92,4.35,13.53,189,148,131,73,4,16,30,15,15,0,0,14,27,30,43,71,44,10,12,45.45,1044,861,54.80,782,645,54.80,557,455,55.04,44,45,49.44,57.17,41.21,58.11,577,409,58.52,241,160,60.10,32,19,62.75,336,249,57.44,6,15,28.57,417,380,52.32,6,8,42.86,7.90,90.11,0.980,203,161,100,814,67.00,383,214,208,64.81
Alexander Romanov,MTL,D,79,1611.15,3,10,2,8,13,20.00,107,2.80,3.33,244,148,62,8,5,6,53,18,14,3,1,12,78,24,227,189,127,0,0,-,1293,1813,41.63,961,1372,41.19,711,986,41.90,65,113,36.52,59.93,91.34,39.62,640,967,39.83,267,390,40.64,27,62,30.34,373,577,39.26,24,34,41.38,545,771,41.41,11,17,39.29,9.14,88.54,0.977,141,304,285,1050,33.10,350,489,622,36.01
Alexander True,SEA,C,8,65.983333333333,0,0,0,0,0,0.00,6,0.00,0.32,7,6,3,2,0,0,2,1,1,0,0,0,1,1,22,9,2,12,15,44.44,37,51,42.05,24,41,36.92,19,25,43.18,1,3,25.00,1.35,1.85,42.22,17,18,48.57,8,9,47.06,1,2,33.33,9,9,50.00,0,0,-,18,28,39.13,0,1,0.00,5.26,88.00,0.933,6,8,6,72,50.00,12,11,9,57.14
Alexandre Carrier,NSH,D,77,1615.55,3,27,13,14,30,41.10,95,3.16,6.21,188,135,58,16,4,13,50,25,25,0,0,19,39,27,95,205,116,0,1,0.00,1265,1662,43.22,978,1249,43.92,716,914,43.93,73,63,53.68,64.39,81.92,44.01,624,822,43.15,244,279,46.65,40,29,57.97,380,543,41.17,21,20,51.22,564,771,42.25,8,14,36.36,10.20,93.11,1.033,174,296,393,1203,30.69,432,483,752,36.49
Alexandre Texier,CBJ,C,36,525.86666666667,11,9,7,2,20,68.97,59,18.64,7.65,109,82,62,23,1,7,12,6,6,0,0,7,5,16,13,20,11,20,37,35.09,431,554,43.76,328,434,43.04,237,336,41.36,29,34,46.03,22.4,31.57,41.50,210,289,42.08,81,125,39.32,12,15,44.44,129,164,44.03,9,8,52.94,195,247,44.12,6,11,35.29,12.24,89.88,1.021,51,124,130,390,28.18,76,153,212,26.39
Alexei Toropchenko,STL,RW,28,300.21666666667,2,0,0,0,2,28.57,43,4.65,4.39,66,59,48,27,3,5,15,6,5,1,0,7,5,5,69,48,21,1,2,33.33,223,306,42.16,179,229,43.87,128,153,45.55,7,16,30.43,11.88,12.95,47.86,131,129,50.38,58,52,52.73,3,8,27.27,73,77,48.67,3,2,60.00,78,154,33.62,1,6,14.29,5.47,89.54,0.950,17,72,31,273,35.42,49,103,85,36.57
Alexis Lafreniere,NYR,LW,79,1105.7333333333,19,12,6,6,31,63.27,110,17.27,11.55,193,153,120,61,7,6,37,17,16,1,0,14,28,44,108,108,23,14,34,29.17,1003,929,51.92,761,716,51.52,555,518,51.72,49,40,55.06,50.88,42.45,54.52,510,488,51.10,225,201,52.82,35,26,57.38,285,287,49.83,8,11,42.11,439,394,52.70,6,3,66.67,8.83,92.28,1.011,186,198,97,898,65.72,367,295,230,61.47
Aliaksei Protas,WSH,C,33,390.5,3,6,4,2,9,47.37,34,8.82,4.25,61,44,46,23,1,7,0,0,0,0,0,3,15,8,20,33,9,56,69,44.80,381,297,56.19,280,214,56.68,194,147,56.89,19,13,59.38,17.84,13.28,57.33,181,151,54.52,71,61,53.79,7,7,50.00,110,90,55.00,7,4,63.64,185,135,57.81,4,2,66.67,9.79,91.16,1.010,93,92,38,288,70.99,154,125,87,63.90
Anders Bjork,BUF,LW,58,698.91666666667,5,3,3,0,8,47.06,51,9.80,4.53,93,64,56,22,5,5,10,5,5,0,0,9,11,16,11,50,16,1,4,20.00,475,683,41.02,345,534,39.25,254,396,39.08,17,33,34.00,19.44,33.34,36.84,221,323,40.63,79,145,35.27,12,14,46.15,142,178,44.38,2,12,14.29,214,320,40.07,2,6,25.00,6.69,91.67,0.984,99,139,105,573,48.53,142,176,191,42.64
Anders Lee,NYI,"C, LW",76,1264.0166666667,28,18,11,7,46,52.87,159,17.61,24.17,266,228,205,128,7,24,34,17,17,0,0,14,25,16,94,64,30,65,69,48.51,1357,1176,53.57,1012,913,52.57,737,674,52.23,87,72,54.72,77.8,65.39,54.33,738,637,53.67,307,256,54.53,48,35,57.83,431,381,53.08,20,18,52.63,573,466,55.15,16,10,61.54,11.80,89.32,1.011,336,220,117,896,74.17,575,319,266,68.37
Andre Burakovsky,COL,LW,80,1301.25,22,39,24,15,61,62.24,149,14.77,12.93,313,215,158,38,5,18,18,9,9,0,0,15,39,28,49,106,33,8,12,40.00,1599,1112,58.98,1179,863,57.74,866,651,57.09,98,65,60.12,73.04,55.23,56.94,777,540,59.00,255,253,50.20,37,39,48.68,522,287,64.52,39,14,73.58,759,473,61.61,21,9,70.00,11.32,90.02,1.013,276,244,154,966,64.19,540,379,310,63.53
Andreas Athanasiou,LAK,C,28,426.55,11,6,3,3,17,68.00,71,15.49,9.53,123,104,71,34,7,5,4,2,2,0,0,12,9,15,11,30,5,13,7,65.00,433,376,53.52,347,280,55.34,244,196,55.45,25,16,60.98,25.77,18.41,58.34,225,200,52.94,98,79,55.37,14,8,63.64,127,121,51.21,7,4,63.64,244,178,57.82,3,4,42.86,10.25,91.84,1.021,79,74,56,338,58.52,145,110,110,56.86
Andreas Johnsson,NJD,LW,71,1019.7166666667,13,22,18,4,35,59.32,114,11.40,12.23,179,145,120,66,8,11,30,15,15,0,0,20,24,26,64,86,13,4,10,28.57,1029,941,52.23,773,730,51.43,566,509,52.65,59,52,53.15,52.66,46.96,52.86,552,489,53.03,231,178,56.48,34,32,51.52,321,311,50.79,17,13,56.67,503,456,52.45,7,5,58.33,10.42,89.78,1.002,172,214,101,915,63.00,308,292,230,57.25
Andrei Svechnikov,CAR,RW,78,1346.2666666667,30,39,24,15,69,63.30,249,12.05,30.96,467,363,264,107,10,37,79,38,37,1,0,28,72,44,189,129,14,0,6,0.00,1719,1048,62.13,1324,839,61.21,934,595,61.09,109,51,68.13,106.54,60.08,63.94,922,521,63.89,397,228,63.52,58,33,63.74,525,293,64.18,32,12,72.73,717,453,61.28,15,4,78.95,11.67,91.43,1.031,350,268,146,862,70.56,644,393,333,65.92
Andrej Sekera,DAL,D,32,438.86666666667,1,3,1,2,4,33.33,26,3.85,0.89,53,35,8,2,1,5,16,8,8,0,0,3,14,3,15,35,24,0,0,-,343,471,42.14,258,345,42.79,178,236,43.00,12,19,38.71,13.81,19.86,41.01,153,222,40.80,58,82,41.43,9,9,50.00,95,140,40.43,2,7,22.22,166,215,43.57,1,3,25.00,6.74,91.95,0.987,43,80,86,379,33.33,87,108,148,37.02
Andrej Sustr,"ANA, TBL",D,38,559.48333333333,1,5,2,3,6,42.86,28,3.57,0.87,62,39,16,1,3,3,16,8,8,0,0,2,15,10,27,50,31,0,0,-,413,576,41.76,308,449,40.69,231,314,42.39,14,26,35.00,18.24,27.3,40.06,215,289,42.66,83,108,43.46,7,12,36.84,132,181,42.17,4,8,33.33,173,267,39.32,3,6,33.33,6.06,91.72,0.978,47,98,78,499,37.60,108,157,147,42.35
