Season,Player,Team,Position,evo_rank,evd_rank,ppl_rank,pkl_rank,oio_rank,oid_rank,sht_rank,scr_rank,zon_rank,plm_rank,pen_rank,phy_rank,fof_rank,fan_rank,Role,GP,TOI,Goals,First Assists,Age,Date of Birth,Birth Country,Nationality,Height (in),Weight (lbs),Draft Year,Draft Round,Round Pick,Overall Draft Position,Contract Years,Cap Hit
2023-2024,Aliaksei Protas,WSH,C,275.0,122.0,,160.0,237.0,92.0,257.0,431.0,380.0,192.0,165.0,334.0,214.0,334.0,Bottom 6,78,1072.2,6,13,24.0,2001-01-06,BLR,BLR,78.0,225.0,2019,3,29,91,,
2023-2024,Anders Lee,NYI,LW,151.0,278.0,144.0,,109.0,319.0,85.0,98.0,57.0,348.0,335.0,122.0,,125.0,Second Line,81,1260.9333333333,20,3,35.0,1990-07-03,USA,USA,75.0,235.0,2009,6,1,152,,
2023-2024,Andre Burakovsky,SEA,LW,209.0,274.0,90.0,,145.0,281.0,122.0,201.0,125.0,124.0,119.0,433.0,,162.0,Bottom 6,49,713.68333333333,7,5,30.0,1995-02-09,AUT,SWE,75.0,209.0,2013,1,23,23,,
2023-2024,Andreas Athanasiou,CHI,C,278.0,381.0,276.0,,390.0,444.0,125.0,235.0,191.0,228.0,15.0,394.0,198.0,201.0,Bottom 6,28,366.73333333333,2,4,30.0,1994-08-06,CAN,CAN,74.0,190.0,2012,4,19,110,,
2023-2024,Andrei Kuzmenko,"CGY, VAN",LW,144.0,258.0,183.0,,170.0,182.0,256.0,48.0,87.0,165.0,172.0,462.0,,147.0,Bottom 6,72,1071.6666666667,22,13,29.0,1996-02-04,RUS,RUS,71.0,194.0,-,-,-,-,,
2023-2024,Andrei Svechnikov,CAR,RW,22.0,155.0,35.0,,5.0,41.0,37.0,58.0,78.0,40.0,421.0,88.0,,65.0,Second Line,59,1001.8,19,18,25.0,2000-03-26,RUS,RUS,74.0,195.0,2018,1,2,2,,
2023-2024,Andrew Cogliano,COL,C,375.0,35.0,,72.0,338.0,46.0,415.0,383.0,422.0,271.0,43.0,260.0,,388.0,Bottom 6,75,795.73333333333,6,10,38.0,1987-06-14,CAN,CAN,70.0,179.0,2005,1,25,25,,
2023-2024,Andrew Copp,DET,C,333.0,331.0,267.0,83.0,351.0,297.0,369.0,340.0,303.0,170.0,271.0,418.0,48.0,205.0,Second Line,79,1285.6666666667,13,11,31.0,1994-07-08,USA,USA,73.0,199.0,2013,4,13,104,,
2023-2024,Andrew Mangiapane,CGY,LW,106.0,202.0,158.0,154.0,56.0,153.0,181.0,178.0,269.0,130.0,281.0,220.0,,166.0,Second Line,75,1199.65,14,17,29.0,1996-04-04,CAN,CAN,70.0,184.0,2015,6,15,166,,
2023-2024,Anthony Beauvillier,"CHI, NSH, VAN",LW,308.0,319.0,128.0,,255.0,378.0,148.0,355.0,133.0,235.0,183.0,277.0,,219.0,Bottom 6,60,814.85,5,6,28.0,1997-06-08,CAN,CAN,71.0,180.0,2015,1,28,28,,
2023-2024,Anthony Cirelli,TBL,C,211.0,141.0,235.0,44.0,102.0,171.0,312.0,209.0,346.0,200.0,23.0,318.0,72.0,163.0,First Line,79,1462.9833333333,20,13,27.0,1997-07-15,CAN,CAN,72.0,189.0,2015,3,11,72,,
2023-2024,Anthony Duclair,"SJS, TBL",LW,141.0,458.0,186.0,,198.0,458.0,221.0,50.0,275.0,209.0,286.0,358.0,,150.0,Second Line,73,1151.4833333333,24,10,29.0,1995-08-26,CAN,CAN,71.0,197.0,2013,3,19,80,,
2023-2024,Anthony Mantha,"VGK, WSH",RW,97.0,68.0,242.0,,191.0,35.0,195.0,104.0,254.0,156.0,217.0,235.0,,184.0,Bottom 6,74,1052.5833333333,23,11,30.0,1994-09-16,CAN,CAN,77.0,234.0,2013,1,20,20,,
2023-2024,Anton Lundell,FLA,C,154.0,77.0,205.0,8.0,47.0,53.0,137.0,256.0,121.0,201.0,255.0,340.0,59.0,169.0,Bottom 6,78,1199.35,13,11,23.0,2001-10-03,FIN,FIN,73.0,185.0,2020,1,12,12,,
2023-2024,Anze Kopitar,LAK,C,157.0,95.0,67.0,74.0,70.0,88.0,339.0,140.0,219.0,64.0,95.0,398.0,12.0,84.0,First Line,81,1592.3166666667,26,29,37.0,1987-08-24,SVN,SVN,75.0,225.0,2005,1,11,11,,
2023-2024,Artemi Panarin,NYR,LW,20.0,392.0,7.0,,24.0,178.0,42.0,28.0,32.0,8.0,120.0,453.0,,12.0,First Line,82,1649.75,49,37,33.0,1991-10-30,RUS,RUS,72.0,173.0,-,-,-,-,,
2023-2024,Arthur Kaliyev,LAK,RW,93.0,176.0,36.0,,43.0,57.0,20.0,170.0,56.0,139.0,309.0,281.0,,224.0,Bottom 6,51,601.91666666667,7,7,24.0,2001-06-26,USA,USA,74.0,210.0,2019,2,2,33,,
2023-2024,Artturi Lehkonen,COL,LW,128.0,78.0,81.0,17.0,48.0,58.0,186.0,101.0,59.0,198.0,314.0,233.0,,92.0,First Line,45,831.21666666667,16,10,30.0,1995-07-04,FIN,FIN,71.0,179.0,2013,2,25,55,,
2023-2024,Austin Czarnik,DET,C,455.0,102.0,,,438.0,194.0,421.0,459.0,285.0,441.0,438.0,262.0,139.0,458.0,Fringe,34,286.91666666667,0,1,32.0,1992-12-12,USA,USA,69.0,170.0,-,-,-,-,,
2023-2024,Austin Watson,TBL,LW,419.0,11.0,,170.0,451.0,122.0,372.0,301.0,418.0,436.0,455.0,6.0,,414.0,Fringe,33,239.73333333333,2,1,33.0,1992-01-13,USA,USA,76.0,204.0,2010,1,18,18,,
2023-2024,Auston Matthews,TOR,C,2.0,13.0,6.0,,88.0,130.0,2.0,1.0,45.0,52.0,35.0,301.0,34.0,3.0,First Line,81,1698.2833333333,69,24,27.0,1997-09-17,USA,USA,75.0,208.0,2016,1,1,1,,
2023-2024,Axel Jonsson-Fjallby,WPG,LW,251.0,21.0,,,376.0,10.0,229.0,312.0,382.0,215.0,74.0,137.0,,409.0,Fringe,26,210.93333333333,2,3,27.0,1998-02-10,SWE,SWE,73.0,189.0,2016,5,26,147,,
2023-2024,Barclay Goodrow,NYR,C,416.0,244.0,,13.0,397.0,395.0,442.0,415.0,437.0,309.0,346.0,85.0,61.0,343.0,Bottom 6,80,1005.1333333333,4,6,32.0,1993-02-26,CAN,CAN,74.0,204.0,-,-,-,-,,
2023-2024,Barrett Hayton,ARI,C,342.0,166.0,156.0,199.0,207.0,112.0,225.0,367.0,339.0,310.0,39.0,292.0,68.0,212.0,Second Line,33,561.45,3,3,25.0,2000-06-09,CAN,CAN,73.0,207.0,2018,1,5,5,,
2023-2024,Beck Malenstyn,WSH,LW,446.0,359.0,,131.0,459.0,447.0,436.0,455.0,465.0,308.0,358.0,67.0,,356.0,Bottom 6,81,1153.7333333333,6,12,27.0,1998-02-04,CAN,CAN,75.0,200.0,2016,5,24,145,,
2023-2024,Ben Meyers,"ANA, COL",C,457.0,32.0,,,454.0,11.0,452.0,436.0,313.0,453.0,418.0,132.0,138.0,461.0,Bottom 6,23,232.51666666667,1,1,26.0,1998-11-15,USA,USA,71.0,194.0,-,-,-,-,,
2023-2024,Blake Coleman,CGY,C,72.0,97.0,255.0,14.0,75.0,91.0,72.0,92.0,360.0,250.0,326.0,139.0,,117.0,Second Line,78,1336.3833333333,30,10,33.0,1991-11-28,USA,USA,71.0,199.0,2011,3,14,75,,
2023-2024,Blake Lizotte,LAK,C,210.0,99.0,,40.0,99.0,36.0,304.0,304.0,147.0,187.0,68.0,162.0,74.0,347.0,Bottom 6,62,732.9,7,6,27.0,1997-12-13,USA,USA,69.0,170.0,-,-,-,-,,
2023-2024,Blake Wheeler,NYR,RW,201.0,254.0,259.0,,138.0,284.0,212.0,203.0,21.0,137.0,397.0,303.0,,159.0,Bottom 6,54,686.75,9,4,38.0,1986-08-31,USA,USA,77.0,220.0,2004,1,5,5,,
2023-2024,Bo Groulx,ANA,C,465.0,389.0,,,436.0,420.0,459.0,463.0,433.0,459.0,462.0,76.0,167.0,459.0,Bottom 6,45,548.48333333333,0,1,25.0,2000-02-06,CAN,CAN,74.0,200.0,2018,2,23,54,,
2023-2024,Bo Horvat,NYI,C,74.0,294.0,58.0,184.0,61.0,295.0,82.0,42.0,174.0,159.0,181.0,332.0,13.0,44.0,First Line,81,1595.2,33,19,30.0,1995-04-05,CAN,CAN,72.0,215.0,2013,1,9,9,,
2023-2024,Bobby Brink,PHI,RW,311.0,385.0,229.0,,341.0,372.0,364.0,266.0,299.0,257.0,283.0,371.0,,323.0,Bottom 6,57,786.2,11,9,24.0,2001-07-08,USA,USA,68.0,166.0,2019,2,3,34,,
2023-2024,Bobby McMann,TOR,C,116.0,325.0,,,311.0,322.0,74.0,83.0,444.0,420.0,448.0,74.0,,261.0,Bottom 6,56,647.31666666667,15,3,29.0,1996-06-15,CAN,CAN,74.0,208.0,-,-,-,-,,
2023-2024,Boone Jenner,CBJ,C,146.0,267.0,121.0,138.0,218.0,419.0,93.0,81.0,262.0,341.0,191.0,156.0,23.0,68.0,First Line,58,1165.5666666667,22,5,32.0,1993-06-15,CAN,CAN,74.0,203.0,2011,2,7,37,,
2023-2024,Boris Katchouk,"CHI, OTT",LW,344.0,276.0,,163.0,307.0,220.0,295.0,371.0,316.0,387.0,184.0,94.0,,401.0,Bottom 6,59,677.25,7,3,27.0,1998-06-18,CAN,CAN,74.0,206.0,2016,2,14,44,,
2023-2024,Brad Marchand,BOS,LW,66.0,248.0,41.0,34.0,58.0,110.0,97.0,90.0,88.0,49.0,101.0,204.0,,61.0,First Line,82,1566.35,29,21,37.0,1988-05-11,CAN,CAN,69.0,176.0,2006,3,8,71,,
2023-2024,Brady Tkachuk,OTT,LW,7.0,350.0,51.0,,49.0,263.0,4.0,39.0,74.0,27.0,157.0,49.0,66.0,16.0,First Line,81,1550.5166666667,37,28,25.0,1999-09-16,USA,USA,76.0,221.0,2018,1,4,4,,
2023-2024,Brandon Duhaime,"COL, MIN",RW,290.0,193.0,,185.0,353.0,209.0,188.0,328.0,367.0,400.0,158.0,20.0,,391.0,Bottom 6,80,868.78333333333,5,7,28.0,1997-05-22,USA,USA,74.0,200.0,2016,4,15,106,,
2023-2024,Brandon Hagel,TBL,LW,69.0,216.0,112.0,31.0,76.0,192.0,220.0,91.0,124.0,53.0,107.0,316.0,,95.0,First Line,82,1578.9833333333,26,38,26.0,1998-08-27,CAN,CAN,74.0,179.0,2016,6,8,159,,
2023-2024,Brandon Saad,STL,LW,208.0,435.0,151.0,177.0,308.0,416.0,253.0,80.0,323.0,267.0,164.0,447.0,,174.0,Second Line,82,1271.25,26,7,32.0,1992-10-27,USA,USA,73.0,215.0,2011,2,13,43,,
2023-2024,Brandon Tanev,SEA,LW,354.0,36.0,,113.0,367.0,85.0,371.0,254.0,107.0,305.0,52.0,61.0,,266.0,Bottom 6,66,962.75,7,6,33.0,1991-12-31,CAN,CAN,72.0,189.0,-,-,-,-,,
2023-2024,Brayden Point,TBL,C,30.0,366.0,24.0,,53.0,321.0,94.0,4.0,35.0,81.0,57.0,441.0,77.0,25.0,First Line,81,1623.1666666667,46,26,29.0,1996-03-13,CAN,CAN,71.0,180.0,2014,3,19,79,,
2023-2024,Brayden Schenn,STL,C,262.0,437.0,99.0,203.0,348.0,441.0,255.0,158.0,281.0,94.0,262.0,131.0,89.0,121.0,Second Line,82,1458.0333333333,20,17,33.0,1991-08-22,CAN,CAN,73.0,199.0,2009,1,5,5,,
2023-2024,Brendan Gallagher,MTL,RW,87.0,347.0,177.0,,291.0,312.0,46.0,188.0,261.0,184.0,345.0,242.0,,189.0,Bottom 6,77,1061.8833333333,16,10,33.0,1992-05-06,CAN,CAN,69.0,186.0,2010,5,27,147,,
2023-2024,Brendan Gaunce,CBJ,C,327.0,320.0,,,365.0,350.0,233.0,297.0,370.0,432.0,450.0,72.0,127.0,413.0,Bottom 6,24,281.88333333333,2,1,31.0,1994-03-25,CAN,CAN,75.0,219.0,2012,1,26,26,,
2023-2024,Brendan Lemieux,CAR,LW,240.0,161.0,,,219.0,52.0,224.0,331.0,47.0,289.0,463.0,11.0,,434.0,Fringe,32,256.21666666667,3,2,29.0,1996-03-15,USA,USA,73.0,215.0,2014,2,1,31,,
2023-2024,Brett Howden,VGK,C,360.0,206.0,,197.0,325.0,339.0,412.0,317.0,230.0,287.0,325.0,116.0,85.0,355.0,Bottom 6,72,952.36666666667,8,9,27.0,1998-03-29,CAN,CAN,74.0,203.0,2016,1,27,27,,
2023-2024,Brett Leason,ANA,RW,351.0,364.0,,196.0,427.0,415.0,287.0,260.0,258.0,405.0,287.0,210.0,,352.0,Bottom 6,68,884.6,11,6,26.0,1999-04-30,CAN,CAN,77.0,218.0,2019,2,25,56,,
2023-2024,Brock Boeser,VAN,RW,162.0,317.0,57.0,,178.0,286.0,95.0,52.0,127.0,101.0,284.0,375.0,,79.0,First Line,81,1506.7833333333,40,22,28.0,1997-02-25,USA,USA,73.0,208.0,2015,1,23,23,,
2023-2024,Brock McGinn,ANA,LW,429.0,210.0,,186.0,417.0,250.0,356.0,384.0,420.0,451.0,27.0,125.0,,381.0,Bottom 6,24,265.88333333333,1,0,31.0,1994-02-02,CAN,CAN,72.0,187.0,2012,2,17,47,,
2023-2024,Brock Nelson,NYI,C,42.0,377.0,56.0,,167.0,401.0,61.0,23.0,55.0,82.0,100.0,407.0,101.0,49.0,First Line,82,1482.85,34,23,33.0,1991-10-15,USA,USA,76.0,210.0,2010,1,30,30,,
2023-2024,Bryan Rust,PIT,RW,35.0,373.0,107.0,109.0,17.0,354.0,63.0,65.0,12.0,117.0,194.0,307.0,,60.0,First Line,62,1213.85,28,14,33.0,1992-05-11,USA,USA,71.0,192.0,2010,3,20,80,,
2023-2024,Cal Clutterbuck,NYI,RW,417.0,119.0,,70.0,432.0,184.0,446.0,377.0,445.0,401.0,256.0,15.0,,390.0,Bottom 6,82,974.11666666667,7,8,37.0,1987-11-18,CAN,CAN,72.0,212.0,2006,3,9,72,,
2023-2024,Calle Jarnkrok,TOR,C,177.0,232.0,176.0,50.0,149.0,163.0,260.0,168.0,129.0,231.0,93.0,275.0,211.0,229.0,Bottom 6,52,793.43333333333,10,8,33.0,1991-09-25,SWE,SWE,72.0,192.0,2010,2,21,51,,
2023-2024,Cameron Atkinson,PHI,RW,266.0,353.0,227.0,126.0,246.0,367.0,149.0,352.0,270.0,422.0,417.0,414.0,,215.0,Second Line,70,1116.1833333333,13,5,,,,,,,,,,,,
2023-2024,Carl Grundstrom,LAK,RW,90.0,197.0,,,113.0,93.0,50.0,129.0,71.0,367.0,330.0,35.0,,310.0,Bottom 6,50,546.85,8,2,27.0,1997-12-01,SWE,SWE,72.0,195.0,2016,2,27,57,,
2023-2024,Carter Verhaeghe,FLA,C,11.0,263.0,52.0,,11.0,162.0,22.0,14.0,90.0,78.0,306.0,348.0,,41.0,Second Line,76,1365.15,34,24,29.0,1995-08-14,CAN,CAN,74.0,180.0,2013,3,21,82,,
2023-2024,Casey Cizikas,NYI,C,389.0,126.0,,59.0,415.0,210.0,382.0,373.0,457.0,365.0,221.0,80.0,32.0,306.0,Bottom 6,70,975.86666666667,10,5,34.0,1991-02-27,CAN,CAN,71.0,190.0,2009,4,1,92,,
2023-2024,Casey Mittelstadt,"BUF, COL",C,183.0,194.0,164.0,,117.0,139.0,320.0,236.0,126.0,80.0,227.0,437.0,107.0,154.0,Second Line,80,1418.3666666667,18,19,26.0,1998-11-22,USA,USA,73.0,195.0,2017,1,8,8,,
2023-2024,Chandler Stephenson,VGK,C,241.0,311.0,139.0,62.0,71.0,374.0,438.0,249.0,100.0,90.0,66.0,353.0,27.0,137.0,First Line,75,1386.2666666667,16,18,31.0,1994-04-22,CAN,CAN,72.0,209.0,2012,3,16,77,,
2023-2024,Charlie Coyle,BOS,C,199.0,271.0,234.0,32.0,214.0,315.0,327.0,176.0,391.0,153.0,105.0,215.0,51.0,135.0,First Line,82,1481.45,25,18,33.0,1992-03-02,USA,USA,75.0,223.0,2010,1,28,28,,
2023-2024,Chris Kreider,NYR,LW,117.0,313.0,17.0,57.0,195.0,201.0,56.0,11.0,110.0,150.0,277.0,201.0,,48.0,First Line,82,1540.25,39,23,34.0,1991-04-30,USA,USA,75.0,230.0,2009,1,19,19,,
2023-2024,Chris Tierney,NJD,C,440.0,173.0,287.0,,401.0,190.0,462.0,378.0,237.0,338.0,344.0,324.0,58.0,426.0,Bottom 6,52,469.3,4,3,31.0,1994-07-01,CAN,CAN,73.0,191.0,2012,2,25,55,,
2023-2024,Christian Dvorak,MTL,C,384.0,445.0,271.0,198.0,329.0,452.0,413.0,296.0,384.0,330.0,223.0,424.0,21.0,249.0,Second Line,30,465.93333333333,5,3,29.0,1996-02-02,USA,USA,73.0,193.0,2014,2,28,58,,
2023-2024,Christian Fischer,DET,RW,369.0,396.0,,112.0,409.0,359.0,326.0,395.0,296.0,269.0,139.0,101.0,217.0,360.0,Bottom 6,79,901.13333333333,5,8,28.0,1997-04-15,USA,USA,74.0,212.0,2015,2,2,32,,
2023-2024,Claude Giroux,OTT,RW,63.0,243.0,85.0,122.0,20.0,195.0,163.0,123.0,178.0,66.0,77.0,366.0,6.0,80.0,First Line,82,1647.55,21,27,37.0,1988-01-12,CAN,CAN,71.0,190.0,2006,1,22,22,,
2023-2024,Clayton Keller,ARI,RW,76.0,296.0,76.0,224.0,283.0,237.0,91.0,43.0,238.0,30.0,64.0,450.0,,35.0,First Line,78,1501.1666666667,33,27,26.0,1998-07-29,USA,USA,70.0,178.0,2016,1,7,7,,
2023-2024,Cody Glass,NSH,C,281.0,410.0,196.0,,204.0,431.0,159.0,303.0,327.0,314.0,348.0,283.0,137.0,260.0,Bottom 6,41,550.71666666667,6,4,26.0,1999-04-01,CAN,CAN,75.0,206.0,2017,1,6,6,,
2023-2024,Cole Caufield,MTL,RW,58.0,447.0,111.0,,285.0,402.0,13.0,33.0,61.0,203.0,28.0,420.0,,50.0,First Line,82,1592.4833333333,28,23,24.0,2001-01-02,USA,USA,67.0,174.0,2019,1,15,15,,
2023-2024,Cole Guttman,CHI,C,413.0,463.0,,,450.0,465.0,189.0,346.0,311.0,447.0,201.0,417.0,161.0,318.0,Bottom 6,27,340.73333333333,4,1,26.0,1999-04-06,USA,USA,69.0,167.0,2017,6,25,180,,
2023-2024,Cole Perfetti,WPG,C,173.0,124.0,190.0,,212.0,94.0,166.0,161.0,66.0,100.0,404.0,403.0,,197.0,Bottom 6,71,964.78333333333,19,16,23.0,2002-01-01,CAN,CAN,71.0,184.0,2020,1,10,10,,
2023-2024,Cole Sillinger,CBJ,C,294.0,323.0,294.0,191.0,336.0,410.0,179.0,368.0,118.0,280.0,377.0,134.0,118.0,236.0,Second Line,77,1241.2,13,12,22.0,2003-05-16,USA,USA,73.0,201.0,2021,1,12,12,,
2023-2024,Cole Smith,NSH,LW,407.0,307.0,,95.0,374.0,257.0,388.0,426.0,432.0,334.0,359.0,44.0,,379.0,Bottom 6,80,1095.15,9,7,29.0,1995-10-28,USA,USA,75.0,195.0,-,-,-,-,,
2023-2024,Colin Blackwell,CHI,C,320.0,245.0,,117.0,396.0,233.0,217.0,333.0,348.0,317.0,3.0,192.0,,332.0,Bottom 6,44,637.66666666667,8,4,32.0,1993-03-28,USA,USA,69.0,190.0,2011,7,13,193,,
2023-2024,Colin White,"MTL, PIT",C,450.0,88.0,,,364.0,80.0,383.0,441.0,247.0,427.0,226.0,182.0,183.0,438.0,Bottom 6,28,266.63333333333,0,0,28.0,1997-01-30,USA,USA,73.0,194.0,2015,1,21,21,,
2023-2024,Colton Sissons,NSH,C,350.0,246.0,256.0,84.0,215.0,304.0,394.0,335.0,431.0,284.0,199.0,121.0,31.0,247.0,Second Line,81,1342.4666666667,15,15,31.0,1993-11-05,CAN,CAN,73.0,200.0,2012,2,20,50,,
2023-2024,Connor Bedard,CHI,C,223.0,464.0,216.0,,402.0,463.0,130.0,204.0,240.0,67.0,341.0,386.0,170.0,98.0,First Line,68,1345.25,22,28,19.0,2005-07-17,CAN,,70.0,185.0,2023,1,1,1,,
2023-2024,Connor Brown,EDM,RW,328.0,240.0,280.0,90.0,275.0,236.0,289.0,447.0,355.0,298.0,292.0,427.0,,324.0,Bottom 6,71,908.76666666667,4,6,31.0,1994-01-14,CAN,CAN,72.0,181.0,2012,6,5,156,,
2023-2024,Connor Dewar,"MIN, TOR",C,355.0,9.0,,110.0,388.0,28.0,309.0,326.0,399.0,366.0,215.0,84.0,105.0,375.0,Bottom 6,74,862.1,11,5,26.0,1999-06-26,CAN,CAN,70.0,183.0,2018,3,30,92,,
2023-2024,Connor McDavid,EDM,C,4.0,146.0,2.0,207.0,2.0,95.0,36.0,13.0,27.0,1.0,2.0,254.0,56.0,2.0,First Line,76,1623.3,32,62,28.0,1997-01-13,CAN,CAN,73.0,193.0,2015,1,1,1,,
2023-2024,Connor McMichael,WSH,C,255.0,253.0,251.0,149.0,337.0,252.0,252.0,227.0,197.0,311.0,379.0,337.0,149.0,289.0,Second Line,80,1278.9333333333,18,10,24.0,2001-01-15,CAN,CAN,72.0,180.0,2019,1,25,25,,
