Season,Player,Team,Position,evo_rank,evd_rank,ppl_rank,pkl_rank,oio_rank,oid_rank,sht_rank,scr_rank,zon_rank,plm_rank,pen_rank,phy_rank,fof_rank,fan_rank,Role,GP,TOI,Goals,First Assists,Age,Date of Birth,Birth Country,Nationality,Height (in),Weight (lbs),Draft Year,Draft Round,Round Pick,Overall Draft Position,Contract Years,Cap Hit
2019-2020,Alex Tuch,VGK,RW,129.0,41.0,81.0,,239.0,56.0,53.0,161.0,127.0,154.0,19.0,166.0,,137.0,Bottom 6,42,614.06666666667,8,6,29,1996-05-10,USA,USA,76,219,2014,1,18,18,,
2019-2020,Alexander Kerfoot,TOR,C,222.0,128.0,165.0,,132.0,146.0,341.0,217.0,122.0,138.0,286.0,306.0,75.0,209.0,Bottom 6,65,960.0,9,11,30,1994-08-11,CAN,CAN,71,186,2012,5,29,150,,
2019-2020,Alexander Radulov,DAL,RW,128.0,104.0,39.0,,47.0,181.0,89.0,91.0,13.0,71.0,381.0,268.0,,49.0,Second Line,60,1004.5166666667,15,11,39,1986-07-05,RUS,RUS,73,200,2004,1,15,15,,
2019-2020,Alexander Steen,STL,LW,277.0,14.0,247.0,41.0,218.0,20.0,286.0,309.0,297.0,238.0,44.0,310.0,,206.0,Bottom 6,55,771.86666666667,7,6,41,1984-03-01,CAN,SWE,72,211,2002,1,24,24,,
2019-2020,Alexander Wennberg,CBJ,C,378.0,120.0,170.0,16.0,75.0,116.0,430.0,428.0,188.0,203.0,140.0,393.0,107.0,287.0,Second Line,57,950.91666666667,5,7,30,1994-09-22,SWE,SWE,74,190,2013,1,14,14,,
2019-2020,Alexandre Texier,CBJ,C,307.0,217.0,,,356.0,167.0,337.0,270.0,273.0,338.0,391.0,339.0,,355.0,Bottom 6,36,458.93333333333,6,4,25,1999-09-13,FRA,FRA,73,186,2017,2,14,45,,
2019-2020,Anders Bjork,BOS,LW,314.0,49.0,,,292.0,30.0,374.0,273.0,114.0,306.0,304.0,274.0,,340.0,Bottom 6,58,749.98333333333,9,5,28,1996-08-05,USA,USA,72,190,2014,5,26,146,,
2019-2020,Anders Lee,NYI,"C, LW",99.0,339.0,98.0,,104.0,381.0,64.0,60.0,154.0,174.0,265.0,173.0,,75.0,First Line,68,1244.15,20,13,35,1990-07-03,USA,USA,75,235,2009,6,1,152,,
2019-2020,Andre Burakovsky,COL,LW,58.0,294.0,232.0,,101.0,329.0,191.0,65.0,169.0,112.0,172.0,326.0,,163.0,Bottom 6,58,881.63333333333,20,14,30,1995-02-09,AUT,SWE,75,209,2013,1,23,23,,
2019-2020,Andreas Athanasiou,"DET, EDM","C, LW",170.0,406.0,99.0,,390.0,382.0,46.0,100.0,131.0,161.0,26.0,338.0,192.0,121.0,Second Line,55,871.45,11,9,30,1994-08-06,CAN,CAN,74,190,2012,4,19,110,,
2019-2020,Andreas Johnsson,TOR,LW,187.0,317.0,181.0,,44.0,345.0,232.0,187.0,66.0,186.0,302.0,250.0,,195.0,Second Line,43,677.45,8,7,30,1994-11-21,SWE,SWE,70,195,2013,7,21,202,,
2019-2020,Andrei Svechnikov,CAR,RW,90.0,347.0,177.0,,12.0,257.0,67.0,88.0,246.0,120.0,416.0,137.0,,102.0,Second Line,68,1138.1833333333,24,17,25,2000-03-26,RUS,RUS,74,195,2018,1,2,2,,
2019-2020,Andrew Agozzino,"ANA, PIT",LW,404.0,7.0,,,359.0,8.0,440.0,417.0,290.0,239.0,372.0,89.0,153.0,437.0,Fringe,22,161.81666666667,1,2,34,1991-01-03,CAN,CAN,70,187,-,-,-,-,,
2019-2020,Andrew Cogliano,DAL,C,311.0,208.0,,53.0,252.0,175.0,307.0,412.0,381.0,210.0,235.0,155.0,,348.0,Bottom 6,68,848.1,3,9,38,1987-06-14,CAN,CAN,70,179,2005,1,25,25,,
2019-2020,Andrew Copp,WPG,C,244.0,148.0,267.0,45.0,212.0,93.0,287.0,280.0,291.0,281.0,56.0,209.0,43.0,239.0,Second Line,63,1114.8666666667,10,9,31,1994-07-08,USA,USA,73,199,2013,4,13,104,,
2019-2020,Andrew Mangiapane,CGY,LW,108.0,102.0,,,160.0,112.0,201.0,116.0,344.0,234.0,214.0,191.0,,259.0,Bottom 6,68,931.66666666667,17,12,29,1996-04-04,CAN,CAN,70,184,2015,6,15,166,,
2019-2020,Andrew Shaw,CHI,"C, RW",113.0,369.0,154.0,,26.0,371.0,165.0,204.0,136.0,132.0,366.0,51.0,81.0,171.0,Bottom 6,26,375.9,3,3,33,1991-07-20,CAN,CAN,71,182,2011,5,18,139,,
2019-2020,Anthony Beauvillier,NYI,LW,168.0,346.0,144.0,,241.0,354.0,180.0,117.0,170.0,251.0,27.0,199.0,,168.0,Second Line,68,1173.6833333333,18,15,28,1997-06-08,CAN,CAN,71,180,2015,1,28,28,,
2019-2020,Anthony Cirelli,TBL,C,206.0,38.0,239.0,112.0,222.0,61.0,365.0,205.0,388.0,121.0,69.0,210.0,131.0,177.0,First Line,68,1255.35,16,19,27,1997-07-15,CAN,CAN,72,189,2015,3,11,72,,
2019-2020,Anthony Duclair,OTT,LW,71.0,364.0,115.0,173.0,177.0,396.0,52.0,45.0,46.0,206.0,61.0,289.0,,132.0,Second Line,66,1073.2166666667,23,12,29,1995-08-26,CAN,CAN,71,197,2013,3,19,80,,
2019-2020,Anthony Mantha,DET,RW,53.0,199.0,65.0,,103.0,121.0,32.0,47.0,61.0,57.0,246.0,225.0,,46.0,First Line,43,812.41666666667,16,15,30,1994-09-16,CAN,CAN,77,234,2013,1,20,20,,
2019-2020,Antoine Roussel,VAN,LW,185.0,257.0,265.0,192.0,200.0,301.0,265.0,228.0,155.0,146.0,428.0,103.0,,271.0,Bottom 6,41,485.21666666667,7,3,35,1989-11-21,FRA,FRA,71,200,-,-,-,-,,
2019-2020,Antti Suomela,SJS,C,272.0,269.0,,,206.0,282.0,301.0,407.0,250.0,177.0,337.0,145.0,129.0,375.0,Bottom 6,20,193.76666666667,1,2,31,1994-03-17,FIN,FIN,72,180,-,-,-,-,,
2019-2020,Anze Kopitar,LAK,C,214.0,187.0,52.0,89.0,153.0,239.0,328.0,147.0,321.0,54.0,45.0,364.0,12.0,53.0,First Line,70,1472.8,21,23,37,1987-08-24,SVN,SVN,75,225,2005,1,11,11,,
2019-2020,Artem Anisimov,OTT,C,199.0,372.0,92.0,166.0,228.0,417.0,154.0,82.0,118.0,290.0,185.0,429.0,89.0,183.0,Bottom 6,49,678.58333333333,15,4,37,1988-05-24,RUS,RUS,76,199,2006,2,24,54,,
2019-2020,Artemi Panarin,NYR,"C, LW",9.0,373.0,48.0,,7.0,245.0,77.0,41.0,19.0,5.0,73.0,427.0,,17.0,First Line,69,1421.6666666667,32,35,33,1991-10-30,RUS,RUS,72,173,-,-,-,-,,
2019-2020,Artturi Lehkonen,MTL,LW,77.0,89.0,280.0,82.0,94.0,44.0,98.0,267.0,159.0,217.0,132.0,134.0,,199.0,Bottom 6,70,1079.95,13,11,30,1995-07-04,FIN,FIN,71,179,2013,2,25,55,,
2019-2020,Austin Wagner,LAK,LW,247.0,240.0,,,328.0,151.0,99.0,248.0,263.0,398.0,319.0,32.0,,361.0,Bottom 6,65,763.28333333333,6,2,28,1997-06-23,CAN,CAN,73,195,2015,4,8,99,,
2019-2020,Austin Watson,NSH,LW,360.0,92.0,,13.0,414.0,238.0,305.0,221.0,438.0,326.0,368.0,22.0,,255.0,Bottom 6,53,615.86666666667,6,4,33,1992-01-13,USA,USA,76,204,2010,1,18,18,,
2019-2020,Auston Matthews,TOR,C,2.0,205.0,4.0,,42.0,353.0,7.0,3.0,24.0,53.0,43.0,403.0,35.0,4.0,First Line,70,1467.8666666667,47,19,27,1997-09-17,USA,USA,75,208,2016,1,1,1,,
2019-2020,Barclay Goodrow,"SJS, TBL","C, RW",317.0,4.0,,134.0,231.0,25.0,329.0,351.0,223.0,350.0,322.0,66.0,51.0,269.0,Second Line,70,1114.8166666667,8,9,32,1993-02-26,CAN,CAN,74,204,-,-,-,-,,
2019-2020,Barrett Hayton,ARI,C,385.0,416.0,,,325.0,414.0,281.0,434.0,93.0,321.0,434.0,243.0,166.0,413.0,Bottom 6,20,222.85,1,2,25,2000-06-09,CAN,CAN,73,207,2018,1,5,5,,
2019-2020,Blake Coleman,"NJD, TBL",C,114.0,103.0,,23.0,332.0,176.0,35.0,95.0,395.0,367.0,313.0,40.0,189.0,116.0,Second Line,66,1103.3833333333,21,5,33,1991-11-28,USA,USA,71,199,2011,3,14,75,,
2019-2020,Blake Comeau,DAL,LW,333.0,209.0,,87.0,294.0,131.0,358.0,341.0,414.0,384.0,307.0,70.0,207.0,307.0,Bottom 6,55,821.7,8,3,39,1986-02-18,CAN,CAN,73,200,2004,2,17,47,,
2019-2020,Blake Lizotte,LAK,C,386.0,191.0,224.0,142.0,168.0,171.0,386.0,414.0,359.0,246.0,331.0,325.0,154.0,351.0,Bottom 6,65,907.4,6,10,27,1997-12-13,USA,USA,69,170,-,-,-,-,,
2019-2020,Blake Wheeler,WPG,RW,115.0,242.0,15.0,161.0,182.0,265.0,108.0,153.0,86.0,9.0,238.0,216.0,174.0,23.0,First Line,71,1371.6666666667,22,27,38,1986-08-31,USA,USA,77,220,2004,1,5,5,,
2019-2020,Bo Horvat,VAN,C,195.0,331.0,95.0,200.0,138.0,399.0,144.0,113.0,354.0,117.0,115.0,334.0,6.0,51.0,First Line,69,1361.5,22,20,30,1995-04-05,CAN,CAN,72,215,2013,1,9,9,,
2019-2020,Bobby Ryan,OTT,RW,137.0,214.0,156.0,,117.0,309.0,94.0,171.0,84.0,171.0,290.0,122.0,,179.0,Bottom 6,24,324.41666666667,5,2,38,1987-03-17,USA,USA,74,208,2005,1,2,2,,
2019-2020,Boone Jenner,CBJ,C,181.0,100.0,172.0,21.0,213.0,275.0,101.0,289.0,389.0,260.0,203.0,111.0,20.0,136.0,First Line,70,1268.15,11,7,32,1993-06-15,CAN,CAN,74,203,2011,2,7,37,,
2019-2020,Brad Marchand,BOS,"C, LW",6.0,255.0,26.0,28.0,25.0,58.0,86.0,21.0,21.0,8.0,87.0,295.0,,14.0,First Line,70,1361.65,28,36,37,1988-05-11,CAN,CAN,69,176,2006,3,8,71,,
2019-2020,Brad Richardson,ARI,"C, RW",278.0,169.0,,73.0,272.0,288.0,270.0,276.0,432.0,360.0,310.0,180.0,24.0,258.0,Bottom 6,59,805.11666666667,6,5,40,1985-02-04,CAN,CAN,72,190,2003,5,27,163,,
2019-2020,Brady Tkachuk,OTT,LW,44.0,356.0,187.0,,235.0,376.0,24.0,141.0,261.0,115.0,239.0,35.0,178.0,86.0,First Line,71,1344.3333333333,21,18,25,1999-09-16,USA,USA,76,221,2018,1,4,4,,
2019-2020,Brandon Saad,CHI,LW,50.0,420.0,175.0,62.0,85.0,418.0,79.0,72.0,179.0,216.0,89.0,353.0,,124.0,Second Line,58,971.35,21,8,32,1992-10-27,USA,USA,73,215,2011,2,13,43,,
2019-2020,Brandon Sutter,VAN,C,308.0,402.0,,80.0,366.0,406.0,271.0,255.0,435.0,341.0,47.0,277.0,79.0,240.0,Bottom 6,44,653.38333333333,8,6,36,1989-02-14,USA,CAN,75,190,2007,1,11,11,,
2019-2020,Brandon Tanev,PIT,LW,335.0,5.0,,11.0,347.0,3.0,280.0,232.0,386.0,355.0,5.0,14.0,,214.0,Bottom 6,68,1003.6833333333,11,4,33,1991-12-31,CAN,CAN,72,189,-,-,-,-,,
2019-2020,Brayden Point,TBL,C,26.0,143.0,67.0,201.0,52.0,164.0,157.0,19.0,60.0,22.0,32.0,412.0,64.0,33.0,First Line,66,1247.5166666667,25,26,29,1996-03-13,CAN,CAN,71,180,2014,3,19,79,,
2019-2020,Brayden Schenn,STL,C,167.0,162.0,36.0,,128.0,99.0,214.0,101.0,78.0,44.0,284.0,147.0,84.0,85.0,First Line,71,1308.7,25,21,33,1991-08-22,CAN,CAN,73,199,2009,1,5,5,,
2019-2020,Brendan Gallagher,MTL,RW,1.0,50.0,163.0,,17.0,69.0,1.0,18.0,318.0,150.0,181.0,198.0,,39.0,Second Line,59,997.71666666667,22,12,33,1992-05-06,CAN,CAN,69,186,2010,5,27,147,,
2019-2020,Brendan Leipsic,WSH,LW,287.0,146.0,270.0,,226.0,108.0,276.0,397.0,153.0,176.0,62.0,177.0,,353.0,Bottom 6,61,558.78333333333,3,4,31,1994-05-19,CAN,CAN,70,180,2012,3,28,89,,
2019-2020,Brendan Lemieux,NYR,LW,310.0,363.0,238.0,,350.0,428.0,239.0,249.0,319.0,323.0,221.0,21.0,,299.0,Bottom 6,59,759.35,6,8,29,1996-03-15,USA,USA,73,215,2014,2,1,31,,
2019-2020,Brendan Perlini,"CHI, DET",LW,359.0,426.0,275.0,,422.0,427.0,120.0,306.0,105.0,405.0,272.0,230.0,,342.0,Bottom 6,40,427.83333333333,1,2,29,1996-04-27,GBR,GBR,75,211,2014,1,12,12,,
2019-2020,Brett Connolly,FLA,RW,97.0,270.0,149.0,,201.0,249.0,200.0,54.0,71.0,266.0,316.0,240.0,,201.0,Bottom 6,69,1000.1,19,5,33,1992-05-02,CAN,CAN,75,198,2010,1,6,6,,
2019-2020,Brett Howden,NYR,C,395.0,433.0,273.0,113.0,395.0,440.0,429.0,365.0,335.0,324.0,370.0,215.0,132.0,327.0,Bottom 6,70,919.98333333333,9,6,27,1998-03-29,CAN,CAN,74,203,2016,1,27,27,,
2019-2020,Brett Ritchie,BOS,RW,363.0,166.0,281.0,,352.0,34.0,158.0,370.0,202.0,379.0,408.0,7.0,,397.0,Bottom 6,27,280.9,2,3,32,1993-07-01,CAN,CAN,76,215,2011,2,14,44,,
2019-2020,Brian Boyle,FLA,C,260.0,110.0,248.0,183.0,388.0,287.0,176.0,139.0,350.0,339.0,328.0,72.0,52.0,215.0,Bottom 6,39,482.63333333333,6,4,40,1984-12-18,USA,USA,78,245,2003,1,26,26,,
2019-2020,Brock Boeser,VAN,RW,94.0,275.0,66.0,,220.0,226.0,34.0,67.0,1.0,105.0,187.0,407.0,,48.0,First Line,57,1058.6,16,14,28,1997-02-25,USA,USA,73,208,2015,1,23,23,,
2019-2020,Brock McGinn,CAR,LW,261.0,175.0,,58.0,170.0,144.0,215.0,336.0,100.0,337.0,42.0,127.0,,294.0,Bottom 6,68,897.73333333333,7,7,31,1994-02-02,CAN,CAN,72,187,2012,2,17,47,,
2019-2020,Brock Nelson,NYI,C,169.0,324.0,135.0,174.0,319.0,347.0,149.0,68.0,265.0,194.0,212.0,317.0,69.0,90.0,First Line,68,1282.4666666667,26,15,33,1991-10-15,USA,USA,76,210,2010,1,30,30,,
2019-2020,Bryan Rust,PIT,RW,56.0,238.0,243.0,5.0,72.0,216.0,142.0,50.0,33.0,116.0,125.0,169.0,,66.0,First Line,55,1087.0833333333,27,15,33,1992-05-11,USA,USA,71,192,2010,3,20,80,,
2019-2020,Cal Clutterbuck,NYI,RW,420.0,58.0,269.0,90.0,382.0,101.0,391.0,384.0,397.0,345.0,171.0,16.0,,317.0,Bottom 6,37,496.71666666667,3,3,37,1987-11-18,CAN,CAN,72,212,2006,3,9,72,,
2019-2020,Calle Jarnkrok,NSH,C,233.0,142.0,202.0,85.0,205.0,104.0,216.0,199.0,124.0,229.0,85.0,352.0,183.0,197.0,Second Line,64,1019.85,15,12,33,1991-09-25,SWE,SWE,72,192,2010,2,21,51,,
2019-2020,Cam Atkinson,CBJ,RW,47.0,216.0,100.0,3.0,221.0,194.0,11.0,48.0,17.0,190.0,147.0,409.0,,43.0,Second Line,44,785.18333333333,12,8,36,1989-06-05,USA,USA,68,176,2008,6,6,157,,
2019-2020,Carl Hagelin,WSH,LW,182.0,133.0,,34.0,155.0,43.0,173.0,359.0,125.0,156.0,269.0,259.0,,234.0,Bottom 6,58,830.51666666667,8,12,36,1988-08-23,SWE,SWE,72,183,2007,6,17,168,,
2019-2020,Carl Soderberg,ARI,C,202.0,235.0,145.0,24.0,281.0,316.0,168.0,134.0,348.0,215.0,186.0,211.0,97.0,138.0,Second Line,70,1112.75,17,9,39,1985-10-12,SWE,SWE,75,210,2004,2,19,49,,
2019-2020,Carter Rowney,ANA,"C, RW",357.0,326.0,,43.0,289.0,362.0,427.0,348.0,372.0,240.0,176.0,30.0,182.0,372.0,Bottom 6,71,910.18333333333,8,10,36,1989-05-10,CAN,CAN,74,208,-,-,-,-,,
2019-2020,Carter Verhaeghe,TBL,C,227.0,264.0,,,183.0,248.0,299.0,138.0,367.0,425.0,374.0,284.0,,406.0,Bottom 6,52,486.78333333333,9,2,29,1995-08-14,CAN,CAN,74,180,2013,3,21,82,,
2019-2020,Casey Cizikas,NYI,C,297.0,19.0,,75.0,363.0,37.0,306.0,128.0,407.0,368.0,252.0,56.0,40.0,220.0,Bottom 6,48,686.1,10,3,34,1991-02-27,CAN,CAN,71,190,2009,4,1,92,,
2019-2020,Casey Mittelstadt,BUF,C,374.0,396.0,189.0,,374.0,361.0,361.0,308.0,72.0,315.0,178.0,397.0,137.0,359.0,Bottom 6,31,395.56666666667,4,4,26,1998-11-22,USA,USA,73,195,2017,1,8,8,,
2019-2020,Cedric Paquette,TBL,C,349.0,26.0,,118.0,385.0,94.0,310.0,275.0,332.0,395.0,297.0,12.0,56.0,313.0,Bottom 6,61,796.26666666667,7,6,31,1993-08-13,CAN,CAN,72,205,2012,4,10,101,,
2019-2020,Chandler Stephenson,"VGK, WSH",C,326.0,117.0,,22.0,112.0,160.0,435.0,312.0,206.0,294.0,142.0,281.0,194.0,354.0,Bottom 6,65,931.11666666667,11,9,31,1994-04-22,CAN,CAN,72,209,2012,3,16,77,,
2019-2020,Charlie Coyle,BOS,C,174.0,25.0,173.0,2.0,197.0,21.0,195.0,236.0,148.0,128.0,38.0,218.0,93.0,158.0,Second Line,70,1175.2333333333,16,17,33,1992-03-02,USA,USA,75,223,2010,1,28,28,,
2019-2020,Chris Kreider,NYR,"C, LW",66.0,382.0,72.0,,142.0,375.0,73.0,34.0,247.0,147.0,343.0,99.0,,78.0,Second Line,63,1086.7333333333,24,14,34,1991-04-30,USA,USA,75,230,2009,1,19,19,,
2019-2020,Chris Tierney,OTT,C,294.0,391.0,158.0,83.0,164.0,394.0,388.0,338.0,301.0,90.0,111.0,383.0,55.0,188.0,Second Line,71,1220.4833333333,11,16,31,1994-07-01,CAN,CAN,73,191,2012,2,25,55,,
2019-2020,Chris Wagner,BOS,RW,365.0,158.0,,59.0,394.0,117.0,253.0,340.0,416.0,420.0,261.0,15.0,175.0,344.0,Bottom 6,67,833.58333333333,6,3,34,1991-05-27,USA,USA,72,192,2010,5,2,122,,
2019-2020,Christian Dvorak,ARI,"C, LW",228.0,314.0,185.0,190.0,214.0,342.0,256.0,197.0,259.0,159.0,360.0,311.0,123.0,180.0,Second Line,70,1168.7333333333,18,15,29,1996-02-02,USA,USA,73,193,2014,2,28,58,,
2019-2020,Christian Fischer,ARI,RW,279.0,219.0,262.0,,329.0,201.0,147.0,251.0,347.0,390.0,93.0,47.0,,315.0,Bottom 6,56,617.16666666667,6,3,28,1997-04-15,USA,USA,74,212,2015,2,2,32,,
2019-2020,Christoffer Ehn,DET,C,440.0,370.0,,149.0,433.0,360.0,433.0,432.0,345.0,430.0,136.0,146.0,179.0,431.0,Bottom 6,54,562.15,2,2,29,1996-04-05,SWE,SWE,75,195,2014,4,16,106,,
2019-2020,Claude Giroux,PHI,"C, RW",76.0,272.0,30.0,8.0,36.0,150.0,88.0,126.0,230.0,31.0,128.0,390.0,5.0,42.0,First Line,69,1309.95,21,18,37,1988-01-12,CAN,CAN,71,190,2006,1,22,22,,
2019-2020,Clayton Keller,ARI,"C, RW",124.0,342.0,107.0,,238.0,292.0,62.0,189.0,4.0,58.0,31.0,424.0,,112.0,Second Line,70,1140.6666666667,17,19,26,1998-07-29,USA,USA,70,178,2016,1,7,7,,
2019-2020,Cody Eakin,"VGK, WPG",C,226.0,267.0,268.0,60.0,175.0,253.0,345.0,235.0,106.0,249.0,67.0,204.0,74.0,260.0,Bottom 6,49,714.25,5,6,34,1991-05-24,CAN,CAN,72,196,2009,3,24,85,,
2019-2020,Cody Glass,VGK,C,402.0,226.0,220.0,,372.0,166.0,389.0,366.0,304.0,335.0,404.0,401.0,162.0,380.0,Bottom 6,39,521.05,5,5,26,1999-04-01,CAN,CAN,75,206,2017,1,6,6,,
2019-2020,Colin Blackwell,NSH,C,208.0,20.0,,,224.0,145.0,349.0,356.0,398.0,106.0,268.0,95.0,,319.0,Bottom 6,27,295.76666666667,3,5,32,1993-03-28,USA,USA,69,190,2011,7,13,193,,
2019-2020,Colin White,OTT,C,295.0,315.0,209.0,,126.0,319.0,323.0,333.0,166.0,243.0,207.0,307.0,147.0,227.0,Second Line,61,958.11666666667,7,6,28,1997-01-30,USA,USA,73,194,2015,1,21,21,,
2019-2020,Colton Sceviour,FLA,C,203.0,99.0,,50.0,259.0,260.0,110.0,376.0,410.0,235.0,106.0,126.0,,233.0,Bottom 6,69,912.46666666667,6,7,36,1989-04-20,CAN,CAN,72,190,2007,4,21,112,,
2019-2020,Colton Sissons,NSH,C,332.0,34.0,263.0,46.0,339.0,28.0,409.0,246.0,430.0,372.0,325.0,131.0,44.0,273.0,Bottom 6,57,816.86666666667,9,5,31,1993-11-05,CAN,CAN,73,200,2012,2,20,50,,
2019-2020,Connor Brown,OTT,RW,215.0,300.0,233.0,68.0,178.0,307.0,285.0,301.0,355.0,183.0,201.0,386.0,,190.0,First Line,71,1428.15,16,13,31,1994-01-14,CAN,CAN,72,181,2012,6,5,156,,
2019-2020,Connor Bunnaman,PHI,C,436.0,145.0,,,425.0,16.0,419.0,429.0,272.0,439.0,323.0,101.0,171.0,436.0,Bottom 6,21,194.91666666667,1,0,27,1998-04-16,CAN,CAN,73,207,2016,4,18,109,,
2019-2020,Connor McDavid,EDM,C,15.0,429.0,2.0,196.0,96.0,420.0,70.0,14.0,43.0,1.0,12.0,398.0,95.0,2.0,First Line,64,1399.4,34,38,28,1997-01-13,CAN,CAN,73,193,2015,1,1,1,,
2019-2020,Conor Garland,ARI,RW,79.0,212.0,182.0,,188.0,235.0,43.0,40.0,144.0,334.0,276.0,354.0,,161.0,Bottom 6,68,962.4,22,10,29,1996-03-11,USA,USA,70,165,2015,5,2,123,,
2019-2020,Conor Sheary,"BUF, PIT",LW,166.0,184.0,166.0,,159.0,191.0,151.0,194.0,39.0,248.0,97.0,376.0,,222.0,Bottom 6,63,825.81666666667,10,8,33,1992-06-08,USA,USA,69,179,-,-,-,-,,
2019-2020,Corey Perry,DAL,RW,291.0,230.0,231.0,,291.0,259.0,192.0,307.0,50.0,165.0,298.0,193.0,,212.0,Bottom 6,57,782.26666666667,5,8,40,1985-05-16,CAN,CAN,75,208,2003,1,28,28,,
2019-2020,Craig Smith,NSH,"C, RW",18.0,177.0,125.0,,48.0,185.0,10.0,62.0,108.0,212.0,158.0,217.0,,126.0,Bottom 6,69,926.3,18,5,35,1989-09-05,USA,USA,72,204,2009,4,7,98,,
2019-2020,Curtis Lazar,BUF,C,398.0,56.0,,152.0,406.0,73.0,405.0,371.0,376.0,285.0,270.0,63.0,177.0,390.0,Bottom 6,38,449.65,5,4,30,1995-02-02,CAN,CAN,72,203,2013,1,17,17,,
2019-2020,Dale Weise,MTL,RW,350.0,176.0,,188.0,318.0,173.0,403.0,396.0,225.0,225.0,271.0,13.0,,401.0,Bottom 6,23,213.13333333333,1,3,36,1988-08-05,CAN,CAN,74,196,2008,4,20,111,,
2019-2020,Danton Heinen,"ANA, BOS","C, LW",241.0,36.0,110.0,,204.0,31.0,226.0,257.0,91.0,160.0,157.0,313.0,,211.0,Bottom 6,67,969.48333333333,10,7,30,1995-07-05,CAN,CAN,73,188,2014,4,26,116,,
2019-2020,Darren Helm,DET,"C, LW",300.0,271.0,,100.0,316.0,225.0,211.0,319.0,314.0,354.0,227.0,158.0,,281.0,Bottom 6,68,933.86666666667,9,3,38,1987-01-21,CAN,CAN,72,192,2005,5,7,132,,
