Season,Player,Team,Position,evo_rank,evd_rank,ppl_rank,pkl_rank,oio_rank,oid_rank,sht_rank,scr_rank,zon_rank,plm_rank,pen_rank,phy_rank,fof_rank,fan_rank,Role,GP,TOI,Goals,First Assists,Age,Date of Birth,Birth Country,Nationality,Height (in),Weight (lbs),Draft Year,Draft Round,Round Pick,Overall Draft Position,Contract Years,Cap Hit
2021-2022,Alex Iafallo,LAK,LW,189.0,118.0,109.0,83.0,87.0,108.0,163.0,251.0,281.0,274.0,106.0,416.0,,142.0,First Line,79,1461.6666666667,17,10,31,1993-12-21,USA,USA,72,200,-,-,-,-,,
2021-2022,Alex Killorn,TBL,"C, LW",156.0,329.0,103.0,20.0,127.0,218.0,235.0,108.0,176.0,161.0,341.0,260.0,,133.0,First Line,82,1532.2,25,19,35,1989-09-14,CAN,CAN,73,194,2007,3,16,77,,
2021-2022,Alex Newhook,COL,C,287.0,280.0,225.0,,338.0,356.0,305.0,286.0,424.0,251.0,317.0,391.0,181.0,278.0,Bottom 6,71,963.06666666667,13,11,24,2001-01-28,CAN,CAN,70,190,2019,1,16,16,,
2021-2022,Alex Ovechkin,WSH,LW,23.0,379.0,32.0,,307.0,329.0,2.0,2.0,2.0,105.0,139.0,139.0,,5.0,First Line,77,1584.0333333333,50,23,39,1985-09-17,RUS,RUS,75,238,2004,1,1,1,,
2021-2022,Alex Tuch,BUF,RW,71.0,27.0,130.0,163.0,141.0,144.0,58.0,150.0,59.0,98.0,100.0,300.0,,78.0,First Line,50,917.35,12,15,29,1996-05-10,USA,USA,76,219,2014,1,18,18,,
2021-2022,Alex Wennberg,SEA,C,372.0,93.0,196.0,201.0,233.0,132.0,462.0,327.0,278.0,284.0,303.0,414.0,141.0,254.0,Second Line,80,1427.5166666667,11,16,30,1994-09-22,SWE,SWE,74,190,2013,1,14,14,,
2021-2022,Alexander Barabanov,SJS,LW,357.0,451.0,243.0,,150.0,457.0,416.0,367.0,339.0,194.0,249.0,382.0,,277.0,Second Line,70,1202.65,10,16,31,1994-06-17,RUS,RUS,70,195,-,-,-,-,,
2021-2022,Alexander Kerfoot,TOR,C,204.0,108.0,308.0,103.0,162.0,163.0,369.0,313.0,151.0,103.0,58.0,285.0,203.0,208.0,Bottom 6,82,1247.6,13,21,30,1994-08-11,CAN,CAN,71,186,2012,5,29,150,,
2021-2022,Alexander Radulov,DAL,RW,369.0,146.0,189.0,,196.0,290.0,309.0,411.0,199.0,173.0,398.0,333.0,,257.0,Bottom 6,71,1000.2,4,13,39,1986-07-05,RUS,RUS,73,200,2004,1,15,15,,
2021-2022,Alexandre Texier,CBJ,C,218.0,316.0,289.0,113.0,280.0,334.0,256.0,168.0,411.0,199.0,206.0,341.0,213.0,234.0,Bottom 6,36,525.86666666667,11,7,25,1999-09-13,FRA,FRA,73,186,2017,2,14,45,,
2021-2022,Alexei Toropchenko,STL,RW,448.0,233.0,,,467.0,400.0,205.0,449.0,440.0,474.0,366.0,49.0,,419.0,Bottom 6,28,300.21666666667,2,0,26,1999-06-25,RUS,RUS,78,222,2017,4,20,113,,
2021-2022,Alexis Lafreniere,NYR,LW,258.0,361.0,201.0,,319.0,370.0,375.0,152.0,237.0,394.0,355.0,208.0,,305.0,Bottom 6,79,1105.7333333333,19,6,23,2001-10-11,CAN,CAN,73,195,2020,1,1,1,,
2021-2022,Aliaksei Protas,WSH,C,358.0,264.0,,,318.0,209.0,427.0,427.0,166.0,288.0,284.0,365.0,168.0,424.0,Bottom 6,33,390.5,3,4,24,2001-01-06,BLR,BLR,78,225,2019,3,29,91,,
2021-2022,Anders Bjork,BUF,LW,416.0,145.0,,190.0,390.0,112.0,430.0,366.0,253.0,404.0,173.0,336.0,,422.0,Bottom 6,58,698.91666666667,5,3,28,1996-08-05,USA,USA,72,190,2014,5,26,146,,
2021-2022,Anders Lee,NYI,"C, LW",83.0,365.0,78.0,,108.0,377.0,93.0,33.0,28.0,216.0,239.0,198.0,208.0,89.0,Second Line,76,1264.0166666667,28,11,35,1990-07-03,USA,USA,75,235,2009,6,1,152,,
2021-2022,Andre Burakovsky,COL,LW,17.0,188.0,85.0,,3.0,166.0,167.0,53.0,120.0,35.0,132.0,390.0,,102.0,Second Line,80,1301.25,22,24,30,1995-02-09,AUT,SWE,75,209,2013,1,23,23,,
2021-2022,Andreas Athanasiou,LAK,C,97.0,391.0,280.0,,198.0,398.0,72.0,60.0,160.0,231.0,3.0,424.0,,153.0,Bottom 6,28,426.55,11,3,30,1994-08-06,CAN,CAN,74,190,2012,4,19,110,,
2021-2022,Andreas Johnsson,NJD,LW,170.0,289.0,176.0,,38.0,273.0,285.0,292.0,73.0,148.0,99.0,259.0,,268.0,Bottom 6,71,1019.7166666667,13,18,30,1994-11-21,SWE,SWE,70,195,2013,7,21,202,,
2021-2022,Andrei Svechnikov,CAR,RW,42.0,350.0,24.0,,14.0,210.0,18.0,63.0,111.0,51.0,374.0,93.0,,50.0,Second Line,78,1346.2666666667,30,24,25,2000-03-26,RUS,RUS,74,195,2018,1,2,2,,
2021-2022,Andrew Cogliano,"COL, SJS",C,421.0,129.0,,53.0,330.0,95.0,353.0,450.0,359.0,338.0,226.0,133.0,,397.0,Bottom 6,74,937.56666666667,4,7,38,1987-06-14,CAN,CAN,70,179,2005,1,25,25,,
2021-2022,Andrew Copp,"NYR, WPG",C,169.0,311.0,63.0,39.0,89.0,287.0,192.0,181.0,230.0,118.0,171.0,326.0,52.0,99.0,First Line,72,1380.6833333333,21,18,31,1994-07-08,USA,USA,73,199,2013,4,13,104,,
2021-2022,Andrew Ladd,ARI,LW,464.0,359.0,228.0,,436.0,419.0,446.0,381.0,431.0,465.0,473.0,183.0,,398.0,Bottom 6,51,720.13333333333,7,2,39,1985-12-12,CAN,CAN,75,205,2004,1,4,4,,
2021-2022,Andrew Mangiapane,CGY,LW,32.0,30.0,204.0,101.0,29.0,26.0,168.0,25.0,216.0,171.0,121.0,262.0,,135.0,Second Line,82,1289.6166666667,35,13,29,1996-04-04,CAN,CAN,70,184,2015,6,15,166,,
2021-2022,Anthony Beauvillier,NYI,LW,225.0,430.0,81.0,,263.0,379.0,160.0,188.0,234.0,183.0,97.0,342.0,,170.0,Second Line,75,1262.5,12,15,28,1997-06-08,CAN,CAN,71,180,2015,1,28,28,,
2021-2022,Anthony Cirelli,TBL,C,254.0,71.0,152.0,32.0,91.0,79.0,335.0,260.0,273.0,258.0,11.0,242.0,96.0,185.0,First Line,76,1389.9666666667,17,13,27,1997-07-15,CAN,CAN,72,189,2015,3,11,72,,
2021-2022,Anthony Duclair,FLA,LW,20.0,364.0,82.0,210.0,17.0,279.0,63.0,32.0,55.0,48.0,27.0,340.0,,86.0,Bottom 6,74,1109.75,31,18,29,1995-08-26,CAN,CAN,71,197,2013,3,19,80,,
2021-2022,Anthony Mantha,WSH,RW,86.0,67.0,162.0,,174.0,63.0,83.0,122.0,167.0,68.0,313.0,231.0,,115.0,Bottom 6,37,561.25,9,11,30,1994-09-16,CAN,CAN,77,234,2013,1,20,20,,
2021-2022,Antoine Roussel,ARI,LW,384.0,432.0,309.0,114.0,274.0,438.0,378.0,422.0,353.0,370.0,450.0,88.0,,413.0,Bottom 6,53,643.21666666667,4,4,35,1989-11-21,FRA,FRA,71,200,-,-,-,-,,
2021-2022,Anton Blidh,BOS,LW,436.0,250.0,,,474.0,362.0,449.0,452.0,462.0,232.0,406.0,42.0,,420.0,Bottom 6,32,343.21666666667,2,4,30,1995-03-14,SWE,SWE,73,197,2013,6,29,180,,
2021-2022,Anton Lundell,FLA,C,115.0,157.0,,122.0,82.0,339.0,278.0,184.0,427.0,168.0,354.0,444.0,180.0,176.0,Second Line,65,1022.9166666667,18,14,23,2001-10-03,FIN,FIN,73,185,2020,1,12,12,,
2021-2022,Anze Kopitar,LAK,C,147.0,181.0,43.0,91.0,39.0,168.0,231.0,257.0,290.0,36.0,70.0,360.0,8.0,63.0,First Line,81,1682.3166666667,19,29,37,1987-08-24,SVN,SVN,75,225,2005,1,11,11,,
2021-2022,Artemi Panarin,NYR,LW,48.0,421.0,14.0,,99.0,328.0,113.0,78.0,170.0,2.0,66.0,459.0,,17.0,First Line,75,1441.6833333333,22,43,33,1991-10-30,RUS,RUS,72,173,-,-,-,-,,
2021-2022,Arthur Kaliyev,LAK,RW,188.0,266.0,218.0,,114.0,152.0,51.0,284.0,248.0,270.0,452.0,415.0,,284.0,Bottom 6,80,1011.9333333333,14,11,24,2001-06-26,USA,USA,74,210,2019,2,2,33,,
2021-2022,Artturi Lehkonen,"COL, MTL",LW,111.0,62.0,271.0,71.0,205.0,49.0,131.0,176.0,198.0,290.0,107.0,152.0,,203.0,Bottom 6,74,1117.0333333333,19,12,30,1995-07-04,FIN,FIN,71,179,2013,2,25,55,,
2021-2022,Austin Watson,OTT,LW,342.0,29.0,,12.0,406.0,300.0,286.0,305.0,460.0,350.0,337.0,11.0,,276.0,Bottom 6,67,803.43333333333,10,5,33,1992-01-13,USA,USA,76,204,2010,1,18,18,,
2021-2022,Auston Matthews,TOR,C,1.0,10.0,6.0,,44.0,28.0,5.0,1.0,60.0,60.0,79.0,343.0,22.0,1.0,First Line,73,1504.5,60,26,27,1997-09-17,USA,USA,75,208,2016,1,1,1,,
2021-2022,Axel Jonsson-Fjallby,WSH,LW,405.0,132.0,,,450.0,98.0,345.0,420.0,469.0,375.0,94.0,287.0,,432.0,Bottom 6,23,257.18333333333,2,2,27,1998-02-10,SWE,SWE,73,189,2016,5,26,147,,
2021-2022,Barclay Goodrow,NYR,C,346.0,131.0,,63.0,227.0,164.0,394.0,365.0,293.0,267.0,390.0,106.0,75.0,248.0,Second Line,79,1320.2666666667,13,14,32,1993-02-26,CAN,CAN,74,204,-,-,-,-,,
2021-2022,Barrett Hayton,ARI,C,312.0,356.0,277.0,187.0,134.0,340.0,401.0,306.0,132.0,402.0,18.0,179.0,90.0,336.0,Second Line,60,967.08333333333,10,7,25,2000-06-09,CAN,CAN,73,207,2018,1,5,5,,
2021-2022,Blake Coleman,CGY,C,73.0,50.0,,5.0,123.0,30.0,36.0,151.0,282.0,310.0,297.0,81.0,,148.0,Bottom 6,81,1200.4666666667,16,9,33,1991-11-28,USA,USA,71,199,2011,3,14,75,,
2021-2022,Blake Lizotte,LAK,C,278.0,163.0,303.0,22.0,42.0,165.0,334.0,351.0,186.0,318.0,75.0,217.0,59.0,341.0,Bottom 6,70,851.46666666667,10,8,27,1997-12-13,USA,USA,69,170,-,-,-,-,,
2021-2022,Blake Wheeler,WPG,RW,96.0,422.0,86.0,,135.0,446.0,164.0,158.0,70.0,25.0,383.0,250.0,221.0,48.0,First Line,65,1270.0166666667,17,24,38,1986-08-31,USA,USA,77,220,2004,1,5,5,,
2021-2022,Bo Horvat,VAN,C,181.0,287.0,66.0,173.0,153.0,396.0,141.0,58.0,369.0,235.0,276.0,255.0,9.0,58.0,First Line,70,1363.6166666667,31,12,30,1995-04-05,CAN,CAN,72,215,2013,1,9,9,,
2021-2022,Boone Jenner,CBJ,C,185.0,322.0,163.0,28.0,269.0,443.0,171.0,163.0,418.0,301.0,167.0,196.0,18.0,92.0,First Line,59,1207.05,23,11,32,1993-06-15,CAN,CAN,74,203,2011,2,7,37,,
2021-2022,Boris Katchouk,"CHI, TBL",LW,444.0,262.0,,,387.0,311.0,393.0,457.0,451.0,463.0,231.0,43.0,,461.0,Bottom 6,59,585.78333333333,3,2,27,1998-06-18,CAN,CAN,74,206,2016,2,14,44,,
2021-2022,Brad Marchand,BOS,LW,4.0,32.0,27.0,23.0,6.0,3.0,43.0,15.0,61.0,9.0,264.0,236.0,,12.0,First Line,70,1347.5833333333,32,29,37,1988-05-11,CAN,CAN,69,176,2006,3,8,71,,
2021-2022,Brad Richardson,"CGY, VAN",RW,361.0,72.0,,212.0,316.0,159.0,409.0,395.0,416.0,319.0,347.0,131.0,31.0,414.0,Bottom 6,44,453.5,4,2,40,1985-02-04,CAN,CAN,72,190,2003,5,27,163,,
2021-2022,Brady Tkachuk,OTT,LW,49.0,419.0,87.0,,166.0,384.0,8.0,91.0,50.0,65.0,129.0,29.0,76.0,41.0,First Line,79,1485.3333333333,30,29,25,1999-09-16,USA,USA,76,221,2018,1,4,4,,
2021-2022,Brandon Duhaime,MIN,RW,411.0,306.0,,,408.0,280.0,331.0,436.0,453.0,409.0,468.0,33.0,,436.0,Bottom 6,80,817.45,6,5,28,1997-05-22,USA,USA,74,200,2016,4,15,106,,
2021-2022,Brandon Hagel,"CHI, TBL",LW,216.0,317.0,242.0,138.0,232.0,388.0,310.0,142.0,296.0,192.0,90.0,292.0,,211.0,Second Line,77,1259.4666666667,25,15,26,1998-08-27,CAN,CAN,74,179,2016,6,8,159,,
2021-2022,Brandon Saad,STL,LW,112.0,321.0,84.0,127.0,139.0,275.0,184.0,47.0,258.0,239.0,162.0,437.0,,155.0,Second Line,78,1269.1166666667,24,17,32,1992-10-27,USA,USA,73,215,2011,2,13,43,,
2021-2022,Brandon Tanev,SEA,LW,303.0,4.0,,154.0,364.0,9.0,299.0,98.0,381.0,249.0,126.0,15.0,,187.0,Bottom 6,30,437.06666666667,9,4,33,1991-12-31,CAN,CAN,72,189,-,-,-,-,,
2021-2022,Brayden Point,TBL,C,89.0,195.0,53.0,,85.0,183.0,145.0,38.0,37.0,110.0,28.0,350.0,66.0,54.0,First Line,66,1283.3333333333,28,14,29,1996-03-13,CAN,CAN,71,180,2014,3,19,79,,
2021-2022,Brayden Schenn,STL,C,232.0,339.0,19.0,,354.0,360.0,292.0,69.0,244.0,33.0,314.0,134.0,68.0,90.0,Second Line,62,1101.9666666667,24,27,33,1991-08-22,CAN,CAN,73,199,2009,1,5,5,,
2021-2022,Brendan Gallagher,MTL,RW,38.0,151.0,135.0,,68.0,172.0,11.0,114.0,306.0,145.0,147.0,203.0,,107.0,Bottom 6,56,841.03333333333,7,12,33,1992-05-06,CAN,CAN,69,186,2010,5,27,147,,
2021-2022,Brendan Gaunce,CBJ,C,157.0,260.0,,,340.0,337.0,73.0,116.0,354.0,451.0,471.0,85.0,159.0,394.0,Fringe,30,242.88333333333,5,1,31,1994-03-25,CAN,CAN,75,219,2012,1,26,26,,
2021-2022,Brendan Lemieux,LAK,LW,209.0,245.0,301.0,,208.0,241.0,201.0,264.0,105.0,306.0,260.0,16.0,,356.0,Bottom 6,50,537.4,8,3,29,1996-03-15,USA,USA,73,215,2014,2,1,31,,
2021-2022,Brendan Perlini,EDM,LW,341.0,336.0,,,471.0,312.0,214.0,204.0,311.0,437.0,455.0,136.0,,433.0,Fringe,23,192.56666666667,4,1,29,1996-04-27,GBR,GBR,75,211,2014,1,12,12,,
2021-2022,Brett Howden,VGK,C,336.0,84.0,,166.0,238.0,269.0,445.0,274.0,131.0,247.0,109.0,126.0,88.0,324.0,Bottom 6,47,500.81666666667,9,6,27,1998-03-29,CAN,CAN,74,203,2016,1,27,27,,
2021-2022,Brett Leason,WSH,RW,380.0,155.0,,,339.0,230.0,222.0,391.0,394.0,421.0,448.0,355.0,,437.0,Bottom 6,36,322.4,3,2,26,1999-04-30,CAN,CAN,77,218,2019,2,25,56,,
2021-2022,Brett Ritchie,CGY,RW,279.0,137.0,,,154.0,24.0,169.0,362.0,159.0,400.0,437.0,19.0,,421.0,Bottom 6,41,398.61666666667,3,1,32,1993-07-01,CAN,CAN,76,215,2011,2,14,44,,
2021-2022,Brian Boyle,PIT,C,219.0,159.0,,136.0,399.0,303.0,261.0,213.0,442.0,341.0,386.0,112.0,137.0,300.0,Bottom 6,66,712.06666666667,11,5,40,1984-12-18,USA,USA,78,245,2003,1,26,26,,
2021-2022,Brock Boeser,VAN,RW,190.0,340.0,52.0,,143.0,325.0,76.0,80.0,25.0,156.0,230.0,419.0,,67.0,First Line,71,1318.65,23,10,28,1997-02-25,USA,USA,73,208,2015,1,23,23,,
2021-2022,Brock McGinn,PIT,LW,223.0,120.0,,48.0,215.0,106.0,290.0,228.0,328.0,380.0,56.0,174.0,,263.0,Bottom 6,64,959.68333333333,12,7,31,1994-02-02,CAN,CAN,72,187,2012,2,17,47,,
2021-2022,Brock Nelson,NYI,C,116.0,332.0,33.0,159.0,258.0,372.0,150.0,20.0,206.0,178.0,185.0,397.0,72.0,74.0,Second Line,72,1272.6,37,14,33,1991-10-15,USA,USA,76,210,2010,1,30,30,,
2021-2022,Bryan Rust,PIT,RW,88.0,318.0,39.0,204.0,73.0,288.0,71.0,48.0,6.0,71.0,186.0,318.0,,38.0,First Line,60,1126.2166666667,24,22,33,1992-05-11,USA,USA,71,192,2010,3,20,80,,
2021-2022,Buddy Robinson,ANA,RW,403.0,383.0,,,401.0,423.0,298.0,464.0,387.0,294.0,404.0,64.0,,435.0,Bottom 6,32,295.9,1,3,33,1991-09-30,USA,USA,78,232,-,-,-,-,,
2021-2022,Cal Clutterbuck,NYI,RW,453.0,53.0,,68.0,442.0,54.0,412.0,412.0,432.0,416.0,57.0,10.0,,372.0,Bottom 6,59,828.46666666667,6,1,37,1987-11-18,CAN,CAN,72,212,2006,3,9,72,,
2021-2022,Calle Jarnkrok,"CGY, SEA",C,289.0,141.0,98.0,78.0,249.0,119.0,273.0,194.0,177.0,283.0,54.0,389.0,193.0,200.0,Second Line,66,1058.4166666667,12,7,33,1991-09-25,SWE,SWE,72,192,2010,2,21,51,,
2021-2022,Cam Atkinson,PHI,RW,91.0,351.0,144.0,24.0,353.0,376.0,49.0,132.0,66.0,108.0,161.0,452.0,,75.0,First Line,73,1331.9333333333,23,20,36,1989-06-05,USA,USA,68,176,2008,6,6,157,,
2021-2022,Carl Grundstrom,LAK,RW,250.0,374.0,,,253.0,357.0,190.0,235.0,207.0,430.0,432.0,46.0,,361.0,Bottom 6,54,588.05,9,3,27,1997-12-01,SWE,SWE,72,195,2016,2,27,57,,
2021-2022,Carl Hagelin,WSH,LW,318.0,198.0,,37.0,190.0,84.0,301.0,426.0,466.0,263.0,291.0,369.0,,327.0,Bottom 6,53,754.56666666667,3,5,36,1988-08-23,SWE,SWE,72,183,2007,6,17,168,,
2021-2022,Carter Rowney,DET,C,433.0,100.0,,169.0,448.0,260.0,473.0,355.0,439.0,244.0,76.0,73.0,205.0,377.0,Bottom 6,26,277.38333333333,4,1,36,1989-05-10,CAN,CAN,74,208,-,-,-,-,,
2021-2022,Carter Verhaeghe,FLA,C,19.0,128.0,215.0,,5.0,56.0,125.0,51.0,188.0,106.0,340.0,322.0,,129.0,Second Line,78,1252.1333333333,24,19,29,1995-08-14,CAN,CAN,74,180,2013,3,21,82,,
2021-2022,Casey Cizikas,NYI,C,407.0,78.0,,34.0,464.0,80.0,364.0,307.0,449.0,417.0,287.0,70.0,15.0,330.0,Bottom 6,74,1017.2666666667,10,4,34,1991-02-27,CAN,CAN,71,190,2009,4,1,92,,
2021-2022,Casey Mittelstadt,BUF,C,339.0,309.0,145.0,,264.0,255.0,283.0,259.0,183.0,237.0,181.0,436.0,109.0,217.0,Second Line,40,644.81666666667,6,6,26,1998-11-22,USA,USA,73,195,2017,1,8,8,,
2021-2022,Cedric Paquette,MTL,C,432.0,23.0,,206.0,304.0,67.0,418.0,454.0,221.0,440.0,460.0,6.0,184.0,442.0,Bottom 6,24,212.65,0,1,31,1993-08-13,CAN,CAN,72,205,2012,4,10,101,,
2021-2022,Chandler Stephenson,VGK,C,180.0,161.0,206.0,54.0,23.0,234.0,405.0,180.0,85.0,127.0,194.0,320.0,61.0,139.0,First Line,79,1525.1166666667,21,17,31,1994-04-22,CAN,CAN,72,209,2012,3,16,77,,
2021-2022,Charlie Coyle,BOS,C,269.0,134.0,169.0,3.0,155.0,122.0,326.0,311.0,233.0,209.0,154.0,247.0,84.0,215.0,Second Line,82,1426.8166666667,16,16,33,1992-03-02,USA,USA,75,223,2010,1,28,28,,
2021-2022,Chris Kreider,NYR,LW,142.0,205.0,5.0,174.0,270.0,178.0,80.0,4.0,297.0,256.0,342.0,128.0,,43.0,First Line,81,1517.1333333333,52,12,34,1991-04-30,USA,USA,75,230,2009,1,19,19,,
2021-2022,Chris Tierney,OTT,C,418.0,292.0,237.0,170.0,206.0,284.0,428.0,388.0,399.0,339.0,270.0,356.0,86.0,328.0,Bottom 6,70,869.05,6,1,31,1994-07-01,CAN,CAN,73,191,2012,2,25,55,,
2021-2022,Christian Dvorak,MTL,LW,246.0,403.0,153.0,118.0,230.0,439.0,354.0,192.0,343.0,143.0,175.0,359.0,13.0,159.0,Second Line,56,973.0,11,15,29,1996-02-02,USA,USA,73,193,2014,2,28,58,,
2021-2022,Christian Fischer,ARI,RW,415.0,408.0,,188.0,405.0,395.0,317.0,413.0,396.0,382.0,37.0,58.0,206.0,386.0,Bottom 6,53,694.41666666667,5,4,28,1997-04-15,USA,USA,74,212,2015,2,2,32,,
2021-2022,Claude Giroux,"FLA, PHI","C, RW",98.0,187.0,75.0,203.0,31.0,70.0,112.0,138.0,224.0,80.0,32.0,349.0,2.0,72.0,First Line,75,1430.2666666667,21,19,37,1988-01-12,CAN,CAN,71,190,2006,1,22,22,,
2021-2022,Clayton Keller,ARI,"C, RW",94.0,323.0,118.0,186.0,212.0,296.0,126.0,88.0,123.0,79.0,38.0,449.0,,77.0,First Line,67,1347.85,28,22,26,1998-07-29,USA,USA,70,178,2016,1,7,7,,
2021-2022,Cody Eakin,BUF,C,469.0,258.0,,80.0,451.0,248.0,437.0,448.0,371.0,446.0,278.0,317.0,19.0,416.0,Bottom 6,69,943.28333333333,4,2,34,1991-05-24,CAN,CAN,72,196,2009,3,24,85,,
2021-2022,Cole Caufield,MTL,RW,233.0,468.0,221.0,,407.0,468.0,96.0,113.0,350.0,269.0,221.0,465.0,,165.0,Second Line,67,1117.5833333333,23,12,24,2001-01-02,USA,USA,67,174,2019,1,15,15,,
2021-2022,Cole Sillinger,CBJ,C,298.0,420.0,229.0,,428.0,453.0,212.0,254.0,215.0,352.0,425.0,214.0,170.0,273.0,Bottom 6,79,1082.2333333333,16,9,22,2003-05-16,USA,USA,73,201,2021,1,12,12,,
2021-2022,Colin Blackwell,"SEA, TOR",C,239.0,102.0,284.0,,289.0,143.0,276.0,144.0,241.0,281.0,41.0,125.0,,261.0,Bottom 6,58,692.16666666667,10,4,32,1993-03-28,USA,USA,69,190,2011,7,13,193,,
2021-2022,Colin White,OTT,C,404.0,208.0,269.0,,121.0,92.0,224.0,308.0,286.0,215.0,262.0,211.0,105.0,230.0,Bottom 6,24,368.1,3,5,28,1997-01-30,USA,USA,73,194,2015,1,21,21,,
2021-2022,Colton Sceviour,EDM,C,316.0,3.0,,155.0,388.0,19.0,219.0,373.0,433.0,363.0,225.0,96.0,,373.0,Bottom 6,35,331.56666666667,2,2,36,1989-04-20,CAN,CAN,72,190,2007,4,21,112,,
2021-2022,Colton Sissons,NSH,C,409.0,90.0,,66.0,313.0,66.0,447.0,379.0,448.0,354.0,387.0,111.0,16.0,331.0,Second Line,79,1276.8166666667,7,10,31,1993-11-05,CAN,CAN,73,200,2012,2,20,50,,
2021-2022,Connor Brown,OTT,RW,174.0,288.0,168.0,73.0,142.0,322.0,253.0,223.0,347.0,202.0,53.0,453.0,,131.0,First Line,64,1284.15,10,17,31,1994-01-14,CAN,CAN,72,181,2012,6,5,156,,
2021-2022,Connor Dewar,MIN,C,359.0,8.0,,,386.0,34.0,244.0,455.0,441.0,344.0,123.0,116.0,166.0,419.0,Bottom 6,35,346.75,2,3,26,1999-06-26,CAN,CAN,70,183,2018,3,30,92,,
2021-2022,Connor McDavid,EDM,C,5.0,293.0,2.0,,12.0,250.0,32.0,13.0,72.0,1.0,2.0,339.0,58.0,2.0,First Line,80,1765.3,44,49,28,1997-01-13,CAN,CAN,73,193,2015,1,1,1,,
2021-2022,Connor McMichael,WSH,C,236.0,236.0,,,311.0,268.0,179.0,324.0,251.0,292.0,409.0,308.0,177.0,382.0,Bottom 6,68,711.83333333333,9,7,24,2001-01-15,CAN,CAN,72,180,2019,1,25,25,,
2021-2022,Conor Garland,VAN,RW,30.0,154.0,147.0,,93.0,173.0,42.0,135.0,99.0,31.0,6.0,364.0,,97.0,Second Line,77,1261.7666666667,19,22,29,1996-03-11,USA,USA,70,165,2015,5,2,123,,
2021-2022,Conor Sheary,WSH,LW,130.0,37.0,154.0,,195.0,88.0,195.0,96.0,68.0,220.0,49.0,368.0,,193.0,Bottom 6,71,1085.3,19,14,33,1992-06-08,USA,USA,69,179,-,-,-,-,,
