Player,Team,GP,TOI,Shots Against,Saves,Goals Against,SV%,GAA,GSAA,xG Against,HD Shots Against,HD Saves,HD Goals Against,HDSV%,HDGAA,HDGSAA,MD Shots Against,MD Saves,MD Goals Against,MDSV%,MDGAA,MDGSAA,LD Shots Against,LD Saves,LD Goals Against,LDSV%,LDGAA,LDGSAA,Rush Attempts Against,Rebound Attempts Against,Avg. Shot Distance,Avg. Goal Distance
Carter Hart,PHI,45,199.26666666667,198,167,31,0.843,9.33,-4.24,26.65,63,53,10,0.841,3.01,3.85,60,51,9,0.850,2.71,-0.52,73,61,12,0.836,3.61,-6.81,4,36,28.89,27.32
Carter Hutton,ARI,3,6.4,9,5,4,0.556,37.50,-2.78,1.15,4,2,2,0.500,18.75,-1.12,1,0,1,0.000,9.38,-0.86,4,3,1,0.750,9.38,-0.72,0,1,29.78,24.25
Casey DeSmith,PIT,26,107.7,100,86,14,0.860,7.80,-0.48,12.46,25,20,5,0.800,2.79,0.49,20,17,3,0.850,1.67,-0.17,54,48,6,0.889,3.34,-2.16,0,11,33.80,25.93
Cayden Primeau,MTL,12,42.633333333333,31,24,7,0.774,9.85,-2.81,3.54,6,4,2,0.667,2.81,-0.68,7,4,3,0.571,4.22,-2.01,18,16,2,0.889,2.81,-0.72,0,3,36.55,34.43
Charlie Lindgren,STL,5,12,12,12,0,1.000,0.00,1.62,2.14,6,6,0,1.000,0.00,1.32,1,1,0,1.000,0.00,0.14,5,5,0,1.000,0.00,0.36,0,5,25.92,-
Chris Driedger,SEA,27,106.23333333333,106,84,22,0.792,12.43,-7.67,13.32,29,19,10,0.655,5.65,-3.63,33,25,8,0.758,4.52,-3.34,44,40,4,0.909,2.26,-0.87,1,14,29.72,22.32
Collin Delia,CHI,8,22.983333333333,26,22,4,0.846,10.44,-0.49,2.94,6,3,3,0.500,7.83,-1.68,7,7,0,1.000,0.00,0.99,13,12,1,0.923,2.61,-0.08,0,4,31.31,13.75
Connor Hellebuyck,WPG,66,303.21666666667,315,271,44,0.860,8.71,-1.42,43.15,102,77,25,0.755,4.95,-2.58,92,82,10,0.891,1.98,3.00,120,111,9,0.925,1.78,-0.46,1,49,29.33,19.05
Connor Ingram,NSH,3,18.966666666667,18,17,1,0.944,3.16,1.43,3.32,8,8,0,1.000,0.00,1.76,5,5,0,1.000,0.00,0.71,5,4,1,0.800,3.16,-0.64,0,6,23.33,31.00
Cory Schneider,NYI,1,4,2,2,0,1.000,0.00,0.27,0.72,0,0,0,-,0.00,0.00,1,1,0,1.000,0.00,0.14,1,1,0,1.000,0.00,0.07,0,0,30.50,-
Craig Anderson,BUF,31,127.15,120,107,13,0.892,6.13,3.22,13.81,31,28,3,0.903,1.42,3.81,41,32,9,0.780,4.25,-3.21,45,44,1,0.978,0.47,2.20,0,12,32.93,27.00
Dan Vladar,CGY,23,115.31666666667,88,75,13,0.852,6.76,-1.11,10.66,19,15,4,0.789,2.08,0.18,20,17,3,0.850,1.56,-0.17,48,42,6,0.875,3.12,-2.59,0,13,34.74,25.46
Daniil Tarasov,CBJ,4,8.6166666666667,6,6,0,1.000,0.00,0.81,0.66,1,1,0,1.000,0.00,0.22,2,2,0,1.000,0.00,0.28,3,3,0,1.000,0.00,0.21,0,1,34.50,-
Darcy Kuemper,COL,57,265.55,275,242,33,0.880,7.46,4.17,38.69,94,76,18,0.809,4.07,2.66,67,60,7,0.896,1.58,2.46,112,104,8,0.929,1.81,-0.03,2,51,30.09,22.33
David Rittich,NSH,17,60.7,62,51,11,0.823,10.87,-2.62,8.94,19,13,6,0.684,5.93,-1.82,20,17,3,0.850,2.97,-0.17,23,21,2,0.913,1.98,-0.36,0,12,27.61,19.55
Dustin Tokarski,BUF,29,123.63333333333,113,95,18,0.841,8.74,-2.73,15.06,41,32,9,0.780,4.37,0.01,28,24,4,0.857,1.94,-0.04,44,39,5,0.886,2.43,-1.87,2,11,28.40,20.61
Elvis Merzlikins,CBJ,59,257.96666666667,239,205,34,0.858,7.91,-1.70,30.75,71,52,19,0.732,4.42,-3.39,68,58,10,0.853,2.33,-0.39,97,92,5,0.948,1.16,1.90,4,31,30.62,18.74
Eric Comrie,WPG,19,70.233333333333,84,70,14,0.833,11.96,-2.65,10.34,23,17,6,0.739,5.13,-0.94,26,21,5,0.808,4.27,-1.33,35,32,3,0.914,2.56,-0.51,0,9,29.49,24.29
Erik Kallgren,TOR,14,60.833333333333,63,52,11,0.825,10.85,-2.48,7.11,14,10,4,0.714,3.95,-0.92,15,9,6,0.600,5.92,-3.88,34,33,1,0.971,0.99,1.42,0,8,32.78,19.09
Felix Sandstrom,PHI,5,31.233333333333,40,36,4,0.900,7.68,1.41,5.22,8,7,1,0.875,1.92,0.76,17,16,1,0.941,1.92,1.40,15,13,2,0.867,3.84,-0.93,0,3,31.03,28.75
Filip Gustavsson,OTT,18,79.25,82,69,13,0.841,9.84,-1.92,10.66,22,16,6,0.727,4.54,-1.16,26,22,4,0.846,3.03,-0.33,34,31,3,0.912,2.27,-0.58,1,13,29.61,18.62
Frederik Andersen,CAR,52,313.35,185,166,19,0.897,3.64,6.01,26.08,60,47,13,0.783,2.49,0.19,48,45,3,0.938,0.57,3.78,76,73,3,0.961,0.57,2.41,2,27,30.31,19.79
Garret Sparks,LAK,2,15.4,11,11,0,1.000,0.00,1.49,1.07,3,3,0,1.000,0.00,0.66,4,4,0,1.000,0.00,0.57,4,4,0,1.000,0.00,0.28,0,0,27.18,-
Harri Sateri,ARI,6,22.083333333333,22,18,4,0.818,10.87,-1.03,3.72,6,4,2,0.667,5.43,-0.68,9,7,2,0.778,5.43,-0.73,7,7,0,1.000,0.00,0.50,0,2,25.73,15.00
Hugo Alnefelt,TBL,1,1.3833333333333,1,1,0,1.000,0.00,0.14,0.12,1,1,0,1.000,0.00,0.22,0,0,0,-,0.00,0.00,0,0,0,-,0.00,0.00,0,0,14.00,-
Igor Shesterkin,NYR,53,260.9,255,237,18,0.929,4.14,16.47,30.83,76,68,8,0.895,1.84,8.70,75,70,5,0.933,1.15,5.59,98,93,5,0.949,1.15,1.97,3,27,32.61,21.67
Ilya Samsonov,WSH,44,177.56666666667,138,118,20,0.855,6.76,-1.35,20.57,48,39,9,0.813,3.04,1.55,41,34,7,0.829,2.37,-1.21,49,45,4,0.918,1.35,-0.51,3,19,27.51,19.75
Ilya Sorokin,NYI,52,223.1,198,176,22,0.889,5.92,4.76,24.48,48,40,8,0.833,2.15,2.55,63,55,8,0.873,2.15,0.90,85,79,6,0.929,1.61,0.05,5,20,32.51,24.59
Ivan Prosvetov,ARI,3,18.9,18,16,2,0.889,6.35,0.43,2.06,1,1,0,1.000,0.00,0.22,6,4,2,0.667,6.35,-1.15,11,11,0,1.000,0.00,0.78,0,2,32.56,14.50
J-F Berube,CBJ,6,23.733333333333,19,18,1,0.947,2.53,1.57,2.38,4,4,0,1.000,0.00,0.88,12,11,1,0.917,2.53,0.70,3,3,0,1.000,0.00,0.21,0,1,28.68,31.00
Jack Campbell,TOR,49,205.86666666667,163,145,18,0.890,5.25,4.03,20.21,41,34,7,0.829,2.04,2.01,51,43,8,0.843,2.33,-0.80,69,66,3,0.957,0.87,1.91,1,21,32.75,25.22
Jack LaFontaine,CAR,2,3.0833333333333,1,0,1,0.000,19.46,-0.86,0.05,0,0,0,-,0.00,0.00,0,0,0,-,0.00,0.00,1,0,1,0.000,19.46,-0.93,0,0,43.00,43.00
Jacob Markstrom,CGY,63,311.53333333333,246,217,29,0.882,5.59,4.25,30.46,57,47,10,0.825,1.93,2.53,99,86,13,0.869,2.50,0.98,88,82,6,0.932,1.16,0.26,0,27,30.21,24.48
Jake Allen,MTL,35,165.96666666667,181,155,26,0.856,9.40,-1.54,22.76,51,42,9,0.824,3.25,2.21,56,45,11,0.804,3.98,-3.09,72,66,6,0.917,2.17,-0.88,1,25,30.72,24.42
Jake Oettinger,DAL,48,181.45,148,128,20,0.865,6.61,0.00,17.48,35,29,6,0.829,1.98,1.69,43,36,7,0.837,2.31,-0.93,69,62,7,0.899,2.31,-2.09,1,10,30.22,23.20
James Reimer,SJS,48,209.4,186,173,13,0.930,3.72,12.14,25.26,77,69,8,0.896,2.29,8.92,48,45,3,0.938,0.86,3.78,61,59,2,0.967,0.57,2.34,1,21,27.44,20.92
Jaroslav Halak,VAN,17,62.85,54,43,11,0.796,10.50,-3.70,8.66,18,12,6,0.667,5.73,-2.04,20,15,5,0.750,4.77,-2.17,16,16,0,1.000,0.00,1.14,1,11,28.11,20.73
Jeremy Swayman,BOS,41,198.63333333333,168,144,24,0.857,7.25,-1.29,19.89,37,27,10,0.730,3.02,-1.87,52,45,7,0.865,2.11,0.35,77,70,7,0.909,2.11,-1.52,0,16,32.83,25.21
Joel Hofer,STL,2,10.25,11,9,2,0.818,11.71,-0.51,1.84,4,4,0,1.000,0.00,0.88,4,3,1,0.750,5.85,-0.43,3,2,1,0.667,5.85,-0.79,0,2,27.55,41.50
Joey Daccord,SEA,5,22.5,25,22,3,0.880,8.00,0.38,3.21,5,3,2,0.600,5.33,-0.90,10,10,0,1.000,0.00,1.41,10,9,1,0.900,2.67,-0.29,0,5,29.32,28.00
John Gibson,ANA,56,228.76666666667,251,224,27,0.892,7.08,6.93,32.22,65,54,11,0.831,2.89,3.29,89,79,10,0.888,2.62,2.57,95,89,6,0.937,1.57,0.76,3,26,29.91,24.15
Jon Gillies,"NJD, STL",20,60,52,46,6,0.885,6.00,1.03,6.82,17,14,3,0.824,3.00,0.74,13,11,2,0.846,2.00,-0.16,20,19,1,0.950,1.00,0.42,0,4,29.00,15.17
Jonas Johansson,"COL, FLA",11,35.366666666667,23,19,4,0.826,6.79,-0.89,2.52,6,5,1,0.833,1.70,0.32,9,7,2,0.778,3.39,-0.73,8,7,1,0.875,1.70,-0.43,0,2,31.52,34.75
Jonathan Bernier,NJD,10,54.516666666667,44,36,8,0.818,8.80,-2.05,5.59,9,7,2,0.778,2.20,-0.02,16,13,3,0.813,3.30,-0.74,19,16,3,0.842,3.30,-1.65,0,4,32.09,28.50
Jonathan Quick,LAK,46,205.93333333333,188,158,30,0.840,8.74,-4.59,26.62,58,45,13,0.776,3.79,-0.25,52,44,8,0.846,2.33,-0.65,78,69,9,0.885,2.62,-3.45,1,28,27.85,23.40
Joonas Korpisalo,CBJ,22,101.03333333333,93,77,16,0.828,9.50,-3.43,14,37,28,9,0.757,5.34,-0.87,28,22,6,0.786,3.56,-2.04,28,27,1,0.964,0.59,0.99,1,20,26.25,20.00
Jordan Binnington,STL,37,166.35,125,108,17,0.864,6.13,-0.10,17.17,42,33,9,0.786,3.25,0.23,38,33,5,0.868,1.80,0.37,44,41,3,0.932,1.08,0.13,0,21,30.16,24.18
Josef Korenar,ARI,2,7,6,6,0,1.000,0.00,0.81,0.65,1,1,0,1.000,0.00,0.22,2,2,0,1.000,0.00,0.28,3,3,0,1.000,0.00,0.21,0,1,38.33,-
Joseph Woll,TOR,4,21.116666666667,15,12,3,0.800,8.52,-0.97,1.92,7,5,2,0.714,5.68,-0.46,6,5,1,0.833,2.84,-0.15,2,2,0,1.000,0.00,0.14,0,2,27.33,14.67
Justus Annunen,COL,2,7.3,6,4,2,0.667,16.44,-1.19,0.59,1,1,0,1.000,0.00,0.22,2,1,1,0.500,8.22,-0.72,3,2,1,0.667,8.22,-0.79,0,0,37.00,28.00
Juuse Saros,NSH,67,379.85,367,321,46,0.875,7.27,3.61,47.43,88,73,15,0.830,2.37,4.34,147,125,22,0.850,3.48,-1.24,131,122,9,0.931,1.42,0.32,5,39,29.14,25.65
Kaapo Kahkonen,"MIN, SJS",36,171.38333333333,176,152,24,0.864,8.40,-0.21,23.66,44,32,12,0.727,4.20,-2.33,58,49,9,0.845,3.15,-0.81,74,71,3,0.959,1.05,2.26,1,32,31.95,20.08
Karel Vejmelka,ARI,52,244.55,253,215,38,0.850,9.32,-3.80,34.38,76,58,18,0.763,4.42,-1.30,69,58,11,0.841,2.70,-1.25,107,98,9,0.916,2.21,-1.39,2,39,31.08,24.03
Keith Kinkaid,NYR,1,2.9333333333333,3,3,0,1.000,0.00,0.41,0.59,3,3,0,1.000,0.00,0.66,0,0,0,-,0.00,0.00,0,0,0,-,0.00,0.00,0,2,11.67,-
Kevin Lankinen,CHI,32,129.76666666667,130,109,21,0.838,9.71,-3.43,17.39,35,27,8,0.771,3.70,-0.31,48,38,10,0.792,4.62,-3.22,47,44,3,0.936,1.39,0.34,1,22,30.45,24.05
Laurent Brossoit,VGK,24,102.26666666667,85,69,16,0.812,9.39,-4.51,11.79,25,17,8,0.680,4.69,-2.51,15,14,1,0.933,0.59,1.12,44,37,7,0.841,4.11,-3.87,1,17,32.38,22.88
Linus Ullmark,BOS,41,208.95,194,172,22,0.887,6.32,4.22,24.93,57,45,12,0.789,3.45,0.53,53,46,7,0.868,2.01,0.49,84,81,3,0.964,0.86,2.98,3,28,30.21,19.73
Logan Thompson,VGK,19,57.35,60,52,8,0.867,8.37,0.11,8.02,20,16,4,0.800,4.18,0.40,15,12,3,0.800,3.14,-0.88,25,24,1,0.960,1.05,0.78,0,10,30.43,18.88
Louis Domingue,PIT,2,13.866666666667,16,15,1,0.938,4.33,1.16,2.1,3,2,1,0.667,4.33,-0.34,5,5,0,1.000,0.00,0.71,8,8,0,1.000,0.00,0.57,0,4,36.38,10.00
Lukas Dostal,ANA,4,17.983333333333,13,10,3,0.769,10.01,-1.24,1.78,2,1,1,0.500,3.34,-0.56,5,4,1,0.800,3.34,-0.29,6,5,1,0.833,3.34,-0.57,0,0,28.92,27.00
Mackenzie Blackwood,NJD,25,101.81666666667,71,63,8,0.887,4.71,1.60,8.39,18,15,3,0.833,1.77,0.96,21,16,5,0.762,2.95,-2.03,32,32,0,1.000,0.00,2.28,1,5,33.00,24.50
Mads Sogaard,OTT,2,14,13,11,2,0.846,8.57,-0.24,1.61,5,4,1,0.800,4.29,0.10,4,4,0,1.000,0.00,0.57,4,3,1,0.750,4.29,-0.72,0,0,25.77,21.50
Magnus Hellberg,DET,1,2,0,0,0,-,0.00,0.00,0,0,0,0,-,0.00,0.00,0,0,0,-,0.00,0.00,0,0,0,-,0.00,0.00,0,0,-,-
Malcolm Subban,BUF,4,8.8333333333333,14,11,3,0.786,20.38,-1.11,2.37,7,6,1,0.857,6.79,0.54,6,5,1,0.833,6.79,-0.15,1,0,1,0.000,6.79,-0.93,0,5,21.93,30.00
Marc-Andre Fleury,"CHI, MIN",56,257.61666666667,239,204,35,0.854,8.15,-2.70,30.8,64,52,12,0.813,2.79,2.07,72,63,9,0.875,2.10,1.17,103,89,14,0.864,3.26,-6.67,3,34,29.51,25.57
Martin Jones,PHI,35,148.55,146,125,21,0.856,8.48,-1.27,18.5,42,36,6,0.857,2.42,3.23,42,33,9,0.786,3.64,-3.07,62,56,6,0.903,2.42,-1.59,1,23,29.38,24.90
Matt Murray,OTT,20,97.566666666667,106,93,13,0.877,7.99,1.33,13.74,30,24,6,0.800,3.69,0.59,43,38,5,0.884,3.07,1.07,32,30,2,0.938,1.23,0.28,0,18,28.40,23.46
Maxime Lagace,TBL,2,10.8,5,4,1,0.800,5.56,-0.32,0.74,3,2,1,0.667,5.56,-0.34,1,1,0,1.000,0.00,0.14,1,1,0,1.000,0.00,0.07,0,1,21.40,10.00
Michael Dipietro,VAN,1,4.9833333333333,1,0,1,0.000,12.04,-0.86,0.18,1,0,1,0.000,12.04,-0.78,0,0,0,-,0.00,0.00,0,0,0,-,0.00,0.00,0,0,7.00,7.00
Michael Houser,BUF,2,16.133333333333,21,19,2,0.905,7.44,0.84,2.61,9,7,2,0.778,7.44,-0.02,4,4,0,1.000,0.00,0.57,8,8,0,1.000,0.00,0.57,0,2,27.86,12.00
Michael Hutchinson,TOR,2,9.1166666666667,6,5,1,0.833,6.58,-0.19,0.76,1,1,0,1.000,0.00,0.22,4,3,1,0.750,6.58,-0.43,1,1,0,1.000,0.00,0.07,0,0,28.17,33.00
Michael McNiven,MTL,1,2.65,2,0,2,0.000,45.28,-1.73,0.24,0,0,0,-,0.00,0.00,1,0,1,0.000,22.64,-0.86,1,0,1,0.000,22.64,-0.93,0,0,25.00,25.00
Mike Smith,EDM,28,145.65,156,138,18,0.885,7.42,3.09,20.16,37,31,6,0.838,2.47,2.13,58,51,7,0.879,2.88,1.19,60,55,5,0.917,2.06,-0.73,2,18,28.92,26.83
Mikko Koskinen,EDM,45,208.95,209,181,28,0.866,8.04,0.25,28.41,66,46,20,0.697,5.74,-5.49,61,58,3,0.951,0.86,5.62,82,77,5,0.939,1.44,0.83,0,24,27.63,15.32
Nico Daws,NJD,25,82.766666666667,66,51,15,0.773,10.87,-6.08,11.44,29,18,11,0.621,7.97,-4.63,17,14,3,0.824,2.17,-0.60,20,19,1,0.950,0.72,0.42,0,12,24.97,18.47
Pavel Francouz,COL,21,90.516666666667,73,63,10,0.863,6.63,-0.13,10.73,26,18,8,0.692,5.30,-2.29,15,14,1,0.933,0.66,1.12,31,31,0,1.000,0.00,2.21,1,12,32.07,29.30
Petr Mrazek,TOR,20,85.35,65,56,9,0.862,6.33,-0.21,7.51,16,12,4,0.750,2.81,-0.48,21,18,3,0.857,2.11,-0.03,28,26,2,0.929,1.41,-0.01,2,6,31.20,25.67
Pheonix Copley,WSH,2,4.6833333333333,4,2,2,0.500,25.62,-1.46,0.3,0,0,0,-,0.00,0.00,2,1,1,0.500,12.81,-0.72,2,1,1,0.500,12.81,-0.86,0,0,32.25,33.00
Philipp Grubauer,SEA,55,224.83333333333,207,176,31,0.850,8.27,-3.02,28.17,54,38,16,0.704,4.27,-4.13,67,59,8,0.881,2.13,1.46,86,79,7,0.919,1.87,-0.88,5,32,30.00,23.71
Pyotr Kochetkov,CAR,3,15.116666666667,10,8,2,0.800,7.94,-0.65,1.35,4,3,1,0.750,3.97,-0.12,3,3,0,1.000,0.00,0.42,3,2,1,0.667,3.97,-0.79,0,2,26.80,27.00
Robin Lehner,VGK,44,178.36666666667,163,140,23,0.859,7.74,-0.97,23.36,65,49,16,0.754,5.38,-1.71,37,34,3,0.919,1.01,2.23,60,56,4,0.933,1.35,0.27,0,25,27.58,18.09
Sam Montembeault,MTL,38,176.6,189,161,28,0.852,9.51,-2.45,24.62,49,42,7,0.857,2.38,3.77,65,50,15,0.769,5.10,-5.82,75,69,6,0.920,2.04,-0.67,3,23,29.93,23.86
Scott Wedgewood,"ARI, DAL, NJD",37,147.65,164,144,20,0.878,8.13,2.17,18.71,39,31,8,0.795,3.25,0.57,52,47,5,0.904,2.03,2.35,73,66,7,0.904,2.84,-1.81,2,18,29.84,24.10
Semyon Varlamov,NYI,31,133.46666666667,119,108,11,0.908,4.95,5.08,14.42,32,25,7,0.781,3.15,0.03,36,34,2,0.944,0.90,3.09,51,49,2,0.961,0.90,1.63,1,22,32.21,17.36
Sergei Bobrovsky,FLA,54,257.75,257,231,26,0.899,6.05,8.74,30.58,89,74,15,0.831,3.49,4.56,71,64,7,0.901,1.63,3.03,94,90,4,0.957,0.93,2.69,2,40,30.27,21.62
Spencer Knight,FLA,32,160.33333333333,163,138,25,0.847,9.36,-2.97,20.74,48,29,19,0.604,7.11,-8.45,42,36,6,0.857,2.25,-0.07,72,72,0,1.000,0.00,5.12,5,17,29.85,15.12
Spencer Martin,VAN,6,35.616666666667,40,38,2,0.950,3.37,3.41,6.17,12,10,2,0.833,3.37,0.64,13,13,0,1.000,0.00,1.84,15,15,0,1.000,0.00,1.07,1,8,28.30,9.50
Stuart Skinner,EDM,13,66.166666666667,52,46,6,0.885,5.44,1.03,6.95,10,9,1,0.900,0.91,1.20,16,13,3,0.813,2.72,-0.74,26,24,2,0.923,1.81,-0.15,0,8,32.42,26.50
Thatcher Demko,VAN,64,272.61666666667,275,231,44,0.840,9.68,-6.83,36.63,74,54,20,0.730,4.40,-3.74,94,80,14,0.851,3.08,-0.72,105,95,10,0.905,2.20,-2.53,4,41,29.57,23.75
Thomas Greiss,DET,31,112.96666666667,104,82,22,0.788,11.68,-7.94,14.73,30,25,5,0.833,2.66,1.59,39,27,12,0.692,6.37,-6.49,35,30,5,0.857,2.66,-2.51,1,11,27.75,26.95
Thomas Hodges,ANA,1,0.56666666666667,2,1,1,0.500,105.88,-0.73,0.09,0,0,0,-,0.00,0.00,1,0,1,0.000,105.88,-0.86,0,0,0,-,0.00,0.00,0,0,95.00,30.00
Tristan Jarry,PIT,58,227.4,189,171,18,0.905,4.75,7.55,25.47,38,28,10,0.737,2.64,-1.65,64,58,6,0.906,1.58,3.04,87,85,2,0.977,0.53,4.19,3,28,33.32,18.17
Tuukka Rask,BOS,4,21.05,11,9,2,0.818,5.70,-0.51,1.46,4,2,2,0.500,5.70,-1.12,1,1,0,1.000,0.00,0.14,6,6,0,1.000,0.00,0.43,0,1,33.55,11.50
Ukko-Pekka Luukkonen,BUF,9,34.516666666667,30,28,2,0.933,3.48,2.05,4.2,7,6,1,0.857,1.74,0.54,10,10,0,1.000,0.00,1.41,13,12,1,0.923,1.74,-0.08,1,4,30.67,30.50
Ville Husso,STL,40,177.3,143,127,16,0.888,5.41,3.33,19.02,38,30,8,0.789,2.71,0.35,51,45,6,0.882,2.03,1.20,54,52,2,0.963,0.68,1.84,1,17,29.31,23.38
Vitek Vanecek,WSH,42,176.15,149,128,21,0.859,7.15,-0.86,19.53,44,28,16,0.636,5.45,-6.33,45,41,4,0.911,1.36,2.36,60,59,1,0.983,0.34,3.27,2,25,31.45,19.24
Zach Fucale,WSH,4,14.95,9,7,2,0.778,8.03,-0.78,1.64,4,4,0,1.000,0.00,0.88,2,1,1,0.500,4.01,-0.72,3,2,1,0.667,4.01,-0.79,0,4,28.67,35.50
Zach Sawchenko,SJS,7,24.9,16,13,3,0.813,7.23,-0.84,1.93,9,7,2,0.778,4.82,-0.02,2,1,1,0.500,2.41,-0.72,5,5,0,1.000,0.00,0.36,0,1,26.56,19.67
