Player,Team,GP,TOI,Shots Against,Saves,Goals Against,SV%,GAA,GSAA,xG Against,HD Shots Against,HD Saves,HD Goals Against,HDSV%,HDGAA,HDGSAA,MD Shots Against,MD Saves,MD Goals Against,MDSV%,MDGAA,MDGSAA,LD Shots Against,LD Saves,LD Goals Against,LDSV%,LDGAA,LDGSAA,Rush Attempts Against,Rebound Attempts Against,Avg. Shot Distance,Avg. Goal Distance
Jonathan Bernier,DET,24,101.66666666667,91,79,12,0.868,7.08,0.34,10.63,26,18,8,0.692,4.72,-1.95,24,22,2,0.917,1.18,1.41,41,39,2,0.951,1.18,0.78,1,7,29.56,17.67
Jonathan Quick,LAK,22,105.5,78,71,7,0.910,3.98,3.57,9.31,17,14,3,0.824,1.71,0.96,21,18,3,0.857,1.71,-0.02,40,39,1,0.975,0.57,1.71,1,8,34.85,22.43
Joonas Korpisalo,CBJ,33,127.48333333333,103,85,18,0.825,8.47,-4.04,12.21,26,16,10,0.615,4.71,-3.95,31,25,6,0.806,2.82,-1.60,46,44,2,0.957,0.94,1.11,1,9,29.92,23.89
Jordan Binnington,STL,42,196.13333333333,183,157,26,0.858,7.95,-1.19,24.58,48,35,13,0.729,3.98,-1.82,50,41,9,0.820,2.75,-1.90,85,81,4,0.953,1.22,1.75,1,34,33.16,23.12
Josef Korenar,SJS,10,43.716666666667,31,27,4,0.871,5.49,0.20,4.36,7,6,1,0.857,1.37,0.63,9,7,2,0.778,2.74,-0.72,12,11,1,0.917,1.37,-0.19,0,4,37.45,27.25
Juuse Saros,NSH,36,167.28333333333,131,107,24,0.817,8.61,-6.24,15.56,35,24,11,0.686,3.95,-2.85,41,32,9,0.780,3.23,-3.18,54,50,4,0.926,1.43,-0.34,3,14,29.85,19.33
Kaapo Kahkonen,MIN,24,120.5,103,88,15,0.854,7.47,-1.04,10.7,26,22,4,0.846,1.99,2.05,29,22,7,0.759,3.49,-2.88,47,43,4,0.915,1.99,-0.82,1,10,33.14,26.40
Keith Kinkaid,NYR,9,43.733333333333,31,29,2,0.935,2.74,2.20,3.61,8,7,1,0.875,1.37,0.86,8,8,0,1.000,0.00,1.14,15,14,1,0.933,1.37,0.02,0,5,32.16,16.50
Kevin Lankinen,CHI,37,146.81666666667,150,125,25,0.833,10.22,-4.67,17.37,41,30,11,0.732,4.50,-1.45,40,36,4,0.900,1.63,1.68,69,59,10,0.855,4.09,-5.33,6,17,31.78,28.60
Laurent Brossoit,WPG,14,52.783333333333,57,52,5,0.912,5.68,2.73,7.24,17,16,1,0.941,1.14,2.96,13,12,1,0.923,1.14,0.85,27,24,3,0.889,3.41,-1.17,0,7,30.93,35.80
Linus Ullmark,BUF,20,77.316666666667,86,74,12,0.860,9.31,-0.34,9.74,20,13,7,0.650,5.43,-2.34,18,17,1,0.944,0.78,1.56,48,44,4,0.917,3.10,-0.75,0,13,36.03,24.33
Louis Domingue,CGY,1,4.2,0,0,0,-,0.00,0.00,0,0,0,0,-,0.00,0.00,0,0,0,-,0.00,0.00,0,0,0,-,0.00,0.00,0,0,-,-
Mackenzie Blackwood,NJD,35,152.48333333333,137,113,24,0.825,9.44,-5.43,19.12,48,32,16,0.667,6.30,-4.82,38,34,4,0.895,1.57,1.40,51,47,4,0.922,1.57,-0.55,2,21,28.07,18.88
Malcolm Subban,CHI,16,91.916666666667,69,61,8,0.884,5.22,1.35,8.39,20,16,4,0.800,2.61,0.66,23,21,2,0.913,1.31,1.27,26,24,2,0.923,1.31,-0.24,1,6,31.46,22.75
Marc-Andre Fleury,VGK,36,152.33333333333,110,99,11,0.900,4.33,3.91,15.01,32,25,7,0.781,2.76,0.45,30,26,4,0.867,1.58,0.26,47,47,0,1.000,0.00,3.18,4,17,31.46,14.09
Marcus Hogberg,OTT,14,46.4,47,38,9,0.809,11.64,-2.63,5.37,15,12,3,0.800,3.88,0.49,17,13,4,0.765,5.17,-1.59,15,13,2,0.867,2.59,-0.98,1,2,28.79,24.44
Martin Jones,SJS,34,161.75,141,118,23,0.837,8.53,-3.89,16.34,42,27,15,0.643,5.56,-5.22,40,36,4,0.900,1.48,1.68,59,55,4,0.932,1.48,-0.01,0,10,30.70,18.61
Matiss Kivlenieks,CBJ,2,5.5333333333333,5,3,2,0.600,21.69,-1.32,0.64,1,0,1,0.000,10.84,-0.77,1,0,1,0.000,10.84,-0.86,3,3,0,1.000,0.00,0.20,0,1,27.60,14.00
Matt Murray,OTT,27,144.41666666667,118,102,16,0.864,6.65,0.00,14.64,31,23,8,0.742,3.32,-0.78,46,40,6,0.870,2.49,0.53,39,37,2,0.949,0.83,0.64,1,13,29.53,20.81
Maxime Lagace,PIT,1,2,2,2,0,1.000,0.00,0.27,0.35,1,1,0,1.000,0.00,0.23,0,0,0,-,0.00,0.00,1,1,0,1.000,0.00,0.07,0,1,33.00,-
Michael Houser,BUF,4,9.35,9,8,1,0.889,6.42,0.22,0.77,3,2,1,0.667,6.42,-0.30,4,4,0,1.000,0.00,0.57,2,2,0,1.000,0.00,0.14,0,0,27.78,12.00
Michael Hutchinson,TOR,8,26.8,25,22,3,0.880,6.72,0.39,2.86,8,7,1,0.875,2.24,0.86,9,8,1,0.889,2.24,0.28,8,7,1,0.875,2.24,-0.46,0,3,26.60,20.67
Mike Smith,EDM,32,136.03333333333,127,115,12,0.906,5.29,5.22,16.11,33,28,5,0.848,2.21,2.68,49,42,7,0.857,3.09,-0.04,45,45,0,1.000,0.00,3.05,1,9,30.27,18.17
Mikko Koskinen,EDM,26,112.98333333333,108,95,13,0.880,6.90,1.64,13.77,35,29,6,0.829,3.19,2.15,23,20,3,0.870,1.59,0.27,49,45,4,0.918,2.12,-0.68,2,16,30.46,17.92
Oscar Dansk,VGK,1,9.2,4,3,1,0.750,6.52,-0.46,0.88,2,2,0,1.000,0.00,0.47,1,1,0,1.000,0.00,0.14,1,0,1,0.000,6.52,-0.93,0,1,26.50,60.00
Pekka Rinne,NSH,24,117.76666666667,105,88,17,0.838,8.66,-2.77,12.22,34,24,10,0.706,5.09,-2.08,27,22,5,0.815,2.55,-1.16,44,42,2,0.955,1.02,0.98,0,17,30.32,20.59
Petr Mrazek,CAR,12,40.3,23,21,2,0.913,2.98,1.12,3.41,8,6,2,0.750,2.98,-0.14,2,2,0,1.000,0.00,0.28,13,13,0,1.000,0.00,0.88,0,4,29.09,15.50
Philipp Grubauer,COL,40,208.3,187,170,17,0.909,4.90,8.35,21.65,48,44,4,0.917,1.15,7.18,44,37,7,0.841,2.02,-0.75,95,89,6,0.937,1.73,0.43,2,27,34.28,32.29
Robin Lehner,VGK,19,80.966666666667,73,67,6,0.918,4.45,3.90,8.49,18,16,2,0.889,1.48,2.19,31,28,3,0.903,2.22,1.40,23,22,1,0.957,0.74,0.56,0,9,30.89,25.33
Ryan Miller,ANA,16,71.233333333333,67,57,10,0.851,8.42,-0.92,9.26,23,20,3,0.870,2.53,2.36,24,20,4,0.833,3.37,-0.59,20,17,3,0.850,2.53,-1.65,0,10,27.75,27.00
Scott Wedgewood,NJD,16,65.933333333333,62,52,10,0.839,9.10,-1.60,9.01,26,19,7,0.731,6.37,-0.95,17,14,3,0.824,2.73,-0.59,19,19,0,1.000,0.00,1.29,0,8,27.13,17.00
Semyon Varlamov,NYI,36,147.16666666667,126,111,15,0.881,6.12,2.08,16.15,30,26,4,0.867,1.63,2.99,32,26,6,0.813,2.45,-1.45,63,58,5,0.921,2.04,-0.73,2,18,32.71,30.20
Sergei Bobrovsky,FLA,31,157.81666666667,153,132,21,0.863,7.98,-0.26,18.61,41,31,10,0.756,3.80,-0.45,55,51,4,0.927,1.52,3.81,56,50,6,0.893,2.28,-2.21,1,19,32.38,29.90
Spencer Knight,FLA,4,7.0666666666667,9,7,2,0.778,16.98,-0.78,1.19,3,1,2,0.333,16.98,-1.30,0,0,0,-,0.00,0.00,6,6,0,1.000,0.00,0.41,0,2,35.56,13.50
Stuart Skinner,EDM,1,8.5666666666667,7,5,2,0.714,14.01,-1.05,0.68,2,2,0,1.000,0.00,0.47,2,1,1,0.500,7.00,-0.72,3,2,1,0.667,7.00,-0.80,0,1,28.43,35.50
Thatcher Demko,VAN,35,200.53333333333,193,167,26,0.865,7.78,0.16,23.71,54,43,11,0.796,3.29,1.58,61,56,5,0.918,1.50,3.66,77,67,10,0.870,2.99,-4.79,2,19,29.98,28.04
Thomas Greiss,DET,34,134.56666666667,132,111,21,0.841,9.36,-3.11,15.98,44,32,12,0.727,5.35,-1.75,33,27,6,0.818,2.68,-1.31,55,52,3,0.945,1.34,0.72,1,17,29.87,20.86
Tristan Jarry,PIT,39,154.45,139,116,23,0.835,8.93,-4.16,16.47,40,28,12,0.700,4.66,-2.68,33,29,4,0.879,1.55,0.69,65,58,7,0.892,2.72,-2.60,1,15,31.71,23.65
Troy Grosenick,LAK,2,10.316666666667,8,8,0,1.000,0.00,1.08,1.29,1,1,0,1.000,0.00,0.23,6,6,0,1.000,0.00,0.85,1,1,0,1.000,0.00,0.07,0,2,31.00,-
Tuukka Rask,BOS,24,118.3,87,76,11,0.874,5.58,0.79,10.19,22,17,5,0.773,2.54,0.12,20,17,3,0.850,1.52,-0.16,44,41,3,0.932,1.52,-0.02,1,6,34.89,22.55
Ukko-Pekka Luukkonen,BUF,4,15.416666666667,21,19,2,0.905,7.78,0.85,3.05,7,7,0,1.000,0.00,1.63,6,6,0,1.000,0.00,0.85,8,6,2,0.750,7.78,-1.46,0,1,27.76,27.50
Veini Vehvilainen,CBJ,1,1.7833333333333,1,1,0,1.000,0.00,0.14,0.05,0,0,0,-,0.00,0.00,0,0,0,-,0.00,0.00,1,1,0,1.000,0.00,0.07,0,0,33.00,-
Ville Husso,STL,17,72.333333333333,76,64,12,0.842,9.95,-1.70,10.45,22,15,7,0.682,5.81,-1.88,19,15,4,0.789,3.32,-1.30,34,33,1,0.971,0.83,1.30,1,14,31.43,22.25
Vitek Vanecek,WSH,37,176.66666666667,120,104,16,0.867,5.43,0.27,19.69,47,39,8,0.830,2.72,2.95,28,24,4,0.857,1.36,-0.02,45,41,4,0.911,1.36,-0.95,1,19,28.39,21.75
