Player,Team,GP,TOI,Shots Against,Saves,Goals Against,SV%,GAA,GSAA,xG Against,HD Shots Against,HD Saves,HD Goals Against,HDSV%,HDGAA,HDGSAA,MD Shots Against,MD Saves,MD Goals Against,MDSV%,MDGAA,MDGSAA,LD Shots Against,LD Saves,LD Goals Against,LDSV%,LDGAA,LDGSAA,Rush Attempts Against,Rebound Attempts Against,Avg. Shot Distance,Avg. Goal Distance
Dan Vladar,CGY,30,128.93333333333,116,93,23,0.802,10.70,-5.48,15.97,30,21,9,0.700,4.19,-2.39,36,29,7,0.806,3.26,-1.34,50,43,7,0.860,3.26,-2.37,2,19,28.16,23.35
Daniil Tarasov,CBJ,20,75.45,88,79,9,0.898,7.16,4.29,13.25,33,28,5,0.848,3.98,2.27,29,26,3,0.897,2.39,1.56,26,25,1,0.962,0.80,1.41,2,15,25.42,17.56
Darcy Kuemper,LAK,50,259.35,203,181,22,0.892,5.09,8.66,33.57,77,67,10,0.870,2.31,6.96,58,49,9,0.845,2.08,0.12,64,61,3,0.953,0.69,2.93,3,39,25.90,17.68
David Rittich,LAK,34,128.81666666667,90,70,20,0.778,9.32,-6.41,13.28,32,21,11,0.656,5.12,-3.95,24,21,3,0.875,1.40,0.77,33,27,6,0.818,2.79,-2.94,3,14,28.48,21.30
Dennis Hildeby,TOR,6,23.283333333333,19,17,2,0.895,5.15,0.87,2.02,6,6,0,1.000,0.00,1.32,6,5,1,0.833,2.58,-0.06,7,6,1,0.857,2.58,-0.35,0,4,27.21,29.50
Devon Levi,BUF,9,43.75,51,43,8,0.843,10.97,-0.30,6.75,14,10,4,0.714,5.49,-0.92,15,11,4,0.733,5.49,-1.64,22,22,0,1.000,0.00,2.04,2,6,29.78,16.25
Drew Commesso,CHI,2,8,7,7,0,1.000,0.00,1.06,1.07,2,2,0,1.000,0.00,0.44,2,2,0,1.000,0.00,0.31,3,3,0,1.000,0.00,0.28,0,2,26.86,-
Dustin Tokarski,CAR,6,29.25,19,18,1,0.947,2.05,1.87,2.22,5,4,1,0.800,2.05,0.10,8,8,0,1.000,0.00,1.26,6,6,0,1.000,0.00,0.56,1,1,28.58,10.00
Dustin Wolf,CGY,53,243.43333333333,229,198,31,0.865,7.64,3.59,35.65,78,62,16,0.795,3.94,1.18,70,61,9,0.871,2.22,2.01,79,73,6,0.924,1.48,1.32,7,40,27.25,19.13
Elvis Merzlikins,CBJ,53,249.4,224,186,38,0.830,9.14,-4.17,32.96,73,54,19,0.740,4.57,-2.92,62,50,12,0.806,2.89,-2.25,89,82,7,0.921,1.68,1.25,5,45,29.05,22.03
Eric Comrie,WPG,20,80.25,59,49,10,0.831,7.48,-1.09,9.24,18,13,5,0.722,3.74,-1.04,16,13,3,0.813,2.24,-0.48,24,22,2,0.917,1.50,0.22,3,11,28.46,20.90
Erik Portillo,LAK,1,6,7,7,0,1.000,0.00,1.06,1.04,2,2,0,1.000,0.00,0.44,2,2,0,1.000,0.00,0.31,3,3,0,1.000,0.00,0.28,0,2,27.00,-
Filip Gustavsson,MIN,58,236.95,249,213,36,0.855,9.12,1.61,33.12,54,44,10,0.815,2.53,1.89,83,68,15,0.819,3.80,-1.95,112,101,11,0.902,2.79,-0.62,2,40,31.00,25.56
Frederik Andersen,CAR,22,122.48333333333,87,76,11,0.874,5.39,2.14,15.24,34,28,6,0.824,2.94,1.49,24,21,3,0.875,1.47,0.77,29,27,2,0.931,0.98,0.69,1,17,27.52,24.27
Georgi Romanov,SJS,8,38.666666666667,39,33,6,0.846,9.31,-0.11,6.6,13,9,4,0.692,6.21,-1.14,14,13,1,0.929,1.55,1.20,12,11,1,0.917,1.55,0.11,2,8,26.79,20.17
Hunter Shepard,WSH,1,3.8666666666667,2,2,0,1.000,0.00,0.30,0.22,0,0,0,-,0.00,0.00,2,2,0,1.000,0.00,0.31,0,0,0,-,0.00,0.00,0,0,24.50,-
Igor Shesterkin,NYR,61,323.31666666667,258,224,34,0.868,6.31,4.97,42.97,90,72,18,0.800,3.34,1.82,77,65,12,0.844,2.23,0.11,89,85,4,0.955,0.74,4.25,3,58,27.17,18.29
Ilya Samsonov,VGK,29,92.316666666667,75,57,18,0.760,11.70,-6.67,12.77,20,12,8,0.600,5.20,-3.59,28,24,4,0.857,2.60,0.40,27,21,6,0.778,3.90,-3.50,0,20,28.16,22.56
Ilya Sorokin,NYI,61,228.98333333333,213,180,33,0.845,8.65,-0.83,34.59,69,56,13,0.812,3.41,2.20,42,35,7,0.833,1.83,-0.39,101,88,13,0.871,3.41,-3.64,0,44,27.97,25.24
Ivan Fedotov,PHI,26,86.683333333333,51,39,12,0.765,8.31,-4.30,9.61,18,14,4,0.778,2.77,-0.04,15,13,2,0.867,1.38,0.36,17,11,6,0.647,4.15,-4.42,1,15,28.14,28.92
Jacob Markstrom,NJD,49,238.51666666667,152,131,21,0.862,5.28,1.96,27.12,50,39,11,0.780,2.77,0.01,36,33,3,0.917,0.75,2.66,66,59,7,0.894,1.76,-0.88,2,32,28.68,23.48
Jake Allen,NJD,31,123.61666666667,108,90,18,0.833,8.74,-1.69,21.19,40,28,12,0.700,5.82,-3.19,31,28,3,0.903,1.46,1.88,37,34,3,0.919,1.46,0.43,3,34,25.50,17.06
Jake Oettinger,DAL,58,261.55,214,189,25,0.883,5.74,7.32,35.49,67,55,12,0.821,2.75,2.76,61,52,9,0.852,2.06,0.59,85,81,4,0.953,0.92,3.88,4,44,28.14,19.60
Jakub Dobes,MTL,16,65.7,70,62,8,0.886,7.31,2.57,10.69,26,23,3,0.885,2.74,2.73,23,19,4,0.826,3.65,-0.38,21,20,1,0.952,0.91,0.95,0,15,25.41,24.25
Jakub Skarek,NYI,2,2.2,5,4,1,0.800,27.27,-0.24,0.29,0,0,0,-,0.00,0.00,2,2,0,1.000,0.00,0.31,3,2,1,0.667,27.27,-0.72,0,0,34.80,33.00
James Reimer,"ANA, BUF",24,106.13333333333,84,70,14,0.833,7.91,-1.31,12.19,28,20,8,0.714,4.52,-1.83,25,20,5,0.800,2.83,-1.07,31,30,1,0.968,0.57,1.87,0,7,23.89,14.14
Jaxson Stauber,UTA,6,28.183333333333,20,18,2,0.900,4.26,1.02,3.32,5,4,1,0.800,2.13,0.10,9,8,1,0.889,2.13,0.42,6,6,0,1.000,0.00,0.56,0,4,24.50,18.00
Jeremy Swayman,BOS,58,251.48333333333,216,176,40,0.815,9.54,-7.38,31.09,65,42,23,0.646,5.49,-8.68,73,59,14,0.808,3.34,-2.52,76,73,3,0.961,0.72,4.04,5,36,28.43,17.78
Jesper Wallstedt,MIN,2,6.1,6,3,3,0.500,29.51,-2.09,0.74,2,1,1,0.500,9.84,-0.56,2,1,1,0.500,9.84,-0.69,2,1,1,0.500,9.84,-0.81,0,0,25.67,33.00
Jet Greaves,CBJ,11,34.1,19,17,2,0.895,3.52,0.87,3.08,8,6,2,0.750,3.52,-0.24,5,5,0,1.000,0.00,0.79,6,6,0,1.000,0.00,0.56,0,4,27.16,16.00
Joel Blomqvist,PIT,15,64.9,68,59,9,0.868,8.32,1.27,9.52,12,12,0,1.000,0.00,2.64,26,21,5,0.808,4.62,-0.91,30,26,4,0.867,3.70,-1.22,1,12,31.28,34.67
Joel Hofer,STL,31,86.583333333333,81,63,18,0.778,12.47,-5.77,11.32,15,11,4,0.733,2.77,-0.70,28,18,10,0.643,6.93,-5.60,38,34,4,0.895,2.77,-0.48,1,10,30.73,25.78
Joey Daccord,SEA,57,228.86666666667,228,195,33,0.855,8.65,1.44,35.11,58,47,11,0.810,2.88,1.78,70,57,13,0.814,3.41,-1.99,98,89,9,0.908,2.36,0.08,0,45,31.33,25.24
John Gibson,ANA,29,119.63333333333,105,84,21,0.800,10.53,-5.14,16.8,33,21,12,0.636,6.02,-4.73,33,28,5,0.848,2.51,0.19,39,35,4,0.897,2.01,-0.39,2,18,27.36,18.19
Jonas Johansson,TBL,19,67.333333333333,69,58,11,0.841,9.80,-0.58,11.3,23,19,4,0.826,3.56,1.07,19,16,3,0.842,2.67,-0.01,27,23,4,0.852,3.56,-1.50,1,18,30.88,29.64
Jonathan Quick,NYR,24,80.333333333333,71,58,13,0.817,9.71,-2.28,12.26,28,20,8,0.714,5.98,-1.83,27,23,4,0.852,2.99,0.25,16,15,1,0.938,0.75,0.48,0,13,24.07,15.85
Joonas Korpisalo,BOS,27,131.43333333333,100,84,16,0.840,7.30,-0.90,18.44,35,25,10,0.714,4.57,-2.29,23,17,6,0.739,2.74,-2.38,42,42,0,1.000,0.00,3.89,0,27,27.59,17.63
Jordan Binnington,STL,56,226.66666666667,197,166,31,0.843,8.21,-1.25,32.38,72,58,14,0.806,3.71,1.86,51,40,11,0.784,2.91,-2.98,73,67,6,0.918,1.59,0.76,5,37,27.37,20.71
Joseph Woll,TOR,42,168.46666666667,169,140,29,0.828,10.33,-3.47,27.49,51,37,14,0.725,4.99,-2.77,57,50,7,0.877,2.49,1.97,61,53,8,0.869,2.85,-2.35,3,40,25.80,19.45
Justus Annunen,"COL, NSH",34,134.46666666667,108,86,22,0.796,9.82,-5.69,15.1,27,19,8,0.704,3.57,-2.05,37,28,9,0.757,4.02,-3.18,44,39,5,0.886,2.23,-0.92,2,14,28.81,22.59
Juuse Saros,NSH,58,281.1,212,185,27,0.873,5.76,5.02,32.61,79,65,14,0.823,2.99,3.40,66,58,8,0.879,1.71,2.38,67,62,5,0.925,1.07,1.21,1,32,25.92,17.26
Kaapo Kahkonen,COL,1,6.85,2,2,0,1.000,0.00,0.30,0.2,0,0,0,-,0.00,0.00,0,0,0,-,0.00,0.00,2,2,0,1.000,0.00,0.19,0,0,40.50,-
Karel Vejmelka,UTA,58,283.11666666667,260,224,36,0.862,7.63,3.27,41.84,86,68,18,0.791,3.81,0.94,72,63,9,0.875,1.91,2.32,101,92,9,0.911,1.91,0.36,1,53,27.11,20.81
Kevin Lankinen,VAN,51,238.8,212,191,21,0.901,5.28,11.02,33.35,68,57,11,0.838,2.76,3.98,65,59,6,0.908,1.51,4.22,78,74,4,0.949,1.01,3.23,3,42,26.78,20.10
Leevi Merilainen,OTT,12,59.183333333333,45,41,4,0.911,4.06,2.80,6.61,15,12,3,0.800,3.04,0.30,13,12,1,0.923,1.01,1.04,17,17,0,1.000,0.00,1.58,1,8,24.38,10.50
Linus Ullmark,OTT,44,188.63333333333,205,180,25,0.878,7.95,5.96,30.53,67,56,11,0.836,3.50,3.76,58,49,9,0.845,2.86,0.12,79,74,5,0.937,1.59,2.32,3,36,25.69,21.28
Logan Thompson,WSH,43,190.96666666667,161,138,23,0.857,7.23,1.32,24.68,39,31,8,0.795,2.51,0.59,42,38,4,0.905,1.26,2.61,80,69,11,0.863,3.46,-3.59,3,26,29.99,25.83
Louis Domingue,NYR,1,2,1,1,0,1.000,0.00,0.15,0.05,0,0,0,-,0.00,0.00,1,1,0,1.000,0.00,0.16,0,0,0,-,0.00,0.00,0,0,33.00,-
Lukas Dostal,ANA,53,242.63333333333,239,203,36,0.849,8.90,0.10,38.2,82,64,18,0.780,4.45,0.06,63,56,7,0.889,1.73,2.91,93,82,11,0.882,2.72,-2.38,2,46,26.86,21.08
Mackenzie Blackwood,"COL, SJS",56,250.41666666667,223,200,23,0.897,5.51,10.68,36.1,68,60,8,0.882,1.92,6.98,69,58,11,0.841,2.64,-0.15,86,82,4,0.953,0.96,3.97,1,57,27.57,21.43
Mads Sogaard,OTT,2,6.6833333333333,7,5,2,0.714,17.96,-0.94,1.6,5,4,1,0.800,8.98,0.10,0,0,0,-,0.00,0.00,2,1,1,0.500,8.98,-0.81,0,2,15.71,25.00
Marc-Andre Fleury,MIN,26,86.5,72,56,16,0.778,11.10,-5.13,10.5,19,12,7,0.632,4.86,-2.81,20,16,4,0.800,2.77,-0.85,32,27,5,0.844,3.47,-2.03,1,11,29.29,22.63
Marcus Hogberg,NYI,15,36.2,38,31,7,0.816,11.60,-1.26,6.55,13,9,4,0.692,6.63,-1.14,12,10,2,0.833,3.31,-0.11,13,12,1,0.923,1.66,0.20,1,8,26.71,21.43
Matt Murray,TOR,2,5.3166666666667,8,7,1,0.875,11.29,0.21,0.77,1,0,1,0.000,11.29,-0.78,4,4,0,1.000,0.00,0.63,3,3,0,1.000,0.00,0.28,1,0,33.63,10.00
Matt Villalta,UTA,1,4.35,8,7,1,0.875,13.79,0.21,1.56,1,1,0,1.000,0.00,0.22,5,4,1,0.800,13.79,-0.21,2,2,0,1.000,0.00,0.19,0,2,21.50,16.00
Nico Daws,NJD,6,28.15,21,21,0,1.000,0.00,3.17,3.59,2,2,0,1.000,0.00,0.44,7,7,0,1.000,0.00,1.10,11,11,0,1.000,0.00,1.02,1,6,37.67,-
Nikita Tolopilo,VAN,2,7.0166666666667,5,4,1,0.800,8.55,-0.24,1.2,1,1,0,1.000,0.00,0.22,1,1,0,1.000,0.00,0.16,3,2,1,0.667,8.55,-0.72,0,3,29.20,27.00
Nikke Kokko,SEA,1,2,1,1,0,1.000,0.00,0.15,0.09,0,0,0,-,0.00,0.00,1,1,0,1.000,0.00,0.16,0,0,0,-,0.00,0.00,0,0,26.00,-
Olivier Rodrigue,EDM,2,7.0166666666667,2,2,0,1.000,0.00,0.30,0.88,2,2,0,1.000,0.00,0.44,0,0,0,-,0.00,0.00,0,0,0,-,0.00,0.00,0,1,7.50,-
Petr Mrazek,"CHI, DET",38,168.25,153,130,23,0.850,8.20,0.11,21.76,51,37,14,0.725,4.99,-2.77,49,42,7,0.857,2.50,0.71,53,51,2,0.962,0.71,2.91,2,33,26.88,17.48
Pheonix Copley,LAK,1,2.45,4,2,2,0.500,48.98,-1.40,0.54,3,2,1,0.667,24.49,-0.34,0,0,0,-,0.00,0.00,1,0,1,0.000,24.49,-0.91,0,1,15.25,25.50
Philipp Grubauer,SEA,26,84.1,80,69,11,0.863,7.85,1.08,13.28,23,18,5,0.783,3.57,0.07,21,18,3,0.857,2.14,0.30,36,33,3,0.917,2.14,0.34,0,21,30.20,21.27
Pyotr Kochetkov,CAR,47,218.96666666667,158,137,21,0.867,5.75,2.86,28.33,57,49,8,0.860,2.19,4.56,38,33,5,0.868,1.37,0.98,62,54,8,0.871,2.19,-2.25,5,38,26.10,19.24
Sam Montembeault,MTL,62,301.23333333333,262,226,36,0.863,7.17,3.57,42.91,81,66,15,0.815,2.99,2.84,81,68,13,0.840,2.59,-0.26,100,92,8,0.920,1.59,1.27,3,39,26.53,23.58
Samuel Ersson,PHI,47,188.61666666667,144,123,21,0.854,6.68,0.75,25.08,44,30,14,0.682,4.45,-4.31,52,47,5,0.904,1.59,3.18,46,44,2,0.957,0.64,2.26,3,36,26.91,13.67
Scott Wedgewood,"COL, NSH",24,104.58333333333,68,56,12,0.824,6.88,-1.73,9.4,15,10,5,0.667,2.87,-1.70,23,19,4,0.826,2.29,-0.38,30,27,3,0.900,1.72,-0.22,1,12,28.62,19.83
Sebastian Cossa,DET,1,4,1,1,0,1.000,0.00,0.15,0.23,0,0,0,-,0.00,0.00,1,1,0,1.000,0.00,0.16,0,0,0,-,0.00,0.00,0,0,23.00,-
Semyon Varlamov,NYI,10,27.433333333333,30,22,8,0.733,17.50,-3.47,3.55,3,1,2,0.333,4.37,-1.34,16,10,6,0.625,13.12,-3.48,11,11,0,1.000,0.00,1.02,0,1,33.83,26.00
Sergei Bobrovsky,FLA,54,270.51666666667,221,186,35,0.842,7.76,-1.62,35.45,72,52,20,0.722,4.44,-4.14,55,52,3,0.945,0.67,5.65,93,81,12,0.871,2.66,-3.38,2,41,27.73,18.11
Spencer Knight,"CHI, FLA",38,150.53333333333,116,96,20,0.828,7.97,-2.48,20.24,48,41,7,0.854,2.79,3.57,26,20,6,0.769,2.39,-1.91,42,35,7,0.833,2.79,-3.11,1,29,25.74,23.70
Spencer Martin,CAR,9,37.283333333333,30,24,6,0.800,9.66,-1.47,6.34,11,8,3,0.727,4.83,-0.58,11,9,2,0.818,3.22,-0.27,8,7,1,0.875,1.61,-0.26,0,7,22.93,21.50
Stuart Skinner,EDM,50,198.73333333333,180,152,28,0.844,8.45,-0.81,26.84,53,40,13,0.755,3.92,-1.33,70,61,9,0.871,2.72,2.01,55,49,6,0.891,1.81,-0.90,1,31,27.34,19.89
Thatcher Demko,VAN,23,99.7,70,57,13,0.814,7.82,-2.43,12.62,24,20,4,0.833,2.41,1.29,25,19,6,0.760,3.61,-2.07,21,18,3,0.857,1.81,-1.05,0,11,25.21,18.69
Trent Miner,COL,2,2,0,0,0,-,0.00,0.00,0.03,0,0,0,-,0.00,0.00,0,0,0,-,0.00,0.00,0,0,0,-,0.00,0.00,0,0,-,-
Tristan Jarry,PIT,36,141.51666666667,128,109,19,0.852,8.06,0.33,17.94,33,24,9,0.727,3.82,-1.73,44,37,7,0.841,2.97,-0.08,51,48,3,0.941,1.27,1.73,1,16,29.63,22.26
Ukko-Pekka Luukkonen,BUF,55,249.08333333333,211,174,37,0.825,8.91,-5.13,32.27,65,48,17,0.738,4.10,-2.68,63,50,13,0.794,3.13,-3.09,83,76,7,0.916,1.69,0.69,3,34,27.74,20.97
Ville Husso,"ANA, DET",13,50.95,32,24,8,0.750,9.42,-3.17,4.81,9,5,4,0.556,4.71,-2.02,5,3,2,0.600,2.36,-1.21,18,16,2,0.889,2.36,-0.33,2,6,28.31,21.50
Vitek Vanecek,"FLA, SJS",25,150.5,118,98,20,0.831,7.97,-2.18,17.4,31,23,8,0.742,3.19,-1.17,40,31,9,0.775,3.59,-2.71,47,44,3,0.936,1.20,1.36,1,18,30.28,21.95
Yaniv Perets,CAR,1,1.8666666666667,3,2,1,0.667,32.14,-0.55,0.55,2,2,0,1.000,0.00,0.44,1,0,1,0.000,32.14,-0.84,0,0,0,-,0.00,0.00,0,1,13.00,25.00
Yaroslav Askarov,SJS,13,47.35,44,36,8,0.818,10.14,-1.35,9.77,16,13,3,0.813,3.80,0.52,17,15,2,0.882,2.53,0.67,11,8,3,0.727,3.80,-1.98,1,16,21.80,16.75
