Player,Team,GP,TOI,Shots Against,Saves,Goals Against,SV%,GAA,GSAA,xG Against,HD Shots Against,HD Saves,HD Goals Against,HDSV%,HDGAA,HDGSAA,MD Shots Against,MD Saves,MD Goals Against,MDSV%,MDGAA,MDGSAA,LD Shots Against,LD Saves,LD Goals Against,LDSV%,LDGAA,LDGSAA,Rush Attempts Against,Rebound Attempts Against,Avg. Shot Distance,Avg. Goal Distance
Joonas Korpisalo,OTT,55,2538.15,1261,1136,125,0.901,2.95,-12.89,114.73,325,263,62,0.809,1.47,-2.12,320,281,39,0.878,0.92,-3.11,558,534,24,0.957,0.57,-6.43,74,264,34.21,20.37
Jordan Binnington,STL,57,2766.6166666667,1506,1384,122,0.919,2.65,11.90,134.7,400,339,61,0.848,1.32,12.70,344,307,37,0.892,0.80,1.58,695,671,24,0.965,0.52,-2.12,68,266,34.12,20.28
Joseph Woll,TOR,25,1235,623,565,58,0.907,2.82,-2.61,55.47,191,157,34,0.822,1.65,1.19,160,145,15,0.906,0.73,2.94,238,229,9,0.962,0.44,-1.51,45,132,34.57,22.02
Justus Annunen,COL,14,658.76666666667,339,313,26,0.923,2.37,4.14,29.79,93,78,15,0.839,1.37,2.13,79,71,8,0.899,0.73,0.86,154,151,3,0.981,0.27,1.85,21,62,35.41,18.42
Juuse Saros,NSH,64,2996.6,1513,1384,129,0.915,2.58,5.52,125.7,356,296,60,0.831,1.20,5.59,372,328,44,0.882,0.88,-2.28,701,677,24,0.966,0.48,-1.93,116,267,35.17,21.27
Kaapo Kahkonen,"NJD, SJS",37,1628.15,954,867,87,0.909,3.21,-2.18,87.67,214,182,32,0.850,1.18,7.43,264,226,38,0.856,1.40,-8.39,441,424,17,0.961,0.63,-3.12,43,186,34.42,23.05
Karel Vejmelka,ARI,38,1681.6666666667,880,795,85,0.903,3.03,-6.76,75.6,227,184,43,0.811,1.53,-1.18,220,191,29,0.868,1.03,-4.33,381,368,13,0.966,0.46,-1.00,54,139,36.28,19.14
Kenneth Appleby,NYI,1,16.383333333333,6,5,1,0.833,3.66,-0.47,0.42,3,2,1,0.667,3.66,-0.45,0,0,0,-,0.00,0.00,3,3,0,1.000,0.00,0.09,0,0,30.83,7.00
Kevin Lankinen,NSH,24,986.23333333333,505,469,36,0.929,2.19,8.90,42.81,122,101,21,0.828,1.28,1.48,138,129,9,0.935,0.55,6.48,219,213,6,0.973,0.37,0.90,43,78,34.68,15.67
Laurent Brossoit,WPG,23,1157.15,521,490,31,0.940,1.61,15.32,45.25,127,109,18,0.858,0.93,5.40,129,121,8,0.938,0.41,6.47,236,231,5,0.979,0.26,2.43,30,97,37.11,20.45
Linus Ullmark,BOS,41,2015.5166666667,1006,928,78,0.922,2.32,11.44,86.63,258,219,39,0.849,1.16,8.53,249,220,29,0.884,0.86,-1.08,455,445,10,0.978,0.30,4.33,74,186,35.06,20.14
Logan Thompson,VGK,46,2223.5,1089,996,93,0.915,2.51,3.82,90.62,249,200,49,0.803,1.32,-3.12,260,236,24,0.908,0.65,5.16,527,507,20,0.962,0.54,-3.41,70,219,36.21,20.81
Louis Domingue,NYR,1,56.016666666667,23,22,1,0.957,1.07,1.04,2.34,6,5,1,0.833,1.07,0.11,5,5,0,1.000,0.00,0.56,12,12,0,1.000,0.00,0.38,0,6,33.57,9.00
Lukas Dostal,ANA,44,1872.8166666667,985,901,84,0.915,2.69,3.57,79.08,246,199,47,0.809,1.51,-1.68,235,208,27,0.885,0.87,-0.65,452,442,10,0.978,0.32,4.23,51,146,35.72,19.20
Mackenzie Blackwood,SJS,44,2031.5833333333,1105,1001,104,0.906,3.07,-5.76,101.78,325,267,58,0.822,1.71,1.88,293,264,29,0.901,0.86,3.86,448,431,17,0.962,0.50,-2.90,68,216,34.25,20.01
Mads Sogaard,OTT,6,231.96666666667,105,90,15,0.857,3.88,-5.66,7.44,22,15,7,0.682,1.81,-2.95,28,22,6,0.786,1.55,-2.86,50,48,2,0.960,0.52,-0.43,4,12,35.60,20.87
Magnus Chrona,SJS,9,402.45,209,177,32,0.847,4.77,-13.42,19.77,52,35,17,0.673,2.53,-7.42,56,47,9,0.839,1.34,-2.72,91,85,6,0.934,0.89,-3.13,10,39,34.71,19.97
Magnus Hellberg,PIT,3,105.88333333333,58,54,4,0.931,2.27,1.16,4.95,14,11,3,0.786,1.70,-0.42,20,19,1,0.950,0.57,1.24,24,24,0,1.000,0.00,0.76,2,10,30.41,16.75
Malcolm Subban,CBJ,1,52.5,28,26,2,0.929,2.29,0.49,2.89,8,8,0,1.000,0.00,1.47,5,4,1,0.800,1.14,-0.44,15,14,1,0.933,1.14,-0.53,0,6,35.36,37.50
Marc-Andre Fleury,MIN,40,1832.8,839,770,69,0.918,2.26,5.59,68.17,182,149,33,0.819,1.08,0.53,209,185,24,0.885,0.79,-0.56,406,394,12,0.970,0.39,0.78,50,132,36.96,20.28
Martin Jones,TOR,22,1011.1333333333,474,435,39,0.918,2.31,3.14,46.71,127,108,19,0.850,1.13,4.40,128,117,11,0.914,0.65,3.35,200,191,9,0.955,0.53,-2.70,29,98,34.11,17.90
Matt Murray,DAL,1,47.933333333333,16,16,0,1.000,0.00,1.42,0.89,1,1,0,1.000,0.00,0.18,2,2,0,1.000,0.00,0.22,11,11,0,1.000,0.00,0.35,2,2,46.06,-
Matt Tomkins,TBL,6,277.31666666667,140,121,19,0.864,4.11,-6.55,12.6,35,27,8,0.771,1.73,-1.55,39,32,7,0.821,1.51,-2.63,60,56,4,0.933,0.87,-2.11,7,30,35.46,22.16
Matt Villalta,ARI,2,62.35,25,21,4,0.840,3.85,-1.78,1.9,5,3,2,0.600,1.92,-1.08,8,6,2,0.750,1.92,-1.10,11,11,0,1.000,0.00,0.35,0,3,35.64,16.50
Michael Hutchinson,DET,1,44.5,22,19,3,0.864,4.04,-1.04,1.6,6,4,2,0.667,2.70,-0.89,3,3,0,1.000,0.00,0.34,13,12,1,0.923,1.35,-0.59,1,1,36.27,19.00
Nico Daws,NJD,21,963.36666666667,474,429,45,0.905,2.80,-2.86,44.66,134,110,24,0.821,1.49,0.69,108,92,16,0.852,1.00,-3.89,208,203,5,0.976,0.31,1.55,23,102,34.48,19.02
Petr Mrazek,CHI,56,2654.9833333333,1483,1362,121,0.918,2.73,10.85,127.2,379,316,63,0.834,1.42,6.83,395,362,33,0.916,0.75,11.30,651,626,25,0.962,0.56,-4.50,80,252,34.81,18.69
Pheonix Copley,LAK,8,347.93333333333,121,105,16,0.868,2.76,-5.24,12.08,33,22,11,0.667,1.90,-4.92,32,28,4,0.875,0.69,-0.41,51,50,1,0.980,0.17,0.61,9,23,32.72,15.19
Philipp Grubauer,SEA,36,1636.95,770,698,72,0.906,2.64,-3.54,65.9,183,146,37,0.798,1.36,-3.28,193,169,24,0.876,0.88,-2.36,356,345,11,0.969,0.40,0.21,51,146,37.03,19.97
Pyotr Kochetkov,CAR,42,1975.1,853,779,74,0.913,2.25,1.84,70.07,203,169,34,0.833,1.03,3.40,214,184,30,0.860,0.91,-6.00,377,368,9,0.976,0.27,2.87,46,139,37.31,21.97
Sam Montembeault,MTL,41,2011.1833333333,1037,944,93,0.910,2.77,-0.80,97.3,266,212,54,0.797,1.61,-4.99,272,240,32,0.882,0.95,-1.50,451,444,7,0.984,0.21,7.20,51,202,35.55,17.15
Samuel Ersson,PHI,51,2355.8333333333,995,890,105,0.894,2.67,-16.54,93.97,267,210,57,0.787,1.45,-7.81,248,212,36,0.855,0.92,-8.19,427,415,12,0.972,0.31,1.44,64,224,35.17,20.75
Scott Wedgewood,DAL,32,1519.0166666667,711,645,66,0.907,2.61,-2.79,57.11,160,125,35,0.781,1.38,-5.52,190,169,21,0.889,0.83,0.31,330,320,10,0.970,0.39,0.39,56,120,36.64,19.65
Semyon Varlamov,NYI,28,1350.8833333333,684,633,51,0.925,2.27,9.81,61.6,177,150,27,0.847,1.20,5.61,158,144,14,0.911,0.62,3.72,316,306,10,0.968,0.44,-0.05,46,151,34.27,21.78
Sergei Bobrovsky,FLA,58,2760.5833333333,1249,1154,95,0.924,2.06,16.05,104.44,320,264,56,0.825,1.22,2.96,297,271,26,0.912,0.57,7.31,554,541,13,0.977,0.28,4.44,92,193,37.06,17.73
Spencer Martin,"CAR, CBJ",19,903.58333333333,440,397,43,0.902,2.86,-3.88,40.43,112,91,21,0.813,1.39,-0.37,112,94,18,0.839,1.20,-5.44,199,195,4,0.980,0.27,2.27,20,83,33.68,18.07
Stuart Skinner,EDM,59,2832.6,1268,1160,108,0.915,2.29,4.74,113.94,325,265,60,0.815,1.27,-0.12,348,312,36,0.897,0.76,3.03,538,526,12,0.978,0.25,4.94,88,208,34.53,19.47
Thatcher Demko,VAN,51,2498.9,1193,1102,91,0.924,2.18,15.07,103.85,313,265,48,0.847,1.15,9.67,271,243,28,0.897,0.67,2.39,557,542,15,0.973,0.36,2.54,67,215,35.20,21.40
Tristan Jarry,PIT,51,2278.1666666667,1148,1048,100,0.913,2.63,2.07,105.67,284,226,58,0.796,1.53,-5.68,305,279,26,0.915,0.68,8.20,509,494,15,0.971,0.40,1.03,62,212,34.33,20.81
Ukko-Pekka Luukkonen,BUF,54,2617.9166666667,1207,1104,103,0.915,2.36,4.31,109.83,321,267,54,0.832,1.24,5.14,306,277,29,0.905,0.66,5.32,525,505,20,0.962,0.46,-3.47,73,232,35.09,22.85
Ville Husso,DET,19,818.63333333333,435,393,42,0.903,3.08,-3.32,39.66,99,78,21,0.788,1.54,-2.76,119,105,14,0.882,1.03,-0.66,202,195,7,0.965,0.51,-0.64,15,87,35.03,19.69
Vitek Vanecek,NJD,32,1510.0166666667,718,644,74,0.897,2.94,-10.16,60.78,190,140,50,0.737,1.99,-14.99,163,148,15,0.908,0.60,3.28,322,313,9,0.972,0.36,1.14,38,122,36.08,16.58
Yaniv Perets,CAR,1,10.666666666667,1,1,0,1.000,0.00,0.09,0.04,0,0,0,-,0.00,0.00,1,1,0,1.000,0.00,0.11,0,0,0,-,0.00,0.00,0,0,28.00,-
Yaroslav Askarov,NSH,2,72.8,32,30,2,0.938,1.65,0.85,3.19,8,7,1,0.875,0.82,0.47,8,7,1,0.875,0.82,-0.10,16,16,0,1.000,0.00,0.50,2,8,32.28,21.50
