Player,Team,GP,TOI,Shots Against,Saves,Goals Against,SV%,GAA,GSAA,xG Against,HD Shots Against,HD Saves,HD Goals Against,HDSV%,HDGAA,HDGSAA,MD Shots Against,MD Saves,MD Goals Against,MDSV%,MDGAA,MDGSAA,LD Shots Against,LD Saves,LD Goals Against,LDSV%,LDGAA,LDGSAA,Rush Attempts Against,Rebound Attempts Against,Avg. Shot Distance,Avg. Goal Distance
Aaron Dell,NJD,7,255.58333333333,126,111,15,0.881,3.52,-4.27,10,33,27,6,0.818,1.41,0.00,29,23,6,0.793,1.41,-3.28,59,56,3,0.949,0.70,-1.33,4,14,35.21,24.47
Adin Hill,ARI,19,845.68333333333,447,409,38,0.915,2.70,0.07,37.47,134,112,22,0.836,1.56,2.35,125,113,12,0.904,0.85,-0.28,169,165,4,0.976,0.28,0.79,19,56,33.21,20.24
Alex Lyon,PHI,6,268.85,134,124,10,0.925,2.23,1.41,10.15,33,28,5,0.848,1.12,1.00,35,33,2,0.943,0.45,1.28,65,62,3,0.954,0.67,-1.16,5,12,34.23,20.30
Alex Nedeljkovic,CAR,23,1177.3666666667,552,518,34,0.938,1.73,13.02,42.53,137,117,20,0.854,1.02,4.90,156,146,10,0.936,0.51,4.63,230,226,4,0.983,0.20,2.52,22,60,35.34,19.53
Alexandar Georgiev,NYR,19,811.46666666667,401,365,36,0.910,2.66,-1.85,29.52,85,64,21,0.753,1.55,-5.55,122,112,10,0.918,0.74,1.44,180,175,5,0.972,0.37,0.10,19,33,36.73,19.25
Alexei Melnichuk,SJS,3,114.46666666667,72,62,10,0.861,5.24,-3.87,6.62,26,22,4,0.846,2.10,0.72,22,17,5,0.773,2.62,-2.94,20,19,1,0.950,0.52,-0.43,5,11,32.56,17.20
Andrei Vasilevskiy,TBL,42,2063.8333333333,1020,951,69,0.932,2.01,17.88,75.79,293,255,38,0.870,1.10,15.25,309,286,23,0.926,0.67,5.98,380,372,8,0.979,0.23,2.77,44,94,33.87,21.13
Anthony Stolarz,ANA,8,396.6,194,179,15,0.923,2.27,1.52,14.92,48,37,11,0.771,1.66,-2.28,53,51,2,0.962,0.30,2.97,81,79,2,0.975,0.30,0.29,7,17,35.38,23.33
Anton Forsberg,OTT,8,387.31666666667,219,199,20,0.909,3.10,-1.35,17.47,67,58,9,0.866,1.39,3.18,55,46,9,0.836,1.39,-3.84,91,89,2,0.978,0.31,0.58,10,26,33.52,20.30
Anton Khudobin,DAL,32,1491.0333333333,629,577,52,0.917,2.09,1.57,45.56,152,123,29,0.809,1.17,-1.38,177,167,10,0.944,0.40,6.60,259,246,13,0.950,0.52,-5.66,27,57,36.58,23.65
Antti Raanta,ARI,12,564.71666666667,326,296,30,0.908,3.19,-2.23,25.39,84,70,14,0.833,1.49,1.27,111,101,10,0.910,1.06,0.41,123,117,6,0.951,0.64,-2.52,21,42,33.94,22.57
Artyom Zagidulin,CGY,1,28.216666666667,11,9,2,0.818,4.25,-1.06,0.94,3,2,1,0.667,2.13,-0.45,4,3,1,0.750,2.13,-0.62,3,3,0,1.000,0.00,0.08,4,1,45.55,16.50
