Player,Team,GP,TOI,Shots Against,Saves,Goals Against,SV%,GAA,GSAA,xG Against,HD Shots Against,HD Saves,HD Goals Against,HDSV%,HDGAA,HDGSAA,MD Shots Against,MD Saves,MD Goals Against,MDSV%,MDGAA,MDGSAA,LD Shots Against,LD Saves,LD Goals Against,LDSV%,LDGAA,LDGSAA,Rush Attempts Against,Rebound Attempts Against,Avg. Shot Distance,Avg. Goal Distance
Calvin Pickard,DET,6,23.866666666667,4,3,1,0.750,2.51,-0.70,0.34,2,1,1,0.500,2.51,-0.62,2,2,0,1.000,0.00,0.19,0,0,0,-,0.00,0.00,0,1,23.25,32.00
Cam Talbot,MIN,33,167.9,25,23,2,0.920,0.71,-0.12,1.55,5,4,1,0.800,0.36,-0.06,4,3,1,0.750,0.36,-0.62,4,4,0,1.000,0.00,0.15,5,1,85.56,15.00
Carey Price,MTL,25,100.96666666667,15,14,1,0.933,0.59,0.13,0.74,3,2,1,0.667,0.59,-0.44,2,2,0,1.000,0.00,0.19,1,1,0,1.000,0.00,0.04,1,1,89.93,15.00
Carter Hart,PHI,27,126.35,24,22,2,0.917,0.95,-0.20,1.19,4,2,2,0.500,0.95,-1.25,1,1,0,1.000,0.00,0.10,9,9,0,1.000,0.00,0.33,5,0,82.42,6.50
Carter Hutton,BUF,13,44.833333333333,7,7,0,1.000,0.00,0.53,0.51,3,3,0,1.000,0.00,0.56,1,1,0,1.000,0.00,0.10,1,1,0,1.000,0.00,0.04,0,0,53.86,-
Casey DeSmith,PIT,20,84.75,16,14,2,0.875,1.42,-0.80,1.64,6,5,1,0.833,0.71,0.13,5,4,1,0.800,0.71,-0.52,3,3,0,1.000,0.00,0.11,1,1,39.25,20.00
Cayden Primeau,MTL,4,14.7,2,2,0,1.000,0.00,0.15,0.18,1,1,0,1.000,0.00,0.19,0,0,0,-,0.00,0.00,0,0,0,-,0.00,0.00,0,0,70.50,-
Chris Driedger,FLA,23,122.6,19,18,1,0.947,0.49,0.43,1.24,3,3,0,1.000,0.00,0.56,4,3,1,0.750,0.49,-0.62,4,4,0,1.000,0.00,0.15,3,0,75.89,24.00
Christopher Gibson,TBL,2,6.1,0,0,0,-,0.00,0.00,0,0,0,0,-,0.00,0.00,0,0,0,-,0.00,0.00,0,0,0,-,0.00,0.00,0,0,-,-
Collin Delia,CHI,6,31.55,8,7,1,0.875,1.90,-0.40,0.67,3,2,1,0.667,1.90,-0.44,0,0,0,-,0.00,0.00,4,4,0,1.000,0.00,0.15,1,0,39.38,6.00
Connor Hellebuyck,WPG,45,214.43333333333,44,43,1,0.977,0.28,2.31,3.89,14,13,1,0.929,0.28,1.63,7,7,0,1.000,0.00,0.67,6,6,0,1.000,0.00,0.22,9,3,74.23,15.00
Craig Anderson,WSH,4,12.416666666667,3,3,0,1.000,0.00,0.23,0.24,0,0,0,-,0.00,0.00,0,0,0,-,0.00,0.00,2,2,0,1.000,0.00,0.07,1,0,59.00,-
Curtis McElhinney,TBL,12,77.283333333333,14,13,1,0.929,0.78,0.05,0.94,5,5,0,1.000,0.00,0.94,4,3,1,0.750,0.78,-0.62,1,1,0,1.000,0.00,0.04,1,1,48.36,21.00
Dan Vladar,BOS,5,29.583333333333,5,5,0,1.000,0.00,0.38,0.32,1,1,0,1.000,0.00,0.19,1,1,0,1.000,0.00,0.10,0,0,0,-,0.00,0.00,1,0,107.00,-
Darcy Kuemper,ARI,27,145.91666666667,25,24,1,0.960,0.41,0.88,2.03,8,7,1,0.875,0.41,0.51,1,1,0,1.000,0.00,0.10,6,6,0,1.000,0.00,0.22,4,1,68.88,13.00
David Rittich,"CGY, TOR",19,71.916666666667,24,22,2,0.917,1.67,-0.20,1.98,7,5,2,0.714,1.67,-0.68,10,10,0,1.000,0.00,0.96,0,0,0,-,0.00,0.00,2,2,54.33,18.50
Devan Dubnyk,"COL, SJS",22,86.216666666667,15,13,2,0.867,1.39,-0.87,0.95,3,1,2,0.333,1.39,-1.44,2,2,0,1.000,0.00,0.19,3,3,0,1.000,0.00,0.11,5,1,90.80,12.00
Dustin Tokarski,BUF,13,60.783333333333,17,16,1,0.941,0.99,0.28,1.33,5,4,1,0.800,0.99,-0.06,0,0,0,-,0.00,0.00,4,4,0,1.000,0.00,0.15,1,0,87.12,14.00
Elvis Merzlikins,CBJ,28,68.916666666667,13,13,0,1.000,0.00,0.98,0.67,3,3,0,1.000,0.00,0.56,0,0,0,-,0.00,0.00,3,3,0,1.000,0.00,0.11,0,0,97.77,-
Eric Comrie,NJD,1,5.15,0,0,0,-,0.00,0.00,0,0,0,0,-,0.00,0.00,0,0,0,-,0.00,0.00,0,0,0,-,0.00,0.00,0,0,-,-
Filip Gustavsson,OTT,9,37.016666666667,12,11,1,0.917,1.62,-0.10,0.9,3,2,1,0.667,1.62,-0.44,2,2,0,1.000,0.00,0.19,3,3,0,1.000,0.00,0.11,1,0,63.92,10.00
Frederik Andersen,TOR,24,102.81666666667,23,20,3,0.870,1.75,-1.27,1.92,7,4,3,0.571,1.75,-1.68,7,7,0,1.000,0.00,0.67,2,2,0,1.000,0.00,0.07,2,2,57.83,10.33
Hunter Miska,COL,5,24.9,5,5,0,1.000,0.00,0.38,0.32,2,2,0,1.000,0.00,0.38,1,1,0,1.000,0.00,0.10,0,0,0,-,0.00,0.00,3,0,65.00,-
Igor Shesterkin,NYR,35,152.56666666667,25,25,0,1.000,0.00,1.88,0.83,1,1,0,1.000,0.00,0.19,7,7,0,1.000,0.00,0.67,1,1,0,1.000,0.00,0.04,3,0,110.32,-
Ilya Samsonov,WSH,19,85.45,9,7,2,0.778,1.40,-1.32,0.92,1,0,1,0.000,0.70,-0.81,3,3,0,1.000,0.00,0.29,3,2,1,0.667,0.70,-0.89,1,1,65.89,39.50
Ilya Sorokin,NYI,22,116.15,16,16,0,1.000,0.00,1.20,1.67,3,3,0,1.000,0.00,0.56,5,5,0,1.000,0.00,0.48,2,2,0,1.000,0.00,0.07,4,1,74.75,-
Ivan Prosvetov,ARI,3,12.983333333333,3,3,0,1.000,0.00,0.23,0.19,2,2,0,1.000,0.00,0.38,0,0,0,-,0.00,0.00,0,0,0,-,0.00,0.00,1,1,58.00,-
Jack Campbell,TOR,22,102.8,25,22,3,0.880,1.75,-1.12,1.85,8,5,3,0.625,1.75,-1.49,8,8,0,1.000,0.00,0.77,4,4,0,1.000,0.00,0.15,3,1,47.84,14.33
Jacob Markstrom,CGY,43,225.1,46,41,5,0.891,1.33,-1.54,3.15,9,7,2,0.778,0.53,-0.31,13,11,2,0.846,0.53,-0.76,10,9,1,0.900,0.27,-0.63,10,1,65.80,23.60
Jake Allen,MTL,29,135.7,17,16,1,0.941,0.44,0.28,1.02,4,3,1,0.750,0.44,-0.25,3,3,0,1.000,0.00,0.29,3,3,0,1.000,0.00,0.11,1,0,74.88,17.00
Jake Oettinger,DAL,29,112.75,19,19,0,1.000,0.00,1.43,1.22,2,2,0,1.000,0.00,0.38,5,5,0,1.000,0.00,0.48,4,4,0,1.000,0.00,0.15,2,0,81.32,-
James Reimer,CAR,22,105.5,12,12,0,1.000,0.00,0.90,0.83,4,4,0,1.000,0.00,0.75,3,3,0,1.000,0.00,0.29,1,1,0,1.000,0.00,0.04,0,0,72.75,-
Jaroslav Halak,BOS,19,90.9,20,16,4,0.800,2.64,-2.50,1.27,7,5,2,0.714,1.32,-0.68,1,0,1,0.000,0.66,-0.90,5,4,1,0.800,0.66,-0.82,2,1,69.65,24.00
Jeremy Swayman,BOS,10,41.85,9,8,1,0.889,1.43,-0.32,0.63,2,2,0,1.000,0.00,0.38,3,2,1,0.667,1.43,-0.71,1,1,0,1.000,0.00,0.04,0,0,65.67,26.00
Joey Daccord,OTT,8,40.65,8,8,0,1.000,0.00,0.60,0.48,3,3,0,1.000,0.00,0.56,1,1,0,1.000,0.00,0.10,2,2,0,1.000,0.00,0.07,2,0,51.00,-
John Gibson,ANA,35,136.25,18,16,2,0.889,0.88,-0.65,1.66,4,3,1,0.750,0.44,-0.25,6,5,1,0.833,0.44,-0.43,2,2,0,1.000,0.00,0.07,2,1,69.78,26.00
Jonas Johansson,"BUF, COL",15,62.616666666667,4,4,0,1.000,0.00,0.30,0.04,1,1,0,1.000,0.00,0.19,0,0,0,-,0.00,0.00,0,0,0,-,0.00,0.00,1,0,125.00,-
Jonathan Bernier,DET,24,109.68333333333,26,24,2,0.923,1.09,-0.05,2.46,9,9,0,1.000,0.00,1.69,8,6,2,0.750,1.09,-1.23,4,4,0,1.000,0.00,0.15,3,2,44.12,30.00
Jonathan Quick,LAK,22,111.68333333333,26,26,0,1.000,0.00,1.95,1.18,3,3,0,1.000,0.00,0.56,6,6,0,1.000,0.00,0.57,3,3,0,1.000,0.00,0.11,5,0,93.00,-
Joonas Korpisalo,CBJ,33,120.4,25,24,1,0.960,0.50,0.88,2.29,8,7,1,0.875,0.50,0.51,5,5,0,1.000,0.00,0.48,8,8,0,1.000,0.00,0.29,3,1,45.48,15.00
Jordan Binnington,STL,42,172.48333333333,14,14,0,1.000,0.00,1.05,1.42,2,2,0,1.000,0.00,0.38,3,3,0,1.000,0.00,0.29,3,3,0,1.000,0.00,0.11,1,2,76.07,-
Josef Korenar,SJS,10,46.35,6,6,0,1.000,0.00,0.45,0.9,4,4,0,1.000,0.00,0.75,1,1,0,1.000,0.00,0.10,0,0,0,-,0.00,0.00,4,1,42.50,-
Juuse Saros,NSH,36,162.78333333333,22,21,1,0.955,0.37,0.65,1.76,6,5,1,0.833,0.37,0.13,4,4,0,1.000,0.00,0.38,7,7,0,1.000,0.00,0.26,5,1,55.95,17.00
Kaapo Kahkonen,MIN,24,124.15,23,22,1,0.957,0.48,0.73,2.13,6,5,1,0.833,0.48,0.13,1,1,0,1.000,0.00,0.10,8,8,0,1.000,0.00,0.29,4,1,76.91,34.00
Keith Kinkaid,NYR,9,42.85,7,6,1,0.857,1.40,-0.47,0.29,1,0,1,0.000,1.40,-0.81,0,0,0,-,0.00,0.00,1,1,0,1.000,0.00,0.04,0,0,126.43,8.00
Kevin Lankinen,CHI,37,194.3,39,35,4,0.897,1.24,-1.07,3.31,11,9,2,0.818,0.62,0.07,9,7,2,0.778,0.62,-1.14,9,9,0,1.000,0.00,0.33,5,2,55.74,18.75
Laurent Brossoit,WPG,14,63.783333333333,12,10,2,0.833,1.88,-1.10,0.75,2,1,1,0.500,0.94,-0.62,3,2,1,0.667,0.94,-0.71,2,2,0,1.000,0.00,0.07,2,0,67.33,26.50
Linus Ullmark,BUF,20,88.916666666667,8,7,1,0.875,0.67,-0.40,0.51,2,1,1,0.500,0.67,-0.62,0,0,0,-,0.00,0.00,1,1,0,1.000,0.00,0.04,1,0,110.00,7.00
Logan Thompson,VGK,1,2,0,0,0,-,0.00,0.00,0,0,0,0,-,0.00,0.00,0,0,0,-,0.00,0.00,0,0,0,-,0.00,0.00,1,0,-,-
Louis Domingue,CGY,1,4.2,0,0,0,-,0.00,0.00,0,0,0,0,-,0.00,0.00,0,0,0,-,0.00,0.00,0,0,0,-,0.00,0.00,0,0,-,-
Mackenzie Blackwood,NJD,35,156.2,29,26,3,0.897,1.15,-0.82,3.19,14,11,3,0.786,1.15,-0.37,8,8,0,1.000,0.00,0.77,3,3,0,1.000,0.00,0.11,7,0,43.17,20.33
Malcolm Subban,CHI,16,82.316666666667,11,11,0,1.000,0.00,0.83,1.06,5,5,0,1.000,0.00,0.94,1,1,0,1.000,0.00,0.10,2,2,0,1.000,0.00,0.07,1,2,52.73,-
Marc-Andre Fleury,VGK,36,179.13333333333,23,23,0,1.000,0.00,1.73,1.9,5,5,0,1.000,0.00,0.94,6,6,0,1.000,0.00,0.57,4,4,0,1.000,0.00,0.15,6,2,72.57,-
Marcus Hogberg,OTT,14,60.05,10,10,0,1.000,0.00,0.75,0.63,1,1,0,1.000,0.00,0.19,3,3,0,1.000,0.00,0.29,2,2,0,1.000,0.00,0.07,1,0,80.50,-
Martin Jones,SJS,34,151,32,29,3,0.906,1.19,-0.59,2.46,9,6,3,0.667,1.19,-1.31,6,6,0,1.000,0.00,0.57,6,6,0,1.000,0.00,0.22,7,1,66.84,7.33
Matiss Kivlenieks,CBJ,2,2,0,0,0,-,0.00,0.00,0,0,0,0,-,0.00,0.00,0,0,0,-,0.00,0.00,0,0,0,-,0.00,0.00,0,0,-,-
Matt Murray,OTT,27,123.46666666667,21,17,4,0.810,1.94,-2.42,1.61,4,2,2,0.500,0.97,-1.25,4,3,1,0.750,0.49,-0.62,4,3,1,0.750,0.49,-0.85,3,1,76.48,23.25
Maxime Lagace,PIT,1,4,1,1,0,1.000,0.00,0.08,0,0,0,0,-,0.00,0.00,0,0,0,-,0.00,0.00,0,0,0,-,0.00,0.00,0,0,179.00,-
Michael Houser,BUF,4,13.316666666667,2,1,1,0.500,4.51,-0.85,0.17,1,1,0,1.000,0.00,0.19,1,0,1,0.000,4.51,-0.90,0,0,0,-,0.00,0.00,0,0,22.50,29.00
Michael Hutchinson,TOR,8,35.65,5,5,0,1.000,0.00,0.38,0.53,2,2,0,1.000,0.00,0.38,2,2,0,1.000,0.00,0.19,0,0,0,-,0.00,0.00,2,0,55.20,-
Mike Smith,EDM,32,137.46666666667,25,24,1,0.960,0.44,0.88,1.6,3,3,0,1.000,0.00,0.56,11,10,1,0.909,0.44,0.05,2,2,0,1.000,0.00,0.07,3,0,80.80,30.00
Mikko Koskinen,EDM,26,121.55,18,15,3,0.833,1.48,-1.65,1.44,6,4,2,0.667,0.99,-0.87,5,4,1,0.800,0.49,-0.52,0,0,0,-,0.00,0.00,4,1,62.00,14.33
Oscar Dansk,VGK,1,8,2,2,0,1.000,0.00,0.15,0.04,0,0,0,-,0.00,0.00,0,0,0,-,0.00,0.00,1,1,0,1.000,0.00,0.04,0,0,99.00,-
Pekka Rinne,NSH,24,109.48333333333,17,16,1,0.941,0.55,0.28,1.57,4,3,1,0.750,0.55,-0.25,4,4,0,1.000,0.00,0.38,5,5,0,1.000,0.00,0.18,4,0,59.47,7.00
Petr Mrazek,CAR,12,48.45,9,5,4,0.556,4.95,-3.32,1.4,6,2,4,0.333,4.95,-2.87,0,0,0,-,0.00,0.00,1,1,0,1.000,0.00,0.04,5,0,43.00,13.50
Philipp Grubauer,COL,40,231.68333333333,34,33,1,0.971,0.26,1.56,2.26,8,8,0,1.000,0.00,1.51,6,5,1,0.833,0.26,-0.43,5,5,0,1.000,0.00,0.18,4,2,84.32,23.00
Robin Lehner,VGK,19,99.6,21,19,2,0.905,1.20,-0.42,1.4,2,2,0,1.000,0.00,0.38,3,3,0,1.000,0.00,0.29,7,5,2,0.714,1.20,-1.74,4,0,80.43,33.00
Ryan Miller,ANA,16,52.733333333333,12,11,1,0.917,1.14,-0.10,1.24,3,3,0,1.000,0.00,0.56,3,2,1,0.667,1.14,-0.71,0,0,0,-,0.00,0.00,3,1,76.67,23.00
Scott Wedgewood,NJD,16,64,8,7,1,0.875,0.94,-0.40,0.33,0,0,0,-,0.00,0.00,4,3,1,0.750,0.94,-0.62,0,0,0,-,0.00,0.00,2,0,79.63,32.00
Semyon Varlamov,NYI,36,134.13333333333,20,20,0,1.000,0.00,1.50,1.41,4,4,0,1.000,0.00,0.75,3,3,0,1.000,0.00,0.29,8,8,0,1.000,0.00,0.29,3,1,60.85,-
Sergei Bobrovsky,FLA,31,174.8,42,40,2,0.952,0.69,1.16,2.75,11,10,1,0.909,0.34,1.07,8,8,0,1.000,0.00,0.77,10,9,1,0.900,0.34,-0.63,2,1,64.07,27.50
Spencer Knight,FLA,4,21.566666666667,3,3,0,1.000,0.00,0.23,0.22,1,1,0,1.000,0.00,0.19,1,1,0,1.000,0.00,0.10,0,0,0,-,0.00,0.00,0,0,58.00,-
Stuart Skinner,EDM,1,6.0666666666667,0,0,0,-,0.00,0.00,0,0,0,0,-,0.00,0.00,0,0,0,-,0.00,0.00,0,0,0,-,0.00,0.00,0,0,-,-
Thatcher Demko,VAN,35,161.38333333333,29,27,2,0.931,0.74,0.18,2.75,8,7,1,0.875,0.37,0.51,10,9,1,0.900,0.37,-0.04,5,5,0,1.000,0.00,0.18,3,0,53.28,18.00
Thomas Greiss,DET,34,127.28333333333,27,27,0,1.000,0.00,2.03,1.66,7,7,0,1.000,0.00,1.32,7,7,0,1.000,0.00,0.67,5,5,0,1.000,0.00,0.18,1,0,62.07,-
Tristan Jarry,PIT,39,154.86666666667,37,35,2,0.946,0.77,0.78,2.83,10,9,1,0.900,0.39,0.88,8,7,1,0.875,0.39,-0.23,8,8,0,1.000,0.00,0.29,4,0,61.22,20.00
Troy Grosenick,LAK,2,8.5166666666667,1,1,0,1.000,0.00,0.08,0,0,0,0,-,0.00,0.00,0,0,0,-,0.00,0.00,0,0,0,-,0.00,0.00,1,0,167.00,-
Tuukka Rask,BOS,24,103.9,22,21,1,0.955,0.58,0.65,2.33,11,10,1,0.909,0.58,1.07,0,0,0,-,0.00,0.00,4,4,0,1.000,0.00,0.15,8,1,66.00,11.00
Ukko-Pekka Luukkonen,BUF,4,10.266666666667,0,0,0,-,0.00,0.00,0,0,0,0,-,0.00,0.00,0,0,0,-,0.00,0.00,0,0,0,-,0.00,0.00,0,0,-,-
Veini Vehvilainen,CBJ,1,3.7833333333333,2,1,1,0.500,15.86,-0.85,0.07,0,0,0,-,0.00,0.00,1,0,1,0.000,15.86,-0.90,0,0,0,-,0.00,0.00,0,0,54.00,18.00
Ville Husso,STL,17,65.7,10,9,1,0.900,0.91,-0.25,1.16,4,4,0,1.000,0.00,0.75,1,0,1,0.000,0.91,-0.90,1,1,0,1.000,0.00,0.04,2,2,76.30,23.00
Vitek Vanecek,WSH,37,153.86666666667,26,22,4,0.846,1.56,-2.05,1.61,5,3,2,0.600,0.78,-1.06,5,4,1,0.800,0.39,-0.52,5,4,1,0.800,0.39,-0.82,3,0,81.23,20.00
