Player,Team,GP,TOI,Shots Against,Saves,Goals Against,SV%,GAA,GSAA,xG Against,HD Shots Against,HD Saves,HD Goals Against,HDSV%,HDGAA,HDGSAA,MD Shots Against,MD Saves,MD Goals Against,MDSV%,MDGAA,MDGSAA,LD Shots Against,LD Saves,LD Goals Against,LDSV%,LDGAA,LDGSAA,Rush Attempts Against,Rebound Attempts Against,Avg. Shot Distance,Avg. Goal Distance
Anthony Stolarz,ANA,28,1271.2833333333,651,598,53,0.919,2.50,3.11,52.34,171,143,28,0.836,1.32,2.13,180,171,9,0.950,0.42,7.61,274,258,16,0.942,0.76,-7.25,38,68,34.04,24.53
Anton Forsberg,OTT,46,2136.2,1181,1082,99,0.916,2.78,2.80,94.47,317,267,50,0.842,1.40,5.85,314,281,33,0.895,0.93,-4.02,483,467,16,0.967,0.45,-0.58,53,126,35.45,21.29
Anton Khudobin,DAL,9,386.55,182,163,19,0.896,2.95,-3.31,13.64,45,35,10,0.778,1.55,-2.07,59,53,6,0.898,0.93,-0.55,67,64,3,0.955,0.47,-0.86,12,12,34.64,19.95
Antti Raanta,CAR,28,1270.2166666667,607,558,49,0.919,2.31,3.32,55.42,196,164,32,0.837,1.51,2.53,149,136,13,0.913,0.61,0.75,232,228,4,0.983,0.19,3.41,25,85,33.34,18.57
Arvid Soderblom,CHI,3,130.1,65,56,9,0.862,4.15,-3.40,5.61,17,14,3,0.824,1.38,0.00,20,16,4,0.800,1.84,-2.15,26,24,2,0.923,0.92,-1.17,2,6,30.05,22.00
Braden Holtby,DAL,24,1100.6666666667,591,546,45,0.924,2.45,5.94,46.97,151,126,25,0.834,1.36,1.60,162,147,15,0.907,0.82,-0.05,253,248,5,0.980,0.27,3.08,32,67,35.76,20.36
Brian Elliott,TBL,19,879.73333333333,395,363,32,0.919,2.18,2.05,30.92,90,73,17,0.811,1.16,-1.14,112,101,11,0.902,0.75,-0.66,175,171,4,0.977,0.27,1.59,21,34,35.77,21.09
Cal Petersen,LAK,37,1835.0166666667,820,742,78,0.905,2.55,-7.32,71.52,248,206,42,0.831,1.37,1.70,238,212,26,0.891,0.85,-4.03,299,289,10,0.967,0.33,-0.45,40,103,32.67,20.33
Calvin Pickard,DET,3,102.18333333333,56,51,5,0.911,2.94,-0.17,3.03,11,8,3,0.727,1.76,-1.06,15,13,2,0.867,1.17,-0.62,28,28,0,1.000,0.00,0.89,3,2,38.86,18.80
Cam Talbot,MIN,49,2382.3333333333,1201,1104,97,0.919,2.44,6.52,83.33,283,230,53,0.813,1.33,-3.14,322,296,26,0.919,0.65,3.72,536,518,18,0.966,0.45,-0.88,69,101,36.92,20.85
Carey Price,MTL,5,252.05,123,108,15,0.878,3.57,-4.40,11.07,37,28,9,0.757,2.14,-2.48,39,36,3,0.923,0.71,0.60,36,33,3,0.917,0.71,-1.85,18,13,34.59,19.67
Carter Hart,PHI,45,2178.4833333333,1205,1104,101,0.916,2.78,2.86,96.16,318,262,56,0.824,1.54,0.03,317,290,27,0.915,0.74,2.26,516,498,18,0.965,0.50,-1.52,52,142,34.50,20.99
Carter Hutton,ARI,3,95.733333333333,47,36,11,0.766,6.89,-6.95,3.51,12,8,4,0.667,2.51,-1.89,14,10,4,0.714,2.51,-2.71,20,17,3,0.850,1.88,-2.36,1,2,32.81,22.82
Casey DeSmith,PIT,26,1201.9833333333,642,592,50,0.922,2.50,5.34,48.92,163,132,31,0.810,1.55,-2.28,174,159,15,0.914,0.75,1.06,272,268,4,0.985,0.20,4.69,29,84,36.34,21.82
Cayden Primeau,MTL,12,439.78333333333,261,228,33,0.874,4.50,-10.50,21.79,69,51,18,0.739,2.46,-5.84,87,73,14,0.839,1.91,-5.97,91,90,1,0.989,0.14,1.91,19,32,34.93,21.67
Charlie Lindgren,STL,5,213.26666666667,103,98,5,0.951,1.41,3.88,8.04,23,21,2,0.913,0.56,2.05,24,21,3,0.875,0.84,-0.78,49,49,0,1.000,0.00,1.56,1,8,35.50,16.40
Chris Driedger,SEA,27,1270.9833333333,594,545,49,0.918,2.31,2.20,51.46,161,132,29,0.820,1.37,-0.63,151,139,12,0.921,0.57,1.94,254,246,8,0.969,0.38,0.11,25,78,34.48,19.96
Collin Delia,CHI,8,288.5,187,170,17,0.909,3.54,-0.88,14.19,46,38,8,0.826,1.66,0.10,49,42,7,0.857,1.46,-2.48,85,83,2,0.976,0.42,0.71,18,18,34.93,19.53
Connor Hellebuyck,WPG,66,3251.9833333333,1766,1622,144,0.918,2.66,8.22,149.28,506,419,87,0.828,1.61,2.15,459,422,37,0.919,0.68,5.37,710,690,20,0.972,0.37,2.67,87,205,35.30,19.84
Connor Ingram,NSH,3,139.25,69,59,10,0.855,4.31,-4.05,4.43,14,10,4,0.714,1.72,-1.53,17,15,2,0.882,0.86,-0.43,34,30,4,0.882,1.72,-2.91,3,7,38.72,28.80
Cory Schneider,NYI,1,51.65,28,25,3,0.893,3.48,-0.59,2.92,9,7,2,0.778,2.32,-0.41,8,7,1,0.875,1.16,-0.26,11,11,0,1.000,0.00,0.35,0,5,29.54,16.00
Craig Anderson,BUF,31,1595.25,795,714,81,0.898,3.05,-12.48,68.32,230,187,43,0.813,1.62,-2.48,198,170,28,0.859,1.05,-9.72,334,325,9,0.973,0.34,1.67,38,89,33.93,20.44
Dan Vladar,CGY,23,1035.55,505,464,41,0.919,2.38,2.53,40.39,113,91,22,0.805,1.27,-2.09,150,132,18,0.880,1.04,-4.16,216,215,1,0.995,0.06,5.90,35,49,36.54,20.61
Daniil Tarasov,CBJ,4,159.61666666667,99,92,7,0.929,2.63,1.53,8.19,29,23,6,0.793,2.26,-0.89,27,26,1,0.963,0.38,1.49,40,40,0,1.000,0.00,1.28,3,16,34.54,19.71
Darcy Kuemper,COL,57,2691.15,1436,1332,104,0.928,2.32,19.78,111.34,382,329,53,0.861,1.18,14.30,361,328,33,0.909,0.74,0.32,623,605,18,0.971,0.40,1.89,91,184,35.85,22.73
David Rittich,NSH,17,701.15,360,323,37,0.897,3.17,-5.97,28.91,97,75,22,0.773,1.88,-4.91,107,96,11,0.897,0.94,-1.12,143,140,3,0.979,0.26,1.57,19,39,33.16,20.89
Dustin Tokarski,BUF,29,1424.5833333333,758,687,71,0.906,2.99,-5.66,59.63,215,174,41,0.809,1.73,-3.12,177,157,20,0.887,0.84,-3.66,338,328,10,0.970,0.42,0.79,24,80,35.45,18.92
Elvis Merzlikins,CBJ,59,2808.45,1643,1503,140,0.915,2.99,1.62,129.2,439,369,70,0.841,1.50,7.35,466,426,40,0.914,0.85,3.01,674,644,30,0.955,0.64,-8.48,62,149,34.27,22.24
Eric Comrie,WPG,19,889.16666666667,454,426,28,0.938,1.89,11.13,39.91,125,108,17,0.864,1.15,5.02,128,124,4,0.969,0.27,7.81,182,175,7,0.962,0.47,-1.19,20,49,33.88,20.93
Erik Kallgren,TOR,14,651.45,305,274,31,0.898,2.86,-4.71,24.97,79,61,18,0.772,1.66,-4.08,95,86,9,0.905,0.83,-0.23,115,111,4,0.965,0.37,-0.33,24,33,34.89,18.26
Felix Sandstrom,PHI,5,241.35,130,119,11,0.915,2.73,0.21,11.75,38,34,4,0.895,0.99,2.70,45,39,6,0.867,1.49,-1.85,43,42,1,0.977,0.25,0.37,9,16,33.21,22.82
Filip Gustavsson,OTT,18,889.8,476,428,48,0.899,3.24,-6.97,40.6,133,104,29,0.782,1.96,-5.57,134,118,16,0.881,1.08,-3.63,193,190,3,0.984,0.20,3.16,23,59,32.08,18.75
Frederik Andersen,CAR,52,2520.8666666667,1194,1103,91,0.924,2.17,11.92,105.82,337,282,55,0.837,1.31,4.38,298,276,22,0.926,0.52,5.51,501,487,14,0.972,0.33,2.00,54,156,34.45,18.69
Garret Sparks,LAK,2,66.416666666667,34,31,3,0.912,2.71,-0.07,2.23,8,5,3,0.625,2.71,-1.59,9,9,0,1.000,0.00,0.83,16,16,0,1.000,0.00,0.51,0,5,34.76,17.33
Harri Sateri,ARI,6,251.38333333333,129,112,17,0.868,4.06,-5.88,12.74,41,32,9,0.780,2.15,-1.78,35,31,4,0.886,0.95,-0.77,50,46,4,0.920,0.95,-2.40,1,16,31.66,19.41
Hugo Alnefelt,TBL,1,13.516666666667,7,5,2,0.714,8.88,-1.40,0.22,1,0,1,0.000,4.44,-0.82,2,2,0,1.000,0.00,0.18,3,2,1,0.667,4.44,-0.90,0,0,40.86,23.00
Igor Shesterkin,NYR,53,2591.8333333333,1327,1239,88,0.934,2.04,26.38,111.49,385,333,52,0.865,1.20,15.83,349,324,25,0.928,0.58,7.21,528,517,11,0.979,0.25,5.86,67,152,33.77,19.26
Ilya Samsonov,WSH,44,1998.5166666667,966,871,95,0.902,2.85,-11.74,82.19,255,197,58,0.773,1.74,-13.07,275,253,22,0.920,0.66,3.38,390,375,15,0.962,0.45,-2.55,45,139,34.96,20.08
Ilya Sorokin,NYI,52,2632.6833333333,1405,1309,96,0.932,2.19,25.10,112.38,392,341,51,0.870,1.16,18.07,395,367,28,0.929,0.64,8.46,575,558,17,0.970,0.39,1.36,81,150,34.10,22.16
Ivan Prosvetov,ARI,3,149.7,83,73,10,0.880,4.01,-2.85,7.32,24,19,5,0.792,2.00,-0.77,21,19,2,0.905,0.80,-0.06,36,33,3,0.917,1.20,-1.85,4,9,31.93,22.10
J-F Berube,CBJ,6,259.15,186,166,20,0.892,4.63,-3.97,15.68,55,44,11,0.800,2.55,-1.31,45,39,6,0.867,1.39,-1.85,78,75,3,0.962,0.69,-0.51,8,25,32.91,16.30
Jack Campbell,TOR,49,2382.0666666667,1229,1125,104,0.915,2.62,1.93,93.35,307,243,64,0.792,1.61,-9.91,365,335,30,0.918,0.76,3.69,490,480,10,0.980,0.25,5.65,61,108,35.44,18.95
Jack LaFontaine,CAR,2,67.733333333333,39,31,8,0.795,7.09,-4.64,3.65,14,8,6,0.571,5.31,-3.53,12,10,2,0.833,1.77,-0.89,13,13,0,1.000,0.00,0.42,5,5,26.85,18.50
Jacob Markstrom,CGY,63,3077.5666666667,1449,1342,107,0.926,2.09,17.90,117.36,380,324,56,0.853,1.09,10.95,390,351,39,0.900,0.76,-3.00,603,592,11,0.982,0.21,8.25,66,154,35.21,22.05
Jake Allen,MTL,35,1616.1833333333,921,843,78,0.915,2.90,1.39,77.82,259,209,50,0.807,1.86,-4.37,259,243,16,0.938,0.59,7.91,362,351,11,0.970,0.41,0.56,56,110,34.17,19.22
Jake Oettinger,DAL,48,2311.3833333333,1136,1045,91,0.920,2.36,6.92,90.74,300,257,43,0.857,1.12,9.86,314,284,30,0.904,0.78,-1.02,460,442,18,0.961,0.47,-3.31,50,133,35.01,22.48
James Reimer,SJS,48,2269.4833333333,1230,1118,112,0.909,2.96,-5.98,101.86,299,243,56,0.813,1.48,-3.32,344,301,43,0.875,1.14,-11.25,533,521,12,0.977,0.32,5.02,54,127,36.05,23.00
Jaroslav Halak,VAN,17,683.51666666667,338,310,28,0.917,2.46,1.13,28.21,100,83,17,0.830,1.49,0.62,100,91,9,0.910,0.79,0.23,125,123,2,0.984,0.18,1.99,23,35,33.53,18.79
Jeremy Swayman,BOS,41,2013.05,895,827,68,0.924,2.03,9.14,68.4,210,172,38,0.819,1.13,-1.00,227,206,21,0.907,0.63,-0.05,413,404,9,0.978,0.27,4.19,66,95,37.01,21.28
Joel Hofer,STL,2,91.45,36,33,3,0.917,1.97,0.10,2.91,5,4,1,0.800,0.66,-0.12,4,3,1,0.750,0.66,-0.63,26,25,1,0.962,0.66,-0.17,3,3,42.44,29.67
Joey Daccord,SEA,5,236.41666666667,109,93,16,0.853,4.06,-6.60,10.02,40,30,10,0.750,2.54,-2.95,29,23,6,0.793,1.52,-3.32,34,34,0,1.000,0.00,1.09,5,6,30.34,14.25
John Gibson,ANA,56,2759.55,1487,1344,143,0.904,3.11,-14.83,127.7,408,337,71,0.826,1.54,0.89,413,368,45,0.891,0.98,-6.88,602,575,27,0.955,0.59,-7.78,57,164,33.24,20.94
Jon Gillies,"NJD, STL",20,862.41666666667,475,423,52,0.891,3.62,-11.06,37.75,116,91,25,0.784,1.74,-4.56,140,124,16,0.886,1.11,-3.08,195,184,11,0.944,0.77,-4.77,30,40,35.83,24.96
Jonas Johansson,"COL, FLA",11,404.53333333333,230,195,35,0.848,5.19,-15.18,18.58,65,44,21,0.677,3.11,-9.55,61,50,11,0.820,1.63,-5.37,96,93,3,0.969,0.44,0.07,10,28,34.95,20.23
Jonathan Bernier,NJD,10,413.4,209,192,17,0.919,2.47,1.01,16.03,50,38,12,0.760,1.74,-3.19,53,50,3,0.943,0.44,1.89,96,94,2,0.979,0.29,1.07,8,18,35.93,16.59
Jonathan Quick,LAK,46,2247.5166666667,1056,975,81,0.923,2.16,10.02,97.88,329,279,50,0.848,1.33,7.97,260,238,22,0.915,0.59,2.00,412,404,8,0.981,0.21,5.16,37,157,32.71,18.33
Joonas Korpisalo,CBJ,22,927.06666666667,519,459,60,0.884,3.88,-15.27,44.4,151,122,29,0.808,1.88,-2.40,162,140,22,0.864,1.42,-7.05,192,183,9,0.953,0.58,-2.87,25,61,32.73,21.38
Jordan Binnington,STL,37,1803.6166666667,974,882,92,0.906,3.06,-8.05,81.76,257,216,41,0.840,1.36,4.28,292,259,33,0.887,1.10,-6.05,390,373,17,0.956,0.57,-4.55,49,115,33.22,22.42
Josef Korenar,ARI,2,55.3,29,26,3,0.897,3.25,-0.50,2.26,5,3,2,0.600,2.17,-1.12,15,14,1,0.933,1.08,0.38,6,6,0,1.000,0.00,0.19,1,3,31.86,13.33
Joseph Woll,TOR,4,198.23333333333,105,97,8,0.924,2.42,1.05,7.77,26,23,3,0.885,0.91,1.58,34,30,4,0.882,1.21,-0.86,42,41,1,0.976,0.30,0.34,14,6,38.56,28.00
Justus Annunen,COL,2,79.85,44,40,4,0.909,3.01,-0.21,2.98,7,4,3,0.571,2.25,-1.77,7,6,1,0.857,0.75,-0.35,24,24,0,1.000,0.00,0.77,1,7,48.84,20.25
Juuse Saros,NSH,67,3223.45,1677,1554,123,0.927,2.29,21.55,127.42,397,334,63,0.841,1.17,6.95,521,481,40,0.923,0.74,8.09,699,679,20,0.971,0.37,2.32,92,143,33.74,20.62
Kaapo Kahkonen,"MIN, SJS",36,1620.6333333333,847,780,67,0.921,2.48,6.01,66.32,206,166,40,0.806,1.48,-3.70,227,212,15,0.934,0.56,5.95,377,366,11,0.971,0.41,1.04,53,91,36.91,23.97
Karel Vejmelka,ARI,52,2336.8,1369,1241,128,0.907,3.29,-10.00,110.62,384,320,64,0.833,1.64,3.66,362,317,45,0.876,1.16,-11.59,575,557,18,0.969,0.46,0.36,63,157,34.49,22.80
Keith Kinkaid,NYR,1,54.45,27,26,1,0.963,1.10,1.33,1.65,6,5,1,0.833,1.10,0.06,7,7,0,1.000,0.00,0.65,14,14,0,1.000,0.00,0.45,2,1,36.89,14.00
Kevin Lankinen,CHI,32,1529.9,815,732,83,0.898,3.26,-12.75,61.43,198,153,45,0.773,1.76,-10.11,231,201,30,0.870,1.18,-8.68,354,346,8,0.977,0.31,3.30,52,71,33.37,19.88
Laurent Brossoit,VGK,24,1075.4666666667,487,443,44,0.910,2.45,-2.02,44.77,149,126,23,0.846,1.28,3.25,133,119,14,0.895,0.78,-1.72,178,171,7,0.961,0.39,-1.32,16,65,33.19,20.43
Linus Ullmark,BOS,41,1909.8333333333,902,830,72,0.920,2.26,5.75,65.3,213,175,38,0.822,1.19,-0.47,233,213,20,0.914,0.63,1.51,418,404,14,0.967,0.44,-0.65,52,72,37.00,22.96
Logan Thompson,VGK,19,962.5,494,455,39,0.921,2.43,3.58,39.85,122,102,20,0.836,1.25,1.50,146,135,11,0.925,0.69,2.48,205,197,8,0.961,0.50,-1.45,33,62,34.47,24.46
Louis Domingue,PIT,2,98.883333333333,66,63,3,0.955,1.82,2.69,4.8,21,18,3,0.857,1.82,0.70,17,17,0,1.000,0.00,1.57,23,23,0,1.000,0.00,0.73,3,9,35.80,8.67
Lukas Dostal,ANA,4,168.83333333333,92,85,7,0.924,2.49,0.93,7.01,24,20,4,0.833,1.42,0.23,32,29,3,0.906,1.07,-0.05,33,33,0,1.000,0.00,1.05,3,10,32.05,24.00
Mackenzie Blackwood,NJD,25,1197.9833333333,644,577,67,0.896,3.36,-11.49,50.96,167,127,40,0.760,2.00,-10.58,172,158,14,0.919,0.70,1.88,266,253,13,0.951,0.65,-4.51,34,58,36.80,20.82
Mads Sogaard,OTT,2,96.166666666667,41,37,4,0.902,2.50,-0.47,3.8,12,9,3,0.750,1.87,-0.89,9,9,0,1.000,0.00,0.83,18,17,1,0.944,0.62,-0.43,0,5,28.24,14.75
Magnus Hellberg,DET,1,54,22,19,3,0.864,3.33,-1.10,1.79,7,5,2,0.714,2.22,-0.77,6,5,1,0.833,1.11,-0.45,8,8,0,1.000,0.00,0.26,0,1,35.18,17.00
Malcolm Subban,BUF,4,182.63333333333,113,100,13,0.885,4.27,-3.26,8.16,30,23,7,0.767,2.30,-1.71,42,39,3,0.929,0.99,0.88,41,38,3,0.927,0.99,-1.69,9,6,31.35,24.85
Marc-Andre Fleury,"CHI, MIN",56,2732.5333333333,1443,1323,120,0.917,2.63,4.38,112.34,336,274,62,0.815,1.36,-2.80,432,396,36,0.917,0.79,3.87,634,612,22,0.965,0.48,-1.76,67,159,33.29,22.99
Martin Jones,PHI,35,1676.65,957,867,90,0.906,3.22,-7.51,78.95,257,204,53,0.794,1.90,-7.72,270,245,25,0.907,0.89,-0.08,384,372,12,0.969,0.43,0.26,52,115,35.79,20.56
Matt Murray,OTT,20,986.43333333333,516,471,45,0.913,2.74,-0.52,45.56,125,102,23,0.816,1.40,-0.98,171,151,20,0.883,1.22,-4.22,196,194,2,0.990,0.12,4.26,16,63,34.42,18.56
Maxime Lagace,TBL,2,77.333333333333,52,43,9,0.827,6.98,-4.52,4.55,23,16,7,0.696,5.43,-2.95,11,9,2,0.818,1.55,-0.98,17,17,0,1.000,0.00,0.54,0,6,28.79,17.78
Michael Dipietro,VAN,1,46.3,16,14,2,0.875,2.59,-0.62,1.59,6,5,1,0.833,1.30,0.06,4,4,0,1.000,0.00,0.37,4,3,1,0.750,1.30,-0.87,1,2,38.69,33.00
Michael Houser,BUF,2,96.933333333333,54,52,2,0.963,1.24,2.65,2.91,5,5,0,1.000,0.00,0.88,19,17,2,0.895,1.24,-0.25,29,29,0,1.000,0.00,0.93,2,8,40.63,27.00
Michael Hutchinson,TOR,2,64.516666666667,35,30,5,0.857,4.65,-1.98,3.23,15,13,2,0.867,1.86,0.64,7,6,1,0.857,0.93,-0.35,12,10,2,0.833,1.86,-1.62,4,4,32.00,30.60
Michael McNiven,MTL,1,17.35,5,4,1,0.800,3.46,-0.57,0.89,3,2,1,0.667,3.46,-0.47,1,1,0,1.000,0.00,0.09,1,1,0,1.000,0.00,0.03,0,2,22.00,8.00
Mike Smith,EDM,28,1325.45,697,644,53,0.924,2.40,7.08,55.71,179,152,27,0.849,1.22,4.54,184,166,18,0.902,0.81,-1.02,293,286,7,0.976,0.32,2.36,38,67,35.84,22.58
Mikko Koskinen,EDM,45,2208.8,1159,1053,106,0.909,2.88,-6.10,94.66,299,248,51,0.829,1.39,1.68,359,326,33,0.908,0.90,0.14,456,434,22,0.952,0.60,-7.44,71,126,33.67,23.35
Nico Daws,NJD,25,1083.7,536,487,49,0.909,2.71,-2.80,43.31,111,89,22,0.802,1.22,-2.44,168,147,21,0.875,1.16,-5.49,232,226,6,0.974,0.33,1.41,26,44,37.50,24.73
Pavel Francouz,COL,21,1006.2,521,482,39,0.925,2.33,5.91,39.07,151,128,23,0.848,1.37,3.60,119,114,5,0.958,0.30,5.98,231,221,10,0.957,0.60,-2.62,32,66,34.42,24.64
Petr Mrazek,TOR,20,888.36666666667,441,393,48,0.891,3.24,-9.99,35.25,117,91,26,0.778,1.76,-5.39,109,93,16,0.853,1.08,-5.94,193,187,6,0.969,0.41,0.16,32,49,36.09,20.42
Pheonix Copley,WSH,2,81.366666666667,35,33,2,0.943,1.47,1.02,2.67,3,3,0,1.000,0.00,0.53,11,9,2,0.818,1.47,-0.98,20,20,0,1.000,0.00,0.64,2,4,41.17,32.00
Philipp Grubauer,SEA,55,2622,1239,1108,131,0.894,3.00,-24.20,97.22,314,245,69,0.780,1.58,-13.68,314,272,42,0.866,0.96,-13.02,549,529,20,0.964,0.46,-2.47,67,156,35.63,21.79
Pyotr Kochetkov,CAR,3,125.48333333333,49,45,4,0.918,1.91,0.22,3.5,15,13,2,0.867,0.96,0.64,12,12,0,1.000,0.00,1.11,20,18,2,0.900,0.96,-1.36,3,2,32.43,29.50
Robin Lehner,VGK,44,2186.7666666667,1091,996,95,0.913,2.61,-0.96,94.41,319,264,55,0.828,1.51,1.20,292,267,25,0.914,0.69,1.95,416,402,14,0.966,0.38,-0.72,59,149,34.36,20.06
Sam Montembeault,MTL,38,1591.9166666667,902,816,86,0.905,3.24,-8.25,73.71,262,207,55,0.790,2.07,-8.84,230,212,18,0.922,0.68,3.23,372,359,13,0.965,0.49,-1.12,43,89,34.45,19.13
Scott Wedgewood,"ARI, DAL, NJD",37,1809.95,1028,939,89,0.913,2.95,-0.39,87.51,282,232,50,0.823,1.66,-0.31,265,245,20,0.925,0.66,4.46,439,421,18,0.959,0.60,-3.98,54,135,34.80,21.64
Semyon Varlamov,NYI,31,1519.9833333333,834,760,74,0.911,2.92,-2.11,71.38,240,198,42,0.825,1.66,0.29,248,225,23,0.907,0.91,-0.11,319,310,9,0.972,0.36,1.19,34,102,32.54,20.14
Sergei Bobrovsky,FLA,54,2565.5166666667,1260,1154,106,0.916,2.48,2.61,110.04,389,331,58,0.851,1.36,10.54,334,305,29,0.913,0.68,1.83,466,447,19,0.959,0.44,-4.12,71,195,34.06,20.09
Spencer Knight,FLA,32,1430.3166666667,690,637,53,0.923,2.22,6.47,55.08,194,166,28,0.856,1.17,6.18,197,181,16,0.919,0.67,2.18,263,254,9,0.966,0.38,-0.60,49,89,34.78,20.47
Spencer Martin,VAN,6,323.71666666667,175,166,9,0.949,1.67,6.08,14.8,50,47,3,0.940,0.56,5.81,51,48,3,0.941,0.56,1.71,69,66,3,0.957,0.56,-0.80,7,19,33.62,28.56
Stuart Skinner,EDM,13,609.95,308,283,25,0.919,2.46,1.55,23.42,93,77,16,0.828,1.57,0.39,66,63,3,0.955,0.30,3.09,127,121,6,0.953,0.59,-1.94,17,34,36.44,20.08
Thatcher Demko,VAN,64,3108.4166666667,1626,1508,118,0.927,2.28,22.15,131.36,442,375,67,0.848,1.29,10.88,468,433,35,0.925,0.68,8.20,646,630,16,0.975,0.31,4.63,85,173,34.86,22.08
Thomas Greiss,DET,31,1269.1166666667,717,649,68,0.905,3.21,-6.20,59.78,202,165,37,0.817,1.75,-1.41,209,190,19,0.909,0.90,0.29,283,271,12,0.958,0.57,-2.96,28,74,32.81,21.04
Thomas Hodges,ANA,1,16.8,1,1,0,1.000,0.00,0.09,0.09,0,0,0,-,0.00,0.00,1,1,0,1.000,0.00,0.09,0,0,0,-,0.00,0.00,1,0,32.00,-
Tristan Jarry,PIT,58,2900.45,1459,1345,114,0.922,2.36,11.76,111.96,397,327,70,0.824,1.45,-0.05,400,370,30,0.925,0.62,6.92,600,586,14,0.977,0.29,5.16,77,173,34.55,20.68
Tuukka Rask,BOS,4,160.86666666667,75,64,11,0.853,4.10,-4.54,5.61,24,17,7,0.708,2.61,-2.77,13,11,2,0.846,0.75,-0.80,31,29,2,0.935,0.75,-1.01,7,4,36.47,21.45
Ukko-Pekka Luukkonen,BUF,9,437.98333333333,244,223,21,0.914,2.88,0.03,18.27,55,46,9,0.836,1.23,0.69,73,63,10,0.863,1.37,-3.26,109,107,2,0.982,0.27,1.48,11,23,35.87,24.05
Ville Husso,STL,40,1966.8333333333,1056,973,83,0.921,2.53,8.02,92.1,278,238,40,0.856,1.22,8.98,349,318,31,0.911,0.95,1.21,391,379,12,0.969,0.37,0.49,51,125,32.37,21.33
Vitek Vanecek,WSH,42,1934.4833333333,929,850,79,0.915,2.45,1.07,76.62,255,210,45,0.824,1.40,-0.07,249,228,21,0.916,0.65,1.98,385,372,13,0.966,0.40,-0.71,46,104,34.53,20.81
Zach Fucale,WSH,4,137.28333333333,56,53,3,0.946,1.31,1.83,5.27,13,13,0,1.000,0.00,2.29,22,20,2,0.909,0.87,0.03,21,20,1,0.952,0.44,-0.33,6,6,30.63,39.00
Zach Sawchenko,SJS,7,213.98333333333,122,111,11,0.910,3.08,-0.48,11.81,37,29,8,0.784,2.24,-1.48,31,29,2,0.935,0.56,0.86,46,45,1,0.978,0.28,0.47,4,19,34.38,14.27
