Player,Team,GP,TOI,Shots Against,Saves,Goals Against,SV%,GAA,GSAA,xG Against,HD Shots Against,HD Saves,HD Goals Against,HDSV%,HDGAA,HDGSAA,MD Shots Against,MD Saves,MD Goals Against,MDSV%,MDGAA,MDGSAA,LD Shots Against,LD Saves,LD Goals Against,LDSV%,LDGAA,LDGSAA,Rush Attempts Against,Rebound Attempts Against,Avg. Shot Distance,Avg. Goal Distance
Connor Hellebuyck,WPG,64,305.9,284,251,33,0.884,6.47,6.61,42.51,88,71,17,0.807,3.33,1.59,91,82,9,0.901,1.77,4.08,102,95,7,0.931,1.37,1.02,3,52,28.78,19.06
Connor Ingram,ARI,27,142.66666666667,177,154,23,0.870,9.67,1.69,25.01,45,37,8,0.822,3.36,1.51,63,57,6,0.905,2.52,3.06,69,60,9,0.870,3.79,-3.57,0,32,28.67,26.09
Craig Anderson,BUF,26,130.4,144,127,17,0.882,7.82,3.09,17.55,39,32,7,0.821,3.22,1.24,41,35,6,0.854,2.76,-0.11,63,59,4,0.937,1.84,0.96,2,16,32.33,21.47
Dan Vladar,CGY,27,141.65,124,106,18,0.855,7.62,-0.70,16.66,36,33,3,0.917,1.27,4.60,37,28,9,0.757,3.81,-3.68,51,45,6,0.882,2.54,-1.99,6,10,28.06,24.33
Daniil Tarasov,CBJ,17,60.8,50,41,9,0.820,8.88,-2.03,7.61,16,12,4,0.750,3.95,-0.62,16,13,3,0.813,2.96,-0.70,17,15,2,0.882,1.97,-0.66,1,9,27.60,20.00
Darcy Kuemper,WSH,57,255.13333333333,233,207,26,0.888,6.11,6.50,35.04,74,58,16,0.784,3.76,-0.37,62,58,4,0.935,0.94,4.91,97,91,6,0.938,1.41,1.63,2,42,28.88,20.88
David Rittich,WPG,21,99.1,67,58,9,0.866,5.45,0.35,8.99,16,13,3,0.813,1.82,0.38,17,15,2,0.882,1.21,0.44,32,28,4,0.875,2.42,-1.48,0,6,31.18,29.22
Devon Levi,BUF,7,27.25,23,19,4,0.826,8.81,-0.79,3,6,4,2,0.667,4.40,-0.73,7,5,2,0.714,4.40,-0.99,10,10,0,1.000,0.00,0.79,0,3,31.52,20.25
Dustin Tokarski,PIT,4,20.983333333333,18,14,4,0.778,11.44,-1.49,2.95,9,7,2,0.778,5.72,-0.10,5,4,1,0.800,2.86,-0.28,4,3,1,0.750,2.86,-0.69,0,5,23.94,15.00
Dustin Wolf,CGY,1,4,3,3,0,1.000,0.00,0.42,0.3,0,0,0,-,0.00,0.00,0,0,0,-,0.00,0.00,3,3,0,1.000,0.00,0.24,0,1,48.00,-
Dylan Ferguson,OTT,2,8.8833333333333,6,5,1,0.833,6.75,-0.16,0.69,2,1,1,0.500,6.75,-0.58,2,2,0,1.000,0.00,0.29,2,2,0,1.000,0.00,0.16,0,1,30.33,9.00
Dylan Wells,CHI,1,2.4166666666667,1,0,1,0.000,24.83,-0.86,0.06,0,0,0,-,0.00,0.00,1,0,1,0.000,24.83,-0.86,0,0,0,-,0.00,0.00,0,0,28.00,28.00
Eetu Makiniemi,SJS,2,5.7666666666667,3,2,1,0.667,10.40,-0.58,0.49,1,0,1,0.000,10.40,-0.79,1,1,0,1.000,0.00,0.14,1,1,0,1.000,0.00,0.08,0,0,22.33,6.00
Elvis Merzlikins,CBJ,30,127.16666666667,125,106,19,0.848,8.96,-1.56,17.53,41,32,9,0.780,4.25,-0.34,37,31,6,0.838,2.83,-0.68,47,43,4,0.915,1.89,-0.30,0,21,28.23,22.05
Eric Comrie,BUF,19,76.133333333333,79,65,14,0.823,11.03,-2.98,11.18,31,26,5,0.839,3.94,1.55,27,19,8,0.704,6.30,-4.12,20,19,1,0.950,0.79,0.57,1,11,26.41,20.71
Erik Kallgren,TOR,10,38.383333333333,25,19,6,0.760,9.38,-2.51,3.87,9,8,1,0.889,1.56,0.90,6,3,3,0.500,4.69,-2.14,10,8,2,0.800,3.13,-1.21,0,4,25.60,20.50
Felix Sandstrom,PHI,20,76.216666666667,81,68,13,0.840,10.23,-1.70,12.99,29,20,9,0.690,7.09,-2.87,22,19,3,0.864,2.36,0.16,29,28,1,0.966,0.79,1.28,2,18,27.43,11.23
Filip Gustavsson,MIN,39,186.43333333333,158,145,13,0.918,4.18,9.04,20.77,38,32,6,0.842,1.93,2.03,51,45,6,0.882,1.93,1.33,69,68,1,0.986,0.32,4.43,1,22,31.13,21.92
Frederik Andersen,CAR,34,160.3,110,96,14,0.873,5.24,1.34,17.74,42,33,9,0.786,3.37,-0.13,28,26,2,0.929,0.75,2.03,38,35,3,0.921,1.12,-0.01,1,23,27.69,15.57
Igor Shesterkin,NYR,58,257.55,206,175,31,0.850,7.22,-2.27,33.1,67,50,17,0.746,3.96,-2.85,72,61,11,0.847,2.56,-0.65,66,63,3,0.955,0.70,2.19,3,35,27.58,19.23
Ilya Samsonov,TOR,42,220.86666666667,166,147,19,0.886,5.16,4.15,22.45,46,38,8,0.826,2.17,1.72,47,40,7,0.851,1.90,-0.24,73,69,4,0.945,1.09,1.74,0,24,30.67,22.95
Ilya Sorokin,NYI,62,266.28333333333,245,219,26,0.894,5.86,8.17,38.91,96,83,13,0.865,2.93,7.28,65,58,7,0.892,1.58,2.34,82,76,6,0.927,1.35,0.45,3,59,27.72,23.42
Ivan Prosvetov,ARI,7,61.566666666667,73,64,9,0.877,8.77,1.18,9.48,14,12,2,0.857,1.95,0.96,22,16,6,0.727,5.85,-2.84,36,35,1,0.972,0.97,1.83,1,15,34.55,25.00
Jack Campbell,EDM,36,193.21666666667,172,143,29,0.831,9.01,-5.01,21.26,46,31,15,0.674,4.66,-5.28,53,44,9,0.830,2.79,-1.38,72,67,5,0.931,1.55,0.66,0,14,29.45,19.28
Jacob Markstrom,CGY,59,307.46666666667,229,200,29,0.873,5.66,2.94,34.11,69,63,6,0.913,1.17,8.58,81,65,16,0.802,3.12,-4.36,78,71,7,0.910,1.37,-0.86,3,31,28.64,25.07
Jake Allen,MTL,42,225.78333333333,234,201,33,0.859,8.77,-0.36,32.51,70,53,17,0.757,4.52,-2.21,79,68,11,0.861,2.92,0.36,84,79,5,0.940,1.33,1.61,1,30,27.26,17.21
Jake Oettinger,DAL,62,313.35,241,215,26,0.892,4.98,7.62,34.48,73,61,12,0.836,2.30,3.42,63,54,9,0.857,1.72,0.06,103,98,5,0.951,0.96,3.10,2,34,30.21,21.27
James Reimer,SJS,43,201.65,178,159,19,0.893,5.65,5.83,27.09,58,50,8,0.862,2.38,4.25,58,50,8,0.862,2.38,0.34,61,58,3,0.951,0.89,1.80,1,29,27.37,20.74
Jaroslav Halak,NYR,25,113.51666666667,97,86,11,0.887,5.81,2.53,12.91,27,24,3,0.889,1.59,2.70,29,23,6,0.793,3.17,-1.83,41,39,2,0.951,1.06,1.23,3,13,30.18,27.00
Jaxson Stauber,CHI,6,26.8,17,13,4,0.765,8.96,-1.63,2.76,8,7,1,0.875,2.24,0.69,5,3,2,0.600,4.48,-1.28,4,3,1,0.750,2.24,-0.69,0,3,24.35,28.75
Jeremy Swayman,BOS,37,181.7,152,136,16,0.895,5.28,5.20,21.15,48,41,7,0.854,2.31,3.14,52,46,6,0.885,1.98,1.48,52,49,3,0.942,0.99,1.09,2,23,31.34,20.63
Jet Greaves,CBJ,1,6,12,12,0,1.000,0.00,1.67,1.85,5,5,0,1.000,0.00,1.06,4,4,0,1.000,0.00,0.58,3,3,0,1.000,0.00,0.24,0,2,26.75,-
Jiri Patera,VGK,2,4.5166666666667,8,7,1,0.875,13.28,0.12,1.12,2,1,1,0.500,13.28,-0.58,2,2,0,1.000,0.00,0.29,4,4,0,1.000,0.00,0.31,0,2,23.75,15.00
Joel Hofer,STL,6,30.05,35,27,8,0.771,15.97,-3.12,4.91,14,10,4,0.714,7.99,-1.04,9,6,3,0.667,5.99,-1.71,12,11,1,0.917,2.00,-0.06,1,6,25.49,15.38
Joey Daccord,SEA,5,21.2,16,14,2,0.875,5.66,0.23,2.41,5,4,1,0.800,2.83,0.06,4,4,0,1.000,0.00,0.58,7,6,1,0.857,2.83,-0.45,0,3,32.25,32.50
John Gibson,ANA,53,248.96666666667,280,236,44,0.843,10.60,-4.94,39.18,83,65,18,0.783,4.34,-0.47,104,88,16,0.846,3.86,-1.05,91,81,10,0.890,2.41,-2.84,1,39,28.20,23.95
Jon Gillies,CBJ,3,8,5,5,0,1.000,0.00,0.70,0.6,1,1,0,1.000,0.00,0.21,3,3,0,1.000,0.00,0.43,1,1,0,1.000,0.00,0.08,0,1,31.80,-
Jonas Johansson,COL,3,10.75,15,13,2,0.867,11.16,0.09,2.65,5,3,2,0.600,11.16,-0.94,2,2,0,1.000,0.00,0.29,8,8,0,1.000,0.00,0.63,1,4,27.40,9.00
Jonathan Quick,"LAK, VGK",41,175.41666666667,153,123,30,0.804,10.26,-8.66,20.92,38,24,14,0.632,4.79,-5.97,47,39,8,0.830,2.74,-1.24,68,60,8,0.882,2.74,-2.65,1,20,28.91,22.40
Joonas Korpisalo,"CBJ, LAK",39,188.55,193,167,26,0.865,8.27,0.92,25.67,50,40,10,0.800,3.18,0.56,78,68,10,0.872,3.18,1.21,63,57,6,0.905,1.91,-1.04,1,26,29.14,22.54
Jordan Binnington,STL,61,242.91666666667,240,198,42,0.825,10.37,-8.52,34.53,72,53,19,0.736,4.69,-3.79,72,58,14,0.806,3.46,-3.65,96,87,9,0.906,2.22,-1.45,2,39,28.48,21.55
Joseph Woll,TOR,7,38.25,45,43,2,0.956,3.14,4.28,5.99,14,13,1,0.929,1.57,1.96,14,14,0,1.000,0.00,2.01,17,16,1,0.941,1.57,0.34,1,5,28.82,13.50
Justus Annunen,COL,2,10,5,4,1,0.800,6.00,-0.30,0.55,1,0,1,0.000,6.00,-0.79,0,0,0,-,0.00,0.00,4,4,0,1.000,0.00,0.31,0,0,42.80,18.00
Juuse Saros,NSH,64,377.05,332,297,35,0.895,5.57,11.31,49.34,115,96,19,0.835,3.02,5.29,122,109,13,0.893,2.07,4.54,94,91,3,0.968,0.48,4.39,4,55,26.14,19.31
Kaapo Kahkonen,SJS,37,196.51666666667,164,143,21,0.872,6.41,1.88,21.88,40,33,7,0.825,2.14,1.45,59,49,10,0.831,3.05,-1.52,65,61,4,0.938,1.22,1.11,1,29,31.04,22.81
Karel Vejmelka,ARI,50,314.5,322,273,49,0.848,9.35,-4.09,49.1,109,83,26,0.761,4.96,-2.98,104,91,13,0.875,2.48,1.95,106,96,10,0.906,1.91,-1.66,5,55,28.25,21.90
Keith Kinkaid,"BOS, COL",2,8,4,4,0,1.000,0.00,0.56,0.88,2,2,0,1.000,0.00,0.42,1,1,0,1.000,0.00,0.14,1,1,0,1.000,0.00,0.08,0,1,26.00,-
Kevin Lankinen,NSH,19,77.066666666667,90,79,11,0.878,8.56,1.55,13.73,21,17,4,0.810,3.11,0.44,34,29,5,0.853,3.89,-0.11,35,33,2,0.943,1.56,0.75,0,22,29.73,24.73
Kevin Mandolese,OTT,3,23.783333333333,31,29,2,0.935,5.05,2.32,3.57,9,8,1,0.889,2.52,0.90,14,14,0,1.000,0.00,2.01,8,7,1,0.875,2.52,-0.37,0,6,30.97,25.50
Laurent Brossoit,VGK,11,43.083333333333,45,40,5,0.889,6.96,1.28,5.56,13,11,2,0.846,2.79,0.75,17,15,2,0.882,2.79,0.44,15,14,1,0.933,1.39,0.18,0,3,30.60,24.00
Leevi Merilainen,OTT,2,8.3833333333333,11,9,2,0.818,14.31,-0.47,2.69,5,5,0,1.000,0.00,1.06,3,2,1,0.667,7.16,-0.57,3,2,1,0.667,7.16,-0.76,0,4,21.09,31.50
Linus Ullmark,BOS,49,288.66666666667,199,179,20,0.899,4.16,7.76,27.89,56,44,12,0.786,2.49,-0.17,69,67,2,0.971,0.42,7.92,74,68,6,0.919,1.25,-0.18,6,27,30.92,18.65
Logan Thompson,VGK,37,158.28333333333,153,132,21,0.863,7.96,0.34,18.7,36,27,9,0.750,3.41,-1.40,45,37,8,0.822,3.03,-1.53,72,68,4,0.944,1.52,1.66,2,16,31.35,26.38
Lukas Dostal,ANA,19,106.31666666667,115,94,21,0.817,11.85,-4.96,18.14,31,22,9,0.710,5.08,-2.45,41,36,5,0.878,2.82,0.89,43,36,7,0.837,3.95,-3.62,0,19,28.46,22.76
Mackenzie Blackwood,NJD,22,85.866666666667,71,59,12,0.831,8.39,-2.10,11.9,25,20,5,0.800,3.49,0.28,20,14,6,0.700,4.19,-3.12,26,25,1,0.962,0.70,1.05,0,20,29.27,22.75
Mads Sogaard,OTT,19,125.3,98,88,10,0.898,4.79,3.67,13.68,21,16,5,0.762,2.39,-0.56,40,36,4,0.900,1.92,1.75,35,34,1,0.971,0.48,1.75,2,15,33.88,21.80
Magnus Hellberg,"DET, OTT",18,87.066666666667,70,62,8,0.886,5.51,1.76,9.12,20,18,2,0.900,1.38,2.22,19,15,4,0.789,2.76,-1.27,31,29,2,0.935,1.38,0.44,0,7,28.43,28.75
Marc-Andre Fleury,MIN,46,239.56666666667,226,194,32,0.858,8.01,-0.48,30.03,68,56,12,0.824,3.01,2.36,68,55,13,0.809,3.26,-3.22,90,83,7,0.922,1.75,0.08,2,36,29.48,24.44
Martin Jones,SEA,48,204.33333333333,179,147,32,0.821,9.40,-7.03,26.23,54,38,16,0.704,4.70,-4.59,54,42,12,0.778,3.52,-4.24,71,67,4,0.944,1.17,1.59,3,30,28.36,18.41
Matt Murray,TOR,26,131.46666666667,131,114,17,0.870,7.76,1.27,15.93,32,25,7,0.781,3.19,-0.24,47,43,4,0.915,1.83,2.76,52,46,6,0.885,2.74,-1.91,2,16,30.03,23.53
Matt Murray,DAL,3,14.35,10,9,1,0.900,4.18,0.39,1.69,5,5,0,1.000,0.00,1.06,1,1,0,1.000,0.00,0.14,4,3,1,0.750,4.18,-0.69,0,1,21.90,17.00
Michael Hutchinson,CBJ,16,45.65,49,39,10,0.796,13.14,-3.17,8.01,16,13,3,0.813,3.94,0.38,12,8,4,0.667,5.26,-2.27,21,18,3,0.857,3.94,-1.35,0,7,26.45,24.40
Olle Eriksson Ek,ANA,1,7.15,8,7,1,0.875,8.39,0.12,0.56,1,0,1,0.000,8.39,-0.79,1,1,0,1.000,0.00,0.14,6,6,0,1.000,0.00,0.47,0,0,37.13,9.00
Pavel Francouz,COL,16,91.666666666667,58,52,6,0.897,3.93,2.09,8.15,13,10,3,0.769,1.96,-0.25,14,13,1,0.929,0.65,1.01,30,28,2,0.933,1.31,0.36,0,7,33.34,22.17
Petr Mrazek,CHI,39,168.15,166,141,25,0.849,8.92,-1.85,24.07,58,43,15,0.741,5.35,-2.75,47,41,6,0.872,2.14,0.76,58,54,4,0.931,1.43,0.56,0,34,27.39,17.88
Pheonix Copley,LAK,37,186.1,169,143,26,0.846,8.38,-2.43,24.04,49,37,12,0.755,3.87,-1.65,51,41,10,0.804,3.22,-2.67,67,63,4,0.940,1.29,1.27,0,28,29.40,23.46
Philipp Grubauer,SEA,39,163.55,143,122,21,0.853,7.70,-1.05,18.98,49,39,10,0.796,3.67,0.35,27,22,5,0.815,1.83,-1.12,66,60,6,0.909,2.20,-0.81,0,19,29.92,23.86
Pyotr Kochetkov,CAR,24,106.66666666667,98,90,8,0.918,4.50,5.67,17.02,51,47,4,0.922,2.25,6.77,20,19,1,0.950,0.56,1.88,27,24,3,0.889,1.69,-0.88,3,26,22.39,27.13
Sam Montembeault,MTL,40,206.2,215,175,40,0.814,11.64,-10.01,35.54,80,53,27,0.663,7.86,-10.10,59,51,8,0.864,2.33,0.48,75,70,5,0.933,1.45,0.90,2,44,26.75,15.90
Samuel Ersson,PHI,12,61.016666666667,45,38,7,0.844,6.88,-0.72,7.86,12,9,3,0.750,2.95,-0.47,14,13,1,0.929,0.98,1.01,18,15,3,0.833,2.95,-1.58,0,6,30.38,21.71
Scott Wedgewood,DAL,21,97.033333333333,92,79,13,0.859,8.04,-0.17,14.2,33,29,4,0.879,2.47,2.97,30,25,5,0.833,3.09,-0.69,29,25,4,0.862,2.47,-1.72,0,11,23.47,21.77
Semyon Varlamov,NYI,23,111.15,99,86,13,0.869,7.02,0.81,13.38,31,25,6,0.806,3.24,0.55,27,24,3,0.889,1.62,0.88,41,37,4,0.902,2.16,-0.77,1,14,29.49,19.08
Sergei Bobrovsky,FLA,50,277,250,209,41,0.836,8.88,-6.13,32.88,69,49,20,0.710,4.33,-5.42,71,60,11,0.845,2.38,-0.79,108,98,10,0.907,2.17,-1.50,3,40,31.56,22.17
Spencer Knight,FLA,21,115.63333333333,111,91,20,0.820,10.38,-4.52,14.7,29,19,10,0.655,5.19,-3.87,42,35,7,0.833,3.63,-0.96,40,37,3,0.925,1.56,0.15,1,19,28.99,20.90
Spencer Martin,VAN,29,116.15,115,89,26,0.774,13.43,-9.96,17.58,39,28,11,0.718,5.68,-2.76,41,33,8,0.805,4.13,-2.11,35,28,7,0.800,3.62,-4.25,1,24,26.83,22.19
Stuart Skinner,EDM,50,257.35,266,231,35,0.868,8.16,2.10,39,84,67,17,0.798,3.96,0.74,84,72,12,0.857,2.80,0.08,98,92,6,0.939,1.40,1.71,2,49,28.38,20.83
Thatcher Demko,VAN,32,148.83333333333,145,120,25,0.828,10.08,-4.77,19.71,45,35,10,0.778,4.03,-0.49,39,31,8,0.795,3.23,-2.39,60,53,7,0.883,2.82,-2.28,3,21,29.73,24.08
Thomas Greiss,STL,21,79.75,74,64,10,0.865,7.52,0.32,9.89,20,15,5,0.750,3.76,-0.78,23,22,1,0.957,0.75,2.31,31,27,4,0.871,3.01,-1.56,0,6,29.18,19.00
Tristan Jarry,PIT,47,237.13333333333,220,192,28,0.873,7.08,2.69,28.94,57,45,12,0.789,3.04,0.04,77,67,10,0.870,2.53,1.07,86,80,6,0.930,1.52,0.77,5,28,30.60,22.61
Ukko-Pekka Luukkonen,BUF,33,124.61666666667,156,130,26,0.833,12.52,-4.24,22.29,49,33,16,0.673,7.70,-5.65,54,49,5,0.907,2.41,2.76,52,47,5,0.904,2.41,-0.91,2,23,28.63,18.92
Ville Husso,DET,56,253.85,246,211,35,0.858,8.27,-0.69,34.37,74,58,16,0.784,3.78,-0.37,78,67,11,0.859,2.60,0.21,92,84,8,0.913,1.89,-0.76,3,36,28.38,25.69
Vitek Vanecek,NJD,52,254.25,186,166,20,0.892,4.72,5.94,27.03,49,39,10,0.796,2.36,0.35,49,44,5,0.898,1.18,2.04,85,80,5,0.941,1.18,1.69,1,28,31.58,22.30
Yaroslav Askarov,NSH,1,2.9666666666667,2,0,2,0.000,40.45,-1.72,0.15,0,0,0,-,0.00,0.00,2,0,2,0.000,40.45,-1.71,0,0,0,-,0.00,0.00,0,0,31.00,31.00
