Player,Team,GP,TOI,Shots Against,Saves,Goals Against,SV%,GAA,GSAA,xG Against,HD Shots Against,HD Saves,HD Goals Against,HDSV%,HDGAA,HDGSAA,MD Shots Against,MD Saves,MD Goals Against,MDSV%,MDGAA,MDGSAA,LD Shots Against,LD Saves,LD Goals Against,LDSV%,LDGAA,LDGSAA,Rush Attempts Against,Rebound Attempts Against,Avg. Shot Distance,Avg. Goal Distance
Calvin Pickard,EDM,24,1360.9166666667,581,528,53,0.909,2.34,3.15,53.47,138,114,24,0.826,1.06,2.22,151,129,22,0.854,0.97,-4.11,267,260,7,0.974,0.31,3.22,41,97,34.84,19.96
Cam Talbot,LAK,54,3116.1166666667,1490,1360,130,0.913,2.50,14.01,140.93,347,282,65,0.813,1.25,0.94,376,335,41,0.891,0.79,3.55,683,659,24,0.965,0.46,2.14,72,257,36.08,19.57
Carter Hart,PHI,26,1455.1833333333,727,659,68,0.906,2.80,2.26,66.94,176,143,33,0.813,1.36,0.44,185,163,22,0.881,0.91,-0.08,317,304,13,0.959,0.54,-0.87,34,123,36.66,21.18
Casey DeSmith,VAN,29,1663.4833333333,760,680,80,0.895,2.89,-6.55,76.76,215,169,46,0.786,1.66,-5.15,175,155,20,0.886,0.72,0.73,336,322,14,0.958,0.50,-1.14,34,151,34.50,19.55
Cayden Primeau,MTL,23,1324.8333333333,732,666,66,0.910,2.99,4.75,72.45,187,158,29,0.845,1.31,6.53,201,179,22,0.891,1.00,1.81,308,293,15,0.951,0.68,-3.21,47,135,35.36,22.06
Charlie Lindgren,WSH,50,2852.3833333333,1431,1304,127,0.911,2.67,11.31,138.88,377,309,68,0.820,1.43,3.64,343,309,34,0.901,0.72,6.64,636,611,25,0.961,0.53,-0.66,79,238,35.76,21.45
Chris Driedger,SEA,2,119.58333333333,60,55,5,0.917,2.51,0.80,6.06,16,13,3,0.813,1.51,0.04,12,10,2,0.833,1.00,-0.58,30,30,0,1.000,0.00,1.15,7,12,32.28,17.00
Connor Hellebuyck,WPG,60,3567.3333333333,1798,1656,142,0.921,2.39,31.78,174.68,498,413,85,0.829,1.43,9.63,414,372,42,0.899,0.71,7.05,792,777,15,0.981,0.25,15.31,90,344,35.97,18.37
Connor Ingram,ARI,50,2802.9333333333,1461,1325,136,0.907,2.91,5.20,145.03,375,316,59,0.843,1.26,12.26,389,338,51,0.869,1.09,-4.91,632,606,26,0.959,0.56,-1.82,77,257,34.17,21.09
Dan Vladar,CGY,20,1128.5166666667,574,506,68,0.882,3.62,-12.52,53.19,145,115,30,0.793,1.60,-2.45,157,135,22,0.860,1.17,-3.40,238,223,15,0.937,0.80,-5.89,45,89,35.79,24.37
Daniil Tarasov,CBJ,24,1376.4666666667,796,723,73,0.908,3.18,3.93,71.15,195,168,27,0.862,1.18,10.05,181,150,31,0.829,1.35,-9.56,387,372,15,0.961,0.65,-0.19,24,139,35.47,23.60
Darcy Kuemper,WSH,33,1866.5333333333,940,837,103,0.890,3.31,-12.15,96.57,249,198,51,0.795,1.64,-3.69,227,194,33,0.855,1.06,-6.11,416,397,19,0.954,0.61,-3.08,56,182,36.32,21.36
David Rittich,LAK,24,1364.5166666667,621,572,49,0.921,2.15,11.02,63.56,167,141,26,0.844,1.14,5.73,152,137,15,0.901,0.66,3.01,275,267,8,0.971,0.35,2.52,25,121,34.76,22.33
Devin Cooley,SJS,6,301.48333333333,192,167,25,0.870,4.98,-6.44,20.73,51,38,13,0.745,2.59,-3.31,56,48,8,0.857,1.59,-1.37,72,68,4,0.944,0.80,-1.24,8,49,36.32,21.28
Devon Levi,BUF,23,1294.9,666,599,67,0.899,3.10,-2.63,72.01,196,163,33,0.832,1.53,4.24,180,154,26,0.856,1.20,-4.67,267,259,8,0.970,0.37,2.22,32,151,31.95,19.15
Dustin Wolf,CGY,17,950.5,467,417,50,0.893,3.16,-4.86,39.61,109,87,22,0.798,1.39,-1.29,127,108,19,0.850,1.20,-3.95,207,198,9,0.957,0.57,-1.08,37,69,36.58,20.90
Elvis Merzlikins,CBJ,41,2258.6666666667,1267,1137,130,0.897,3.45,-7.55,128.09,338,270,68,0.799,1.81,-3.77,332,295,37,0.889,0.98,2.33,534,509,25,0.953,0.66,-4.57,63,256,34.52,20.15
Eric Comrie,BUF,10,519.9,254,222,32,0.874,3.69,-7.45,29.03,85,66,19,0.776,2.19,-2.85,61,52,9,0.852,1.04,-1.77,98,94,4,0.959,0.46,-0.25,18,51,31.98,20.50
Felix Sandstrom,PHI,5,263.48333333333,96,79,17,0.823,3.87,-7.72,11.01,29,22,7,0.759,1.59,-1.49,24,16,8,0.667,1.82,-5.16,38,36,2,0.947,0.46,-0.55,8,25,33.88,21.53
Filip Gustavsson,MIN,45,2526.55,1283,1154,129,0.899,3.06,-5.00,117.56,308,245,63,0.795,1.50,-4.47,334,299,35,0.895,0.83,4.57,590,559,31,0.947,0.74,-8.42,57,196,35.32,20.75
Frederik Andersen,CAR,16,912.88333333333,410,382,28,0.932,1.84,11.63,37.69,108,95,13,0.880,0.85,7.52,104,92,12,0.885,0.79,0.32,171,168,3,0.982,0.20,3.54,28,78,36.10,19.57
Georgi Romanov,SJS,2,59.25,30,29,1,0.967,1.01,1.90,3.11,6,5,1,0.833,1.01,0.14,7,7,0,1.000,0.00,0.83,16,16,0,1.000,0.00,0.61,1,5,30.73,7.00
Hunter Shepard,WSH,4,244.83333333333,123,110,13,0.894,3.19,-1.11,12.67,32,22,10,0.688,2.45,-3.92,29,27,2,0.931,0.49,1.44,58,57,1,0.983,0.25,1.22,4,26,34.91,17.62
Igor Shesterkin,NYR,55,3277.1,1606,1465,141,0.912,2.58,14.22,152.47,430,348,82,0.809,1.50,-0.29,397,359,38,0.904,0.70,9.04,697,676,21,0.970,0.38,5.67,123,322,35.03,18.67
Ilya Samsonov,TOR,40,2300.9666666667,1087,967,120,0.890,3.13,-14.94,107.68,276,218,58,0.790,1.51,-5.55,283,243,40,0.859,1.04,-6.47,491,469,22,0.955,0.57,-3.21,69,209,34.80,21.38
Ilya Sorokin,NYI,56,3325.9833333333,1822,1655,167,0.908,3.01,9.10,167.58,453,380,73,0.839,1.32,13.08,461,401,60,0.870,1.08,-5.38,822,788,34,0.959,0.61,-2.54,110,339,36.01,21.69
Ivan Fedotov,PHI,3,121.15,53,43,10,0.811,4.95,-4.88,4.59,10,5,5,0.500,2.48,-3.10,19,14,5,0.737,2.48,-2.75,21,21,0,1.000,0.00,0.80,3,7,35.96,17.50
Ivan Prosvetov,COL,11,494.18333333333,248,222,26,0.895,3.16,-2.03,24.37,71,54,17,0.761,2.06,-3.51,68,61,7,0.897,0.85,1.06,97,95,2,0.979,0.24,1.71,13,46,32.61,17.42
Jack Campbell,EDM,5,266.78333333333,157,137,20,0.873,4.50,-4.83,15.93,47,32,15,0.681,3.37,-6.07,53,49,4,0.925,0.90,2.28,53,52,1,0.981,0.22,1.03,6,22,28.69,12.20
Jacob Markstrom,CGY,48,2831.1166666667,1379,1248,131,0.905,2.78,2.28,147.43,408,347,61,0.850,1.29,16.53,359,313,46,0.872,0.97,-3.47,552,528,24,0.957,0.51,-2.88,98,268,32.75,22.15
Jake Allen,"MTL, NJD",34,1986.8833333333,1087,973,114,0.895,3.44,-8.94,113.06,293,238,55,0.812,1.66,0.68,320,284,36,0.888,1.09,1.91,434,411,23,0.947,0.69,-6.39,53,221,33.10,19.89
Jake Oettinger,DAL,54,3084.5833333333,1476,1336,140,0.905,2.72,2.65,137.28,369,291,78,0.789,1.52,-7.88,357,316,41,0.885,0.80,1.30,674,653,21,0.969,0.41,4.79,87,232,36.16,18.89
James Reimer,DET,25,1352.4,727,657,70,0.904,3.11,0.26,71.62,192,159,33,0.828,1.46,3.48,189,162,27,0.857,1.20,-4.61,317,307,10,0.968,0.44,2.13,42,123,34.50,20.50
Jeremy Swayman,BOS,44,2565.85,1287,1179,108,0.916,2.53,16.39,126.5,336,273,63,0.813,1.47,0.85,311,283,28,0.910,0.65,8.85,571,554,17,0.970,0.40,4.85,95,238,35.57,18.58
Jesper Wallstedt,MIN,3,179.28333333333,87,78,9,0.897,3.01,-0.59,6.14,11,7,4,0.636,1.34,-1.91,25,22,3,0.880,1.00,-0.04,50,48,2,0.960,0.67,-0.09,9,10,38.36,28.11
Jet Greaves,CBJ,9,515.86666666667,327,297,30,0.908,3.49,1.60,32.05,84,66,18,0.786,2.09,-2.04,72,67,5,0.931,0.58,3.53,153,146,7,0.954,0.81,-1.15,13,63,36.00,19.47
Jiri Patera,VGK,6,316.76666666667,196,175,21,0.893,3.98,-2.06,16.96,49,40,9,0.816,1.70,0.31,47,41,6,0.872,1.14,-0.43,90,84,6,0.933,1.14,-2.56,9,30,35.62,23.48
Joel Hofer,STL,30,1628.65,830,758,72,0.913,2.65,8.22,82.59,214,173,41,0.808,1.51,-0.34,214,190,24,0.888,0.88,1.35,368,362,6,0.984,0.22,8.08,39,133,33.61,18.85
Joey Daccord,SEA,50,2832.7833333333,1373,1257,116,0.916,2.46,16.70,127.16,284,221,63,0.778,1.33,-9.03,339,307,32,0.906,0.68,8.16,672,651,21,0.969,0.44,4.72,66,237,37.82,19.14
John Gibson,ANA,46,2562.1166666667,1343,1192,151,0.888,3.54,-21.20,142.24,395,323,72,0.818,1.69,3.06,322,270,52,0.839,1.22,-13.85,577,550,27,0.953,0.63,-4.92,68,258,33.43,20.19
Jonas Johansson,TBL,26,1477.4833333333,752,669,83,0.890,3.37,-10.32,72.8,209,169,40,0.809,1.62,-0.29,206,178,28,0.864,1.14,-3.59,299,285,14,0.953,0.57,-2.56,48,145,34.19,22.83
Jonathan Quick,NYR,27,1582.7333333333,772,703,69,0.911,2.62,5.61,79.15,206,173,33,0.840,1.25,6.14,211,186,25,0.882,0.95,0.00,319,308,11,0.966,0.42,1.21,47,151,33.45,19.57
Joonas Korpisalo,OTT,55,3080.7333333333,1523,1355,168,0.890,3.27,-20.80,150.23,402,322,80,0.801,1.56,-3.61,385,333,52,0.865,1.01,-6.39,659,623,36,0.945,0.70,-10.78,87,313,34.62,20.95
Jordan Binnington,STL,57,3291.8333333333,1785,1629,156,0.913,2.84,16.52,179.09,496,416,80,0.839,1.46,14.25,423,376,47,0.889,0.86,3.12,786,757,29,0.963,0.53,1.08,89,322,33.56,19.46
Joseph Woll,TOR,25,1471.65,772,700,72,0.907,2.94,2.61,74.02,231,191,40,0.827,1.63,3.89,199,180,19,0.905,0.77,4.58,299,286,13,0.957,0.53,-1.56,54,155,34.91,21.63
Justus Annunen,COL,14,801.08333333333,414,384,30,0.928,2.25,10.01,42.02,116,98,18,0.845,1.35,4.04,97,89,8,0.918,0.60,3.49,186,182,4,0.978,0.30,3.12,23,81,35.14,19.10
Juuse Saros,NSH,64,3625.4166666667,1845,1672,173,0.906,2.86,5.32,171.88,460,377,83,0.820,1.37,4.41,462,408,54,0.883,0.89,0.74,822,787,35,0.957,0.58,-3.54,128,334,34.71,20.81
Kaapo Kahkonen,"NJD, SJS",37,1914.2166666667,1139,1023,116,0.898,3.64,-5.92,112.05,260,219,41,0.842,1.29,8.40,329,279,50,0.848,1.57,-11.02,505,480,25,0.950,0.78,-5.68,49,205,34.41,23.04
Karel Vejmelka,ARI,38,2040.1333333333,1090,976,114,0.895,3.35,-8.65,105.61,278,221,57,0.795,1.68,-4.17,296,258,38,0.872,1.12,-2.93,453,434,19,0.958,0.56,-1.67,62,174,35.92,19.79
Kenneth Appleby,NYI,1,20,8,6,2,0.750,6.00,-1.23,0.61,4,3,1,0.750,3.00,-0.24,1,0,1,0.000,3.00,-0.88,3,3,0,1.000,0.00,0.11,0,0,28.50,19.00
Kevin Lankinen,NSH,24,1191.4166666667,609,553,56,0.908,2.82,2.86,58.78,156,127,29,0.814,1.46,0.64,167,153,14,0.916,0.71,5.79,253,240,13,0.949,0.65,-3.32,49,99,34.56,18.34
Laurent Brossoit,WPG,23,1351.3166666667,620,575,45,0.927,2.00,14.92,60.27,152,131,21,0.862,0.93,7.88,162,145,17,0.895,0.75,2.19,272,265,7,0.974,0.31,3.41,32,116,36.54,20.42
Linus Ullmark,BOS,41,2400.4833333333,1208,1105,103,0.915,2.57,13.75,117.59,335,279,56,0.833,1.40,7.66,298,264,34,0.886,0.85,1.31,523,510,13,0.975,0.32,7.01,84,226,34.38,19.21
Logan Thompson,VGK,46,2645.4666666667,1298,1179,119,0.908,2.70,6.45,119.82,300,235,65,0.783,1.47,-7.99,311,280,31,0.900,0.70,5.85,618,595,23,0.963,0.52,0.65,82,258,36.47,20.11
Louis Domingue,NYR,1,60,26,25,1,0.962,1.00,1.51,2.5,6,5,1,0.833,1.00,0.14,6,6,0,1.000,0.00,0.71,14,14,0,1.000,0.00,0.54,0,6,34.15,9.00
Lukas Dostal,ANA,44,2322.8166666667,1310,1181,129,0.902,3.33,-2.39,124.55,347,280,67,0.807,1.73,-1.06,323,285,38,0.882,0.98,0.27,582,558,24,0.959,0.62,-1.73,58,207,34.31,20.35
Mackenzie Blackwood,SJS,44,2437.1333333333,1383,1243,140,0.899,3.45,-6.33,141.4,421,342,79,0.812,1.94,1.00,370,329,41,0.889,1.01,2.84,538,518,20,0.963,0.49,0.59,79,265,34.06,19.59
Mads Sogaard,OTT,6,281.56666666667,135,116,19,0.859,4.05,-5.95,10.37,30,22,8,0.733,1.70,-2.30,35,29,6,0.829,1.28,-1.85,64,59,5,0.922,1.07,-2.55,6,16,34.96,24.53
Magnus Chrona,SJS,9,471.25,261,224,37,0.858,4.71,-11.77,27.09,65,47,18,0.723,2.29,-5.65,72,61,11,0.847,1.40,-2.47,111,103,8,0.928,1.02,-3.75,12,49,35.12,20.32
Magnus Hellberg,PIT,3,119.88333333333,64,59,5,0.922,2.50,1.19,5.95,16,12,4,0.750,2.00,-0.96,21,20,1,0.952,0.50,1.49,26,26,0,1.000,0.00,0.99,3,11,31.97,16.00
Malcolm Subban,CBJ,1,60,35,32,3,0.914,3.00,0.38,4.3,11,11,0,1.000,0.00,2.09,6,4,2,0.667,2.00,-1.29,18,17,1,0.944,1.00,-0.31,0,7,33.23,31.67
Marc-Andre Fleury,MIN,40,2232.6666666667,1056,945,111,0.895,2.98,-8.94,97.81,251,197,54,0.785,1.45,-6.31,275,238,37,0.865,0.99,-4.42,476,456,20,0.958,0.54,-1.79,59,174,36.11,20.43
Martin Jones,TOR,22,1169.6666666667,574,518,56,0.902,2.87,-0.52,59.49,154,126,28,0.818,1.44,1.26,157,140,17,0.892,0.87,1.60,239,228,11,0.954,0.56,-1.85,35,110,34.46,18.46
Matt Murray,DAL,1,60,23,23,0,1.000,0.00,2.22,2.03,3,3,0,1.000,0.00,0.57,4,4,0,1.000,0.00,0.47,14,14,0,1.000,0.00,0.54,2,4,43.78,-
Matt Tomkins,TBL,6,360.21666666667,185,165,20,0.892,3.33,-2.12,18.23,48,40,8,0.833,1.33,1.12,52,44,8,0.846,1.33,-1.84,76,72,4,0.947,0.67,-1.09,11,39,35.28,22.90
Matt Villalta,ARI,2,71.966666666667,29,24,5,0.828,4.17,-2.20,2.79,5,3,2,0.600,1.67,-1.05,11,8,3,0.727,2.50,-1.70,12,12,0,1.000,0.00,0.46,0,3,33.66,15.40
Michael Hutchinson,DET,1,57.8,36,33,3,0.917,3.11,0.48,2.68,10,8,2,0.800,2.08,-0.10,4,4,0,1.000,0.00,0.47,20,19,1,0.950,1.04,-0.23,2,2,42.61,19.00
Nico Daws,NJD,21,1144.05,568,508,60,0.894,3.15,-5.10,57.34,167,135,32,0.808,1.68,-0.27,129,112,17,0.868,0.89,-1.72,243,232,11,0.955,0.58,-1.70,27,116,34.84,20.73
Petr Mrazek,CHI,56,3152.6666666667,1725,1565,160,0.907,3.05,6.72,159.77,463,375,88,0.810,1.67,-0.02,459,416,43,0.906,0.82,11.38,730,701,29,0.960,0.55,-1.07,94,285,34.63,18.08
Pheonix Copley,LAK,8,436.28333333333,177,154,23,0.870,3.16,-5.89,19.98,52,40,12,0.769,1.65,-2.12,46,37,9,0.804,1.24,-3.55,72,70,2,0.972,0.28,0.76,11,32,31.09,18.39
Philipp Grubauer,SEA,36,1996.6,941,846,95,0.899,2.85,-4.05,91.02,226,176,50,0.779,1.50,-7.06,248,219,29,0.883,0.87,0.38,427,411,16,0.963,0.48,0.34,60,179,35.91,19.98
Pyotr Kochetkov,CAR,42,2371.4833333333,1031,939,92,0.911,2.33,7.65,94.32,269,222,47,0.825,1.19,4.12,257,223,34,0.868,0.86,-3.55,433,423,10,0.977,0.25,6.57,58,166,36.92,20.83
Sam Montembeault,MTL,41,2429.8666666667,1307,1180,127,0.903,3.14,-0.68,138.2,357,287,70,0.804,1.73,-2.16,331,290,41,0.876,1.01,-1.78,555,539,16,0.971,0.40,5.24,65,258,35.07,18.26
Samuel Ersson,PHI,51,2809.4666666667,1204,1072,132,0.890,2.82,-15.63,125.24,332,261,71,0.786,1.52,-7.91,307,260,47,0.847,1.00,-10.63,494,480,14,0.972,0.30,4.90,78,272,35.70,20.52
Scott Wedgewood,DAL,32,1789.1333333333,844,759,85,0.899,2.85,-3.43,74.9,193,152,41,0.788,1.37,-4.33,234,203,31,0.868,1.04,-3.28,380,367,13,0.966,0.44,1.54,60,134,36.25,19.44
Semyon Varlamov,NYI,28,1594.7333333333,836,767,69,0.917,2.60,11.80,80.52,214,178,36,0.832,1.35,4.66,203,183,20,0.901,0.75,4.05,375,362,13,0.965,0.49,1.35,56,176,35.03,21.62
Sergei Bobrovsky,FLA,58,3414.2333333333,1584,1449,135,0.915,2.37,18.09,145.52,411,335,76,0.815,1.34,2.10,376,339,37,0.902,0.65,7.55,690,668,22,0.968,0.39,4.40,108,241,37.49,19.34
Spencer Martin,"CAR, CBJ",19,1072.2166666667,533,474,59,0.889,3.30,-7.49,53.8,150,119,31,0.793,1.73,-2.50,134,113,21,0.843,1.18,-5.12,225,218,7,0.969,0.39,1.61,25,101,33.74,18.31
Stuart Skinner,EDM,59,3361.35,1553,1406,147,0.905,2.62,3.10,152.67,402,323,79,0.803,1.41,-2.61,441,396,45,0.898,0.80,7.25,640,617,23,0.964,0.41,1.49,97,253,34.29,20.22
Thatcher Demko,VAN,51,3015.8833333333,1489,1366,123,0.917,2.45,20.91,143.67,401,335,66,0.835,1.31,10.20,351,314,37,0.895,0.74,4.59,664,644,20,0.970,0.40,5.41,80,261,34.99,20.89
Tristan Jarry,PIT,51,2740.6333333333,1368,1235,133,0.903,2.91,-0.78,137.38,345,267,78,0.774,1.71,-12.44,369,334,35,0.905,0.77,8.72,585,566,19,0.968,0.42,3.39,76,250,35.12,20.07
Ukko-Pekka Luukkonen,BUF,54,3081.4833333333,1470,1338,132,0.910,2.57,10.07,144.66,403,336,67,0.834,1.30,9.58,365,329,36,0.901,0.70,7.24,633,604,29,0.954,0.56,-4.78,87,276,35.31,23.02
Ville Husso,DET,19,1012.9166666667,556,496,60,0.892,3.55,-6.26,58.37,139,111,28,0.799,1.66,-1.59,159,137,22,0.862,1.30,-3.16,236,226,10,0.958,0.59,-0.97,22,117,34.47,20.85
Vitek Vanecek,NJD,32,1791.8166666667,862,767,95,0.890,3.18,-11.69,81.83,234,172,62,0.735,2.08,-17.54,208,188,20,0.904,0.67,4.64,366,353,13,0.964,0.44,1.01,45,143,35.89,17.63
Yaniv Perets,CAR,1,12.766666666667,1,1,0,1.000,0.00,0.10,0.04,0,0,0,-,0.00,0.00,1,1,0,1.000,0.00,0.12,0,0,0,-,0.00,0.00,0,0,28.00,-
Yaroslav Askarov,NSH,2,81.666666666667,35,33,2,0.943,1.47,1.38,3.82,8,7,1,0.875,0.73,0.52,10,9,1,0.900,0.73,0.18,17,17,0,1.000,0.00,0.65,3,11,32.09,21.50
