Player,Team,GP,TOI,Shots Against,Saves,Goals Against,SV%,GAA,GSAA,xG Against,HD Shots Against,HD Saves,HD Goals Against,HDSV%,HDGAA,HDGSAA,MD Shots Against,MD Saves,MD Goals Against,MDSV%,MDGAA,MDGSAA,LD Shots Against,LD Saves,LD Goals Against,LDSV%,LDGAA,LDGSAA,Rush Attempts Against,Rebound Attempts Against,Avg. Shot Distance,Avg. Goal Distance
Anton Khudobin,CHI,1,45.116666666667,21,17,4,0.810,5.32,-2.16,2.13,6,4,2,0.667,2.66,-0.97,7,5,2,0.714,2.66,-1.30,8,8,0,1.000,0.00,0.26,0,2,27.71,17.75
Antti Raanta,CAR,27,1249.8,493,455,38,0.923,1.82,5.28,41.73,146,127,19,0.870,0.91,5.99,118,106,12,0.898,0.58,-0.26,192,185,7,0.964,0.34,-0.78,26,57,34.42,20.71
Arturs Silovs,VAN,5,262.48333333333,127,116,11,0.913,2.51,0.15,10.81,30,25,5,0.833,1.14,0.13,37,34,3,0.919,0.69,0.68,55,52,3,0.945,0.69,-1.22,7,22,35.52,21.00
Arvid Soderblom,CHI,15,711.35,389,354,35,0.910,2.95,-0.85,34.68,113,94,19,0.832,1.60,0.34,107,95,12,0.888,1.01,-1.35,148,144,4,0.973,0.34,0.79,20,55,34.93,19.11
Brian Elliott,TBL,22,1119.3333333333,586,531,55,0.906,2.95,-3.55,51.97,167,141,26,0.844,1.39,2.58,149,132,17,0.886,0.91,-2.18,241,229,12,0.950,0.64,-4.20,42,83,34.87,19.91
Cal Petersen,LAK,10,459.71666666667,215,192,23,0.893,3.00,-4.13,17.11,52,42,10,0.808,1.31,-1.10,66,59,7,0.894,0.91,-0.43,87,81,6,0.931,0.78,-3.18,5,27,33.98,24.30
Cam Talbot,OTT,36,1573.5666666667,727,655,72,0.901,2.75,-8.18,63.56,171,132,39,0.772,1.49,-9.73,216,193,23,0.894,0.88,-1.51,291,281,10,0.966,0.38,-0.58,49,111,35.74,20.53
Carter Hart,PHI,55,2682.4166666667,1378,1264,114,0.917,2.55,6.98,121.27,395,329,66,0.833,1.48,1.61,348,311,37,0.894,0.83,-2.38,564,554,10,0.982,0.22,8.26,61,230,35.11,19.89
Casey DeSmith,PIT,38,1725.2166666667,911,827,84,0.908,2.92,-4.02,84.04,291,243,48,0.835,1.67,1.81,231,209,22,0.905,0.77,0.98,346,332,14,0.960,0.49,-2.80,51,145,33.32,18.92
Cayden Primeau,MTL,3,116.88333333333,44,37,7,0.841,3.59,-3.14,4.54,17,12,5,0.706,2.57,-2.09,12,10,2,0.833,1.03,-0.81,14,14,0,1.000,0.00,0.45,0,4,26.07,14.29
Charlie Lindgren,WSH,31,1430.4833333333,721,650,71,0.902,2.98,-7.70,61.55,193,154,39,0.798,1.64,-5.97,197,183,14,0.929,0.59,5.60,293,275,18,0.939,0.75,-8.51,37,83,34.85,22.82
Collin Delia,VAN,20,941.86666666667,424,380,44,0.896,2.80,-6.78,41.78,147,116,31,0.789,1.97,-5.84,100,93,7,0.930,0.45,2.95,163,157,6,0.963,0.38,-0.72,26,74,32.62,18.82
Connor Hellebuyck,WPG,64,3134.5,1616,1497,119,0.926,2.28,22.87,142.93,433,364,69,0.841,1.32,5.11,459,424,35,0.924,0.67,10.67,642,627,15,0.977,0.29,5.79,83,226,35.23,19.41
Connor Ingram,ARI,27,1321.7666666667,759,695,64,0.916,2.91,2.63,62.45,186,152,34,0.817,1.54,-2.16,235,211,24,0.898,1.09,-0.62,295,289,6,0.980,0.27,3.55,41,105,35.62,19.72
Craig Anderson,BUF,26,1229.4333333333,661,603,58,0.912,2.83,0.03,56.27,195,165,30,0.846,1.46,3.38,169,150,19,0.888,0.93,-2.19,264,255,9,0.966,0.44,-0.45,32,91,35.41,21.33
Dan Vladar,CGY,27,1208.5333333333,523,471,52,0.901,2.58,-6.09,46.31,138,114,24,0.826,1.19,-0.38,178,156,22,0.876,1.09,-4.29,174,168,6,0.966,0.30,-0.37,23,74,35.67,23.50
Daniil Tarasov,CBJ,17,758.26666666667,472,425,47,0.900,3.72,-5.56,40.33,125,100,25,0.800,1.98,-3.60,133,119,14,0.895,1.11,-0.77,202,194,8,0.960,0.63,-1.46,24,90,34.98,21.45
Darcy Kuemper,WSH,57,2713.6666666667,1394,1272,122,0.912,2.70,0.38,125.95,385,316,69,0.821,1.53,-3.10,381,348,33,0.913,0.73,4.91,562,542,20,0.964,0.44,-1.80,97,204,34.31,20.68
David Rittich,WPG,21,912.85,415,375,40,0.904,2.63,-3.57,34.8,102,83,19,0.814,1.25,-1.54,110,101,9,0.918,0.59,1.94,184,172,12,0.935,0.79,-6.04,25,59,36.12,22.43
Devon Levi,BUF,7,371.75,196,179,17,0.913,2.74,0.21,19.67,71,62,9,0.873,1.45,3.15,55,49,6,0.891,0.97,-0.53,62,60,2,0.968,0.32,0.01,6,40,30.22,20.59
Dustin Tokarski,PIT,4,161.08333333333,92,85,7,0.924,2.61,1.08,7.64,27,24,3,0.889,1.12,1.62,19,15,4,0.789,1.49,-2.11,41,41,0,1.000,0.00,1.33,5,16,36.18,17.14
Dustin Wolf,CGY,1,53.9,20,19,1,0.950,1.11,0.76,2.35,4,3,1,0.750,1.11,-0.32,6,6,0,1.000,0.00,0.60,5,5,0,1.000,0.00,0.16,2,3,41.25,7.00
Dylan Ferguson,OTT,2,101.96666666667,77,73,4,0.948,2.35,2.76,7.21,21,20,1,0.952,0.59,2.59,26,23,3,0.885,1.77,-0.41,27,27,0,1.000,0.00,0.87,2,14,34.32,20.50
Dylan Wells,CHI,1,16.933333333333,12,12,0,1.000,0.00,1.05,1.56,4,4,0,1.000,0.00,0.68,2,2,0,1.000,0.00,0.20,5,5,0,1.000,0.00,0.16,1,0,28.00,-
Eetu Makiniemi,SJS,2,69.983333333333,27,25,2,0.926,1.71,0.37,2.04,7,7,0,1.000,0.00,1.20,7,5,2,0.714,1.71,-1.30,11,11,0,1.000,0.00,0.36,4,3,35.26,36.00
Elvis Merzlikins,CBJ,30,1312.4833333333,735,646,89,0.879,4.07,-24.47,60.73,173,128,45,0.740,2.06,-15.39,176,148,28,0.841,1.28,-10.49,355,339,16,0.955,0.73,-4.51,33,109,36.28,23.57
Eric Comrie,BUF,19,916.28333333333,492,440,52,0.894,3.41,-8.81,44.99,151,122,29,0.808,1.90,-3.15,139,124,15,0.892,0.98,-1.17,187,179,8,0.957,0.52,-1.94,19,66,33.01,22.27
Erik Kallgren,TOR,10,477.01666666667,217,199,18,0.917,2.26,1.05,19.29,66,55,11,0.833,1.38,0.30,57,51,6,0.895,0.75,-0.33,79,78,1,0.987,0.13,1.56,13,34,35.21,16.39
Felix Sandstrom,PHI,20,942.6,474,421,53,0.888,3.37,-11.39,39.64,105,83,22,0.790,1.40,-4.03,154,130,24,0.844,1.53,-8.68,192,185,7,0.964,0.45,-0.78,27,74,35.90,21.89
Filip Gustavsson,MIN,39,1944.5,985,918,67,0.932,2.07,19.47,80.1,241,202,39,0.838,1.20,2.25,286,267,19,0.934,0.59,9.45,411,402,9,0.978,0.28,4.31,64,143,35.26,18.64
Frederik Andersen,CAR,34,1664.05,718,652,66,0.908,2.38,-2.97,61.09,208,171,37,0.822,1.33,-1.40,179,158,21,0.883,0.76,-3.19,272,264,8,0.971,0.29,0.81,34,103,34.74,19.74
Igor Shesterkin,NYR,58,2942.0666666667,1474,1364,110,0.925,2.24,19.40,131.71,440,383,57,0.870,1.16,18.31,393,360,33,0.916,0.67,6.10,568,548,20,0.965,0.41,-1.61,103,221,33.69,20.55
Ilya Samsonov,TOR,42,2065.3333333333,979,905,74,0.924,2.15,11.95,88.24,270,242,28,0.896,0.81,18.21,257,221,36,0.860,1.05,-10.43,398,388,10,0.975,0.29,2.89,57,168,34.74,21.78
Ilya Sorokin,NYI,62,3054.0666666667,1538,1430,108,0.930,2.12,27.02,142.18,456,390,66,0.855,1.30,12.05,374,346,28,0.925,0.55,9.21,635,621,14,0.978,0.28,6.56,87,298,34.32,19.93
Ivan Prosvetov,ARI,7,323.36666666667,154,136,18,0.883,3.34,-4.48,13.88,43,38,5,0.884,0.93,2.36,54,43,11,0.796,2.04,-5.63,54,52,2,0.963,0.37,-0.25,11,23,31.33,23.78
Jack Campbell,EDM,36,1666.9833333333,835,751,84,0.899,3.02,-10.70,70.49,220,178,42,0.809,1.51,-4.34,210,184,26,0.876,0.94,-5.11,358,342,16,0.955,0.58,-4.41,44,123,34.47,21.42
Jacob Markstrom,CGY,59,2816.15,1260,1127,133,0.894,2.83,-22.38,117.01,381,303,78,0.795,1.66,-12.79,385,343,42,0.891,0.89,-3.70,423,410,13,0.969,0.28,0.70,98,203,33.67,19.53
Jake Allen,MTL,42,2009.5666666667,1063,952,111,0.896,3.31,-17.68,97.75,330,258,72,0.782,2.15,-15.52,284,256,28,0.901,0.84,0.26,403,392,11,0.973,0.33,2.05,52,172,33.16,17.38
Jake Oettinger,DAL,62,3026.3333333333,1480,1366,114,0.923,2.26,15.93,124.71,385,323,62,0.839,1.23,3.90,389,352,37,0.905,0.73,1.70,620,605,15,0.976,0.30,5.08,74,205,35.68,19.55
James Reimer,SJS,43,2135.2666666667,1114,992,122,0.890,3.43,-24.20,100.38,316,252,64,0.797,1.80,-9.91,330,284,46,0.861,1.29,-13.17,416,404,12,0.971,0.34,1.47,63,193,33.15,19.88
Jaroslav Halak,NYR,25,1231.25,562,508,54,0.904,2.63,-4.66,53.38,176,144,32,0.818,1.56,-1.88,140,131,9,0.936,0.44,4.93,222,209,13,0.941,0.63,-5.81,39,91,32.63,18.63
Jaxson Stauber,CHI,6,311.33333333333,174,161,13,0.925,2.51,2.28,15.46,52,47,5,0.904,0.96,3.90,45,38,7,0.844,1.35,-2.52,66,65,1,0.985,0.19,1.14,7,28,34.18,19.00
Jeremy Swayman,BOS,37,1657.95,770,713,57,0.926,2.06,10.60,70.4,220,190,30,0.864,1.09,7.66,200,179,21,0.895,0.76,-1.10,309,303,6,0.981,0.22,4.01,45,122,34.03,21.44
Jet Greaves,CBJ,1,48.95,37,34,3,0.919,3.68,0.25,3.93,16,13,3,0.813,3.68,-0.26,10,10,0,1.000,0.00,0.99,10,10,0,1.000,0.00,0.32,4,4,28.35,14.00
Jett Alexander,TOR,1,1.1666666666667,0,0,0,-,0.00,0.00,0,0,0,0,-,0.00,0.00,0,0,0,-,0.00,0.00,0,0,0,-,0.00,0.00,0,0,-,-
Jiri Patera,VGK,2,108.61666666667,58,54,4,0.931,2.21,1.09,5.98,19,16,3,0.842,1.66,0.25,16,16,0,1.000,0.00,1.59,19,18,1,0.947,0.55,-0.38,3,9,30.83,10.25
Joel Hofer,STL,6,262.13333333333,141,133,8,0.943,1.83,4.38,11.32,35,31,4,0.886,0.92,1.99,39,38,1,0.974,0.23,2.88,62,59,3,0.952,0.69,-0.99,7,14,34.66,28.38
Joey Daccord,SEA,5,208.93333333333,109,98,11,0.899,3.16,-1.43,9.45,30,23,7,0.767,2.01,-1.87,35,32,3,0.914,0.86,0.48,41,40,1,0.976,0.29,0.33,5,17,32.13,16.09
John Gibson,ANA,53,2544.9833333333,1667,1514,153,0.908,3.61,-6.65,149.5,544,453,91,0.833,2.15,2.11,407,367,40,0.902,0.94,0.49,659,637,22,0.967,0.52,-0.66,64,253,31.92,18.88
Jon Gillies,CBJ,3,103.25,58,50,8,0.862,4.65,-2.91,6.14,11,7,4,0.636,2.32,-2.12,24,20,4,0.833,2.32,-1.61,22,22,0,1.000,0.00,0.71,0,14,32.21,22.13
Jonas Johansson,COL,3,118.76666666667,56,53,3,0.946,1.52,1.92,5.49,18,16,2,0.889,1.01,1.08,16,15,1,0.938,0.51,0.59,21,21,0,1.000,0.00,0.68,4,12,30.52,13.33
Jonathan Quick,"LAK, VGK",41,1868.1833333333,896,805,91,0.898,2.92,-12.34,81.6,273,223,50,0.817,1.61,-3.27,220,193,27,0.877,0.87,-5.11,343,329,14,0.959,0.45,-2.89,43,161,34.75,20.29
Joonas Korpisalo,"CBJ, LAK",39,1846.9666666667,974,901,73,0.925,2.37,12.51,84.94,275,238,37,0.865,1.20,10.07,263,237,26,0.901,0.84,0.17,387,377,10,0.974,0.32,2.53,47,157,34.79,20.01
Jordan Binnington,STL,61,3001.75,1535,1390,145,0.906,2.90,-10.24,145.37,436,351,85,0.805,1.70,-10.37,471,431,40,0.915,0.80,6.86,575,555,20,0.965,0.40,-1.38,85,248,31.99,20.05
Joseph Woll,TOR,7,345.95,170,158,12,0.929,2.08,2.92,15.37,42,34,8,0.810,1.39,-0.81,47,45,2,0.957,0.35,2.68,73,71,2,0.973,0.35,0.36,7,29,32.57,21.58
Justus Annunen,COL,2,98.2,41,35,6,0.854,3.67,-2.40,3.79,19,16,3,0.842,1.83,0.25,7,5,2,0.714,1.22,-1.30,14,13,1,0.929,0.61,-0.55,0,7,28.61,17.50
Juuse Saros,NSH,64,3119.0666666667,1693,1563,130,0.923,2.50,18.63,150.72,453,381,72,0.841,1.39,5.54,535,495,40,0.925,0.77,13.23,629,611,18,0.971,0.35,2.37,113,248,33.28,19.65
Kaapo Kahkonen,SJS,37,1757.3333333333,959,850,109,0.886,3.72,-24.81,84.48,252,196,56,0.778,1.91,-12.87,281,240,41,0.854,1.40,-13.04,382,370,12,0.969,0.41,0.37,46,135,34.45,21.12
Karel Vejmelka,ARI,50,2387.6166666667,1308,1192,116,0.911,2.92,-1.17,115.36,390,317,73,0.813,1.83,-6.25,341,313,28,0.918,0.70,5.93,532,517,15,0.972,0.38,2.23,58,187,33.38,19.46
Keith Kinkaid,"BOS, COL",2,72.116666666667,34,33,1,0.971,0.83,1.98,3.1,9,8,1,0.889,0.83,0.54,9,9,0,1.000,0.00,0.90,15,15,0,1.000,0.00,0.49,1,6,35.18,12.00
Kevin Lankinen,NSH,19,907.65,476,438,38,0.920,2.51,3.79,41.59,135,118,17,0.874,1.12,6.11,119,104,15,0.874,0.99,-3.16,193,187,6,0.969,0.40,0.25,27,73,34.70,23.29
Kevin Mandolese,OTT,3,141.31666666667,84,77,7,0.917,2.97,0.37,7.8,26,22,4,0.846,1.70,0.45,28,25,3,0.893,1.27,-0.21,28,28,0,1.000,0.00,0.91,6,10,31.73,19.57
Laurent Brossoit,VGK,11,552.16666666667,267,250,17,0.936,1.85,6.44,21.98,76,67,9,0.882,0.98,4.01,76,68,8,0.895,0.87,-0.44,100,100,0,1.000,0.00,3.24,21,40,34.08,18.47
Leevi Merilainen,OTT,2,65.3,35,32,3,0.914,2.76,0.07,2.6,9,8,1,0.889,0.92,0.54,11,9,2,0.818,1.84,-0.91,12,12,0,1.000,0.00,0.39,2,5,38.09,30.00
Linus Ullmark,BOS,49,2334.35,1209,1141,68,0.944,1.75,38.14,95.68,319,278,41,0.871,1.05,13.60,313,296,17,0.946,0.44,14.14,494,484,10,0.980,0.26,6.00,86,188,36.34,20.19
Logan Thompson,VGK,37,1850.4,944,871,73,0.923,2.37,9.87,75.1,232,200,32,0.862,1.04,7.71,248,224,24,0.903,0.78,0.67,417,401,16,0.962,0.52,-2.50,59,139,35.57,21.41
Lukas Dostal,ANA,19,874.41666666667,543,499,44,0.919,3.02,3.67,46.23,148,122,26,0.824,1.78,-0.67,145,137,8,0.945,0.55,6.43,228,218,10,0.956,0.69,-2.62,21,60,33.65,20.27
Mackenzie Blackwood,NJD,22,962.21666666667,474,428,46,0.903,2.87,-4.39,43.63,120,97,23,0.808,1.43,-2.46,124,113,11,0.911,0.69,1.34,210,198,12,0.943,0.75,-5.20,29,83,35.69,21.15
Mads Sogaard,OTT,19,817.71666666667,408,363,45,0.890,3.30,-9.18,34.42,124,101,23,0.815,1.69,-1.78,107,92,15,0.860,1.10,-4.35,157,150,7,0.955,0.51,-1.92,18,51,33.57,21.40
Magnus Hellberg,"DET, OTT",18,782.9,370,329,41,0.889,3.14,-8.52,34.95,128,103,25,0.805,1.92,-3.09,97,86,11,0.887,0.84,-1.35,127,122,5,0.961,0.38,-0.89,25,58,33.20,22.56
Marc-Andre Fleury,MIN,46,2191.4333333333,1113,1021,92,0.917,2.52,5.71,92.89,308,255,53,0.828,1.45,-0.28,283,261,22,0.922,0.60,6.16,470,453,17,0.964,0.47,-1.78,60,171,34.60,21.43
Martin Jones,SEA,48,2202.5,931,836,95,0.898,2.59,-13.27,85.38,254,196,58,0.772,1.58,-14.52,240,213,27,0.888,0.74,-3.12,379,369,10,0.974,0.27,2.27,55,145,35.98,18.17
Matt Murray,DAL,3,146.63333333333,47,39,8,0.830,3.27,-3.87,4.97,17,12,5,0.706,2.05,-2.09,17,15,2,0.882,0.82,-0.31,11,10,1,0.909,0.41,-0.64,3,8,28.91,23.25
Matt Murray,TOR,26,1204.7833333333,598,545,53,0.911,2.64,-0.50,52.27,177,149,28,0.842,1.39,2.30,138,119,19,0.862,0.95,-5.27,260,254,6,0.977,0.30,2.42,45,100,33.83,20.58
Matthew Berlin,EDM,1,2.4333333333333,1,1,0,1.000,0.00,0.09,0.01,0,0,0,-,0.00,0.00,0,0,0,-,0.00,0.00,1,1,0,1.000,0.00,0.03,0,0,51.00,-
Michael Hutchinson,CBJ,16,634.95,370,327,43,0.884,4.06,-10.52,35.65,122,93,29,0.762,2.74,-8.12,99,89,10,0.899,0.94,-0.15,136,132,4,0.971,0.38,0.40,18,54,31.91,16.47
Olle Eriksson Ek,ANA,1,50.733333333333,29,25,4,0.862,4.73,-1.45,2.38,6,5,1,0.833,1.18,0.03,10,9,1,0.900,1.18,-0.01,13,11,2,0.846,2.37,-1.58,0,5,33.31,22.75
Pavel Francouz,COL,16,773.73333333333,415,381,34,0.918,2.64,2.43,32.84,112,88,24,0.786,1.86,-4.83,113,107,6,0.947,0.47,5.24,167,163,4,0.976,0.31,1.41,19,61,35.30,19.94
Petr Mrazek,CHI,39,1826.6666666667,1055,949,106,0.900,3.48,-13.38,93.94,310,253,57,0.816,1.87,-3.94,284,254,30,0.894,0.99,-1.74,427,408,19,0.956,0.62,-5.17,52,181,32.40,19.40
Pheonix Copley,LAK,37,1735.0666666667,755,690,65,0.914,2.25,1.28,69.52,185,149,36,0.805,1.24,-4.34,210,194,16,0.924,0.55,4.89,316,303,13,0.959,0.45,-2.77,32,136,35.34,21.98
Philipp Grubauer,SEA,39,1726.4833333333,768,697,71,0.908,2.47,-3.58,75.12,217,177,40,0.816,1.39,-2.86,195,171,24,0.877,0.83,-4.60,314,307,7,0.978,0.24,3.17,32,143,34.74,17.76
Pyotr Kochetkov,CAR,24,1180.0166666667,511,462,49,0.904,2.49,-4.14,45.49,165,140,25,0.848,1.27,3.24,129,110,19,0.853,0.97,-6.17,179,174,5,0.972,0.25,0.80,34,65,34.73,18.71
Sam Montembeault,MTL,40,1946.2,1094,1002,92,0.916,2.84,4.04,102.44,314,260,54,0.828,1.66,-0.26,307,279,28,0.909,0.86,2.54,433,423,10,0.977,0.31,4.02,40,192,32.78,19.26
Samuel Ersson,PHI,12,529.76666666667,271,245,26,0.904,2.94,-2.21,25.8,75,66,9,0.880,1.02,3.84,79,66,13,0.835,1.47,-5.14,103,99,4,0.961,0.45,-0.66,17,43,33.89,24.96
Scott Wedgewood,DAL,21,938.71666666667,488,450,38,0.922,2.43,4.84,39.53,127,104,23,0.819,1.47,-1.26,118,109,9,0.924,0.58,2.74,221,215,6,0.973,0.38,1.16,19,68,36.44,19.39
Semyon Varlamov,NYI,23,1113.3166666667,567,521,46,0.919,2.48,3.78,50.79,170,145,25,0.853,1.35,4.10,155,139,16,0.897,0.86,-0.58,206,201,5,0.976,0.27,1.67,41,89,35.14,21.87
Sergei Bobrovsky,FLA,50,2296.55,1167,1068,99,0.915,2.59,3.45,105.22,349,299,50,0.857,1.31,9.74,300,273,27,0.910,0.71,2.85,457,435,22,0.952,0.57,-7.20,54,189,34.05,20.47
Spencer Knight,FLA,21,936.61666666667,499,458,41,0.918,2.63,2.81,39.32,137,122,15,0.891,0.96,8.45,126,107,19,0.849,1.22,-6.46,212,205,7,0.967,0.45,-0.14,25,59,35.17,23.78
Spencer Martin,VAN,29,1350.6166666667,693,616,77,0.889,3.42,-16.16,61.12,190,153,37,0.805,1.64,-4.48,196,169,27,0.862,1.20,-7.50,269,257,12,0.955,0.53,-3.29,34,105,34.46,21.19
Stuart Skinner,EDM,50,2410.4,1231,1139,92,0.925,2.29,16.07,105.89,323,273,50,0.845,1.24,5.29,357,324,33,0.908,0.82,2.52,471,462,9,0.981,0.22,6.25,61,160,34.85,21.04
Thatcher Demko,VAN,32,1565.1166666667,826,757,69,0.916,2.65,3.51,71.44,231,191,40,0.827,1.53,-0.46,237,216,21,0.911,0.81,2.58,307,299,8,0.974,0.31,1.94,36,118,34.86,20.06
Thomas Greiss,STL,21,906.36666666667,528,477,51,0.903,3.38,-4.65,45.63,157,122,35,0.777,2.32,-8.13,147,135,12,0.918,0.79,2.63,191,187,4,0.979,0.26,2.18,34,78,34.99,16.10
Tristan Jarry,PIT,47,2161.0666666667,1144,1047,97,0.915,2.69,3.43,88.9,293,233,60,0.795,1.67,-9.85,297,274,23,0.923,0.64,6.55,483,469,14,0.971,0.39,1.64,50,149,36.71,18.86
Ukko-Pekka Luukkonen,BUF,33,1616.9,875,788,87,0.901,3.23,-10.18,76.27,254,207,47,0.815,1.74,-3.52,247,222,25,0.899,0.93,-0.43,338,323,15,0.956,0.56,-4.06,27,121,33.89,20.13
Ville Husso,DET,56,2671.75,1305,1180,125,0.904,2.81,-10.43,111.59,338,279,59,0.825,1.32,-1.15,341,297,44,0.871,0.99,-10.07,544,522,22,0.960,0.49,-4.39,55,208,35.36,21.93
Vitek Vanecek,NJD,52,2448.7666666667,1112,1019,93,0.916,2.28,4.62,97.06,276,223,53,0.808,1.30,-5.76,307,279,28,0.909,0.69,2.54,456,444,12,0.974,0.29,2.77,56,168,36.43,19.13
Yaroslav Askarov,NSH,1,49.666666666667,31,29,2,0.935,2.42,0.72,3.21,9,8,1,0.889,1.21,0.54,5,4,1,0.800,1.21,-0.50,14,14,0,1.000,0.00,0.45,2,9,43.06,15.50
