Player,Team,GP,TOI,Shots Against,Saves,Goals Against,SV%,GAA,GSAA,xG Against,HD Shots Against,HD Saves,HD Goals Against,HDSV%,HDGAA,HDGSAA,MD Shots Against,MD Saves,MD Goals Against,MDSV%,MDGAA,MDGSAA,LD Shots Against,LD Saves,LD Goals Against,LDSV%,LDGAA,LDGSAA,Rush Attempts Against,Rebound Attempts Against,Avg. Shot Distance,Avg. Goal Distance
Filip Gustavsson,MIN,45,230.13333333333,26,24,2,0.923,0.52,0.41,1.8,5,4,1,0.800,0.26,0.13,7,6,1,0.857,0.26,-0.02,3,3,0,1.000,0.00,0.09,5,2,81.77,18.00
Frederik Andersen,CAR,16,71.7,14,13,1,0.929,0.84,0.30,0.83,1,0,1,0.000,0.84,-0.77,1,1,0,1.000,0.00,0.14,7,7,0,1.000,0.00,0.20,6,0,83.64,12.00
Georgi Romanov,SJS,2,1.5666666666667,0,0,0,-,0.00,0.00,0,0,0,0,-,0.00,0.00,0,0,0,-,0.00,0.00,0,0,0,-,0.00,0.00,0,0,-,-
Hunter Shepard,WSH,4,17.616666666667,0,0,0,-,0.00,0.00,0.09,0,0,0,-,0.00,0.00,0,0,0,-,0.00,0.00,0,0,0,-,0.00,0.00,1,0,-,-
Igor Shesterkin,NYR,55,260.56666666667,43,40,3,0.930,0.69,0.99,2.44,9,7,2,0.778,0.46,0.04,3,3,0,1.000,0.00,0.42,12,11,1,0.917,0.23,-0.65,16,1,82.14,21.00
Ilya Samsonov,TOR,40,171.83333333333,39,37,2,0.949,0.70,1.62,4.5,12,11,1,0.917,0.35,1.72,11,10,1,0.909,0.35,0.53,10,10,0,1.000,0.00,0.29,13,5,48.46,16.00
Ilya Sorokin,NYI,56,234.83333333333,42,41,1,0.976,0.26,2.89,4.31,9,8,1,0.889,0.26,1.04,13,13,0,1.000,0.00,1.81,5,5,0,1.000,0.00,0.15,16,5,76.95,11.00
Ivan Fedotov,PHI,3,10,0,0,0,-,0.00,0.00,0,0,0,0,-,0.00,0.00,0,0,0,-,0.00,0.00,0,0,0,-,0.00,0.00,0,0,-,-
Ivan Prosvetov,COL,11,43.3,11,10,1,0.909,1.39,0.02,0.79,2,1,1,0.500,1.39,-0.55,2,2,0,1.000,0.00,0.28,2,2,0,1.000,0.00,0.06,4,1,66.00,4.00
Jack Campbell,EDM,5,21.333333333333,2,1,1,0.500,2.81,-0.81,0.44,1,1,0,1.000,0.00,0.23,0,0,0,-,0.00,0.00,1,0,1,0.000,2.81,-0.97,1,0,23.00,31.00
Jacob Markstrom,CGY,48,238.78333333333,50,40,10,0.800,2.51,-5.36,6.4,17,11,6,0.647,1.51,-2.15,13,9,4,0.692,1.01,-2.19,10,10,0,1.000,0.00,0.29,19,6,48.00,18.00
Jake Allen,"MTL, NJD",34,159.33333333333,29,26,3,0.897,1.13,-0.31,3.12,9,6,3,0.667,1.13,-0.96,8,8,0,1.000,0.00,1.12,4,4,0,1.000,0.00,0.12,10,3,60.38,9.33
Jake Oettinger,DAL,54,238.63333333333,46,45,1,0.978,0.25,3.27,2.67,6,5,1,0.833,0.25,0.36,10,10,0,1.000,0.00,1.39,12,12,0,1.000,0.00,0.35,10,0,82.46,22.00
James Reimer,DET,25,103.6,15,15,0,1.000,0.00,1.39,1.56,6,6,0,1.000,0.00,1.36,1,1,0,1.000,0.00,0.14,7,7,0,1.000,0.00,0.20,3,3,36.33,-
Jeremy Swayman,BOS,44,211.6,39,37,2,0.949,0.57,1.62,3.67,12,10,2,0.833,0.57,0.72,8,8,0,1.000,0.00,1.12,10,10,0,1.000,0.00,0.29,10,3,57.90,9.00
Jesper Wallstedt,MIN,3,6.6666666666667,0,0,0,-,0.00,0.00,0.2,0,0,0,-,0.00,0.00,0,0,0,-,0.00,0.00,0,0,0,-,0.00,0.00,1,0,-,-
Jet Greaves,CBJ,9,22.533333333333,6,6,0,1.000,0.00,0.56,0.1,0,0,0,-,0.00,0.00,1,1,0,1.000,0.00,0.14,1,1,0,1.000,0.00,0.03,2,0,124.67,-
Jiri Patera,VGK,6,28.983333333333,4,4,0,1.000,0.00,0.37,0.37,2,2,0,1.000,0.00,0.45,1,1,0,1.000,0.00,0.14,0,0,0,-,0.00,0.00,0,1,32.75,-
Joel Hofer,STL,30,150.58333333333,22,20,2,0.909,0.80,0.04,2.49,4,3,1,0.750,0.40,-0.09,7,6,1,0.857,0.40,-0.02,4,4,0,1.000,0.00,0.12,8,1,64.36,11.00
Joey Daccord,SEA,50,203.58333333333,34,29,5,0.853,1.47,-1.85,2.77,8,6,2,0.750,0.59,-0.19,2,2,0,1.000,0.00,0.28,12,9,3,0.750,0.88,-2.65,9,1,73.00,12.40
John Gibson,ANA,46,190.26666666667,28,25,3,0.893,0.95,-0.40,2.81,9,7,2,0.778,0.63,0.04,4,3,1,0.750,0.32,-0.44,5,5,0,1.000,0.00,0.15,7,4,66.00,10.33
Jonas Johansson,TBL,26,123.78333333333,17,16,1,0.941,0.48,0.58,1.62,3,2,1,0.667,0.48,-0.32,4,4,0,1.000,0.00,0.56,4,4,0,1.000,0.00,0.12,7,0,74.65,12.00
Jonathan Quick,NYR,27,112.15,18,18,0,1.000,0.00,1.67,1.86,7,7,0,1.000,0.00,1.59,4,4,0,1.000,0.00,0.56,3,3,0,1.000,0.00,0.09,5,2,57.17,-
Joonas Korpisalo,OTT,55,310.71666666667,44,40,4,0.909,0.77,0.08,3.67,8,4,4,0.500,0.77,-2.19,10,10,0,1.000,0.00,1.39,9,9,0,1.000,0.00,0.26,11,3,79.23,10.50
Jordan Binnington,STL,57,267.78333333333,44,41,3,0.932,0.67,1.08,4.73,13,10,3,0.769,0.67,-0.06,13,13,0,1.000,0.00,1.81,6,6,0,1.000,0.00,0.18,20,3,57.18,6.67
Joseph Woll,TOR,25,119.58333333333,23,21,2,0.913,1.00,0.13,1.78,4,2,2,0.500,1.00,-1.09,3,3,0,1.000,0.00,0.42,7,7,0,1.000,0.00,0.20,9,0,78.09,11.50
Justus Annunen,COL,14,75.083333333333,12,12,0,1.000,0.00,1.11,1.92,3,3,0,1.000,0.00,0.68,5,5,0,1.000,0.00,0.70,2,2,0,1.000,0.00,0.06,2,4,50.42,-
Juuse Saros,NSH,64,318.45,58,54,4,0.931,0.75,1.38,4.84,18,14,4,0.778,0.75,0.08,12,12,0,1.000,0.00,1.67,12,12,0,1.000,0.00,0.35,12,4,59.40,10.50
Kaapo Kahkonen,"NJD, SJS",37,127.75,37,33,4,0.892,1.88,-0.57,3.64,6,6,0,1.000,0.00,1.36,14,10,4,0.714,1.88,-2.05,7,7,0,1.000,0.00,0.20,5,4,59.92,24.50
Karel Vejmelka,ARI,38,176.95,35,31,4,0.886,1.36,-0.75,2.52,4,2,2,0.500,0.68,-1.09,14,12,2,0.857,0.68,-0.05,7,7,0,1.000,0.00,0.20,8,1,60.11,19.00
Kenneth Appleby,NYI,1,2,2,1,1,0.500,30.00,-0.81,0.14,1,1,0,1.000,0.00,0.23,1,0,1,0.000,30.00,-0.86,0,0,0,-,0.00,0.00,0,0,21.50,31.00
Kevin Lankinen,NSH,24,112.45,19,19,0,1.000,0.00,1.76,1.74,4,4,0,1.000,0.00,0.91,4,4,0,1.000,0.00,0.56,4,4,0,1.000,0.00,0.12,5,2,69.16,-
Laurent Brossoit,WPG,23,95.3,12,11,1,0.917,0.63,0.11,0.81,3,3,0,1.000,0.00,0.68,4,3,1,0.750,0.63,-0.44,0,0,0,-,0.00,0.00,2,0,74.25,17.00
Linus Ullmark,BOS,41,187.41666666667,39,36,3,0.923,0.96,0.62,3.59,16,13,3,0.813,0.96,0.62,4,4,0,1.000,0.00,0.56,11,11,0,1.000,0.00,0.32,10,2,49.03,15.00
Logan Thompson,VGK,46,230.53333333333,43,41,2,0.953,0.52,1.99,3,8,7,1,0.875,0.26,0.81,9,8,1,0.889,0.26,0.25,12,12,0,1.000,0.00,0.35,11,3,66.30,15.50
Louis Domingue,NYR,1,1.9833333333333,1,1,0,1.000,0.00,0.09,0.04,0,0,0,-,0.00,0.00,0,0,0,-,0.00,0.00,1,1,0,1.000,0.00,0.03,0,0,49.00,-
Lukas Dostal,ANA,44,186.13333333333,30,29,1,0.967,0.32,1.78,2.02,12,12,0,1.000,0.00,2.72,5,4,1,0.800,0.32,-0.30,8,8,0,1.000,0.00,0.23,5,4,50.80,17.00
Mackenzie Blackwood,SJS,44,181.46666666667,41,38,3,0.927,0.99,0.80,3.28,13,10,3,0.769,0.99,-0.06,2,2,0,1.000,0.00,0.28,13,13,0,1.000,0.00,0.38,11,4,66.05,9.33
Mads Sogaard,OTT,6,22.983333333333,4,4,0,1.000,0.00,0.37,0.39,2,2,0,1.000,0.00,0.45,1,1,0,1.000,0.00,0.14,0,0,0,-,0.00,0.00,2,0,38.50,-
Magnus Chrona,SJS,9,36.033333333333,5,5,0,1.000,0.00,0.46,0.27,0,0,0,-,0.00,0.00,0,0,0,-,0.00,0.00,2,2,0,1.000,0.00,0.06,2,0,112.80,-
Magnus Hellberg,PIT,3,4,2,1,1,0.500,15.00,-0.81,0.12,1,0,1,0.000,15.00,-0.77,0,0,0,-,0.00,0.00,0,0,0,-,0.00,0.00,1,0,78.50,13.00
Malcolm Subban,CBJ,1,2,0,0,0,-,0.00,0.00,0,0,0,0,-,0.00,0.00,0,0,0,-,0.00,0.00,0,0,0,-,0.00,0.00,0,0,-,-
Marc-Andre Fleury,MIN,40,216.4,30,23,7,0.767,1.94,-4.22,2.73,9,6,3,0.667,0.83,-0.96,8,4,4,0.500,1.11,-2.88,1,1,0,1.000,0.00,0.03,9,1,68.87,20.43
Martin Jones,TOR,22,81.15,15,12,3,0.800,2.22,-1.61,1.45,2,1,1,0.500,0.74,-0.55,4,2,2,0.500,1.48,-1.44,4,4,0,1.000,0.00,0.12,6,1,78.33,22.33
Matt Murray,DAL,1,1.7,0,0,0,-,0.00,0.00,0,0,0,0,-,0.00,0.00,0,0,0,-,0.00,0.00,0,0,0,-,0.00,0.00,0,0,-,-
Matt Tomkins,TBL,6,39.466666666667,6,6,0,1.000,0.00,0.56,0.36,1,1,0,1.000,0.00,0.23,2,2,0,1.000,0.00,0.28,0,0,0,-,0.00,0.00,4,0,80.67,-
Matt Villalta,ARI,2,4.9666666666667,0,0,0,-,0.00,0.00,0.04,0,0,0,-,0.00,0.00,0,0,0,-,0.00,0.00,0,0,0,-,0.00,0.00,0,0,-,-
Michael Hutchinson,DET,1,5.65,3,3,0,1.000,0.00,0.28,0.05,0,0,0,-,0.00,0.00,0,0,0,-,0.00,0.00,1,1,0,1.000,0.00,0.03,1,0,113.33,-
Nico Daws,NJD,21,99.333333333333,18,16,2,0.889,1.21,-0.33,2.42,7,5,2,0.714,1.21,-0.41,5,5,0,1.000,0.00,0.70,1,1,0,1.000,0.00,0.03,4,2,57.39,10.00
Petr Mrazek,CHI,56,256.8,41,34,7,0.829,1.64,-3.20,2.98,11,8,3,0.727,0.70,-0.51,7,4,3,0.571,0.70,-2.02,9,8,1,0.889,0.23,-0.74,13,0,69.32,21.29
Pheonix Copley,LAK,8,44.166666666667,8,5,3,0.625,4.08,-2.26,0.95,2,1,1,0.500,1.36,-0.55,2,0,2,0.000,2.72,-1.72,2,2,0,1.000,0.00,0.06,2,0,64.13,24.67
Philipp Grubauer,SEA,36,202.11666666667,24,20,4,0.833,1.19,-1.77,2.74,7,4,3,0.571,0.89,-1.41,9,8,1,0.889,0.30,0.25,7,7,0,1.000,0.00,0.20,9,3,40.75,16.25
Pyotr Kochetkov,CAR,42,174.73333333333,37,33,4,0.892,1.37,-0.57,2.43,10,7,3,0.700,1.03,-0.74,10,9,1,0.900,0.34,0.39,5,5,0,1.000,0.00,0.15,10,0,67.00,16.00
Sam Montembeault,MTL,41,194.15,47,39,8,0.830,2.47,-3.64,4.12,15,11,4,0.733,1.24,-0.60,9,6,3,0.667,0.93,-1.75,7,6,1,0.857,0.31,-0.80,14,3,67.79,20.00
Samuel Ersson,PHI,51,230.93333333333,43,39,4,0.907,1.04,-0.01,2.84,11,9,2,0.818,0.52,0.49,6,4,2,0.667,0.52,-1.16,9,9,0,1.000,0.00,0.26,12,3,77.98,18.50
Scott Wedgewood,DAL,32,139.38333333333,24,21,3,0.875,1.29,-0.77,2.14,9,9,0,1.000,0.00,2.04,8,6,2,0.750,0.86,-0.88,2,1,1,0.500,0.43,-0.94,4,1,45.38,21.00
Semyon Varlamov,NYI,28,129.35,26,26,0,1.000,0.00,2.41,1.66,2,2,0,1.000,0.00,0.45,9,9,0,1.000,0.00,1.25,5,5,0,1.000,0.00,0.15,9,2,78.31,-
Sergei Bobrovsky,FLA,58,306.03333333333,52,48,4,0.923,0.78,0.82,4.18,10,7,3,0.700,0.59,-0.74,8,7,1,0.875,0.20,0.12,11,11,0,1.000,0.00,0.32,15,2,81.54,18.25
Spencer Martin,"CAR, CBJ",19,83.333333333333,15,13,2,0.867,1.44,-0.61,1.5,4,3,1,0.750,0.72,-0.09,2,1,1,0.500,0.72,-0.72,2,2,0,1.000,0.00,0.06,4,2,77.20,22.00
Stuart Skinner,EDM,59,237.68333333333,37,34,3,0.919,0.76,0.43,3.06,4,3,1,0.750,0.25,-0.09,10,8,2,0.800,0.50,-0.61,11,11,0,1.000,0.00,0.32,8,2,67.73,19.00
Thatcher Demko,VAN,51,253,47,42,5,0.894,1.19,-0.64,4.06,12,7,5,0.583,1.19,-2.28,6,6,0,1.000,0.00,0.84,10,10,0,1.000,0.00,0.29,13,3,73.81,16.40
Tristan Jarry,PIT,51,231.45,51,42,9,0.824,2.33,-4.27,5.37,14,9,5,0.643,1.30,-1.83,12,9,3,0.750,0.78,-1.33,9,8,1,0.889,0.26,-0.74,13,5,70.33,18.44
Ukko-Pekka Luukkonen,BUF,54,213.83333333333,32,28,4,0.875,1.12,-1.03,2.98,6,3,3,0.500,0.84,-1.64,7,6,1,0.857,0.28,-0.02,5,5,0,1.000,0.00,0.15,11,1,87.41,11.75
Ville Husso,DET,19,101.75,26,21,5,0.808,2.95,-2.59,2.22,6,4,2,0.667,1.18,-0.64,8,5,3,0.625,1.77,-1.88,5,5,0,1.000,0.00,0.15,7,2,52.81,20.40
Vitek Vanecek,NJD,32,131.76666666667,26,22,4,0.846,1.82,-1.59,2.02,8,7,1,0.875,0.46,0.81,7,4,3,0.571,1.37,-2.02,0,0,0,-,0.00,0.00,7,0,73.31,24.75
Yaniv Perets,CAR,1,2.1,0,0,0,-,0.00,0.00,0,0,0,0,-,0.00,0.00,0,0,0,-,0.00,0.00,0,0,0,-,0.00,0.00,0,0,-,-
Yaroslav Askarov,NSH,2,2.8666666666667,2,2,0,1.000,0.00,0.19,0.16,0,0,0,-,0.00,0.00,2,2,0,1.000,0.00,0.28,0,0,0,-,0.00,0.00,1,0,34.50,-
