Player,Team,GP,TOI,Shots Against,Saves,Goals Against,SV%,GAA,GSAA,xG Against,HD Shots Against,HD Saves,HD Goals Against,HDSV%,HDGAA,HDGSAA,MD Shots Against,MD Saves,MD Goals Against,MDSV%,MDGAA,MDGSAA,LD Shots Against,LD Saves,LD Goals Against,LDSV%,LDGAA,LDGSAA,Rush Attempts Against,Rebound Attempts Against,Avg. Shot Distance,Avg. Goal Distance
Felix Sandstrom,PHI,5,24.666666666667,7,6,1,0.857,2.43,-0.42,0.59,3,2,1,0.667,2.43,-0.38,3,3,0,1.000,0.00,0.28,1,1,0,1.000,0.00,0.03,1,0,29.14,19.00
Filip Gustavsson,OTT,18,78.166666666667,16,15,1,0.938,0.77,0.33,1.49,4,3,1,0.750,0.77,-0.17,3,3,0,1.000,0.00,0.28,2,2,0,1.000,0.00,0.05,3,1,71.19,20.00
Frederik Andersen,CAR,52,237.18333333333,50,49,1,0.980,0.25,3.14,4.56,13,12,1,0.923,0.25,1.68,11,11,0,1.000,0.00,1.01,7,7,0,1.000,0.00,0.18,8,5,67.24,11.00
Garret Sparks,LAK,2,15.4,2,2,0,1.000,0.00,0.17,0.12,1,1,0,1.000,0.00,0.21,1,1,0,1.000,0.00,0.09,0,0,0,-,0.00,0.00,0,0,19.00,-
Harri Sateri,ARI,6,24.9,6,6,0,1.000,0.00,0.50,1.06,4,4,0,1.000,0.00,0.83,0,0,0,-,0.00,0.00,1,1,0,1.000,0.00,0.03,3,1,25.50,-
Hugo Alnefelt,TBL,1,5.1,2,1,1,0.500,11.76,-0.83,0.22,2,1,1,0.500,11.76,-0.59,0,0,0,-,0.00,0.00,0,0,0,-,0.00,0.00,0,1,19.50,17.00
Igor Shesterkin,NYR,53,221.38333333333,39,39,0,1.000,0.00,3.23,3.12,6,6,0,1.000,0.00,1.24,12,12,0,1.000,0.00,1.10,12,12,0,1.000,0.00,0.31,9,1,54.95,-
Ilya Samsonov,WSH,44,184.43333333333,41,37,4,0.902,1.30,-0.60,2.82,7,4,3,0.571,0.98,-1.56,9,8,1,0.889,0.33,-0.17,8,8,0,1.000,0.00,0.21,6,1,78.68,19.00
Ilya Sorokin,NYI,52,207.06666666667,40,35,5,0.875,1.45,-1.68,2.88,11,7,4,0.636,1.16,-1.73,11,10,1,0.909,0.29,0.01,6,6,0,1.000,0.00,0.15,5,1,61.13,15.60
Ivan Prosvetov,ARI,3,14.1,3,2,1,0.667,4.26,-0.75,0.18,0,0,0,-,0.00,0.00,1,0,1,0.000,4.26,-0.91,1,1,0,1.000,0.00,0.03,0,0,65.33,26.00
J-F Berube,CBJ,6,23,4,4,0,1.000,0.00,0.33,0.14,0,0,0,-,0.00,0.00,1,1,0,1.000,0.00,0.09,0,0,0,-,0.00,0.00,1,0,134.00,-
Jack Campbell,TOR,49,199.51666666667,39,38,1,0.974,0.30,2.23,2.86,8,7,1,0.875,0.30,0.65,9,9,0,1.000,0.00,0.83,9,9,0,1.000,0.00,0.23,3,1,68.31,15.00
Jack LaFontaine,CAR,2,4.1333333333333,1,1,0,1.000,0.00,0.08,0.07,0,0,0,-,0.00,0.00,0,0,0,-,0.00,0.00,1,1,0,1.000,0.00,0.03,0,0,35.00,-
Jacob Markstrom,CGY,63,298.93333333333,58,57,1,0.983,0.20,3.81,3.91,10,9,1,0.900,0.20,1.06,7,7,0,1.000,0.00,0.64,15,15,0,1.000,0.00,0.39,17,1,84.88,6.00
Jake Allen,MTL,35,149.75,21,18,3,0.857,1.20,-1.26,1.66,8,6,2,0.750,0.80,-0.35,4,3,1,0.750,0.40,-0.63,1,1,0,1.000,0.00,0.03,5,1,71.62,14.33
Jake Oettinger,DAL,48,212.85,47,44,3,0.936,0.85,0.90,3.88,9,8,1,0.889,0.28,0.86,14,12,2,0.857,0.56,-0.71,9,9,0,1.000,0.00,0.23,7,3,65.60,22.67
James Reimer,SJS,48,186.91666666667,33,29,4,0.879,1.28,-1.26,3.83,10,6,4,0.600,1.28,-1.94,10,10,0,1.000,0.00,0.92,6,6,0,1.000,0.00,0.15,8,0,47.85,14.75
Jaroslav Halak,VAN,17,52.066666666667,7,7,0,1.000,0.00,0.58,0.53,3,3,0,1.000,0.00,0.62,1,1,0,1.000,0.00,0.09,2,2,0,1.000,0.00,0.05,1,0,46.86,-
Jeremy Swayman,BOS,41,172.3,47,43,4,0.915,1.39,-0.10,3.99,14,10,4,0.714,1.39,-1.11,6,6,0,1.000,0.00,0.55,9,9,0,1.000,0.00,0.23,7,4,69.00,10.25
Joel Hofer,STL,2,14.9,3,2,1,0.667,4.03,-0.75,0.34,1,0,1,0.000,4.03,-0.79,1,1,0,1.000,0.00,0.09,1,1,0,1.000,0.00,0.03,1,0,28.00,29.00
Joey Daccord,SEA,5,34.3,5,4,1,0.800,1.75,-0.59,0.5,2,2,0,1.000,0.00,0.41,1,0,1,0.000,1.75,-0.91,2,2,0,1.000,0.00,0.05,2,0,25.60,19.00
John Gibson,ANA,56,242.31666666667,46,44,2,0.957,0.50,1.81,3.14,11,10,1,0.909,0.25,1.27,13,12,1,0.923,0.25,0.19,5,5,0,1.000,0.00,0.13,6,0,70.89,22.50
Jon Gillies,"NJD, STL",20,77.666666666667,21,18,3,0.857,2.32,-1.26,1.98,6,4,2,0.667,1.55,-0.76,7,6,1,0.857,0.77,-0.36,5,5,0,1.000,0.00,0.13,2,1,38.48,18.33
Jonas Johansson,"COL, FLA",11,45.333333333333,12,12,0,1.000,0.00,0.99,0.62,4,4,0,1.000,0.00,0.83,1,1,0,1.000,0.00,0.09,3,3,0,1.000,0.00,0.08,1,0,64.33,-
Jonathan Bernier,NJD,10,41.466666666667,11,10,1,0.909,1.45,-0.09,1.17,4,3,1,0.750,1.45,-0.17,3,3,0,1.000,0.00,0.28,1,1,0,1.000,0.00,0.03,1,0,61.18,13.00
Jonathan Quick,LAK,46,228.23333333333,41,36,5,0.878,1.31,-1.60,2.96,12,8,4,0.667,1.05,-1.52,9,9,0,1.000,0.00,0.83,5,4,1,0.800,0.26,-0.87,5,4,66.41,16.40
Joonas Korpisalo,CBJ,22,97.583333333333,22,20,2,0.909,1.23,-0.18,2.23,8,6,2,0.750,1.23,-0.35,4,4,0,1.000,0.00,0.37,2,2,0,1.000,0.00,0.05,8,0,63.09,16.50
Jordan Binnington,STL,37,150.26666666667,35,32,3,0.914,1.20,-0.10,3.15,11,8,3,0.727,1.20,-0.73,11,11,0,1.000,0.00,1.01,2,2,0,1.000,0.00,0.05,6,1,62.03,15.00
Josef Korenar,ARI,2,8,0,0,0,-,0.00,0.00,0,0,0,0,-,0.00,0.00,0,0,0,-,0.00,0.00,0,0,0,-,0.00,0.00,0,0,-,-
Joseph Woll,TOR,4,19.966666666667,3,3,0,1.000,0.00,0.25,0.2,1,1,0,1.000,0.00,0.21,1,1,0,1.000,0.00,0.09,0,0,0,-,0.00,0.00,2,0,81.00,-
Justus Annunen,COL,2,9.6166666666667,1,0,1,0.000,6.24,-0.92,0.24,1,0,1,0.000,6.24,-0.79,0,0,0,-,0.00,0.00,0,0,0,-,0.00,0.00,1,0,9.00,9.00
Juuse Saros,NSH,67,324.98333333333,61,57,4,0.934,0.74,1.06,5.41,17,16,1,0.941,0.18,2.51,21,19,2,0.905,0.37,-0.07,7,6,1,0.857,0.18,-0.82,11,4,54.36,20.75
Kaapo Kahkonen,"MIN, SJS",36,153.53333333333,33,31,2,0.939,0.78,0.74,2.47,7,6,1,0.857,0.39,0.44,10,9,1,0.900,0.39,-0.08,5,5,0,1.000,0.00,0.13,3,0,67.58,19.00
Karel Vejmelka,ARI,52,185.71666666667,40,37,3,0.925,0.97,0.32,2.64,6,5,1,0.833,0.32,0.24,11,9,2,0.818,0.65,-0.99,7,7,0,1.000,0.00,0.18,11,0,77.33,17.67
Keith Kinkaid,NYR,1,2.6166666666667,1,0,1,0.000,22.93,-0.92,0.04,0,0,0,-,0.00,0.00,0,0,0,-,0.00,0.00,1,0,1,0.000,22.93,-0.97,0,0,42.00,42.00
Kevin Lankinen,CHI,32,152.25,28,26,2,0.929,0.79,0.32,2.04,4,4,0,1.000,0.00,0.83,8,6,2,0.750,0.79,-1.27,6,6,0,1.000,0.00,0.15,5,1,76.61,41.50
Laurent Brossoit,VGK,24,100.86666666667,16,14,2,0.875,1.19,-0.67,1.37,7,5,2,0.714,1.19,-0.56,2,2,0,1.000,0.00,0.18,2,2,0,1.000,0.00,0.05,4,1,63.44,11.00
Linus Ullmark,BOS,41,197.01666666667,45,44,1,0.978,0.30,2.73,3.8,13,13,0,1.000,0.00,2.68,11,10,1,0.909,0.30,0.01,5,5,0,1.000,0.00,0.13,7,1,61.84,27.00
Logan Thompson,VGK,19,77.183333333333,15,13,2,0.867,1.55,-0.76,1.14,6,5,1,0.833,0.78,0.24,3,3,0,1.000,0.00,0.28,3,2,1,0.667,0.78,-0.92,3,0,41.73,9.00
Louis Domingue,PIT,2,6,1,1,0,1.000,0.00,0.08,0.04,0,0,0,-,0.00,0.00,0,0,0,-,0.00,0.00,1,1,0,1.000,0.00,0.03,0,0,48.00,-
Lukas Dostal,ANA,4,13.066666666667,3,3,0,1.000,0.00,0.25,0.05,0,0,0,-,0.00,0.00,1,1,0,1.000,0.00,0.09,0,0,0,-,0.00,0.00,0,0,118.33,-
Mackenzie Blackwood,NJD,25,93.433333333333,16,12,4,0.750,2.57,-2.67,2.15,5,3,2,0.600,1.28,-0.97,6,4,2,0.667,1.28,-1.45,3,3,0,1.000,0.00,0.08,1,1,41.19,18.50
Mads Sogaard,OTT,2,7.1333333333333,0,0,0,-,0.00,0.00,0,0,0,0,-,0.00,0.00,0,0,0,-,0.00,0.00,0,0,0,-,0.00,0.00,0,0,-,-
Magnus Hellberg,DET,1,4,1,1,0,1.000,0.00,0.08,0.11,1,1,0,1.000,0.00,0.21,0,0,0,-,0.00,0.00,0,0,0,-,0.00,0.00,0,0,20.00,-
Malcolm Subban,BUF,4,18.75,5,4,1,0.800,3.20,-0.59,0.61,2,1,1,0.500,3.20,-0.59,1,1,0,1.000,0.00,0.09,1,1,0,1.000,0.00,0.03,0,1,37.60,13.00
Marc-Andre Fleury,"CHI, MIN",56,285.18333333333,49,45,4,0.918,0.84,0.06,4.33,16,13,3,0.813,0.63,0.30,10,10,0,1.000,0.00,0.92,5,4,1,0.800,0.21,-0.87,13,1,69.73,27.00
Martin Jones,PHI,35,169.96666666667,38,35,3,0.921,1.06,0.15,2.42,7,5,2,0.714,0.71,-0.56,11,10,1,0.909,0.35,0.01,7,7,0,1.000,0.00,0.18,7,0,68.03,14.67
Matt Murray,OTT,20,96.5,18,16,2,0.889,1.24,-0.51,1.98,8,7,1,0.875,0.62,0.65,4,3,1,0.750,0.62,-0.63,3,3,0,1.000,0.00,0.08,4,1,48.72,17.00
Maxime Lagace,TBL,2,10,1,1,0,1.000,0.00,0.08,0.24,1,1,0,1.000,0.00,0.21,0,0,0,-,0.00,0.00,0,0,0,-,0.00,0.00,0,0,9.00,-
Michael Dipietro,VAN,1,6.0666666666667,0,0,0,-,0.00,0.00,0,0,0,0,-,0.00,0.00,0,0,0,-,0.00,0.00,0,0,0,-,0.00,0.00,0,0,-,-
Michael Houser,BUF,2,6.9333333333333,0,0,0,-,0.00,0.00,0,0,0,0,-,0.00,0.00,0,0,0,-,0.00,0.00,0,0,0,-,0.00,0.00,0,0,-,-
Michael Hutchinson,TOR,2,5.0833333333333,1,1,0,1.000,0.00,0.08,0.18,1,1,0,1.000,0.00,0.21,0,0,0,-,0.00,0.00,0,0,0,-,0.00,0.00,1,0,23.00,-
Mike Smith,EDM,28,108.73333333333,21,18,3,0.857,1.66,-1.26,1.51,4,2,2,0.500,1.10,-1.17,7,6,1,0.857,0.55,-0.36,3,3,0,1.000,0.00,0.08,3,0,66.48,15.67
Mikko Koskinen,EDM,45,208.66666666667,29,27,2,0.931,0.58,0.40,3.56,11,9,2,0.818,0.58,0.27,5,5,0,1.000,0.00,0.46,2,2,0,1.000,0.00,0.05,9,2,66.41,11.00
Nico Daws,NJD,25,105.3,15,13,2,0.867,1.14,-0.76,1.07,3,2,1,0.667,0.57,-0.38,5,4,1,0.800,0.57,-0.54,1,1,0,1.000,0.00,0.03,2,0,81.87,18.00
Pavel Francouz,COL,21,101.08333333333,14,12,2,0.857,1.19,-0.84,0.82,2,1,1,0.500,0.59,-0.59,5,4,1,0.800,0.59,-0.54,0,0,0,-,0.00,0.00,5,0,97.14,16.50
Petr Mrazek,TOR,20,67.116666666667,14,13,1,0.929,0.89,0.16,1.23,6,6,0,1.000,0.00,1.24,4,3,1,0.750,0.89,-0.63,1,1,0,1.000,0.00,0.03,2,2,49.64,28.00
Pheonix Copley,WSH,2,10.533333333333,2,1,1,0.500,5.70,-0.83,0.46,1,0,1,0.000,5.70,-0.79,0,0,0,-,0.00,0.00,1,1,0,1.000,0.00,0.03,0,1,21.00,4.00
Philipp Grubauer,SEA,55,240.11666666667,34,32,2,0.941,0.50,0.82,2.23,8,6,2,0.750,0.50,-0.35,7,7,0,1.000,0.00,0.64,4,4,0,1.000,0.00,0.10,9,1,79.35,20.00
Pyotr Kochetkov,CAR,3,8,2,2,0,1.000,0.00,0.17,0,0,0,0,-,0.00,0.00,0,0,0,-,0.00,0.00,0,0,0,-,0.00,0.00,1,0,162.00,-
Robin Lehner,VGK,44,179.2,35,33,2,0.943,0.67,0.90,3.24,9,7,2,0.778,0.67,-0.14,10,10,0,1.000,0.00,0.92,1,1,0,1.000,0.00,0.03,11,2,70.63,19.00
Sam Montembeault,MTL,38,172.33333333333,33,26,7,0.788,2.44,-4.26,3.06,12,6,6,0.500,2.09,-3.52,6,6,0,1.000,0.00,0.55,7,6,1,0.857,0.35,-0.82,5,3,58.42,20.43
Scott Wedgewood,"ARI, DAL, NJD",37,142.83333333333,25,24,1,0.960,0.42,1.07,1.89,8,7,1,0.875,0.42,0.65,4,4,0,1.000,0.00,0.37,2,2,0,1.000,0.00,0.05,11,0,77.48,10.00
Semyon Varlamov,NYI,31,132.46666666667,26,24,2,0.923,0.91,0.15,2.7,9,7,2,0.778,0.91,-0.14,5,5,0,1.000,0.00,0.46,3,3,0,1.000,0.00,0.08,3,3,67.73,7.50
Sergei Bobrovsky,FLA,54,254.65,49,44,5,0.898,1.18,-0.94,5.2,15,11,4,0.733,0.94,-0.90,6,5,1,0.833,0.24,-0.45,7,7,0,1.000,0.00,0.18,11,3,69.96,13.20
Spencer Knight,FLA,32,148.98333333333,23,20,3,0.870,1.21,-1.09,1.69,7,5,2,0.714,0.81,-0.56,4,3,1,0.750,0.40,-0.63,4,4,0,1.000,0.00,0.10,2,2,66.26,17.67
Spencer Martin,VAN,6,19.016666666667,3,3,0,1.000,0.00,0.25,0.14,0,0,0,-,0.00,0.00,2,2,0,1.000,0.00,0.18,0,0,0,-,0.00,0.00,0,0,85.33,-
Stuart Skinner,EDM,13,56.9,7,6,1,0.857,1.05,-0.42,1.12,4,3,1,0.750,1.05,-0.17,2,2,0,1.000,0.00,0.18,0,0,0,-,0.00,0.00,2,1,33.57,18.00
Thatcher Demko,VAN,64,313.16666666667,65,59,6,0.908,1.15,-0.61,5.15,19,16,3,0.842,0.57,0.92,14,11,3,0.786,0.57,-1.71,10,10,0,1.000,0.00,0.26,10,2,65.71,18.17
Thomas Greiss,DET,31,119.45,21,19,2,0.905,1.00,-0.26,1.77,6,5,1,0.833,0.50,0.24,4,3,1,0.750,0.50,-0.63,7,7,0,1.000,0.00,0.18,1,1,51.05,18.50
Thomas Hodges,ANA,1,1.9,0,0,0,-,0.00,0.00,0,0,0,0,-,0.00,0.00,0,0,0,-,0.00,0.00,0,0,0,-,0.00,0.00,0,0,-,-
Tristan Jarry,PIT,58,279.68333333333,61,56,5,0.918,1.07,0.06,6.18,23,20,3,0.870,0.64,1.75,17,15,2,0.882,0.43,-0.44,12,12,0,1.000,0.00,0.31,12,0,45.66,14.60
Tuukka Rask,BOS,4,14.433333333333,4,3,1,0.750,4.16,-0.67,0.39,2,1,1,0.500,4.16,-0.59,0,0,0,-,0.00,0.00,1,1,0,1.000,0.00,0.03,1,0,52.50,11.00
Ukko-Pekka Luukkonen,BUF,9,28.933333333333,3,3,0,1.000,0.00,0.25,0.21,1,1,0,1.000,0.00,0.21,0,0,0,-,0.00,0.00,0,0,0,-,0.00,0.00,0,0,90.00,-
Ville Husso,STL,40,191.95,36,35,1,0.972,0.31,1.98,2.72,8,8,0,1.000,0.00,1.65,13,13,0,1.000,0.00,1.19,8,7,1,0.875,0.31,-0.79,5,1,50.47,43.00
Vitek Vanecek,WSH,42,205.38333333333,40,37,3,0.925,0.88,0.32,2.84,6,4,2,0.667,0.58,-0.76,13,12,1,0.923,0.29,0.19,8,8,0,1.000,0.00,0.21,9,0,67.58,11.33
Zach Fucale,WSH,4,19.35,1,1,0,1.000,0.00,0.08,0.06,0,0,0,-,0.00,0.00,0,0,0,-,0.00,0.00,0,0,0,-,0.00,0.00,0,0,141.00,-
Zach Sawchenko,SJS,7,29.633333333333,13,12,1,0.923,2.02,0.08,0.84,4,4,0,1.000,0.00,0.83,2,1,1,0.500,2.02,-0.82,4,4,0,1.000,0.00,0.10,3,0,53.31,25.00
