Player,Team,GP,TOI,Shots Against,Saves,Goals Against,SV%,GAA,GSAA,xG Against,HD Shots Against,HD Saves,HD Goals Against,HDSV%,HDGAA,HDGSAA,MD Shots Against,MD Saves,MD Goals Against,MDSV%,MDGAA,MDGSAA,LD Shots Against,LD Saves,LD Goals Against,LDSV%,LDGAA,LDGSAA,Rush Attempts Against,Rebound Attempts Against,Avg. Shot Distance,Avg. Goal Distance
Aaron Dell,SJS,33,1557.8,825,750,75,0.909,2.89,-6.36,68.4,244,200,44,0.820,1.69,-0.26,239,215,24,0.900,0.92,-2.90,287,280,7,0.976,0.27,1.55,59,100,35.66,19.13
Adam Werner,COL,2,69.7,39,37,2,0.949,1.72,1.24,2.62,7,6,1,0.857,0.86,0.25,12,11,1,0.917,0.86,0.06,18,18,0,1.000,0.00,0.54,1,3,37.44,22.00
Adin Hill,ARI,13,543.33333333333,284,265,19,0.933,2.10,4.63,22.15,68,57,11,0.838,1.21,1.19,80,75,5,0.938,0.55,2.06,122,120,2,0.984,0.22,1.63,14,29,36.17,26.00
Alex Lyon,PHI,3,107.15,63,57,6,0.905,3.36,-0.76,5.1,18,14,4,0.778,2.24,-0.77,25,24,1,0.960,0.56,1.21,19,18,1,0.947,0.56,-0.43,3,8,33.51,19.83
Alex Nedeljkovic,CAR,4,174.81666666667,77,68,9,0.883,3.09,-2.59,5.95,24,18,6,0.750,2.06,-1.70,23,20,3,0.870,1.03,-0.97,26,26,0,1.000,0.00,0.77,4,10,35.42,15.22
Alex Stalock,MIN,38,1783.75,893,820,73,0.918,2.46,1.30,60.53,162,127,35,0.784,1.18,-5.96,229,204,25,0.891,0.84,-4.79,447,435,12,0.973,0.40,1.31,38,84,40.33,23.88
Alexandar Georgiev,NYR,34,1530.6333333333,833,761,72,0.914,2.82,-2.69,69.33,220,181,39,0.823,1.53,0.43,227,206,21,0.907,0.82,-0.96,344,332,12,0.965,0.47,-1.76,47,93,35.51,21.24
Anders Nilsson,OTT,20,891.35,499,455,44,0.912,2.96,-2.48,34.23,114,89,25,0.781,1.68,-4.57,134,121,13,0.903,0.88,-1.17,225,219,6,0.973,0.40,0.70,21,46,37.73,21.41
Andrei Vasilevskiy,TBL,52,2586.8166666667,1295,1198,97,0.925,2.25,10.74,91.41,322,271,51,0.842,1.18,6.72,382,348,34,0.911,0.79,-0.28,536,524,12,0.978,0.28,3.96,76,133,36.55,22.68
Anthony Stolarz,ANA,1,53.933333333333,30,29,1,0.967,1.11,1.50,1.97,4,3,1,0.750,1.11,-0.28,8,8,0,1.000,0.00,0.71,14,14,0,1.000,0.00,0.42,2,3,46.13,10.00
Antoine Bibeau,COL,2,66.45,32,30,2,0.938,1.81,0.66,3.65,10,9,1,0.900,0.90,0.79,9,8,1,0.889,0.90,-0.21,11,11,0,1.000,0.00,0.33,0,5,31.91,9.50
Anton Forsberg,CAR,3,116.35,69,61,8,0.884,4.13,-2.26,5.46,21,16,5,0.762,2.58,-1.24,17,15,2,0.882,1.03,-0.50,26,25,1,0.962,0.52,-0.23,6,10,36.93,21.13
Anton Khudobin,DAL,30,1383.4833333333,716,677,39,0.946,1.69,20.57,48.58,166,141,25,0.849,1.08,4.76,163,155,8,0.951,0.35,6.39,347,341,6,0.983,0.26,4.33,31,74,37.65,18.85
Antti Raanta,ARI,33,1492.7166666667,840,774,66,0.921,2.65,3.89,65.18,213,169,44,0.793,1.77,-5.82,202,188,14,0.931,0.56,3.83,383,375,8,0.979,0.32,3.40,36,117,36.78,17.80
Ben Bishop,DAL,44,2059.8,1054,974,80,0.924,2.33,7.69,80.74,280,237,43,0.846,1.25,7.19,270,251,19,0.930,0.55,4.83,463,446,17,0.963,0.50,-3.21,52,114,34.66,21.91
Braden Holtby,WSH,48,2208.1666666667,1142,1034,108,0.905,2.93,-12.99,92.09,318,252,66,0.792,1.79,-9.00,293,267,26,0.911,0.71,-0.14,459,444,15,0.967,0.41,-1.33,55,130,36.52,20.81
Brian Elliott,PHI,31,1371.1666666667,666,604,62,0.907,2.71,-6.59,51.72,183,148,35,0.809,1.53,-2.20,155,142,13,0.916,0.57,0.68,281,267,14,0.950,0.61,-5.63,25,71,35.73,21.29
Cal Petersen,LAK,8,398.11666666667,224,206,18,0.920,2.71,0.64,19.8,57,47,10,0.825,1.51,0.22,74,67,7,0.905,1.05,-0.47,83,82,1,0.988,0.15,1.47,4,32,33.09,16.67
Calvin Pickard,DET,3,141.75,63,50,13,0.794,5.50,-7.76,6.26,23,13,10,0.565,4.23,-5.88,14,12,2,0.857,0.85,-0.76,23,22,1,0.957,0.42,-0.32,4,10,33.95,13.08
Cam Talbot,CGY,26,1209.7166666667,683,632,51,0.925,2.53,5.83,49.63,132,107,25,0.811,1.24,-1.34,218,200,18,0.917,0.89,1.24,296,289,7,0.976,0.35,1.81,37,68,37.04,22.51
Carey Price,MTL,58,2909.35,1430,1307,123,0.914,2.54,-4.02,105.91,376,307,69,0.816,1.42,-1.60,353,319,34,0.904,0.70,-2.84,610,590,20,0.967,0.41,-1.84,77,137,38.45,21.61
Carter Hart,PHI,43,1953.3666666667,927,853,74,0.920,2.27,3.13,74.95,237,197,40,0.831,1.23,2.48,231,211,20,0.913,0.61,0.39,395,381,14,0.965,0.43,-2.24,40,133,38.35,21.47
Carter Hutton,BUF,31,1516.9,770,702,68,0.912,2.69,-3.94,60.68,210,169,41,0.805,1.62,-3.36,197,176,21,0.893,0.83,-3.61,329,323,6,0.982,0.24,3.80,36,94,35.35,17.16
Cayden Primeau,MTL,2,94.85,55,52,3,0.945,1.90,1.58,3.37,12,10,2,0.833,1.27,0.15,7,6,1,0.857,0.63,-0.38,31,31,0,1.000,0.00,0.92,5,5,42.22,12.67
Charlie Lindgren,MTL,6,294.33333333333,138,123,15,0.891,3.06,-3.52,12.71,40,30,10,0.750,2.04,-2.83,35,33,2,0.943,0.41,1.09,56,53,3,0.946,0.61,-1.33,11,17,35.94,23.60
Chris Driedger,FLA,12,553.28333333333,302,285,17,0.944,1.84,8.13,23.67,87,77,10,0.885,1.08,5.59,74,69,5,0.932,0.54,1.53,123,121,2,0.984,0.22,1.66,15,26,34.70,22.29
Connor Hellebuyck,WPG,58,2793.2166666667,1526,1415,111,0.927,2.38,15.96,126.07,434,365,69,0.841,1.48,8.79,379,354,25,0.934,0.54,8.45,649,633,16,0.975,0.34,3.33,57,192,35.00,19.50
Corey Crawford,CHI,40,1959.4333333333,1108,1026,82,0.926,2.51,10.18,88.66,342,295,47,0.863,1.44,14.30,294,269,25,0.915,0.77,0.95,438,428,10,0.977,0.31,3.04,49,120,32.13,20.09
Cory Schneider,NJD,13,543.45,292,261,31,0.894,3.42,-6.71,24.03,81,63,18,0.778,1.99,-3.48,77,69,8,0.896,0.88,-1.20,124,119,5,0.960,0.55,-1.31,18,35,35.33,23.35
Craig Anderson,OTT,34,1497.2833333333,828,756,72,0.913,2.89,-3.11,65.26,207,170,37,0.821,1.48,0.10,205,184,21,0.898,0.84,-2.91,377,363,14,0.963,0.56,-2.77,25,101,36.59,22.65
Curtis McElhinney,TBL,18,867.41666666667,441,403,38,0.914,2.63,-1.31,33.8,110,91,19,0.827,1.31,0.72,122,112,10,0.918,0.69,0.77,182,173,9,0.951,0.62,-3.58,33,46,36.47,24.97
Darcy Kuemper,ARI,29,1491.3166666667,760,710,50,0.934,2.01,13.23,57.85,181,154,27,0.851,1.09,5.44,202,185,17,0.916,0.68,0.83,344,338,6,0.983,0.24,4.24,35,87,36.44,20.18
